"GeographyCode","KS606EW0001","KS606EW0002","KS606EW0003","KS606EW0004","KS606EW0005","KS606EW0006","KS606EW0007","KS606EW0008","KS606EW0009","KS606EW0010","KS606EW0011","KS606EW0012","KS606EW0013","KS606EW0014","KS606EW0015","KS606EW0016","KS606EW0017","KS606EW0018","KS606EW0019","KS606EW0020","KS606EW0021","KS606EW0022","KS606EW0023","KS606EW0024","KS606EW0025","KS606EW0026","KS606EW0027","KS606EW0028","KS606EW0029","KS606EW0030","KS606EW0031","KS606EW0032","KS606EW0033","KS606EW0034","KS606EW0035","KS606EW0036","KS606EW0037"
"E00004120",100,0,0,1,0,0,6,6,0,4,9,25,1,14,5,1,9,7,12,0,0,1,0,0,6,6,0,4,9,25,1,14,5,1,9,7,12
"E00004121",72,0,0,1,0,0,2,5,2,2,8,18,1,17,5,0,3,4,4,0,0,1.38888888888889,0,0,2.77777777777778,6.94444444444444,2.77777777777778,2.77777777777778,11.1111111111111,25,1.38888888888889,23.6111111111111,6.94444444444444,0,4.16666666666667,5.55555555555556,5.55555555555556
"E00004122",76,0,0,1,0,0,0,9,2,0,7,16,2,19,4,0,4,6,6,0,0,1.31578947368421,0,0,0,11.8421052631579,2.63157894736842,0,9.21052631578947,21.0526315789474,2.63157894736842,25,5.26315789473684,0,5.26315789473684,7.89473684210526,7.89473684210526
"E00004123",89,0,1,1,0,0,2,13,0,5,6,18,4,15,3,9,2,5,5,0,1.12359550561798,1.12359550561798,0,0,2.24719101123596,14.6067415730337,0,5.61797752808989,6.74157303370786,20.2247191011236,4.49438202247191,16.8539325842697,3.37078651685393,10.1123595505618,2.24719101123596,5.61797752808989,5.61797752808989
"E00004124",43,0,0,0,0,0,0,1,1,1,1,14,1,9,2,1,6,3,3,0,0,0,0,0,0,2.32558139534884,2.32558139534884,2.32558139534884,2.32558139534884,32.5581395348837,2.32558139534884,20.9302325581395,4.65116279069767,2.32558139534884,13.953488372093,6.97674418604651,6.97674418604651
"E00004125",81,0,0,2,0,1,5,4,5,2,13,7,1,14,1,2,4,12,8,0,0,2.46913580246914,0,1.23456790123457,6.17283950617284,4.93827160493827,6.17283950617284,2.46913580246914,16.0493827160494,8.64197530864197,1.23456790123457,17.2839506172839,1.23456790123457,2.46913580246914,4.93827160493827,14.8148148148148,9.87654320987654
"E00004126",94,0,0,2,0,0,1,6,3,3,12,24,0,20,5,1,6,5,6,0,0,2.12765957446809,0,0,1.06382978723404,6.38297872340426,3.19148936170213,3.19148936170213,12.7659574468085,25.531914893617,0,21.2765957446809,5.31914893617021,1.06382978723404,6.38297872340426,5.31914893617021,6.38297872340426
"E00004127",91,0,0,0,1,0,5,2,2,7,10,11,2,21,3,4,12,8,3,0,0,0,1.0989010989011,0,5.49450549450549,2.1978021978022,2.1978021978022,7.69230769230769,10.989010989011,12.0879120879121,2.1978021978022,23.0769230769231,3.2967032967033,4.3956043956044,13.1868131868132,8.79120879120879,3.2967032967033
"E00004128",87,0,0,0,0,0,1,0,0,3,10,28,2,26,1,1,3,5,7,0,0,0,0,0,1.14942528735632,0,0,3.44827586206897,11.4942528735632,32.183908045977,2.29885057471264,29.8850574712644,1.14942528735632,1.14942528735632,3.44827586206897,5.74712643678161,8.04597701149425
"E00004129",93,0,1,2,0,0,4,6,1,9,12,20,2,14,0,6,2,10,4,0,1.0752688172043,2.1505376344086,0,0,4.3010752688172,6.45161290322581,1.0752688172043,9.67741935483871,12.9032258064516,21.505376344086,2.1505376344086,15.0537634408602,0,6.45161290322581,2.1505376344086,10.752688172043,4.3010752688172
"E00004130",89,0,0,0,1,0,3,10,1,5,11,22,1,11,5,2,3,2,12,0,0,0,1.12359550561798,0,3.37078651685393,11.2359550561798,1.12359550561798,5.61797752808989,12.3595505617978,24.7191011235955,1.12359550561798,12.3595505617978,5.61797752808989,2.24719101123596,3.37078651685393,2.24719101123596,13.4831460674157
"E00004131",89,0,0,1,2,0,0,6,2,9,11,19,1,19,1,1,6,3,8,0,0,1.12359550561798,2.24719101123596,0,0,6.74157303370786,2.24719101123596,10.1123595505618,12.3595505617978,21.3483146067416,1.12359550561798,21.3483146067416,1.12359550561798,1.12359550561798,6.74157303370786,3.37078651685393,8.98876404494382
"E00004132",64,0,1,1,0,0,0,3,0,0,6,20,0,15,3,0,6,3,6,0,1.5625,1.5625,0,0,0,4.6875,0,0,9.375,31.25,0,23.4375,4.6875,0,9.375,4.6875,9.375
"E00004133",71,0,0,0,0,0,2,9,0,3,6,17,0,17,1,2,5,6,3,0,0,0,0,0,2.8169014084507,12.6760563380282,0,4.22535211267606,8.45070422535211,23.943661971831,0,23.943661971831,1.40845070422535,2.8169014084507,7.04225352112676,8.45070422535211,4.22535211267606
"E00004134",54,0,0,0,0,0,0,5,2,2,9,7,3,8,4,0,6,5,3,0,0,0,0,0,0,9.25925925925926,3.7037037037037,3.7037037037037,16.6666666666667,12.962962962963,5.55555555555556,14.8148148148148,7.40740740740741,0,11.1111111111111,9.25925925925926,5.55555555555556
"E00004135",54,0,0,2,0,0,2,3,0,2,6,14,0,12,0,1,5,1,6,0,0,3.7037037037037,0,0,3.7037037037037,5.55555555555556,0,3.7037037037037,11.1111111111111,25.9259259259259,0,22.2222222222222,0,1.85185185185185,9.25925925925926,1.85185185185185,11.1111111111111
"E00004136",75,0,1,1,1,1,6,1,0,3,10,19,2,19,0,1,7,1,2,0,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,8,1.33333333333333,0,4,13.3333333333333,25.3333333333333,2.66666666666667,25.3333333333333,0,1.33333333333333,9.33333333333333,1.33333333333333,2.66666666666667
"E00004137",94,0,1,1,0,0,1,7,2,5,7,24,3,20,3,0,5,7,8,0,1.06382978723404,1.06382978723404,0,0,1.06382978723404,7.4468085106383,2.12765957446809,5.31914893617021,7.4468085106383,25.531914893617,3.19148936170213,21.2765957446809,3.19148936170213,0,5.31914893617021,7.4468085106383,8.51063829787234
"E00004138",69,0,0,0,3,0,0,2,0,5,7,19,4,16,1,4,3,5,0,0,0,0,4.34782608695652,0,0,2.89855072463768,0,7.2463768115942,10.1449275362319,27.536231884058,5.79710144927536,23.1884057971014,1.44927536231884,5.79710144927536,4.34782608695652,7.2463768115942,0
"E00004139",37,0,0,0,1,0,0,3,4,11,4,3,1,1,3,0,1,3,2,0,0,0,2.7027027027027,0,0,8.10810810810811,10.8108108108108,29.7297297297297,10.8108108108108,8.10810810810811,2.7027027027027,2.7027027027027,8.10810810810811,0,2.7027027027027,8.10810810810811,5.40540540540541
"E00004140",59,0,0,1,1,0,1,2,0,2,10,20,1,13,0,1,6,0,1,0,0,1.69491525423729,1.69491525423729,0,1.69491525423729,3.38983050847458,0,3.38983050847458,16.9491525423729,33.8983050847458,1.69491525423729,22.0338983050847,0,1.69491525423729,10.1694915254237,0,1.69491525423729
"E00004141",48,0,0,1,0,0,1,1,0,1,8,13,1,9,0,2,3,2,6,0,0,2.08333333333333,0,0,2.08333333333333,2.08333333333333,0,2.08333333333333,16.6666666666667,27.0833333333333,2.08333333333333,18.75,0,4.16666666666667,6.25,4.16666666666667,12.5
"E00004142",86,0,0,0,1,0,4,1,1,3,9,22,2,18,1,4,7,4,9,0,0,0,1.16279069767442,0,4.65116279069767,1.16279069767442,1.16279069767442,3.48837209302326,10.4651162790698,25.5813953488372,2.32558139534884,20.9302325581395,1.16279069767442,4.65116279069767,8.13953488372093,4.65116279069767,10.4651162790698
"E00004143",82,0,2,4,1,0,4,3,1,0,5,25,1,15,4,5,5,4,3,0,2.4390243902439,4.8780487804878,1.21951219512195,0,4.8780487804878,3.65853658536585,1.21951219512195,0,6.09756097560976,30.4878048780488,1.21951219512195,18.2926829268293,4.8780487804878,6.09756097560976,6.09756097560976,4.8780487804878,3.65853658536585
"E00004144",66,0,0,0,1,0,0,5,0,2,7,13,0,27,0,2,3,2,4,0,0,0,1.51515151515152,0,0,7.57575757575758,0,3.03030303030303,10.6060606060606,19.6969696969697,0,40.9090909090909,0,3.03030303030303,4.54545454545455,3.03030303030303,6.06060606060606
"E00004145",81,0,1,1,0,0,2,3,0,11,7,17,2,19,4,3,4,4,3,0,1.23456790123457,1.23456790123457,0,0,2.46913580246914,3.7037037037037,0,13.5802469135802,8.64197530864197,20.9876543209877,2.46913580246914,23.4567901234568,4.93827160493827,3.7037037037037,4.93827160493827,4.93827160493827,3.7037037037037
"E00004146",77,0,0,1,1,0,2,7,2,3,12,10,4,20,2,0,7,3,3,0,0,1.2987012987013,1.2987012987013,0,2.5974025974026,9.09090909090909,2.5974025974026,3.8961038961039,15.5844155844156,12.987012987013,5.19480519480519,25.974025974026,2.5974025974026,0,9.09090909090909,3.8961038961039,3.8961038961039
"E00004147",77,0,0,1,0,0,0,3,1,2,10,20,2,24,0,2,0,4,8,0,0,1.2987012987013,0,0,0,3.8961038961039,1.2987012987013,2.5974025974026,12.987012987013,25.974025974026,2.5974025974026,31.1688311688312,0,2.5974025974026,0,5.19480519480519,10.3896103896104
"E00004148",53,0,0,0,0,0,2,5,1,3,10,7,1,11,0,2,4,1,6,0,0,0,0,0,3.77358490566038,9.43396226415094,1.88679245283019,5.66037735849057,18.8679245283019,13.2075471698113,1.88679245283019,20.7547169811321,0,3.77358490566038,7.54716981132075,1.88679245283019,11.3207547169811
"E00004149",102,0,1,0,0,0,2,6,3,3,8,35,1,24,2,1,2,5,9,0,0.980392156862745,0,0,0,1.96078431372549,5.88235294117647,2.94117647058824,2.94117647058824,7.84313725490196,34.3137254901961,0.980392156862745,23.5294117647059,1.96078431372549,0.980392156862745,1.96078431372549,4.90196078431373,8.82352941176471
"E00004150",117,0,0,2,1,0,3,2,2,1,5,44,0,38,2,0,4,9,4,0,0,1.70940170940171,0.854700854700855,0,2.56410256410256,1.70940170940171,1.70940170940171,0.854700854700855,4.27350427350427,37.6068376068376,0,32.4786324786325,1.70940170940171,0,3.41880341880342,7.69230769230769,3.41880341880342
"E00004151",97,0,1,0,0,0,3,4,1,0,16,25,0,30,2,5,3,3,4,0,1.03092783505155,0,0,0,3.09278350515464,4.12371134020619,1.03092783505155,0,16.4948453608247,25.7731958762887,0,30.9278350515464,2.06185567010309,5.15463917525773,3.09278350515464,3.09278350515464,4.12371134020619
"E00004152",76,0,2,1,1,0,0,3,2,2,7,20,4,14,3,1,6,5,5,0,2.63157894736842,1.31578947368421,1.31578947368421,0,0,3.94736842105263,2.63157894736842,2.63157894736842,9.21052631578947,26.3157894736842,5.26315789473684,18.4210526315789,3.94736842105263,1.31578947368421,7.89473684210526,6.57894736842105,6.57894736842105
"E00004153",70,0,0,3,0,1,2,4,1,1,7,14,3,11,6,3,5,5,4,0,0,4.28571428571429,0,1.42857142857143,2.85714285714286,5.71428571428571,1.42857142857143,1.42857142857143,10,20,4.28571428571429,15.7142857142857,8.57142857142857,4.28571428571429,7.14285714285714,7.14285714285714,5.71428571428571
"E00004154",95,0,0,1,0,0,1,6,0,1,8,21,1,30,4,1,5,2,14,0,0,1.05263157894737,0,0,1.05263157894737,6.31578947368421,0,1.05263157894737,8.42105263157895,22.1052631578947,1.05263157894737,31.5789473684211,4.21052631578947,1.05263157894737,5.26315789473684,2.10526315789474,14.7368421052632
"E00004155",73,0,0,0,1,0,4,2,2,1,6,24,2,18,3,2,5,1,2,0,0,0,1.36986301369863,0,5.47945205479452,2.73972602739726,2.73972602739726,1.36986301369863,8.21917808219178,32.8767123287671,2.73972602739726,24.6575342465753,4.10958904109589,2.73972602739726,6.84931506849315,1.36986301369863,2.73972602739726
"E00004156",73,0,0,3,0,0,3,3,0,3,9,19,1,16,1,3,4,2,6,0,0,4.10958904109589,0,0,4.10958904109589,4.10958904109589,0,4.10958904109589,12.3287671232877,26.027397260274,1.36986301369863,21.9178082191781,1.36986301369863,4.10958904109589,5.47945205479452,2.73972602739726,8.21917808219178
"E00004157",76,0,0,0,0,0,5,7,3,2,7,16,1,17,1,0,4,3,10,0,0,0,0,0,6.57894736842105,9.21052631578947,3.94736842105263,2.63157894736842,9.21052631578947,21.0526315789474,1.31578947368421,22.3684210526316,1.31578947368421,0,5.26315789473684,3.94736842105263,13.1578947368421
"E00004158",55,0,0,0,0,1,4,5,4,4,9,7,0,10,1,1,2,2,5,0,0,0,0,1.81818181818182,7.27272727272727,9.09090909090909,7.27272727272727,7.27272727272727,16.3636363636364,12.7272727272727,0,18.1818181818182,1.81818181818182,1.81818181818182,3.63636363636364,3.63636363636364,9.09090909090909
"E00004159",67,0,0,0,0,0,3,7,14,7,2,6,1,6,5,6,6,3,1,0,0,0,0,0,4.47761194029851,10.4477611940298,20.8955223880597,10.4477611940298,2.98507462686567,8.95522388059701,1.49253731343284,8.95522388059701,7.46268656716418,8.95522388059701,8.95522388059701,4.47761194029851,1.49253731343284
"E00004160",25,0,0,0,0,0,4,1,2,2,2,0,0,5,0,1,0,5,3,0,0,0,0,0,16,4,8,8,8,0,0,20,0,4,0,20,12
"E00004161",55,0,0,1,0,0,0,2,0,5,4,11,1,12,2,2,4,6,5,0,0,1.81818181818182,0,0,0,3.63636363636364,0,9.09090909090909,7.27272727272727,20,1.81818181818182,21.8181818181818,3.63636363636364,3.63636363636364,7.27272727272727,10.9090909090909,9.09090909090909
"E00004162",82,0,0,2,0,0,2,7,2,5,10,17,2,19,4,3,4,3,2,0,0,2.4390243902439,0,0,2.4390243902439,8.53658536585366,2.4390243902439,6.09756097560976,12.1951219512195,20.7317073170732,2.4390243902439,23.1707317073171,4.8780487804878,3.65853658536585,4.8780487804878,3.65853658536585,2.4390243902439
"E00004163",112,0,0,3,1,1,4,6,0,5,16,28,3,21,3,2,8,7,4,0,0,2.67857142857143,0.892857142857143,0.892857142857143,3.57142857142857,5.35714285714286,0,4.46428571428571,14.2857142857143,25,2.67857142857143,18.75,2.67857142857143,1.78571428571429,7.14285714285714,6.25,3.57142857142857
"E00004164",68,0,0,3,0,0,9,9,6,6,5,2,1,6,1,4,3,5,8,0,0,4.41176470588235,0,0,13.2352941176471,13.2352941176471,8.82352941176471,8.82352941176471,7.35294117647059,2.94117647058824,1.47058823529412,8.82352941176471,1.47058823529412,5.88235294117647,4.41176470588235,7.35294117647059,11.7647058823529
"E00004165",65,0,0,2,0,0,4,10,8,5,6,6,2,4,7,1,2,2,6,0,0,3.07692307692308,0,0,6.15384615384615,15.3846153846154,12.3076923076923,7.69230769230769,9.23076923076923,9.23076923076923,3.07692307692308,6.15384615384615,10.7692307692308,1.53846153846154,3.07692307692308,3.07692307692308,9.23076923076923
"E00004166",62,0,0,1,0,0,2,10,10,6,3,4,2,3,4,2,3,5,7,0,0,1.61290322580645,0,0,3.2258064516129,16.1290322580645,16.1290322580645,9.67741935483871,4.83870967741935,6.45161290322581,3.2258064516129,4.83870967741935,6.45161290322581,3.2258064516129,4.83870967741935,8.06451612903226,11.2903225806452
"E00004167",72,0,0,1,0,0,2,2,1,2,10,16,5,19,2,3,1,6,2,0,0,1.38888888888889,0,0,2.77777777777778,2.77777777777778,1.38888888888889,2.77777777777778,13.8888888888889,22.2222222222222,6.94444444444444,26.3888888888889,2.77777777777778,4.16666666666667,1.38888888888889,8.33333333333333,2.77777777777778
"E00004168",58,0,0,0,0,0,2,3,3,4,5,11,2,14,1,1,4,5,3,0,0,0,0,0,3.44827586206897,5.17241379310345,5.17241379310345,6.89655172413793,8.62068965517241,18.9655172413793,3.44827586206897,24.1379310344828,1.72413793103448,1.72413793103448,6.89655172413793,8.62068965517241,5.17241379310345
"E00004169",98,0,0,2,0,0,2,10,0,7,14,9,0,22,3,2,11,1,15,0,0,2.04081632653061,0,0,2.04081632653061,10.2040816326531,0,7.14285714285714,14.2857142857143,9.18367346938776,0,22.4489795918367,3.06122448979592,2.04081632653061,11.2244897959184,1.02040816326531,15.3061224489796
"E00004172",102,0,0,3,0,0,2,9,5,8,6,6,4,29,6,3,2,5,14,0,0,2.94117647058824,0,0,1.96078431372549,8.82352941176471,4.90196078431373,7.84313725490196,5.88235294117647,5.88235294117647,3.92156862745098,28.4313725490196,5.88235294117647,2.94117647058824,1.96078431372549,4.90196078431373,13.7254901960784
"E00004173",89,0,1,2,0,0,1,15,1,6,9,7,2,6,4,3,17,11,4,0,1.12359550561798,2.24719101123596,0,0,1.12359550561798,16.8539325842697,1.12359550561798,6.74157303370786,10.1123595505618,7.86516853932584,2.24719101123596,6.74157303370786,4.49438202247191,3.37078651685393,19.1011235955056,12.3595505617978,4.49438202247191
"E00004174",39,0,0,3,1,0,1,5,2,11,2,1,1,1,2,1,3,2,3,0,0,7.69230769230769,2.56410256410256,0,2.56410256410256,12.8205128205128,5.12820512820513,28.2051282051282,5.12820512820513,2.56410256410256,2.56410256410256,2.56410256410256,5.12820512820513,2.56410256410256,7.69230769230769,5.12820512820513,7.69230769230769
"E00004175",60,0,0,1,2,0,4,9,0,7,3,5,1,10,6,4,2,3,3,0,0,1.66666666666667,3.33333333333333,0,6.66666666666667,15,0,11.6666666666667,5,8.33333333333333,1.66666666666667,16.6666666666667,10,6.66666666666667,3.33333333333333,5,5
"E00004177",52,0,0,1,0,0,2,2,0,8,3,5,0,10,1,3,11,2,4,0,0,1.92307692307692,0,0,3.84615384615385,3.84615384615385,0,15.3846153846154,5.76923076923077,9.61538461538462,0,19.2307692307692,1.92307692307692,5.76923076923077,21.1538461538462,3.84615384615385,7.69230769230769
"E00004179",54,0,0,0,0,0,2,4,6,5,2,3,2,12,5,5,5,0,3,0,0,0,0,0,3.7037037037037,7.40740740740741,11.1111111111111,9.25925925925926,3.7037037037037,5.55555555555556,3.7037037037037,22.2222222222222,9.25925925925926,9.25925925925926,9.25925925925926,0,5.55555555555556
"E00004180",42,0,0,2,0,0,2,3,2,4,3,3,0,6,2,2,3,4,6,0,0,4.76190476190476,0,0,4.76190476190476,7.14285714285714,4.76190476190476,9.52380952380952,7.14285714285714,7.14285714285714,0,14.2857142857143,4.76190476190476,4.76190476190476,7.14285714285714,9.52380952380952,14.2857142857143
"E00004181",62,0,0,1,0,0,2,8,7,11,2,3,1,6,2,2,10,2,5,0,0,1.61290322580645,0,0,3.2258064516129,12.9032258064516,11.2903225806452,17.741935483871,3.2258064516129,4.83870967741935,1.61290322580645,9.67741935483871,3.2258064516129,3.2258064516129,16.1290322580645,3.2258064516129,8.06451612903226
"E00004182",39,0,0,1,0,0,0,7,1,10,3,3,2,5,2,2,1,1,1,0,0,2.56410256410256,0,0,0,17.9487179487179,2.56410256410256,25.6410256410256,7.69230769230769,7.69230769230769,5.12820512820513,12.8205128205128,5.12820512820513,5.12820512820513,2.56410256410256,2.56410256410256,2.56410256410256
"E00004183",49,0,0,2,0,0,1,7,5,5,3,1,1,8,3,4,4,4,1,0,0,4.08163265306122,0,0,2.04081632653061,14.2857142857143,10.2040816326531,10.2040816326531,6.12244897959184,2.04081632653061,2.04081632653061,16.3265306122449,6.12244897959184,8.16326530612245,8.16326530612245,8.16326530612245,2.04081632653061
"E00004184",54,0,0,1,0,0,2,2,4,4,4,4,1,10,2,2,7,3,8,0,0,1.85185185185185,0,0,3.7037037037037,3.7037037037037,7.40740740740741,7.40740740740741,7.40740740740741,7.40740740740741,1.85185185185185,18.5185185185185,3.7037037037037,3.7037037037037,12.962962962963,5.55555555555556,14.8148148148148
"E00004185",69,0,0,2,1,0,2,8,8,7,6,7,2,9,2,1,3,7,4,0,0,2.89855072463768,1.44927536231884,0,2.89855072463768,11.5942028985507,11.5942028985507,10.1449275362319,8.69565217391304,10.1449275362319,2.89855072463768,13.0434782608696,2.89855072463768,1.44927536231884,4.34782608695652,10.1449275362319,5.79710144927536
"E00004187",167,0,0,2,0,0,12,11,5,14,29,14,1,40,6,3,9,6,15,0,0,1.19760479041916,0,0,7.18562874251497,6.58682634730539,2.9940119760479,8.38323353293413,17.3652694610778,8.38323353293413,0.598802395209581,23.9520958083832,3.59281437125748,1.79640718562874,5.38922155688623,3.59281437125748,8.98203592814371
"E00004188",42,0,1,0,0,0,0,3,0,3,4,6,1,7,1,2,7,5,2,0,2.38095238095238,0,0,0,0,7.14285714285714,0,7.14285714285714,9.52380952380952,14.2857142857143,2.38095238095238,16.6666666666667,2.38095238095238,4.76190476190476,16.6666666666667,11.9047619047619,4.76190476190476
"E00004189",55,0,0,1,0,0,1,5,1,7,8,10,0,10,3,0,1,4,4,0,0,1.81818181818182,0,0,1.81818181818182,9.09090909090909,1.81818181818182,12.7272727272727,14.5454545454545,18.1818181818182,0,18.1818181818182,5.45454545454545,0,1.81818181818182,7.27272727272727,7.27272727272727
"E00004190",162,1,0,1,0,0,2,11,2,4,19,6,3,41,6,12,20,12,22,0.617283950617284,0,0.617283950617284,0,0,1.23456790123457,6.79012345679012,1.23456790123457,2.46913580246914,11.7283950617284,3.7037037037037,1.85185185185185,25.3086419753086,3.7037037037037,7.40740740740741,12.3456790123457,7.40740740740741,13.5802469135802
"E00004193",182,0,0,5,0,0,1,2,0,8,33,6,1,35,8,5,16,56,6,0,0,2.74725274725275,0,0,0.549450549450549,1.0989010989011,0,4.3956043956044,18.1318681318681,3.2967032967033,0.549450549450549,19.2307692307692,4.3956043956044,2.74725274725275,8.79120879120879,30.7692307692308,3.2967032967033
"E00004194",95,0,0,2,0,0,0,7,3,4,15,9,2,28,4,2,9,4,6,0,0,2.10526315789474,0,0,0,7.36842105263158,3.15789473684211,4.21052631578947,15.7894736842105,9.47368421052632,2.10526315789474,29.4736842105263,4.21052631578947,2.10526315789474,9.47368421052632,4.21052631578947,6.31578947368421
