"GeographyCode","KS102EW0001","KS102EW0002","KS102EW0003","KS102EW0004","KS102EW0005","KS102EW0006","KS102EW0007","KS102EW0008","KS102EW0009","KS102EW0010","KS102EW0011","KS102EW0012","KS102EW0013","KS102EW0014","KS102EW0015","KS102EW0016","KS102EW0017","KS102EW0018","KS102EW0019","KS102EW0020","KS102EW0021","KS102EW0022","KS102EW0023","KS102EW0024","KS102EW0025","KS102EW0026","KS102EW0027","KS102EW0028","KS102EW0029","KS102EW0030","KS102EW0031","KS102EW0032","KS102EW0033","KS102EW0034","KS102EW0035"
"E00004268",319,20,6,3,29,5,7,4,31,43,86,54,11,15,5,0,0,33.1379310344828,30,6.26959247648903,1.88087774294671,0.940438871473354,9.09090909090909,1.56739811912226,2.19435736677116,1.25391849529781,9.71786833855799,13.4796238244514,26.9592476489028,16.9278996865204,3.44827586206897,4.70219435736677,1.56739811912226,0,0
"E00004269",231,7,6,3,9,3,3,5,17,38,65,36,7,20,8,2,2,38.1255411255411,34,3.03030303030303,2.5974025974026,1.2987012987013,3.8961038961039,1.2987012987013,1.2987012987013,2.16450216450216,7.35930735930736,16.4502164502165,28.1385281385281,15.5844155844156,3.03030303030303,8.65800865800866,3.46320346320346,0.865800865800866,0.865800865800866
"E00004270",448,31,14,7,21,4,12,17,87,58,118,46,11,15,3,1,3,29.875,28,6.91964285714286,3.125,1.5625,4.6875,0.892857142857143,2.67857142857143,3.79464285714286,19.4196428571429,12.9464285714286,26.3392857142857,10.2678571428571,2.45535714285714,3.34821428571429,0.669642857142857,0.223214285714286,0.669642857142857
"E00004271",328,15,5,4,19,4,3,8,50,52,97,38,11,14,8,0,0,33,30,4.57317073170732,1.52439024390244,1.21951219512195,5.79268292682927,1.21951219512195,0.914634146341463,2.4390243902439,15.2439024390244,15.8536585365854,29.5731707317073,11.5853658536585,3.35365853658537,4.26829268292683,2.4390243902439,0,0
"E00004272",273,10,4,4,12,6,9,5,21,14,56,70,13,33,12,2,2,41.7069597069597,43,3.66300366300366,1.46520146520147,1.46520146520147,4.3956043956044,2.1978021978022,3.2967032967033,1.83150183150183,7.69230769230769,5.12820512820513,20.5128205128205,25.6410256410256,4.76190476190476,12.0879120879121,4.3956043956044,0.732600732600733,0.732600732600733
"E00004273",364,14,5,7,8,2,3,6,45,60,91,49,18,31,20,5,0,38.6758241758242,32.5,3.84615384615385,1.37362637362637,1.92307692307692,2.1978021978022,0.549450549450549,0.824175824175824,1.64835164835165,12.3626373626374,16.4835164835165,25,13.4615384615385,4.94505494505495,8.51648351648352,5.49450549450549,1.37362637362637,0
"E00004274",291,16,5,3,14,3,5,3,22,49,64,73,15,8,6,4,1,37.1786941580756,34,5.49828178694158,1.71821305841924,1.03092783505155,4.81099656357388,1.03092783505155,1.71821305841924,1.03092783505155,7.56013745704467,16.8384879725086,21.9931271477663,25.085910652921,5.15463917525773,2.74914089347079,2.06185567010309,1.3745704467354,0.343642611683849
"E00004275",199,10,4,0,3,4,2,5,17,22,58,29,15,24,4,2,0,39.356783919598,33,5.0251256281407,2.01005025125628,0,1.50753768844221,2.01005025125628,1.00502512562814,2.51256281407035,8.5427135678392,11.0552763819095,29.1457286432161,14.572864321608,7.53768844221105,12.0603015075377,2.01005025125628,1.00502512562814,0
"E00004276",274,17,9,2,12,0,5,2,18,31,78,54,13,14,16,2,1,38.1970802919708,34,6.2043795620438,3.28467153284672,0.72992700729927,4.37956204379562,0,1.82481751824817,0.72992700729927,6.56934306569343,11.3138686131387,28.4671532846715,19.7080291970803,4.74452554744525,5.10948905109489,5.83941605839416,0.72992700729927,0.364963503649635
"E00004277",259,14,7,6,7,2,4,4,20,30,84,35,16,18,10,2,0,37.3976833976834,35,5.40540540540541,2.7027027027027,2.31660231660232,2.7027027027027,0.772200772200772,1.54440154440154,1.54440154440154,7.72200772200772,11.5830115830116,32.4324324324324,13.5135135135135,6.17760617760618,6.94980694980695,3.86100386100386,0.772200772200772,0
"E00004278",218,14,5,2,9,2,2,3,25,36,64,31,12,10,3,0,0,33.894495412844,32,6.42201834862385,2.29357798165138,0.917431192660551,4.12844036697248,0.917431192660551,0.917431192660551,1.37614678899083,11.4678899082569,16.5137614678899,29.3577981651376,14.2201834862385,5.5045871559633,4.58715596330275,1.37614678899083,0,0
"E00004279",290,22,6,6,14,1,5,4,44,32,73,53,7,10,10,3,0,33.6068965517241,32,7.58620689655172,2.06896551724138,2.06896551724138,4.82758620689655,0.344827586206897,1.72413793103448,1.37931034482759,15.1724137931034,11.0344827586207,25.1724137931034,18.2758620689655,2.41379310344828,3.44827586206897,3.44827586206897,1.03448275862069,0
"E00004280",211,8,1,1,9,2,2,2,10,23,59,42,17,21,12,2,0,42.6872037914692,41,3.7914691943128,0.4739336492891,0.4739336492891,4.2654028436019,0.947867298578199,0.947867298578199,0.947867298578199,4.739336492891,10.9004739336493,27.9620853080569,19.9052132701422,8.05687203791469,9.95260663507109,5.68720379146919,0.947867298578199,0
"E00004281",251,12,2,3,13,1,8,10,22,39,69,38,6,18,6,4,0,35.8565737051793,32,4.7808764940239,0.796812749003984,1.19521912350598,5.1792828685259,0.398406374501992,3.18725099601594,3.98406374501992,8.76494023904383,15.5378486055777,27.4900398406374,15.1394422310757,2.39043824701195,7.17131474103586,2.39043824701195,1.59362549800797,0
"E00004282",302,23,8,4,11,4,6,7,20,45,103,42,7,13,6,3,0,33.4370860927152,32,7.6158940397351,2.64900662251656,1.32450331125828,3.64238410596026,1.32450331125828,1.98675496688742,2.31788079470199,6.62251655629139,14.9006622516556,34.1059602649007,13.9072847682119,2.31788079470199,4.3046357615894,1.98675496688742,0.993377483443709,0
"E00004283",267,11,6,6,9,2,5,5,13,34,79,55,19,16,5,1,1,38.4831460674157,37,4.11985018726592,2.24719101123596,2.24719101123596,3.37078651685393,0.749063670411985,1.87265917602996,1.87265917602996,4.8689138576779,12.7340823970037,29.5880149812734,20.5992509363296,7.11610486891386,5.99250936329588,1.87265917602996,0.374531835205993,0.374531835205993
"E00004284",247,9,5,3,12,1,8,6,30,43,60,35,8,19,6,2,0,35.1336032388664,30,3.64372469635628,2.02429149797571,1.21457489878543,4.8582995951417,0.404858299595142,3.23886639676113,2.42914979757085,12.1457489878543,17.4089068825911,24.2914979757085,14.17004048583,3.23886639676113,7.69230769230769,2.42914979757085,0.809716599190283,0
"E00004285",270,12,4,2,6,0,3,0,16,60,102,31,10,13,7,3,1,36.3074074074074,33,4.44444444444444,1.48148148148148,0.740740740740741,2.22222222222222,0,1.11111111111111,0,5.92592592592593,22.2222222222222,37.7777777777778,11.4814814814815,3.7037037037037,4.81481481481481,2.59259259259259,1.11111111111111,0.37037037037037
"E00004286",294,10,4,4,4,2,11,9,28,56,90,25,18,16,9,6,2,36.8639455782313,31,3.40136054421769,1.36054421768707,1.36054421768707,1.36054421768707,0.680272108843537,3.74149659863946,3.06122448979592,9.52380952380952,19.047619047619,30.6122448979592,8.50340136054422,6.12244897959184,5.4421768707483,3.06122448979592,2.04081632653061,0.680272108843537
"E00004287",273,13,11,2,14,9,9,3,23,52,81,23,7,15,3,8,0,32.6520146520146,30,4.76190476190476,4.02930402930403,0.732600732600733,5.12820512820513,3.2967032967033,3.2967032967033,1.0989010989011,8.42490842490843,19.047619047619,29.6703296703297,8.42490842490843,2.56410256410256,5.49450549450549,1.0989010989011,2.93040293040293,0
"E00004288",318,13,4,7,15,4,4,6,33,56,100,44,11,16,4,1,0,34.3050314465409,32,4.08805031446541,1.25786163522013,2.20125786163522,4.71698113207547,1.25786163522013,1.25786163522013,1.88679245283019,10.377358490566,17.6100628930818,31.4465408805031,13.8364779874214,3.45911949685535,5.0314465408805,1.25786163522013,0.314465408805031,0
"E00004289",232,10,1,2,1,1,1,9,21,45,91,28,7,9,6,0,0,34.7327586206897,31,4.31034482758621,0.431034482758621,0.862068965517241,0.431034482758621,0.431034482758621,0.431034482758621,3.87931034482759,9.05172413793103,19.3965517241379,39.2241379310345,12.0689655172414,3.01724137931034,3.87931034482759,2.58620689655172,0,0
"E00004290",306,10,9,4,9,1,4,1,42,60,100,32,14,12,8,0,0,34.1437908496732,31,3.26797385620915,2.94117647058824,1.30718954248366,2.94117647058824,0.326797385620915,1.30718954248366,0.326797385620915,13.7254901960784,19.6078431372549,32.6797385620915,10.4575163398693,4.57516339869281,3.92156862745098,2.61437908496732,0,0
"E00004291",340,21,12,8,18,3,4,10,28,28,76,59,26,28,17,0,2,38.3411764705882,36.5,6.17647058823529,3.52941176470588,2.35294117647059,5.29411764705882,0.882352941176471,1.17647058823529,2.94117647058824,8.23529411764706,8.23529411764706,22.3529411764706,17.3529411764706,7.64705882352941,8.23529411764706,5,0,0.588235294117647
"E00004292",332,31,22,10,40,5,9,12,26,26,73,43,11,11,9,2,2,29.9728915662651,26.5,9.33734939759036,6.62650602409639,3.01204819277108,12.0481927710843,1.50602409638554,2.71084337349398,3.6144578313253,7.83132530120482,7.83132530120482,21.9879518072289,12.9518072289157,3.31325301204819,3.31325301204819,2.71084337349398,0.602409638554217,0.602409638554217
"E00004293",276,17,13,4,14,5,4,4,26,37,69,49,6,14,10,2,2,34.6449275362319,31,6.15942028985507,4.71014492753623,1.44927536231884,5.07246376811594,1.81159420289855,1.44927536231884,1.44927536231884,9.42028985507246,13.4057971014493,25,17.7536231884058,2.17391304347826,5.07246376811594,3.6231884057971,0.72463768115942,0.72463768115942
"E00004294",215,10,4,2,3,2,1,2,24,45,74,19,5,14,8,1,1,35.0604651162791,31,4.65116279069767,1.86046511627907,0.930232558139535,1.3953488372093,0.930232558139535,0.465116279069767,0.930232558139535,11.1627906976744,20.9302325581395,34.4186046511628,8.83720930232558,2.32558139534884,6.51162790697674,3.72093023255814,0.465116279069767,0.465116279069767
"E00004295",389,16,6,5,10,3,11,5,29,61,102,66,24,22,23,2,4,39.2390745501285,35,4.11311053984576,1.54241645244216,1.2853470437018,2.5706940874036,0.77120822622108,2.82776349614396,1.2853470437018,7.45501285347044,15.681233933162,26.2210796915167,16.9665809768638,6.16966580976864,5.65552699228792,5.91259640102828,0.51413881748072,1.02827763496144
"E00004296",383,37,16,13,30,3,3,5,28,31,90,79,15,19,10,3,1,33.7206266318538,32,9.66057441253264,4.17754569190601,3.39425587467363,7.83289817232376,0.783289817232376,0.783289817232376,1.30548302872063,7.31070496083551,8.09399477806789,23.4986945169713,20.6266318537859,3.91644908616188,4.96083550913838,2.61096605744125,0.783289817232376,0.261096605744125
"E00004297",319,15,5,0,6,0,2,4,36,54,103,37,16,29,9,1,2,37.8150470219436,34,4.70219435736677,1.56739811912226,0,1.88087774294671,0,0.626959247648903,1.25391849529781,11.2852664576803,16.9278996865204,32.2884012539185,11.5987460815047,5.01567398119122,9.09090909090909,2.82131661442006,0.313479623824451,0.626959247648903
"E00004298",311,16,6,6,27,5,5,2,23,43,62,70,17,13,11,2,3,36.7170418006431,35,5.14469453376206,1.92926045016077,1.92926045016077,8.68167202572347,1.60771704180064,1.60771704180064,0.643086816720257,7.39549839228296,13.8263665594855,19.935691318328,22.508038585209,5.46623794212219,4.18006430868167,3.53697749196141,0.643086816720257,0.964630225080386
"E00004299",302,31,9,7,11,2,4,0,11,29,84,55,16,23,16,2,2,38.0827814569536,37,10.2649006622517,2.98013245033113,2.31788079470199,3.64238410596026,0.662251655629139,1.32450331125828,0,3.64238410596026,9.60264900662252,27.8145695364238,18.2119205298013,5.29801324503311,7.6158940397351,5.29801324503311,0.662251655629139,0.662251655629139
"E00004300",273,12,8,5,14,3,8,6,29,42,55,57,10,17,7,0,0,35.4285714285714,32,4.3956043956044,2.93040293040293,1.83150183150183,5.12820512820513,1.0989010989011,2.93040293040293,2.1978021978022,10.6227106227106,15.3846153846154,20.1465201465201,20.8791208791209,3.66300366300366,6.22710622710623,2.56410256410256,0,0
"E00004301",503,25,11,9,21,2,9,7,33,79,196,72,23,8,8,0,0,33.2683896620278,31,4.97017892644135,2.18687872763419,1.78926441351889,4.17495029821074,0.397614314115308,1.78926441351889,1.39165009940358,6.56063618290259,15.7057654075547,38.9662027833002,14.3141153081511,4.57256461232604,1.59045725646123,1.59045725646123,0,0
"E00004302",303,21,8,4,16,1,4,2,19,56,90,45,11,15,7,4,0,34.7755775577558,32,6.93069306930693,2.64026402640264,1.32013201320132,5.28052805280528,0.33003300330033,1.32013201320132,0.66006600660066,6.27062706270627,18.4818481848185,29.7029702970297,14.8514851485149,3.63036303630363,4.95049504950495,2.31023102310231,1.32013201320132,0
"E00004303",299,20,4,5,13,2,5,6,9,38,58,69,27,31,5,5,2,40.8294314381271,40,6.68896321070234,1.33779264214047,1.67224080267559,4.34782608695652,0.668896321070234,1.67224080267559,2.0066889632107,3.01003344481605,12.7090301003344,19.3979933110368,23.0769230769231,9.03010033444816,10.3678929765886,1.67224080267559,1.67224080267559,0.668896321070234
"E00004304",397,28,10,5,8,2,10,10,32,63,128,54,15,20,7,3,2,34.4307304785894,31,7.05289672544081,2.51889168765743,1.25944584382872,2.01511335012594,0.503778337531486,2.51889168765743,2.51889168765743,8.06045340050378,15.8690176322418,32.2418136020151,13.6020151133501,3.77833753148615,5.03778337531486,1.7632241813602,0.755667506297229,0.503778337531486
"E00004305",355,25,17,11,17,1,6,9,37,25,107,43,10,35,9,3,0,34.8394366197183,34,7.04225352112676,4.7887323943662,3.09859154929577,4.7887323943662,0.28169014084507,1.69014084507042,2.53521126760563,10.4225352112676,7.04225352112676,30.1408450704225,12.112676056338,2.8169014084507,9.85915492957746,2.53521126760563,0.845070422535211,0
"E00004306",315,25,10,4,1,0,7,4,15,33,108,46,15,19,18,6,4,39.4666666666667,36,7.93650793650794,3.17460317460317,1.26984126984127,0.317460317460317,0,2.22222222222222,1.26984126984127,4.76190476190476,10.4761904761905,34.2857142857143,14.6031746031746,4.76190476190476,6.03174603174603,5.71428571428571,1.9047619047619,1.26984126984127
"E00004307",368,36,15,6,14,2,2,2,19,36,93,59,29,33,13,6,3,38.7771739130435,37,9.78260869565217,4.07608695652174,1.6304347826087,3.80434782608696,0.543478260869565,0.543478260869565,0.543478260869565,5.16304347826087,9.78260869565217,25.2717391304348,16.0326086956522,7.8804347826087,8.96739130434783,3.53260869565217,1.6304347826087,0.815217391304348
"E00004308",278,16,8,8,13,3,1,10,14,32,83,44,18,15,10,2,1,36.7697841726619,34,5.75539568345324,2.87769784172662,2.87769784172662,4.67625899280576,1.07913669064748,0.359712230215827,3.59712230215827,5.03597122302158,11.5107913669065,29.8561151079137,15.8273381294964,6.47482014388489,5.39568345323741,3.59712230215827,0.719424460431655,0.359712230215827
"E00004309",286,34,9,6,5,1,6,4,10,39,103,45,12,7,4,1,0,32.4090909090909,33,11.8881118881119,3.14685314685315,2.0979020979021,1.74825174825175,0.34965034965035,2.0979020979021,1.3986013986014,3.4965034965035,13.6363636363636,36.013986013986,15.7342657342657,4.1958041958042,2.44755244755245,1.3986013986014,0.34965034965035,0
"E00004310",306,32,8,2,13,2,6,4,17,37,87,41,20,16,13,3,5,36.6470588235294,34,10.4575163398693,2.61437908496732,0.65359477124183,4.2483660130719,0.65359477124183,1.96078431372549,1.30718954248366,5.55555555555556,12.0915032679739,28.4313725490196,13.3986928104575,6.5359477124183,5.22875816993464,4.2483660130719,0.980392156862745,1.63398692810458
"E00004311",282,20,18,9,22,0,6,2,10,19,92,48,10,12,11,2,1,34.968085106383,37,7.09219858156028,6.38297872340426,3.19148936170213,7.80141843971631,0,2.12765957446809,0.709219858156028,3.54609929078014,6.73758865248227,32.6241134751773,17.0212765957447,3.54609929078014,4.25531914893617,3.90070921985816,0.709219858156028,0.354609929078014
"E00004312",321,27,6,4,12,2,8,8,11,49,101,41,16,21,12,2,1,36.1495327102804,33,8.41121495327103,1.86915887850467,1.24610591900312,3.73831775700935,0.623052959501558,2.49221183800623,2.49221183800623,3.42679127725857,15.2647975077882,31.4641744548287,12.7725856697819,4.98442367601246,6.54205607476635,3.73831775700935,0.623052959501558,0.311526479750779
"E00004313",279,14,9,3,7,2,4,0,7,41,108,27,13,30,12,2,0,38.5519713261649,35,5.01792114695341,3.2258064516129,1.0752688172043,2.5089605734767,0.716845878136201,1.4336917562724,0,2.5089605734767,14.6953405017921,38.7096774193548,9.67741935483871,4.6594982078853,10.752688172043,4.3010752688172,0.716845878136201,0
"E00004314",318,20,3,6,11,1,5,11,23,71,112,37,4,5,5,3,1,32.0723270440252,30,6.28930817610063,0.943396226415094,1.88679245283019,3.45911949685535,0.314465408805031,1.57232704402516,3.45911949685535,7.23270440251572,22.3270440251572,35.2201257861635,11.6352201257862,1.25786163522013,1.57232704402516,1.57232704402516,0.943396226415094,0.314465408805031
"E00004315",304,15,1,3,3,2,1,3,28,39,123,41,10,23,8,3,1,37.5921052631579,33,4.93421052631579,0.328947368421053,0.986842105263158,0.986842105263158,0.657894736842105,0.328947368421053,0.986842105263158,9.21052631578947,12.8289473684211,40.4605263157895,13.4868421052632,3.28947368421053,7.56578947368421,2.63157894736842,0.986842105263158,0.328947368421053
"E00004316",244,5,4,2,6,0,2,3,22,40,87,49,11,12,0,0,1,36.6188524590164,35,2.04918032786885,1.63934426229508,0.819672131147541,2.45901639344262,0,0.819672131147541,1.22950819672131,9.01639344262295,16.3934426229508,35.655737704918,20.0819672131148,4.50819672131148,4.91803278688525,0,0,0.409836065573771
"E00004317",390,20,15,7,9,2,9,4,29,81,124,55,12,12,10,1,0,33.4487179487179,31,5.12820512820513,3.84615384615385,1.79487179487179,2.30769230769231,0.512820512820513,2.30769230769231,1.02564102564103,7.43589743589744,20.7692307692308,31.7948717948718,14.1025641025641,3.07692307692308,3.07692307692308,2.56410256410256,0.256410256410256,0
"E00004318",282,14,3,0,6,5,3,14,24,40,87,45,12,21,5,2,1,36.8156028368794,32,4.9645390070922,1.06382978723404,0,2.12765957446809,1.77304964539007,1.06382978723404,4.9645390070922,8.51063829787234,14.1843971631206,30.8510638297872,15.9574468085106,4.25531914893617,7.4468085106383,1.77304964539007,0.709219858156028,0.354609929078014
"E00004319",261,11,1,0,4,0,1,0,15,70,102,36,6,6,5,1,3,35.7854406130268,32,4.21455938697318,0.383141762452107,0,1.53256704980843,0,0.383141762452107,0,5.74712643678161,26.8199233716475,39.0804597701149,13.7931034482759,2.29885057471264,2.29885057471264,1.91570881226054,0.383141762452107,1.14942528735632
"E00004320",268,16,13,7,13,1,5,3,7,11,82,53,17,26,12,2,0,40.0820895522388,41,5.97014925373134,4.85074626865672,2.61194029850746,4.85074626865672,0.373134328358209,1.86567164179104,1.11940298507463,2.61194029850746,4.1044776119403,30.5970149253731,19.7761194029851,6.34328358208955,9.70149253731343,4.47761194029851,0.746268656716418,0
"E00004321",357,27,8,6,17,2,5,11,52,37,90,50,12,22,10,7,1,34.6834733893557,31,7.56302521008403,2.24089635854342,1.68067226890756,4.76190476190476,0.560224089635854,1.40056022408964,3.0812324929972,14.5658263305322,10.3641456582633,25.2100840336134,14.0056022408964,3.36134453781513,6.1624649859944,2.80112044817927,1.96078431372549,0.280112044817927
"E00004322",296,24,13,3,22,1,0,6,16,17,68,49,19,35,21,2,0,40.1655405405405,39.5,8.10810810810811,4.39189189189189,1.01351351351351,7.43243243243243,0.337837837837838,0,2.02702702702703,5.40540540540541,5.74324324324324,22.972972972973,16.5540540540541,6.41891891891892,11.8243243243243,7.09459459459459,0.675675675675676,0
"E00004323",591,18,9,3,11,6,5,201,149,54,76,33,10,7,6,1,2,25.5448392554992,20,3.04568527918782,1.52284263959391,0.50761421319797,1.86125211505922,1.01522842639594,0.846023688663283,34.010152284264,25.2115059221658,9.13705583756345,12.8595600676819,5.58375634517767,1.69204737732657,1.1844331641286,1.01522842639594,0.169204737732657,0.338409475465313
"E00004324",299,34,19,5,12,4,7,4,7,14,82,50,16,25,15,1,4,37.1571906354515,38,11.371237458194,6.35451505016722,1.67224080267559,4.0133779264214,1.33779264214047,2.34113712374582,1.33779264214047,2.34113712374582,4.68227424749164,27.4247491638796,16.7224080267559,5.35117056856187,8.36120401337793,5.01672240802676,0.334448160535117,1.33779264214047
"E00004325",235,21,11,9,9,1,2,1,11,8,63,48,13,19,15,0,4,39.6255319148936,40,8.93617021276596,4.68085106382979,3.82978723404255,3.82978723404255,0.425531914893617,0.851063829787234,0.425531914893617,4.68085106382979,3.40425531914894,26.8085106382979,20.4255319148936,5.53191489361702,8.08510638297872,6.38297872340426,0,1.70212765957447
"E00004326",265,15,10,5,43,0,2,5,10,17,61,60,5,13,16,2,1,35.1056603773585,36,5.66037735849057,3.77358490566038,1.88679245283019,16.2264150943396,0,0.754716981132076,1.88679245283019,3.77358490566038,6.41509433962264,23.0188679245283,22.6415094339623,1.88679245283019,4.90566037735849,6.0377358490566,0.754716981132076,0.377358490566038
"E00004327",320,38,14,7,13,2,5,2,7,18,100,53,16,23,13,4,5,37.290625,37,11.875,4.375,2.1875,4.0625,0.625,1.5625,0.625,2.1875,5.625,31.25,16.5625,5,7.1875,4.0625,1.25,1.5625
"E00004328",260,17,6,3,8,2,2,1,11,33,78,27,16,17,23,9,7,42.4192307692308,36,6.53846153846154,2.30769230769231,1.15384615384615,3.07692307692308,0.769230769230769,0.769230769230769,0.384615384615385,4.23076923076923,12.6923076923077,30,10.3846153846154,6.15384615384615,6.53846153846154,8.84615384615385,3.46153846153846,2.69230769230769
"E00004329",342,23,7,13,29,1,2,4,13,49,85,44,5,22,16,15,14,39.0204678362573,33.5,6.72514619883041,2.04678362573099,3.80116959064327,8.47953216374269,0.292397660818713,0.584795321637427,1.16959064327485,3.80116959064327,14.327485380117,24.8538011695906,12.8654970760234,1.46198830409357,6.4327485380117,4.67836257309941,4.3859649122807,4.09356725146199
"E00004330",294,23,12,5,10,0,0,2,15,43,117,46,9,6,3,0,3,33.5952380952381,35,7.82312925170068,4.08163265306122,1.70068027210884,3.40136054421769,0,0,0.680272108843537,5.10204081632653,14.6258503401361,39.7959183673469,15.6462585034014,3.06122448979592,2.04081632653061,1.02040816326531,0,1.02040816326531
"E00004331",281,18,9,6,19,0,3,5,17,29,90,50,5,15,11,2,2,35.4839857651246,33,6.40569395017794,3.20284697508897,2.13523131672598,6.76156583629893,0,1.06761565836299,1.77935943060498,6.04982206405694,10.3202846975089,32.0284697508897,17.7935943060498,1.77935943060498,5.33807829181495,3.91459074733096,0.711743772241993,0.711743772241993
"E00004332",189,17,7,5,7,2,1,2,4,31,58,20,8,10,10,6,1,36.6296296296296,33,8.99470899470899,3.7037037037037,2.64550264550265,3.7037037037037,1.05820105820106,0.529100529100529,1.05820105820106,2.11640211640212,16.4021164021164,30.6878306878307,10.5820105820106,4.23280423280423,5.29100529100529,5.29100529100529,3.17460317460317,0.529100529100529
"E00004333",247,9,2,5,11,0,1,0,3,30,85,49,19,20,8,3,2,41.7935222672065,39,3.64372469635628,0.809716599190283,2.02429149797571,4.45344129554656,0,0.404858299595142,0,1.21457489878543,12.1457489878543,34.412955465587,19.8380566801619,7.69230769230769,8.09716599190283,3.23886639676113,1.21457489878543,0.809716599190283
"E00004334",212,21,3,7,9,1,2,2,2,15,72,39,10,17,7,1,4,39.1603773584906,38.5,9.90566037735849,1.41509433962264,3.30188679245283,4.24528301886792,0.471698113207547,0.943396226415094,0.943396226415094,0.943396226415094,7.07547169811321,33.9622641509434,18.3962264150943,4.71698113207547,8.0188679245283,3.30188679245283,0.471698113207547,1.88679245283019
"E00004335",295,22,10,2,7,3,2,2,22,33,103,50,8,18,12,0,1,36.7220338983051,35,7.45762711864407,3.38983050847458,0.677966101694915,2.3728813559322,1.01694915254237,0.677966101694915,0.677966101694915,7.45762711864407,11.1864406779661,34.9152542372881,16.9491525423729,2.71186440677966,6.10169491525424,4.06779661016949,0,0.338983050847458
"E00004336",347,16,3,2,24,1,1,7,29,89,105,48,7,11,4,0,0,31.9337175792507,30,4.61095100864553,0.864553314121038,0.576368876080692,6.9164265129683,0.288184438040346,0.288184438040346,2.01729106628242,8.35734870317003,25.6484149855908,30.2593659942363,13.8328530259366,2.01729106628242,3.1700288184438,1.15273775216138,0,0
"E00004337",260,20,8,3,13,2,1,5,17,31,66,49,9,21,11,4,0,37.3269230769231,35,7.69230769230769,3.07692307692308,1.15384615384615,5,0.769230769230769,0.384615384615385,1.92307692307692,6.53846153846154,11.9230769230769,25.3846153846154,18.8461538461538,3.46153846153846,8.07692307692308,4.23076923076923,1.53846153846154,0
"E00004338",271,20,14,12,19,2,3,0,10,30,88,33,4,24,12,0,0,34.4243542435424,33,7.38007380073801,5.16605166051661,4.4280442804428,7.01107011070111,0.738007380073801,1.1070110701107,0,3.690036900369,11.070110701107,32.4723247232472,12.1771217712177,1.4760147601476,8.85608856088561,4.4280442804428,0,0
"E00004339",234,13,6,2,9,1,2,0,11,45,85,21,6,20,5,6,2,37.2863247863248,34,5.55555555555556,2.56410256410256,0.854700854700855,3.84615384615385,0.427350427350427,0.854700854700855,0,4.7008547008547,19.2307692307692,36.3247863247863,8.97435897435897,2.56410256410256,8.54700854700855,2.13675213675214,2.56410256410256,0.854700854700855
"E00004340",221,5,2,4,7,0,3,10,43,55,55,18,1,12,4,1,1,31.868778280543,27,2.26244343891403,0.904977375565611,1.80995475113122,3.16742081447964,0,1.35746606334842,4.52488687782805,19.4570135746606,24.8868778280543,24.8868778280543,8.1447963800905,0.452488687782805,5.42986425339367,1.80995475113122,0.452488687782805,0.452488687782805
"E00004341",235,16,3,7,3,0,0,0,8,35,90,44,8,12,8,1,0,37.3106382978723,36,6.80851063829787,1.27659574468085,2.97872340425532,1.27659574468085,0,0,0,3.40425531914894,14.8936170212766,38.2978723404255,18.7234042553191,3.40425531914894,5.1063829787234,3.40425531914894,0.425531914893617,0
"E00004342",197,12,8,0,7,0,4,2,11,32,61,35,7,8,6,2,2,36.8426395939086,36,6.09137055837564,4.06091370558376,0,3.55329949238579,0,2.03045685279188,1.01522842639594,5.58375634517767,16.243654822335,30.9644670050761,17.7664974619289,3.55329949238579,4.06091370558376,3.04568527918782,1.01522842639594,1.01522842639594
"E00004343",221,16,3,2,8,0,3,1,7,19,103,22,15,11,10,0,1,37.606334841629,36,7.23981900452489,1.35746606334842,0.904977375565611,3.61990950226244,0,1.35746606334842,0.452488687782805,3.16742081447964,8.5972850678733,46.606334841629,9.95475113122172,6.78733031674208,4.97737556561086,4.52488687782805,0,0.452488687782805
"E00004344",249,15,6,1,3,0,2,1,28,44,83,25,9,12,12,4,4,37.1204819277108,32,6.02409638554217,2.40963855421687,0.401606425702811,1.20481927710843,0,0.803212851405622,0.401606425702811,11.2449799196787,17.6706827309237,33.3333333333333,10.0401606425703,3.6144578313253,4.81927710843374,4.81927710843374,1.60642570281124,1.60642570281124
"E00004345",309,25,14,10,14,1,7,0,8,12,77,52,23,41,18,6,1,41.2912621359223,41,8.09061488673139,4.53074433656958,3.23624595469256,4.53074433656958,0.323624595469256,2.26537216828479,0,2.58899676375405,3.88349514563107,24.9190938511327,16.8284789644013,7.44336569579288,13.2686084142395,5.8252427184466,1.94174757281553,0.323624595469256
"E00004346",299,17,18,5,13,3,6,6,12,26,38,49,10,33,30,17,16,46.4080267558528,46,5.68561872909699,6.02006688963211,1.67224080267559,4.34782608695652,1.00334448160535,2.0066889632107,2.0066889632107,4.0133779264214,8.69565217391304,12.7090301003344,16.3879598662207,3.34448160535117,11.0367892976589,10.0334448160535,5.68561872909699,5.35117056856187
"E00004347",247,19,11,9,14,2,5,4,18,11,67,50,17,10,5,5,0,36.080971659919,38,7.69230769230769,4.45344129554656,3.64372469635628,5.66801619433198,0.809716599190283,2.02429149797571,1.61943319838057,7.28744939271255,4.45344129554656,27.1255060728745,20.2429149797571,6.88259109311741,4.04858299595142,2.02429149797571,2.02429149797571,0
