"GeographyCode","KS607EW0001","KS607EW0002","KS607EW0003","KS607EW0004","KS607EW0005","KS607EW0006","KS607EW0007","KS607EW0008","KS607EW0009","KS607EW0010","KS607EW0011","KS607EW0012","KS607EW0013","KS607EW0014","KS607EW0015","KS607EW0016","KS607EW0017","KS607EW0018","KS607EW0019","KS607EW0020","KS607EW0021","KS607EW0022","KS607EW0023","KS607EW0024","KS607EW0025","KS607EW0026","KS607EW0027","KS607EW0028","KS607EW0029","KS607EW0030","KS607EW0031","KS607EW0032","KS607EW0033","KS607EW0034","KS607EW0035","KS607EW0036","KS607EW0037"
"E01000842",399,0,1,2,0,4,3,23,3,13,33,54,15,81,13,10,48,61,35,0,0.25062656641604,0.50125313283208,0,1.00250626566416,0.75187969924812,5.76441102756892,0.75187969924812,3.25814536340852,8.27067669172932,13.5338345864662,3.7593984962406,20.3007518796992,3.25814536340852,2.5062656641604,12.0300751879699,15.2882205513784,8.7719298245614
"E01000843",454,0,1,6,1,1,4,38,4,22,43,50,7,107,12,11,48,64,35,0,0.220264317180617,1.3215859030837,0.220264317180617,0.220264317180617,0.881057268722467,8.37004405286344,0.881057268722467,4.84581497797357,9.47136563876652,11.0132158590308,1.54185022026432,23.568281938326,2.6431718061674,2.42290748898678,10.5726872246696,14.0969162995595,7.70925110132159
"E01000844",495,0,2,9,1,0,5,37,2,11,52,74,6,132,17,4,45,55,43,0,0.404040404040404,1.81818181818182,0.202020202020202,0,1.01010101010101,7.47474747474747,0.404040404040404,2.22222222222222,10.5050505050505,14.9494949494949,1.21212121212121,26.6666666666667,3.43434343434343,0.808080808080808,9.09090909090909,11.1111111111111,8.68686868686869
"E01000845",415,0,1,8,1,0,9,43,1,11,28,41,5,88,24,9,46,52,48,0,0.240963855421687,1.92771084337349,0.240963855421687,0,2.16867469879518,10.3614457831325,0.240963855421687,2.65060240963855,6.74698795180723,9.87951807228916,1.20481927710843,21.2048192771084,5.78313253012048,2.16867469879518,11.0843373493976,12.5301204819277,11.566265060241
"E01000846",274,0,0,3,0,0,3,40,3,14,25,10,6,37,16,14,30,47,26,0,0,1.09489051094891,0,0,1.09489051094891,14.5985401459854,1.09489051094891,5.10948905109489,9.12408759124088,3.64963503649635,2.18978102189781,13.5036496350365,5.83941605839416,5.10948905109489,10.9489051094891,17.1532846715328,9.48905109489051
"E01000847",308,0,1,4,2,0,3,30,2,10,20,24,10,58,13,16,32,46,37,0,0.324675324675325,1.2987012987013,0.649350649350649,0,0.974025974025974,9.74025974025974,0.649350649350649,3.24675324675325,6.49350649350649,7.79220779220779,3.24675324675325,18.8311688311688,4.22077922077922,5.19480519480519,10.3896103896104,14.9350649350649,12.012987012987
"E01000848",487,0,2,9,0,0,5,38,3,22,41,63,6,114,12,16,59,59,38,0,0.410677618069815,1.84804928131417,0,0,1.02669404517454,7.80287474332649,0.616016427104723,4.51745379876797,8.41889117043121,12.9363449691992,1.23203285420945,23.4086242299795,2.46406570841889,3.28542094455852,12.1149897330595,12.1149897330595,7.80287474332649
"E01000849",495,0,1,4,1,0,6,39,1,15,45,49,7,109,20,21,56,71,50,0,0.202020202020202,0.808080808080808,0.202020202020202,0,1.21212121212121,7.87878787878788,0.202020202020202,3.03030303030303,9.09090909090909,9.8989898989899,1.41414141414141,22.020202020202,4.04040404040404,4.24242424242424,11.3131313131313,14.3434343434343,10.1010101010101
"E01000850",378,0,0,11,2,0,2,27,4,27,14,16,5,74,7,11,41,110,27,0,0,2.91005291005291,0.529100529100529,0,0.529100529100529,7.14285714285714,1.05820105820106,7.14285714285714,3.7037037037037,4.23280423280423,1.32275132275132,19.5767195767196,1.85185185185185,2.91005291005291,10.8465608465608,29.1005291005291,7.14285714285714
"E01000851",392,0,0,3,1,1,2,53,3,31,32,23,12,66,16,15,45,47,42,0,0,0.76530612244898,0.255102040816327,0.255102040816327,0.510204081632653,13.5204081632653,0.76530612244898,7.90816326530612,8.16326530612245,5.86734693877551,3.06122448979592,16.8367346938775,4.08163265306122,3.8265306122449,11.4795918367347,11.9897959183673,10.7142857142857
"E01000852",220,0,0,2,0,0,1,24,1,25,19,10,2,32,6,12,48,27,11,0,0,0.909090909090909,0,0,0.454545454545455,10.9090909090909,0.454545454545455,11.3636363636364,8.63636363636364,4.54545454545455,0.909090909090909,14.5454545454545,2.72727272727273,5.45454545454545,21.8181818181818,12.2727272727273,5
"E01000853",316,0,0,3,0,0,9,37,4,17,15,18,7,48,10,12,48,60,28,0,0,0.949367088607595,0,0,2.84810126582278,11.7088607594937,1.26582278481013,5.37974683544304,4.74683544303798,5.69620253164557,2.21518987341772,15.1898734177215,3.16455696202532,3.79746835443038,15.1898734177215,18.9873417721519,8.86075949367089
"E01000854",282,0,1,4,0,0,3,42,8,19,10,15,6,36,9,9,34,68,18,0,0.354609929078014,1.41843971631206,0,0,1.06382978723404,14.8936170212766,2.83687943262411,6.73758865248227,3.54609929078014,5.31914893617021,2.12765957446809,12.7659574468085,3.19148936170213,3.19148936170213,12.0567375886525,24.113475177305,6.38297872340426
"E01000855",510,0,0,2,0,0,6,17,7,33,40,24,3,84,13,14,53,164,50,0,0,0.392156862745098,0,0,1.17647058823529,3.33333333333333,1.37254901960784,6.47058823529412,7.84313725490196,4.70588235294118,0.588235294117647,16.4705882352941,2.54901960784314,2.74509803921569,10.3921568627451,32.156862745098,9.80392156862745
"E01000856",336,2,0,5,0,0,3,53,7,18,32,3,4,45,15,11,48,55,35,0.595238095238095,0,1.48809523809524,0,0,0.892857142857143,15.7738095238095,2.08333333333333,5.35714285714286,9.52380952380952,0.892857142857143,1.19047619047619,13.3928571428571,4.46428571428571,3.27380952380952,14.2857142857143,16.3690476190476,10.4166666666667
