"GeographyCode","QS116EW0001","QS116EW0002","QS116EW0003","QS116EW0004","QS116EW0005","QS116EW0006","QS116EW0007","QS116EW0008","QS116EW0009","QS116EW0010","QS116EW0011","QS116EW0012"
"E01000874",704,227,127,139,0,5,10,62,24,18,7,85
"E01000875",839,369,49,81,0,1,16,116,76,22,15,94
"E01000876",800,342,79,91,0,2,13,81,79,44,12,57
"E01000877",726,274,107,116,0,1,12,85,31,12,3,85
"E01000878",550,188,95,137,0,0,8,41,22,28,2,29
"E01000879",602,237,98,121,1,1,17,53,22,17,3,32
"E01000880",621,191,176,103,0,12,12,37,29,17,1,43
"E01000881",632,247,112,81,0,2,6,77,23,20,9,55
"E01000882",728,281,112,126,0,8,13,86,18,19,2,63
"E01000883",638,258,94,103,0,1,5,60,18,18,11,70
"E01000884",577,181,150,133,0,2,18,24,27,14,3,25
"E01000885",592,172,120,168,0,0,17,39,26,16,2,32
"E01000886",606,187,98,103,0,3,27,58,54,16,2,58
"E01000887",690,262,87,80,0,5,16,81,42,34,4,79
"E01000888",697,252,119,87,0,2,25,75,43,35,7,52
"E01000889",657,224,86,78,0,0,28,43,102,51,10,35
"E01000890",767,357,79,87,0,3,15,35,102,43,10,36
"E01000891",672,279,61,57,0,9,18,31,116,44,11,46
"E01000892",823,308,113,112,0,7,24,82,69,46,9,53
"E01000893",715,281,121,119,0,6,26,75,30,21,0,36
"E01000894",619,209,123,149,0,8,9,60,19,9,0,33
"E01000895",841,403,117,106,0,3,15,100,33,26,1,37
"E01000896",756,258,149,172,1,10,14,77,16,8,2,49
"E01000897",721,243,161,139,1,5,9,85,15,20,1,42
"E01000898",850,418,77,116,0,4,26,61,39,29,3,77
"E01000899",698,229,155,183,1,4,18,49,23,14,0,22
"E01000900",757,256,85,111,0,6,24,68,84,45,10,68
"E01000901",703,228,120,57,0,1,24,30,138,53,8,44
"E01000902",590,216,79,59,0,1,17,35,95,40,6,42
"E01000903",686,301,88,91,0,2,17,67,33,24,6,57
"E01000904",918,309,90,100,1,4,18,95,114,68,15,104
"E01000905",812,300,113,75,0,1,13,32,139,68,10,61
"E01000906",788,319,67,111,0,3,11,108,25,27,8,109
"E01000907",627,207,67,87,0,0,16,56,102,44,2,46
"E01000908",827,420,82,77,0,0,19,73,80,43,0,33
"E01000909",661,199,108,157,0,3,23,60,29,30,1,51
"E01000910",588,173,114,137,0,1,20,57,18,26,0,42
"E01000911",663,220,97,109,1,3,23,65,63,42,1,39
"E01000912",700,270,78,78,0,1,19,53,77,55,7,62
"E01000913",722,210,139,204,0,8,17,67,23,11,1,42
"E01000914",970,483,38,117,2,5,13,73,24,34,88,93
"E01000915",635,247,76,70,0,7,17,72,57,34,14,41
"E01000916",881,392,61,92,0,13,16,92,63,40,26,86
"E01000917",913,458,98,53,0,4,20,65,105,48,24,38
"E01000918",935,482,72,89,0,8,12,82,42,18,57,73
"E01000919",834,434,63,66,0,12,5,70,38,39,28,79
"E01000920",946,409,85,97,1,17,20,109,52,33,36,87
"E01000921",946,381,92,88,1,6,28,144,62,22,7,115
"E01000922",653,266,52,56,1,2,18,68,58,25,27,80
"E01000923",656,266,80,82,0,1,25,74,52,23,3,50
"E01000924",795,307,53,83,1,6,31,140,47,32,6,89
"E01000925",629,246,87,55,0,7,20,32,102,38,9,33
"E01000926",698,204,58,51,0,4,25,85,60,28,21,162
"E01000927",734,205,72,107,0,21,30,96,49,50,15,89
"E01000928",682,234,93,97,0,6,24,58,65,37,7,61
"E01000929",685,245,115,76,0,0,17,37,96,49,2,48
"E01000930",1076,628,80,84,0,5,11,64,91,34,4,75
"E01000931",873,357,89,97,0,1,20,73,97,39,10,90
"E01000932",947,402,49,108,0,1,18,153,61,32,3,120
"E01000933",821,340,76,113,0,0,9,107,34,30,9,103
"E01000934",732,338,98,72,0,1,13,44,72,42,11,41
"E01000935",624,241,87,69,0,1,17,42,101,35,3,28
"E01000936",536,194,61,55,0,7,9,49,86,26,17,32
"E01000937",502,296,31,38,0,3,4,38,30,9,20,33
"E01000938",737,305,43,50,0,14,8,53,109,27,57,71
"E01000939",446,156,71,44,0,2,11,17,46,30,33,36
"E01000940",534,253,63,65,0,1,10,37,41,20,15,29
"E01000941",557,242,65,50,0,3,13,34,69,34,14,33
"E01000942",686,381,27,57,1,4,9,52,24,14,68,49
"E01000943",596,359,27,41,0,7,9,41,27,14,43,28
"E01000944",667,188,75,48,1,2,9,40,67,50,109,78
"E01000945",611,223,55,62,0,3,12,41,56,26,64,69
"E01000946",715,312,72,104,0,4,11,41,58,29,22,62
"E01000947",871,344,62,68,0,4,16,100,37,42,63,135
"E01000948",846,362,80,115,0,5,19,103,57,27,17,61
"E01000949",739,331,93,79,0,10,20,42,82,40,19,23
"E01000950",550,192,97,40,0,0,17,28,68,42,29,37
"E01000951",603,230,96,63,0,1,10,21,69,29,47,37
"E01000952",675,206,79,70,0,1,21,58,89,50,50,51
"E01000953",708,299,84,86,1,1,11,40,67,48,35,36
"E01000954",642,202,105,63,0,1,22,31,124,40,16,38
"E01000955",657,293,94,71,0,0,14,20,83,30,30,22
"E01000956",608,221,93,51,0,0,10,39,68,33,48,45
"E01000957",765,263,89,85,0,4,17,93,74,28,25,87
"E01000958",835,237,101,63,0,3,25,84,112,53,71,86
"E01000959",698,264,88,71,0,2,12,22,79,49,48,63
"E01000960",841,321,115,126,0,7,19,83,45,22,15,88
"E01000961",652,197,111,100,0,0,11,32,82,48,7,64
"E01000962",745,236,107,94,0,9,18,124,25,25,9,98
"E01000963",851,311,154,166,0,4,11,43,36,40,25,61
"E01000964",713,260,101,98,0,10,12,71,53,40,2,66
"E01000965",764,313,77,93,0,2,10,114,43,30,9,73
"E01000966",675,222,112,135,0,2,20,93,9,12,3,67
"E01000967",619,225,120,126,0,2,17,45,25,17,2,40
"E01000968",760,314,69,112,0,1,12,103,27,17,5,100
"E01000969",954,341,115,137,0,3,17,122,38,17,6,158
"E01000970",831,406,42,85,0,4,6,124,19,17,4,124
"E01000971",649,222,115,115,0,6,12,81,21,22,2,53
"E01000972",949,414,90,114,0,2,23,78,106,44,9,69
"E01000973",894,341,64,103,0,3,18,110,68,37,8,142
"E01000974",821,358,57,80,0,3,14,94,78,32,8,97
