"GeographyCode","QS401EW0001","QS401EW0002","QS401EW0003","QS401EW0004","QS401EW0005","QS401EW0006","QS401EW0007","QS401EW0008","QS401EW0009","QS401EW0010","QS401EW0011","QS401EW0012"
"E00004120",286,286,31,4,25,2,255,55,196,4,0,0
"E00004121",250,250,22,4,13,5,228,49,179,0,0,0
"E00004122",236,236,125,0,34,91,111,51,60,0,0,0
"E00004123",296,296,225,3,55,167,71,58,8,5,0,0
"E00004124",176,176,53,3,10,40,123,100,23,0,0,0
"E00004125",268,254,28,3,5,20,226,176,46,4,0,14
"E00004126",274,256,66,8,7,51,190,79,104,7,0,18
"E00004127",265,265,28,0,12,16,237,167,55,15,0,0
"E00004128",293,293,61,7,25,29,232,117,115,0,0,0
"E00004129",265,257,41,0,2,39,216,132,83,1,0,8
"E00004130",268,240,90,1,0,89,150,14,136,0,0,28
"E00004131",280,280,33,3,11,19,247,35,212,0,0,0
"E00004132",196,196,30,5,20,5,166,29,137,0,0,0
"E00004133",255,223,79,0,6,73,144,18,126,0,0,32
"E00004134",188,188,51,0,40,11,137,137,0,0,0,0
"E00004135",143,143,0,0,0,0,143,123,20,0,0,0
"E00004136",228,223,37,0,33,4,186,29,154,3,0,5
"E00004137",272,259,20,4,15,1,239,23,214,2,0,13
"E00004138",225,187,0,0,0,0,187,114,73,0,0,38
"E00004139",333,237,4,0,0,4,223,203,0,20,10,96
"E00004140",206,182,38,4,27,7,144,15,129,0,0,24
"E00004141",188,181,4,0,4,0,177,34,141,2,0,7
"E00004142",237,227,7,0,0,7,220,162,58,0,0,10
"E00004143",242,214,11,1,10,0,203,34,169,0,0,28
"E00004144",230,230,11,0,5,6,219,205,14,0,0,0
"E00004145",208,191,27,11,16,0,164,21,143,0,0,17
"E00004146",249,238,46,0,10,36,192,17,175,0,0,11
"E00004147",225,221,58,9,24,25,163,103,54,6,0,4
"E00004148",175,175,47,10,25,12,128,70,58,0,0,0
"E00004149",317,310,79,6,24,49,231,100,112,19,0,7
"E00004150",304,286,42,0,4,38,244,94,148,2,0,18
"E00004151",261,261,29,0,0,29,232,27,163,42,0,0
"E00004152",243,243,69,35,29,5,174,45,129,0,0,0
"E00004153",206,206,28,13,1,14,178,49,118,11,0,0
"E00004154",255,255,16,0,9,7,239,94,145,0,0,0
"E00004155",250,250,8,0,2,6,242,155,87,0,0,0
"E00004156",223,202,0,0,0,0,202,37,165,0,0,21
