"GeographyCode","KS401EW0001","KS401EW0002","KS401EW0003","KS401EW0004","KS401EW0005","KS401EW0006","KS401EW0007","KS401EW0008","KS401EW0009","KS401EW0010","KS401EW0011","KS401EW0012","KS401EW0013","KS401EW0014","KS401EW0015","KS401EW0016","KS401EW0017","KS401EW0018","KS401EW0019","KS401EW0020","KS401EW0021","KS401EW0022","KS401EW0023","KS401EW0024","KS401EW0025","KS401EW0026"
"E01000842",734,725,2,7,771,724,47,17,34,7,200,511,2,0,98.7738419618529,0.272479564032698,0.953678474114441,93.9040207522698,6.09597924773022,2.20492866407263,4.40985732814527,0.907911802853437,25.9403372243839,66.2775616083009,0.259403372243839,0
"E01000843",818,809,0,9,900,846,54,5,32,43,453,344,18,5,98.8997555012225,0,1.10024449877751,94,6,0.555555555555556,3.55555555555556,4.77777777777778,50.3333333333333,38.2222222222222,2,0.555555555555556
"E01000844",845,833,3,9,914,870,44,5,26,25,235,620,3,0,98.5798816568047,0.355029585798817,1.06508875739645,95.1859956236324,4.81400437636762,0.547045951859956,2.84463894967177,2.73522975929978,25.7111597374179,67.8336980306346,0.328227571115974,0
"E01000845",765,764,0,1,770,731,39,11,22,79,310,309,39,0,99.8692810457516,0,0.130718954248366,94.9350649350649,5.06493506493507,1.42857142857143,2.85714285714286,10.2597402597403,40.2597402597403,40.1298701298701,5.06493506493507,0
"E01000846",618,613,1,4,641,616,25,6,27,121,421,62,4,0,99.1909385113269,0.161812297734628,0.647249190938511,96.0998439937597,3.90015600624025,0.93603744149766,4.21216848673947,18.8767550702028,65.6786271450858,9.67238689547582,0.62402496099844,0
"E01000847",711,708,1,2,718,677,41,8,42,120,440,103,4,1,99.57805907173,0.140646976090014,0.281293952180028,94.2896935933148,5.71030640668524,1.1142061281337,5.84958217270195,16.7130919220056,61.2813370473538,14.3454038997214,0.557103064066852,0.139275766016713
"E01000848",835,832,0,3,857,805,52,12,37,57,248,494,9,0,99.6407185628743,0,0.359281437125749,93.9323220536756,6.06767794632439,1.4002333722287,4.31738623103851,6.65110851808635,28.9381563593932,57.6429404900817,1.05017502917153,0
"E01000849",863,856,1,6,909,862,47,4,12,67,525,291,10,0,99.188876013905,0.115874855156431,0.695249130938586,94.8294829482948,5.17051705170517,0.44004400440044,1.32013201320132,7.37073707370737,57.7557755775578,32.013201320132,1.1001100110011,0
"E01000850",734,731,1,2,739,664,75,1,8,39,491,104,96,0,99.5912806539509,0.136239782016349,0.272479564032698,89.851150202977,10.148849797023,0.13531799729364,1.08254397834912,5.27740189445196,66.4411366711773,14.0730717185386,12.9905277401894,0
"E01000851",935,923,3,9,967,861,106,4,9,71,485,276,121,1,98.716577540107,0.320855614973262,0.962566844919786,89.0382626680455,10.9617373319545,0.413650465356774,0.93071354705274,7.34229576008273,50.1551189245088,28.5418821096174,12.5129265770424,0.103412616339193
"E01000852",770,766,1,3,795,625,170,1,1,8,755,24,6,0,99.4805194805195,0.12987012987013,0.38961038961039,78.6163522012579,21.3836477987421,0.125786163522013,0.125786163522013,1.0062893081761,94.9685534591195,3.0188679245283,0.754716981132076,0
"E01000853",846,841,3,2,864,840,24,0,1,2,753,82,26,0,99.4089834515366,0.354609929078014,0.236406619385343,97.2222222222222,2.77777777777778,0,0.115740740740741,0.231481481481481,87.1527777777778,9.49074074074074,3.00925925925926,0
"E01000854",743,738,1,4,759,718,41,3,5,11,609,90,41,0,99.3270524899058,0.134589502018843,0.53835800807537,94.5981554677207,5.40184453227932,0.395256916996047,0.658761528326746,1.44927536231884,80.2371541501976,11.8577075098814,5.40184453227932,0
"E01000855",1144,1117,2,25,1299,1111,188,11,0,22,929,310,27,0,97.6398601398601,0.174825174825175,2.18531468531469,85.5273287143957,14.4726712856043,0.846805234795997,0,1.69361046959199,71.5165511932256,23.8645111624326,2.07852193995381,0
"E01000856",640,639,1,0,641,628,13,8,23,114,339,126,30,1,99.84375,0.15625,0,97.9719188767551,2.02808112324493,1.24804992199688,3.58814352574103,17.7847113884555,52.8861154446178,19.6567862714509,4.6801872074883,0.15600624024961
"E01000857",703,696,0,7,725,686,39,7,42,120,255,300,1,0,99.0042674253201,0,0.995732574679943,94.6206896551724,5.37931034482759,0.96551724137931,5.79310344827586,16.551724137931,35.1724137931034,41.3793103448276,0.137931034482759,0
"E01000858",795,793,1,1,802,775,27,10,31,90,619,41,11,0,99.748427672956,0.125786163522013,0.125786163522013,96.6334164588529,3.36658354114713,1.24688279301746,3.86533665835411,11.2219451371571,77.1820448877805,5.11221945137157,1.3715710723192,0
"E01000859",868,860,2,6,896,807,89,2,20,217,110,505,42,0,99.0783410138249,0.230414746543779,0.691244239631336,90.0669642857143,9.93303571428571,0.223214285714286,2.23214285714286,24.21875,12.2767857142857,56.3616071428571,4.6875,0
"E01000860",802,794,0,8,858,797,61,12,26,78,377,360,5,0,99.002493765586,0,0.997506234413965,92.8904428904429,7.10955710955711,1.3986013986014,3.03030303030303,9.09090909090909,43.9393939393939,41.958041958042,0.582750582750583,0
"E01000861",750,743,3,4,768,729,39,8,20,118,240,337,45,0,99.0666666666667,0.4,0.533333333333333,94.921875,5.078125,1.04166666666667,2.60416666666667,15.3645833333333,31.25,43.8802083333333,5.859375,0
