"GeographyCode","KS204EW0001","KS204EW0002","KS204EW0003","KS204EW0004","KS204EW0005","KS204EW0006","KS204EW0007","KS204EW0008","KS204EW0009","KS204EW0010","KS204EW0011","KS204EW0012","KS204EW0013","KS204EW0014","KS204EW0015","KS204EW0016","KS204EW0017","KS204EW0018","KS204EW0019"
"E01000842",1444,677,7,35,17,0,30,144,57,477,46.8836565096953,0.484764542936288,2.42382271468144,1.17728531855956,0,2.07756232686981,9.97229916897507,3.94736842105263,33.0332409972299
"E01000843",1678,920,5,31,16,0,21,127,45,513,54.8271752085817,0.297973778307509,1.84743742550656,0.953516090584029,0,1.25148986889154,7.56853396901073,2.68176400476758,30.5721096543504
"E01000844",1772,774,4,35,15,0,24,195,57,668,43.6794582392777,0.225733634311512,1.97516930022573,0.846501128668172,0,1.35440180586907,11.0045146726862,3.21670428893905,37.6975169300226
"E01000845",1464,780,9,27,13,0,30,146,45,414,53.2786885245902,0.614754098360656,1.84426229508197,0.887978142076503,0,2.04918032786885,9.97267759562842,3.07377049180328,28.2786885245902
"E01000846",1501,816,3,21,7,0,29,78,26,521,54.3637574950033,0.199866755496336,1.39906728847435,0.466355762824783,0,1.93204530313125,5.19653564290473,1.73217854763491,34.7101932045303
"E01000847",1686,879,16,21,9,0,33,102,37,589,52.135231316726,0.948991696322657,1.24555160142349,0.533807829181495,0,1.95729537366548,6.04982206405694,2.19454329774614,34.9347568208778
"E01000848",1588,774,9,30,9,0,18,177,40,531,48.7405541561713,0.566750629722922,1.88916876574307,0.566750629722922,0,1.13350125944584,11.1460957178841,2.51889168765743,33.4382871536524
"E01000849",1569,814,10,29,12,0,37,160,55,452,51.8801784576163,0.637348629700446,1.84831102613129,0.764818355640535,0,2.35818992989165,10.1975780752071,3.50541746335245,28.8081580624602
"E01000850",1694,764,10,28,27,0,38,204,57,566,45.1003541912633,0.590318772136954,1.65289256198347,1.59386068476978,0,2.24321133412042,12.0425029515939,3.36481700118064,33.4120425029516
"E01000851",2383,1097,16,33,22,0,28,276,94,817,46.0344104070499,0.671422576584138,1.38480906420478,0.923206042803189,0,1.17498950902224,11.5820394460764,3.94460763743181,34.2845153168275
"E01000852",1587,620,14,27,16,1,32,151,54,672,39.067422810334,0.882167611846251,1.70132325141777,1.00819155639572,0.0630119722747322,2.01638311279143,9.51480781348456,3.40264650283554,42.34404536862
"E01000853",1631,861,7,24,22,0,62,121,59,475,52.7896995708155,0.429184549356223,1.47148988350705,1.34886572654813,0,3.80134886572655,7.41876149601472,3.61741263028817,29.1232372777437
"E01000854",1833,724,8,14,13,0,17,220,91,746,39.4980905619203,0.436442989634479,0.763775231860338,0.709219858156028,0,0.927441352973268,12.0021822149482,4.9645390070922,40.6983087834152
"E01000855",1764,901,9,33,24,2,45,195,42,513,51.0770975056689,0.510204081632653,1.87074829931973,1.36054421768707,0.113378684807256,2.55102040816327,11.0544217687075,2.38095238095238,29.0816326530612
"E01000856",1645,927,8,23,10,2,31,101,42,501,56.3525835866261,0.486322188449848,1.39817629179331,0.60790273556231,0.121580547112462,1.88449848024316,6.13981762917933,2.5531914893617,30.4559270516717
"E01000857",1447,843,10,35,18,1,30,124,23,363,58.2584657912923,0.691085003455425,2.41879751209399,1.24395300621977,0.0691085003455425,2.07325501036628,8.56945404284727,1.58949550794748,25.0863856254319
"E01000858",1861,1106,14,22,8,0,62,99,37,513,59.4304137560451,0.752283718430951,1.18216012896292,0.429876410531972,0,3.33154218162278,5.31972058033315,1.98817839871037,27.5658248253627
"E01000859",1586,951,13,30,30,0,23,124,38,377,59.9621689785624,0.819672131147541,1.89155107187894,1.89155107187894,0,1.45018915510719,7.81841109709962,2.39596469104666,23.7704918032787
"E01000860",1307,760,18,27,14,0,61,101,22,304,58.1484315225708,1.37719969395562,2.06579954093344,1.07115531752104,0,4.66717674062739,7.72762050497322,1.68324407039021,23.2593726090283
"E01000861",1574,889,15,26,16,0,58,128,39,403,56.4803049555273,0.952986022871665,1.65184243964422,1.01651842439644,0,3.6848792884371,8.13214739517154,2.47776365946633,25.6035578144854
"E01000862",1712,1009,10,27,21,0,19,155,21,450,58.9369158878505,0.58411214953271,1.57710280373832,1.22663551401869,0,1.10981308411215,9.05373831775701,1.22663551401869,26.285046728972
"E01000863",1481,785,13,33,6,0,59,159,44,382,53.0047265361242,0.87778528021607,2.22822417285618,0.405131667792032,0,3.98379473328832,10.7359891964889,2.97096556380824,25.7933828494261
"E01000864",1537,964,15,37,23,0,42,101,24,331,62.7195836044242,0.975927130774236,2.40728692257645,1.49642160052049,0,2.73259596616786,6.57124268054652,1.56148340923878,21.5354586857515
"E01000865",1505,878,9,25,23,0,30,139,34,367,58.3388704318937,0.598006644518272,1.66112956810631,1.52823920265781,0,1.99335548172757,9.2358803986711,2.25913621262458,24.3853820598007
"E01000866",2030,1283,10,36,9,3,59,156,60,414,63.2019704433498,0.492610837438424,1.77339901477833,0.443349753694581,0.147783251231527,2.9064039408867,7.68472906403941,2.95566502463054,20.3940886699507
"E01000867",1608,860,4,29,18,8,43,114,52,480,53.4825870646766,0.248756218905473,1.80348258706468,1.11940298507463,0.497512437810945,2.67412935323383,7.08955223880597,3.23383084577114,29.8507462686567
"E01000868",1442,835,4,22,8,3,31,53,29,457,57.9056865464632,0.277392510402219,1.52565880721221,0.554785020804438,0.208044382801664,2.1497919556172,3.6754507628294,2.01109570041609,31.6920943134535
