"GeographyCode","KS105EW0001","KS105EW0002","KS105EW0003","KS105EW0004","KS105EW0005","KS105EW0006","KS105EW0007","KS105EW0008","KS105EW0009","KS105EW0010","KS105EW0011","KS105EW0012","KS105EW0013","KS105EW0014","KS105EW0015","KS105EW0016","KS105EW0017","KS105EW0018","KS105EW0019","KS105EW0020","KS105EW0021","KS105EW0022","KS105EW0023","KS105EW0024","KS105EW0025","KS105EW0026","KS105EW0027","KS105EW0028","KS105EW0029","KS105EW0030","KS105EW0031"
"E00004120",143,15,37,3,23,18,2,17,1,0,5,4,3,0,1,14,10.4895104895105,25.8741258741259,2.0979020979021,16.0839160839161,12.5874125874126,1.3986013986014,11.8881118881119,0.699300699300699,0,3.4965034965035,2.7972027972028,2.0979020979021,0,0.699300699300699,9.79020979020979
"E00004121",118,17,25,10,14,22,5,7,3,0,2,6,0,0,1,6,14.4067796610169,21.1864406779661,8.47457627118644,11.864406779661,18.6440677966102,4.23728813559322,5.93220338983051,2.54237288135593,0,1.69491525423729,5.08474576271187,0,0,0.847457627118644,5.08474576271187
"E00004122",103,10,30,7,5,25,1,10,2,0,2,3,3,1,0,4,9.70873786407767,29.126213592233,6.79611650485437,4.85436893203883,24.2718446601942,0.970873786407767,9.70873786407767,1.94174757281553,0,1.94174757281553,2.9126213592233,2.9126213592233,0.970873786407767,0,3.88349514563107
"E00004123",108,11,9,8,9,26,7,7,5,0,2,6,5,0,0,13,10.1851851851852,8.33333333333333,7.40740740740741,8.33333333333333,24.0740740740741,6.48148148148148,6.48148148148148,4.62962962962963,0,1.85185185185185,5.55555555555556,4.62962962962963,0,0,12.037037037037
"E00004124",100,15,47,5,5,12,4,5,1,0,2,1,2,0,0,1,15,47,5,5,12,4,5,1,0,2,1,2,0,0,1
"E00004125",178,37,82,1,13,6,1,9,1,0,6,4,1,1,0,16,20.7865168539326,46.0674157303371,0.561797752808989,7.30337078651685,3.37078651685393,0.561797752808989,5.0561797752809,0.561797752808989,0,3.37078651685393,2.24719101123596,0.561797752808989,0.561797752808989,0,8.98876404494382
"E00004126",144,15,50,5,16,19,2,18,2,1,1,4,3,0,0,8,10.4166666666667,34.7222222222222,3.47222222222222,11.1111111111111,13.1944444444444,1.38888888888889,12.5,1.38888888888889,0.694444444444444,0.694444444444444,2.77777777777778,2.08333333333333,0,0,5.55555555555556
"E00004127",124,13,30,5,11,10,3,8,1,0,10,5,4,3,0,21,10.4838709677419,24.1935483870968,4.03225806451613,8.87096774193548,8.06451612903226,2.41935483870968,6.45161290322581,0.806451612903226,0,8.06451612903226,4.03225806451613,3.2258064516129,2.41935483870968,0,16.9354838709677
"E00004128",161,21,59,7,17,18,1,16,2,0,1,2,3,2,0,12,13.0434782608696,36.6459627329193,4.34782608695652,10.5590062111801,11.1801242236025,0.62111801242236,9.93788819875776,1.24223602484472,0,0.62111801242236,1.24223602484472,1.86335403726708,1.24223602484472,0,7.45341614906832
"E00004129",142,16,40,4,26,9,1,20,3,1,0,8,2,1,0,11,11.2676056338028,28.169014084507,2.8169014084507,18.3098591549296,6.33802816901408,0.704225352112676,14.0845070422535,2.11267605633803,0.704225352112676,0,5.63380281690141,1.40845070422535,0.704225352112676,0,7.74647887323944
"E00004130",128,9,50,1,12,15,1,10,1,0,3,2,3,0,1,20,7.03125,39.0625,0.78125,9.375,11.71875,0.78125,7.8125,0.78125,0,2.34375,1.5625,2.34375,0,0.78125,15.625
"E00004131",119,8,33,4,16,19,3,10,2,2,2,1,12,0,0,7,6.72268907563025,27.7310924369748,3.36134453781513,13.4453781512605,15.9663865546218,2.52100840336134,8.40336134453782,1.68067226890756,1.68067226890756,1.68067226890756,0.840336134453782,10.0840336134454,0,0,5.88235294117647
"E00004132",92,7,25,1,10,15,1,12,5,0,2,2,2,0,0,10,7.60869565217391,27.1739130434783,1.08695652173913,10.8695652173913,16.304347826087,1.08695652173913,13.0434782608696,5.43478260869565,0,2.17391304347826,2.17391304347826,2.17391304347826,0,0,10.8695652173913
"E00004133",118,11,40,1,9,22,2,7,1,0,3,1,7,0,0,14,9.32203389830508,33.8983050847458,0.847457627118644,7.6271186440678,18.6440677966102,1.69491525423729,5.93220338983051,0.847457627118644,0,2.54237288135593,0.847457627118644,5.93220338983051,0,0,11.864406779661
"E00004134",100,8,43,6,10,11,1,4,3,0,1,0,1,1,2,9,8,43,6,10,11,1,4,3,0,1,0,1,1,2,9
"E00004135",105,12,62,1,7,1,0,12,1,0,1,0,2,0,0,6,11.4285714285714,59.0476190476191,0.952380952380952,6.66666666666667,0.952380952380952,0,11.4285714285714,0.952380952380952,0,0.952380952380952,0,1.9047619047619,0,0,5.71428571428571
"E00004136",110,10,37,4,7,14,0,13,3,0,3,0,3,1,0,15,9.09090909090909,33.6363636363636,3.63636363636364,6.36363636363636,12.7272727272727,0,11.8181818181818,2.72727272727273,0,2.72727272727273,0,2.72727272727273,0.909090909090909,0,13.6363636363636
"E00004137",147,23,51,2,24,13,5,17,0,0,2,0,6,0,0,4,15.6462585034014,34.6938775510204,1.36054421768707,16.3265306122449,8.84353741496599,3.40136054421769,11.5646258503401,0,0,1.36054421768707,0,4.08163265306122,0,0,2.72108843537415
"E00004138",142,30,58,5,17,13,0,7,3,0,2,2,1,0,0,4,21.1267605633803,40.8450704225352,3.52112676056338,11.9718309859155,9.15492957746479,0,4.92957746478873,2.11267605633803,0,1.40845070422535,1.40845070422535,0.704225352112676,0,0,2.8169014084507
"E00004139",140,4,18,0,4,28,0,8,6,0,58,0,9,1,0,4,2.85714285714286,12.8571428571429,0,2.85714285714286,20,0,5.71428571428571,4.28571428571429,0,41.4285714285714,0,6.42857142857143,0.714285714285714,0,2.85714285714286
"E00004140",111,19,30,6,21,9,1,8,2,1,2,1,2,0,0,9,17.1171171171171,27.027027027027,5.40540540540541,18.9189189189189,8.10810810810811,0.900900900900901,7.20720720720721,1.8018018018018,0.900900900900901,1.8018018018018,0.900900900900901,1.8018018018018,0,0,8.10810810810811
"E00004141",114,19,45,6,8,6,3,10,3,0,5,3,1,0,1,4,16.6666666666667,39.4736842105263,5.26315789473684,7.01754385964912,5.26315789473684,2.63157894736842,8.7719298245614,2.63157894736842,0,4.3859649122807,2.63157894736842,0.87719298245614,0,0.87719298245614,3.50877192982456
"E00004142",133,17,59,3,12,13,2,3,3,0,2,1,2,0,0,16,12.781954887218,44.3609022556391,2.25563909774436,9.02255639097744,9.77443609022556,1.50375939849624,2.25563909774436,2.25563909774436,0,1.50375939849624,0.75187969924812,1.50375939849624,0,0,12.0300751879699
"E00004143",126,14,44,0,17,16,2,17,3,0,4,4,2,0,0,3,11.1111111111111,34.9206349206349,0,13.4920634920635,12.6984126984127,1.58730158730159,13.4920634920635,2.38095238095238,0,3.17460317460317,3.17460317460317,1.58730158730159,0,0,2.38095238095238
"E00004144",102,6,25,4,9,21,2,10,3,1,2,3,2,0,1,13,5.88235294117647,24.5098039215686,3.92156862745098,8.82352941176471,20.5882352941176,1.96078431372549,9.80392156862745,2.94117647058824,0.980392156862745,1.96078431372549,2.94117647058824,1.96078431372549,0,0.980392156862745,12.7450980392157
