"GeographyCode","KS201EW0001","KS201EW0002","KS201EW0003","KS201EW0004","KS201EW0005","KS201EW0006","KS201EW0007","KS201EW0008","KS201EW0009","KS201EW0010","KS201EW0011","KS201EW0012","KS201EW0013","KS201EW0014","KS201EW0015","KS201EW0016","KS201EW0017","KS201EW0018","KS201EW0019","KS201EW0020","KS201EW0021","KS201EW0022","KS201EW0023","KS201EW0024","KS201EW0025","KS201EW0026","KS201EW0027","KS201EW0028","KS201EW0029","KS201EW0030","KS201EW0031","KS201EW0032","KS201EW0033","KS201EW0034","KS201EW0035","KS201EW0036","KS201EW0037"
"E02000166",7924,4764,317,7,1202,142,54,187,123,76,7,149,75,150,253,125,76,43,174,60.1211509338718,4.0005047955578,0.088339222614841,15.1691065118627,1.79202423018677,0.681474003028773,2.35991923271075,1.55224634023221,0.959111559818274,0.088339222614841,1.88036345280162,0.946491670873296,1.89298334174659,3.19283190307925,1.57748611812216,0.959111559818274,0.542655224634023,2.19586067642605
"E02000167",7944,4606,162,7,1963,37,25,194,120,163,25,17,121,207,85,41,22,37,112,57.9808660624371,2.0392749244713,0.0881168177240685,24.7104733131923,0.465760322255791,0.314702920443102,2.44209466263847,1.51057401812689,2.05186304128902,0.314702920443102,0.213997985901309,1.52316213494461,2.60574018126888,1.06998992950655,0.516112789526687,0.27693856998993,0.465760322255791,1.4098690835851
"E02000168",8172,4879,346,2,1165,141,55,191,149,85,24,254,69,155,243,136,85,29,164,59.7038668624572,4.23396965247186,0.0244738130200685,14.2559960841899,1.72540381791483,0.673029858051885,2.33724914341654,1.82329906999511,1.04013705335291,0.293685756240822,3.1081742535487,0.844346549192364,1.89672050905531,2.97356828193833,1.66421928536466,1.04013705335291,0.354870288790994,2.00685266764562
"E02000169",7637,3663,174,1,1957,58,37,214,158,324,53,24,155,337,95,57,35,82,213,47.9638601545109,2.27838156344114,0.0130941469163284,25.6252455152547,0.759460521147047,0.484483435904151,2.80214744009428,2.06887521277989,4.2425036008904,0.693989786565405,0.314259525991882,2.0295927720309,4.41272751080267,1.2439439570512,0.746366374230719,0.458295142071494,1.07372004713893,2.78905329317795
"E02000170",8338,4041,336,2,1818,88,34,190,159,284,76,106,144,300,195,93,94,180,198,48.46485967858,4.02974334372751,0.0239865675221876,21.8037898776685,1.05540897097625,0.407771647877189,2.27872391460782,1.90693211801391,3.40609258815064,0.911489565843128,1.27128807867594,1.72703286159751,3.59798512832814,2.33869033341329,1.11537538978172,1.12736867354282,2.15879107699688,2.37467018469657
"E02000171",7818,4225,246,13,1542,115,51,148,171,157,26,270,122,186,176,106,53,50,161,54.0419544640573,3.14658480429777,0.166282936812484,19.7237145049885,1.47096444103351,0.652340752110514,1.89306728063443,2.18726016884114,2.00818623688923,0.332565873624968,3.4535686876439,1.56050140700947,2.37912509593246,2.25121514453825,1.35584548477872,0.677922742389358,0.639549756971092,2.05935021744692
"E02000172",10147,4675,382,11,1280,167,149,150,241,114,65,825,174,302,747,227,246,144,248,46.0727308564108,3.76465950527249,0.108406425544496,12.6145658815413,1.64580664235735,1.46841430964817,1.47826943924313,2.37508623238396,1.12348477382478,0.640583423672021,8.13048191583719,1.71479254952203,2.97624913767616,7.36178180743077,2.2371144180546,2.42436188035873,1.4191386616734,2.44407213954864
"E02000173",7675,3155,186,2,2037,72,44,202,194,300,89,103,234,503,124,103,70,64,193,41.1074918566775,2.42345276872964,0.0260586319218241,26.5407166123779,0.938110749185668,0.57328990228013,2.63192182410423,2.52768729641694,3.90879478827362,1.15960912052117,1.34201954397394,3.04885993485342,6.55374592833876,1.61563517915309,1.34201954397394,0.912052117263844,0.833876221498371,2.51465798045603
"E02000174",8714,4311,321,13,1271,120,93,93,168,190,44,501,81,298,563,176,140,162,169,49.472113839798,3.68372733532247,0.149185219187514,14.5857241221024,1.37709433096167,1.06724810649529,1.06724810649529,1.92793206334634,2.18039935735598,0.504934588019279,5.74936883176498,0.929538673399128,3.41978425522148,6.46086756942851,2.01973835207712,1.60661005278862,1.85907734679826,1.93940784943769
"E02000175",8848,3983,295,4,1938,106,87,145,157,319,81,199,184,389,391,159,108,124,179,45.0158227848101,3.33408679927667,0.0452079566003617,21.9032549728752,1.19801084990958,0.983273056057866,1.63878842676311,1.7744122965642,3.60533453887884,0.915461121157324,2.24909584086799,2.07956600361664,4.39647377938517,4.41907775768535,1.79701627486438,1.22061482820976,1.40144665461121,2.02305605786618
