"GeographyCode","KS402EW0001","KS402EW0002","KS402EW0003","KS402EW0004","KS402EW0005","KS402EW0006","KS402EW0007","KS402EW0008","KS402EW0009","KS402EW0010","KS402EW0011","KS402EW0012","KS402EW0013","KS402EW0014","KS402EW0015","KS402EW0016","KS402EW0017"
"E01000903",686,169,113,4,65,155,157,11,12,24.6355685131195,16.4723032069971,0.583090379008746,9.47521865889213,22.5947521865889,22.8862973760933,1.60349854227405,1.74927113702624
"E01000904",918,89,121,8,423,55,210,10,2,9.69498910675381,13.1808278867102,0.871459694989107,46.078431372549,5.99128540305011,22.8758169934641,1.08932461873638,0.217864923747277
"E01000905",812,13,58,1,607,20,101,8,4,1.60098522167488,7.14285714285714,0.123152709359606,74.7536945812808,2.46305418719212,12.4384236453202,0.985221674876847,0.492610837438424
"E01000906",788,227,165,0,96,5,262,19,14,28.8071065989848,20.9390862944162,0,12.1827411167513,0.634517766497462,33.248730964467,2.41116751269036,1.77664974619289
"E01000907",627,79,113,4,314,27,84,2,4,12.5996810207337,18.0223285486443,0.637958532695375,50.0797448165869,4.30622009569378,13.3971291866029,0.318979266347687,0.637958532695375
"E01000908",827,116,146,2,422,13,94,22,12,14.0266021765417,17.6541717049577,0.241837968561064,51.0278113663845,1.57194679564692,11.36638452237,2.6602176541717,1.45102781136638
"E01000909",661,253,140,7,92,31,110,14,14,38.2753403933434,21.1800302571861,1.0590015128593,13.9183055975794,4.68986384266263,16.6414523449319,2.11800302571861,2.11800302571861
"E01000910",588,225,127,1,80,17,118,8,12,38.265306122449,21.5986394557823,0.170068027210884,13.6054421768707,2.89115646258503,20.0680272108844,1.36054421768707,2.04081632653061
"E01000911",663,137,150,4,92,171,95,10,4,20.6636500754148,22.6244343891403,0.603318250377074,13.8763197586727,25.7918552036199,14.3288084464555,1.50829562594268,0.603318250377074
"E01000912",700,107,102,14,280,79,97,8,13,15.2857142857143,14.5714285714286,2,40,11.2857142857143,13.8571428571429,1.14285714285714,1.85714285714286
"E01000913",722,340,199,2,10,4,129,11,27,47.0914127423823,27.5623268698061,0.277008310249307,1.38504155124654,0.554016620498615,17.8670360110803,1.52354570637119,3.73961218836565
"E01000914",970,150,128,2,133,72,397,53,35,15.4639175257732,13.1958762886598,0.206185567010309,13.7113402061856,7.42268041237113,40.9278350515464,5.4639175257732,3.60824742268041
"E01000915",635,50,58,4,301,74,120,18,10,7.8740157480315,9.13385826771654,0.62992125984252,47.4015748031496,11.6535433070866,18.8976377952756,2.83464566929134,1.5748031496063
"E01000916",881,116,136,2,195,143,258,12,19,13.16685584563,15.4370034052213,0.227014755959137,22.1339387060159,16.2315550510783,29.2849035187287,1.36208853575482,2.1566401816118
"E01000917",913,34,59,0,454,226,120,7,13,3.72398685651698,6.46221248630887,0,49.7261774370208,24.7535596933187,13.1434830230011,0.766703176341731,1.42387732749179
"E01000918",935,134,102,8,227,154,280,8,22,14.331550802139,10.9090909090909,0.855614973262032,24.2780748663102,16.4705882352941,29.9465240641711,0.855614973262032,2.35294117647059
"E01000919",834,87,95,16,131,174,299,13,19,10.431654676259,11.3908872901679,1.91846522781775,15.7074340527578,20.863309352518,35.8513189448441,1.55875299760192,2.27817745803357
"E01000920",946,116,107,0,182,133,358,25,25,12.262156448203,11.3107822410148,0,19.2389006342495,14.0591966173362,37.8435517970402,2.64270613107822,2.64270613107822
"E01000921",946,106,147,18,87,112,450,12,14,11.2050739957717,15.53911205074,1.90274841437632,9.19661733615222,11.8393234672304,47.568710359408,1.26849894291755,1.47991543340381
"E01000922",653,87,86,24,191,84,167,6,8,13.323124042879,13.1699846860643,3.67534456355283,29.249617151608,12.8637059724349,25.5742725880551,0.918836140888208,1.22511485451761
"E01000923",656,148,163,2,126,96,110,6,5,22.5609756097561,24.8475609756098,0.304878048780488,19.2073170731707,14.6341463414634,16.7682926829268,0.914634146341463,0.76219512195122
"E01000924",795,158,163,1,133,64,249,12,15,19.874213836478,20.5031446540881,0.125786163522013,16.7295597484277,8.05031446540881,31.3207547169811,1.50943396226415,1.88679245283019
"E01000925",629,51,73,1,369,27,90,11,7,8.10810810810811,11.6057233704293,0.158982511923688,58.664546899841,4.29252782193959,14.308426073132,1.74880763116057,1.11287758346582
"E01000926",698,74,108,2,207,24,260,12,11,10.6017191977077,15.4727793696275,0.286532951289398,29.6561604584527,3.43839541547278,37.2492836676218,1.71919770773639,1.57593123209169
"E01000927",734,190,172,4,123,35,187,13,10,25.8855585831063,23.433242506812,0.544959128065395,16.7574931880109,4.76839237057221,25.4768392370572,1.77111716621253,1.36239782016349
"E01000928",682,128,154,3,192,61,127,7,10,18.7683284457478,22.5806451612903,0.439882697947214,28.1524926686217,8.94428152492669,18.6217008797654,1.02639296187683,1.46627565982405
"E01000929",685,70,69,3,359,36,129,8,11,10.2189781021898,10.0729927007299,0.437956204379562,52.4087591240876,5.25547445255474,18.8321167883212,1.16788321167883,1.60583941605839
"E01000930",1076,71,108,4,259,237,356,28,13,6.59851301115242,10.0371747211896,0.371747211895911,24.0706319702602,22.0260223048327,33.0855018587361,2.60223048327138,1.20817843866171
"E01000931",873,47,119,3,285,86,315,8,10,5.38373424971363,13.631156930126,0.343642611683849,32.6460481099656,9.85108820160367,36.0824742268041,0.916380297823597,1.1454753722795
"E01000932",947,141,179,3,192,69,341,16,6,14.8891235480465,18.9017951425554,0.316789862724393,20.2745512143611,7.28616684266103,36.0084477296726,1.68954593453009,0.633579725448786
"E01000933",821,132,158,5,100,43,369,7,7,16.0779537149817,19.2448233861145,0.609013398294762,12.1802679658953,5.23751522533496,44.9451887941535,0.852618757612667,0.852618757612667
"E01000934",732,56,61,52,255,85,188,12,23,7.65027322404372,8.33333333333333,7.10382513661202,34.8360655737705,11.6120218579235,25.6830601092896,1.63934426229508,3.14207650273224
"E01000935",624,38,52,1,322,94,107,4,6,6.08974358974359,8.33333333333333,0.16025641025641,51.6025641025641,15.0641025641026,17.1474358974359,0.641025641025641,0.961538461538462
"E01000936",536,58,52,5,106,165,128,10,12,10.8208955223881,9.70149253731343,0.932835820895522,19.7761194029851,30.7835820895522,23.8805970149254,1.86567164179104,2.23880597014925
"E01000937",502,62,41,0,93,31,236,22,17,12.3505976095618,8.16733067729084,0,18.5258964143426,6.17529880478088,47.0119521912351,4.38247011952191,3.38645418326693
"E01000938",737,39,39,3,156,196,284,4,16,5.29172320217096,5.29172320217096,0.407055630936228,21.1668928086839,26.5943012211669,38.5345997286296,0.542740841248304,2.17096336499322
"E01000939",446,26,25,2,222,62,88,3,18,5.82959641255605,5.60538116591928,0.448430493273543,49.7757847533632,13.9013452914798,19.7309417040359,0.672645739910314,4.03587443946188
"E01000940",534,22,24,2,128,224,95,24,15,4.11985018726592,4.49438202247191,0.374531835205993,23.9700374531835,41.9475655430712,17.7902621722846,4.49438202247191,2.80898876404494
"E01000941",557,26,30,0,274,155,54,8,10,4.66786355475763,5.38599640933573,0,49.1921005385996,27.8276481149013,9.69479353680431,1.43626570915619,1.79533213644524
"E01000942",686,133,73,2,151,7,281,18,21,19.3877551020408,10.6413994169096,0.291545189504373,22.0116618075802,1.02040816326531,40.9620991253644,2.62390670553936,3.06122448979592
"E01000943",596,92,63,0,71,79,261,9,21,15.4362416107383,10.5704697986577,0,11.9127516778523,13.255033557047,43.7919463087248,1.51006711409396,3.52348993288591
"E01000944",667,52,50,3,301,52,194,8,7,7.79610194902549,7.49625187406297,0.449775112443778,45.1274362818591,7.79610194902549,29.0854572713643,1.19940029985008,1.04947526236882
"E01000945",611,50,48,3,191,68,224,16,11,8.18330605564648,7.85597381342062,0.490998363338789,31.2602291325696,11.1292962356792,36.6612111292962,2.61865793780687,1.80032733224223
"E01000946",715,156,61,6,106,115,190,48,33,21.8181818181818,8.53146853146853,0.839160839160839,14.8251748251748,16.0839160839161,26.5734265734266,6.71328671328671,4.61538461538462
"E01000947",871,98,108,6,153,76,411,10,9,11.2514351320321,12.3995407577497,0.68886337543054,17.5660160734788,8.7256027554535,47.187141216992,1.14810562571757,1.03329506314581
"E01000948",846,160,124,2,223,60,240,20,17,18.9125295508274,14.6572104018913,0.236406619385343,26.3593380614657,7.09219858156028,28.3687943262411,2.36406619385343,2.00945626477541
"E01000949",739,31,26,7,159,432,69,10,5,4.19485791610284,3.51826792963464,0.94722598105548,21.5155615696888,58.4573748308525,9.33694181326116,1.3531799729364,0.6765899864682
"E01000950",550,32,43,0,365,4,89,7,10,5.81818181818182,7.81818181818182,0,66.3636363636364,0.727272727272727,16.1818181818182,1.27272727272727,1.81818181818182
"E01000951",603,52,51,6,366,19,96,6,7,8.62354892205638,8.45771144278607,0.995024875621891,60.6965174129353,3.15091210613599,15.9203980099502,0.995024875621891,1.16086235489221
"E01000952",675,45,56,2,383,28,141,7,13,6.66666666666667,8.2962962962963,0.296296296296296,56.7407407407407,4.14814814814815,20.8888888888889,1.03703703703704,1.92592592592593
"E01000953",708,44,79,2,454,10,103,6,10,6.21468926553672,11.1581920903955,0.282485875706215,64.1242937853107,1.41242937853107,14.5480225988701,0.847457627118644,1.41242937853107
"E01000954",642,41,22,1,359,149,60,4,6,6.38629283489097,3.42679127725857,0.155763239875389,55.9190031152648,23.208722741433,9.34579439252336,0.623052959501558,0.934579439252336
"E01000955",657,10,25,3,137,415,50,6,11,1.5220700152207,3.80517503805175,0.45662100456621,20.8523592085236,63.1659056316591,7.6103500761035,0.91324200913242,1.67427701674277
"E01000956",608,28,46,4,250,103,151,13,13,4.60526315789474,7.56578947368421,0.657894736842105,41.1184210526316,16.9407894736842,24.8355263157895,2.13815789473684,2.13815789473684
"E01000957",765,75,103,39,209,82,230,18,9,9.80392156862745,13.4640522875817,5.09803921568627,27.3202614379085,10.718954248366,30.0653594771242,2.35294117647059,1.17647058823529
"E01000958",835,42,76,73,293,101,227,15,8,5.02994011976048,9.10179640718563,8.74251497005988,35.0898203592814,12.0958083832335,27.185628742515,1.79640718562874,0.958083832335329
"E01000959",698,47,61,8,442,7,124,4,5,6.73352435530086,8.73925501432665,1.14613180515759,63.323782234957,1.00286532951289,17.7650429799427,0.573065902578797,0.716332378223496
"E01000960",841,156,128,1,126,19,377,9,25,18.5493460166468,15.2199762187872,0.118906064209275,14.9821640903686,2.25921521997622,44.8275862068966,1.07015457788347,2.97265160523187
"E01000961",652,109,87,7,213,37,172,7,20,16.7177914110429,13.3435582822086,1.07361963190184,32.6687116564417,5.67484662576687,26.3803680981595,1.07361963190184,3.06748466257669
"E01000962",745,157,176,3,24,20,344,11,10,21.0738255033557,23.6241610738255,0.402684563758389,3.22147651006711,2.68456375838926,46.1744966442953,1.47651006711409,1.34228187919463
"E01000963",851,216,102,2,24,47,385,21,54,25.3819036427732,11.9858989424207,0.235017626321974,2.82021151586369,5.52291421856639,45.24089306698,2.46768507638073,6.3454759106933
"E01000964",713,109,136,2,120,96,225,13,12,15.2875175315568,19.0743338008415,0.280504908835905,16.8302945301543,13.4642356241234,31.5568022440393,1.82328190743338,1.68302945301543
"E01000965",764,155,164,1,90,49,286,11,8,20.2879581151832,21.4659685863874,0.130890052356021,11.7801047120419,6.41361256544503,37.434554973822,1.43979057591623,1.04712041884817
"E01000966",675,181,179,1,21,4,276,8,5,26.8148148148148,26.5185185185185,0.148148148148148,3.11111111111111,0.592592592592593,40.8888888888889,1.18518518518519,0.740740740740741
"E01000967",619,218,117,3,50,27,177,10,17,35.2180936995153,18.9014539579968,0.484652665589661,8.07754442649435,4.36187399030695,28.59450726979,1.61550888529887,2.74636510500808
"E01000968",760,140,157,2,65,73,297,19,7,18.4210526315789,20.6578947368421,0.263157894736842,8.55263157894737,9.60526315789474,39.0789473684211,2.5,0.921052631578947
"E01000969",954,188,203,2,38,10,474,21,18,19.706498951782,21.2788259958071,0.209643605870021,3.9832285115304,1.0482180293501,49.685534591195,2.20125786163522,1.88679245283019
"E01000970",831,124,192,3,21,40,436,8,7,14.9217809867629,23.1046931407942,0.36101083032491,2.52707581227437,4.81347773766546,52.4669073405535,0.962695547533093,0.842358604091456
"E01000971",649,166,163,1,47,24,237,6,5,25.57781201849,25.115562403698,0.154083204930663,7.24191063174114,3.6979969183359,36.517719568567,0.924499229583975,0.770416024653313
"E01000972",949,88,60,9,203,235,333,5,16,9.27291886195996,6.32244467860906,0.948366701791359,21.390937829294,24.7629083245522,35.0895679662803,0.526870389884089,1.68598524762908
"E01000973",894,83,126,4,135,117,408,9,12,9.2841163310962,14.0939597315436,0.447427293064877,15.1006711409396,13.0872483221477,45.6375838926174,1.00671140939597,1.34228187919463
"E01000974",821,74,134,5,137,157,300,6,8,9.01339829476248,16.3215590742996,0.609013398294762,16.6869671132765,19.1230207064555,36.5408038976857,0.730816077953715,0.97442143727162
