"GeographyCode","QS408EW0001","QS408EW0002","QS408EW0003","QS408EW0004","QS408EW0005","QS408EW0006"
"E00004429",127,35,22,38,26,6
"E00004430",125,4,19,65,16,21
"E00004431",106,45,29,26,5,1
"E00004432",135,37,36,39,17,6
"E00004433",139,44,39,42,13,1
"E00004435",119,13,12,49,33,12
"E00004436",166,61,25,44,15,21
"E00004437",116,52,21,24,5,14
"E00004438",118,18,19,17,14,50
"E00004439",113,52,43,14,2,2
"E00004440",112,31,44,28,7,2
"E00004441",115,29,26,32,25,3
"E00004442",109,5,16,42,33,13
"E00004444",160,4,16,40,54,46
"E00004445",105,18,16,36,20,15
"E00004446",118,17,27,42,21,11
"E00004447",77,7,13,30,22,5
"E00004448",142,18,32,55,28,9
"E00004450",175,21,30,73,41,10
"E00004451",118,15,38,32,29,4
"E00004452",143,17,35,43,38,10
"E00004453",144,41,28,40,24,11
"E00004454",189,7,27,68,68,19
"E00004455",123,12,22,34,42,13
"E00004456",124,12,29,54,24,5
"E00004457",117,23,52,31,11,0
"E00004458",182,31,46,53,36,16
"E00004459",154,8,23,69,35,19
"E00004460",100,8,17,30,24,21
"E00004461",131,10,28,37,31,25
"E00004462",114,37,19,30,17,11
"E00004463",139,4,22,45,38,30
"E00004464",89,5,4,28,42,10
"E00004465",166,26,32,65,34,9
"E00004466",121,6,22,66,22,5
"E00004467",133,21,17,58,29,8
"E00004468",143,15,33,51,23,21
"E00004469",122,35,41,25,18,3
"E00004470",140,24,24,51,31,10
"E00004471",117,15,20,56,23,3
"E00004472",156,21,30,45,34,26
"E00004473",124,39,16,37,25,7
"E00004474",142,34,44,37,19,8
"E00004475",123,12,28,49,24,10
"E00004476",134,14,20,45,32,23
"E00004477",163,8,37,72,34,12
"E00004478",220,16,28,73,59,44
"E00004479",141,12,30,40,44,15
"E00004480",116,18,35,35,21,7
"E00004481",133,25,27,53,18,10
"E00004482",121,45,30,38,7,1
"E00004483",114,47,14,36,15,2
"E00004484",112,42,25,25,18,2
"E00004485",123,27,29,36,22,9
"E00004486",116,52,28,25,9,2
"E00004487",112,5,22,54,26,5
"E00004488",82,18,16,26,18,4
"E00004489",120,36,30,31,19,4
"E00004490",94,19,13,32,19,11
"E00004491",149,29,23,69,18,10
"E00004492",128,93,13,14,4,4
"E00004493",118,8,9,58,24,19
"E00004494",182,72,40,52,10,8
"E00004495",126,72,31,15,5,3
"E00004496",151,86,29,22,9,5
"E00004497",117,12,14,54,27,10
"E00004498",145,18,33,51,34,9
"E00004499",135,105,12,8,9,1
"E00004500",131,1,6,57,57,10
"E00004501",76,4,11,37,16,8
"E00004502",120,10,23,55,23,9
"E00004503",132,17,26,58,17,14
"E00004504",117,98,12,3,3,1
"E00004505",124,28,25,48,13,10
"E00004506",133,20,30,58,19,6
"E00004507",104,67,17,15,5,0
"E00004508",150,66,25,40,16,3
"E00004509",122,57,20,32,9,4
"E00004510",128,40,27,48,8,5
"E00004511",144,68,14,42,18,2
"E00004512",120,18,37,45,11,9
"E00004513",102,51,19,19,12,1
"E00004514",116,56,18,25,12,5
"E00004515",121,28,29,37,21,6
"E00004516",133,77,19,27,10,0
"E00004517",109,30,19,34,24,2
"E00004518",116,17,19,54,21,5
"E00004519",112,47,27,24,9,5
"E00004520",140,5,12,74,30,19
"E00004521",127,33,29,41,16,8
"E00004522",117,14,15,39,30,19
"E00004523",244,16,34,82,75,37
"E00004524",216,37,40,75,53,11
"E00004525",119,7,23,45,34,10
"E00004526",125,13,26,57,18,11
"E00004527",102,6,7,44,29,16
"E00004528",170,8,10,73,47,32
"E00004529",207,27,32,61,60,27
"E00004530",141,14,23,38,48,18
"E00004531",119,6,19,42,41,11
"E00004532",168,28,36,40,35,29
"E00004534",114,6,13,59,30,6
"E00004535",124,7,23,43,42,9
"E00004536",138,7,22,34,45,30
"E00004537",85,18,16,35,11,5
"E00004538",103,12,19,44,21,7
"E00004539",79,7,9,35,25,3
"E00004540",156,16,27,66,33,14
"E00004541",113,1,10,46,45,11
"E00004542",178,8,34,51,71,14
"E00004543",126,14,27,43,36,6
"E00004544",98,12,22,36,15,13
"E00004545",199,6,37,74,65,17
"E00004546",143,4,31,70,27,11
"E00004547",164,17,32,40,50,25
"E00004548",138,22,26,48,32,10
"E00004549",124,7,20,50,31,16
"E00004550",146,13,24,44,47,18
"E00004551",208,13,31,86,67,11
"E00004552",126,18,29,30,32,17
"E00004553",113,4,15,44,35,15
"E00004554",217,28,42,70,54,23
"E00004555",127,6,20,62,30,9
"E00004556",143,14,17,50,39,23
"E00004557",121,5,14,48,36,18
"E00004558",142,16,34,53,29,10
"E00004559",153,27,27,48,37,14
"E00004560",121,10,11,62,33,5
"E00004561",128,6,16,41,24,41
"E00004562",123,15,24,54,21,9
"E00004563",195,22,33,41,64,35
"E00004564",118,15,13,42,37,11
"E00004565",145,9,14,34,68,20
"E00004566",140,15,29,59,29,8
"E00004567",128,23,30,39,23,13
"E00004568",157,18,22,47,55,15
"E00004569",161,35,36,51,22,17
"E00004570",131,44,42,24,14,7
"E00004571",151,40,28,47,31,5
"E00004572",160,7,33,72,36,12
"E00004573",149,32,39,48,27,3
"E00004574",143,41,28,39,25,10
"E00004575",184,17,17,53,73,24
"E00004576",140,31,15,52,35,7
"E00004577",124,27,32,39,17,9
"E00004578",154,9,22,54,49,20
"E00004579",105,31,17,33,16,8
"E00004580",151,8,33,53,43,14
"E00004581",101,19,27,26,25,4
"E00004582",127,37,20,29,28,13
"E00004583",142,36,32,39,26,9
"E00004584",171,26,21,54,48,22
"E00004585",134,14,30,50,31,9
"E00004586",116,32,20,34,22,8
"E00004587",121,22,18,39,26,16
"E00004588",154,25,19,58,44,8
"E00004589",125,37,32,34,17,5
"E00004590",99,21,17,32,22,7
"E00004591",112,19,20,24,31,18
"E00004592",99,24,20,34,16,5
"E00004593",229,18,30,74,72,35
"E00004594",124,10,20,49,28,17
"E00004595",104,28,29,28,16,3
"E00004596",108,30,39,20,18,1
"E00004597",214,17,20,87,59,31
"E00004598",106,23,11,38,20,14
"E00004599",161,30,28,40,36,27
"E00004600",124,11,23,44,32,14
"E00004601",117,35,23,29,23,7
"E00004602",115,22,26,41,21,5
"E00004603",131,25,17,44,35,10
"E00004604",136,14,7,51,42,22
"E00004605",113,15,27,28,25,18
"E00004606",169,34,25,56,47,7
"E00004607",132,3,15,53,38,23
"E00004608",133,20,31,48,22,12
"E00004609",221,12,27,63,49,70
"E00004610",123,9,33,39,26,16
"E00004611",157,4,1,38,74,40
"E00004612",142,4,11,30,48,49
"E00004613",125,7,24,37,26,31
"E00004614",224,17,26,68,73,40
"E00004615",102,22,24,37,11,8
"E00004616",133,21,32,52,21,7
"E00004617",114,7,40,34,19,14
"E00004618",125,24,21,52,22,6
"E00004619",123,13,11,64,23,12
"E00004620",141,5,29,48,33,26
"E00004621",133,23,19,56,24,11
"E00004622",209,33,46,70,45,15
"E00004623",151,27,38,42,27,17
"E00004624",120,38,33,30,13,6
"E00004625",172,23,27,45,56,21
"E00004626",235,14,25,68,35,93
"E00004627",98,6,10,29,37,16
"E00004628",91,1,20,35,24,11
"E00004629",117,18,25,33,21,20
"E00004630",104,14,25,21,21,23
"E00004631",130,27,20,64,13,6
"E00004632",95,3,15,35,27,15
"E00004633",102,13,14,31,28,16
"E00004634",145,24,29,49,31,12
"E00004635",125,9,16,51,31,18
"E00004636",113,15,25,35,22,16
"E00004637",121,9,19,50,25,18
"E00004638",158,10,25,49,45,29
"E00004639",96,6,22,29,28,11
"E00004640",146,10,38,49,31,18
"E00004641",125,21,26,38,24,16
"E00004642",130,14,19,46,25,26
"E00004643",186,29,27,61,36,33
"E00004644",132,30,33,45,20,4
"E00004645",111,2,15,51,27,16
"E00004646",110,8,18,41,24,19
"E00004647",168,7,18,41,49,53
"E00004649",129,3,19,43,34,30
"E00004650",208,17,24,37,33,97
"E00004651",106,0,4,32,55,15
"E00004652",133,8,14,48,46,17
"E00004653",113,7,9,41,44,12
"E00004654",100,1,3,11,29,56
"E00004655",125,22,17,29,30,27
"E00004656",233,12,13,63,65,80
"E00004658",114,17,25,28,24,20
"E00004659",165,15,8,32,63,47
"E00004660",128,11,16,45,39,17
"E00004661",129,8,11,49,43,18
"E00004662",144,3,11,72,42,16
"E00004663",118,7,19,29,24,39
"E00004664",147,11,26,52,51,7
"E00004665",117,7,14,37,40,19
"E00004666",178,15,6,55,36,66
"E00004667",126,3,39,45,33,6
"E00004668",84,10,17,33,22,2
"E00004669",105,14,7,44,23,17
"E00004670",109,9,10,55,21,14
"E00004671",170,17,20,59,51,23
"E00004672",120,12,17,36,42,13
"E00004673",126,3,24,52,31,16
"E00004674",102,9,14,36,32,11
"E00004675",105,11,18,42,24,10
"E00004676",118,13,18,57,23,7
"E00004677",112,12,29,25,30,16
"E00004678",127,14,15,46,36,16
"E00004679",102,8,4,60,18,12
"E00004680",126,4,18,67,25,12
"E00004681",133,37,21,36,22,17
"E00004682",64,3,9,28,15,9
"E00004683",68,4,10,25,18,11
"E00004684",132,7,27,67,22,9
"E00004685",122,8,20,38,37,19
"E00004686",123,9,29,41,28,16
"E00004687",116,66,8,24,13,5
"E00004688",174,10,33,44,58,29
"E00004689",116,9,31,34,30,12
"E00004690",109,13,41,22,20,13
"E00004691",151,12,27,65,40,7
"E00004692",141,8,13,35,48,37
"E00004693",138,20,25,29,35,29
"E00004694",108,5,16,32,39,16
"E00004695",179,24,16,37,50,52
"E00004696",126,8,14,42,44,18
"E00004697",135,10,21,49,34,21
"E00004699",69,5,10,33,12,9
"E00004700",111,21,15,42,18,15
"E00004701",147,14,7,33,72,21
"E00004702",125,2,17,52,33,21
"E00004703",143,25,29,43,33,13
"E00004704",162,20,13,41,62,26
"E00004705",161,41,30,38,41,11
"E00004706",198,26,21,43,54,54
"E00004707",228,20,12,58,63,75
"E00004708",118,19,9,39,25,26
"E00004709",152,35,25,33,41,18
"E00004710",131,18,19,43,37,14
"E00004711",142,21,34,38,34,15
"E00004712",157,86,16,41,7,7
"E00004713",93,7,20,52,12,2
"E00004714",141,30,37,30,23,21
"E00004715",145,1,18,76,43,7
"E00004716",127,6,14,48,38,21
"E00004717",72,11,16,27,13,5
"E00004718",119,8,10,33,39,29
"E00004719",179,7,35,68,48,21
"E00004720",118,5,21,68,17,7
"E00004721",133,6,16,35,46,30
"E00004722",107,9,17,46,25,10
"E00004723",114,12,15,35,37,15
"E00004724",126,3,18,38,37,30
"E00004725",126,10,24,43,29,20
"E00004726",117,8,25,46,30,8
"E00004727",125,10,15,45,35,20
"E00004728",199,7,38,78,54,22
"E00004729",101,4,13,46,30,8
"E00004730",77,8,17,37,6,9
"E00004731",158,12,15,58,60,13
"E00004732",124,15,22,42,24,21
"E00004733",131,7,16,71,27,10
"E00004734",109,15,24,33,18,19
"E00004735",136,7,23,55,29,22
"E00004736",130,8,13,53,42,14
"E00004738",113,38,38,30,6,1
"E00004739",131,1,56,53,15,6
"E00004740",99,11,27,24,23,14
"E00004741",132,10,17,61,25,19
"E00004742",185,5,35,68,58,19
"E00004743",136,24,30,31,35,16
"E00004744",126,15,30,53,18,10
"E00004745",127,16,15,25,38,33
"E00004746",152,7,25,57,46,17
"E00004747",132,6,29,43,33,21
"E00004748",151,6,37,45,45,18
"E00004749",178,21,30,48,48,31
"E00004750",144,12,21,43,51,17
"E00004751",147,19,31,66,27,4
"E00004752",127,20,39,33,26,9
"E00004753",125,17,21,35,32,20
"E00004754",134,4,20,62,33,15
"E00004755",111,10,11,43,25,22
"E00004756",112,5,15,45,31,16
"E00004757",116,11,22,49,18,16
"E00004758",80,1,18,24,24,13
"E00004759",104,1,14,55,24,10
"E00004760",104,5,13,53,24,9
"E00004761",136,11,16,48,40,21
"E00004762",133,13,16,44,37,23
"E00004763",110,1,16,54,27,12
"E00004764",93,19,8,32,28,6
"E00004765",102,5,10,43,27,17
"E00004766",121,17,34,41,23,6
"E00004767",142,33,34,53,14,8
"E00004768",99,21,27,38,8,5
"E00004769",151,31,40,37,22,21
"E00004770",91,36,29,14,11,1
"E00004771",117,78,25,8,5,1
"E00004772",124,47,33,30,10,4
"E00004773",133,30,23,34,31,15
"E00004774",108,16,31,36,15,10
"E00004775",113,33,41,24,8,7
"E00004776",138,16,34,59,23,6
"E00004777",115,8,23,36,27,21
"E00004778",105,35,37,27,4,2
"E00004779",142,49,59,26,6,2
"E00004780",124,29,46,33,13,3
"E00004781",134,25,28,34,32,15
"E00004782",114,60,34,15,4,1
"E00004783",124,54,27,22,15,6
"E00004784",121,44,25,33,15,4
"E00004785",123,6,37,47,18,15
"E00004786",107,16,31,33,16,11
"E00004787",145,28,34,40,21,22
"E00004788",125,19,26,40,23,17
"E00004789",87,1,4,11,19,52
"E00004790",130,30,21,34,33,12
"E00004791",106,21,23,34,20,8
"E00004792",117,42,19,33,12,11
"E00004793",121,37,27,40,14,3
"E00004794",198,83,40,41,23,11
"E00004795",101,29,19,38,12,3
"E00004796",132,21,32,46,22,11
"E00004797",143,16,20,41,41,25
"E00004798",111,24,39,34,12,2
"E00004799",142,20,32,52,25,13
"E00004801",133,24,37,48,23,1
"E00004802",108,11,24,47,19,7
"E00004803",82,7,19,31,17,8
"E00004804",113,14,30,41,15,13
"E00004805",96,11,17,32,25,11
"E00004806",124,18,30,36,19,21
"E00004807",109,11,23,53,15,7
"E00004808",93,26,27,28,8,4
"E00004809",117,57,26,29,2,3
"E00004810",126,37,40,32,17,0
"E00004811",122,25,37,42,15,3
"E00004812",160,14,39,46,27,34
"E00004813",174,46,38,50,25,15
"E00004814",124,17,29,50,21,7
"E00004815",242,20,29,65,71,57
"E00004816",131,27,16,30,25,33
"E00004817",112,45,20,29,12,6
"E00004818",138,13,13,23,30,59
"E00004819",138,71,17,31,10,9
"E00004820",136,18,29,53,22,14
"E00004821",109,15,12,45,29,8
"E00004822",130,61,25,27,13,4
"E00004823",180,25,26,94,22,13
"E00004824",130,8,24,33,24,41
"E00004825",110,10,28,34,20,18
"E00004826",125,15,28,54,17,11
"E00004827",168,11,16,64,60,17
"E00004828",133,24,21,59,21,8
"E00004829",109,18,13,36,21,21
"E00004830",139,27,25,32,28,27
"E00004831",117,3,18,49,30,17
"E00004832",147,17,24,55,37,14
"E00004833",156,16,27,62,24,27
"E00004834",185,19,32,77,39,18
"E00004835",167,8,23,50,56,30
"E00004836",171,17,21,52,50,31
"E00004837",191,16,31,80,37,27
"E00004838",131,15,19,50,32,15
"E00004839",178,14,31,66,42,25
"E00004840",117,10,18,46,29,14
"E00004841",133,12,30,57,19,15
"E00004842",116,18,34,39,17,8
"E00004843",110,20,29,42,10,9
"E00004844",139,20,28,64,20,7
"E00004845",131,21,25,45,27,13
"E00004846",127,30,22,45,18,12
"E00004847",137,5,26,70,23,13
"E00004848",159,38,27,50,38,6
"E00004849",138,52,57,24,3,2
"E00004850",203,42,82,46,25,8
"E00004851",95,7,29,39,11,9
"E00004852",138,41,24,44,22,7
"E00004853",144,15,26,41,32,30
"E00174649",108,13,13,51,23,8
"E00174650",92,1,16,32,28,15
"E00174651",81,11,11,23,16,20
"E00174652",84,3,16,32,22,11
"E00174653",105,38,16,19,21,11
"E00174654",98,7,17,36,20,18
"E00174655",160,7,56,56,25,16
"E00174656",115,17,20,31,30,17
"E00174657",100,21,25,26,22,6
"E00174658",80,23,19,20,16,2
"E00174659",161,19,28,53,43,18
"E00174660",51,8,10,19,10,4
"E00174661",84,10,16,19,22,17
"E00174662",90,2,5,17,6,60
"E00174663",111,17,9,18,15,52
"E00174664",100,15,4,18,30,33
"E00174665",113,7,15,33,30,28
"E00174666",80,0,9,49,18,4
"E00174667",87,13,15,28,22,9
"E00174668",108,19,17,39,21,12
"E00174669",125,7,22,42,34,20
"E00174670",107,18,16,27,33,13
"E00174671",87,20,15,27,19,6
"E00174672",141,3,3,37,71,27
"E00174673",91,0,0,1,51,39
"E00174674",88,4,6,35,33,10
"E00174675",117,15,17,50,20,15
"E00174676",152,3,11,18,25,95
"E00174677",160,11,28,60,54,7
"E00174678",113,7,34,32,30,10
"E00174679",49,1,3,3,8,34
"E00174680",91,1,14,40,21,15
