"GeographyCode","QS114EW0001","QS114EW0002","QS114EW0003","QS114EW0004","QS114EW0005","QS114EW0006","QS114EW0007","QS114EW0008","QS114EW0009","QS114EW0010","QS114EW0011","QS114EW0012"
"E02000166",7916,1306,438,868,6610,505,674,1365,1204,365,791,1706
"E02000167",7869,1380,482,898,6489,157,780,1820,1390,494,665,1183
"E02000168",8040,1274,290,984,6766,425,450,1390,1470,358,893,1780
"E02000169",6981,969,332,637,6012,169,676,1645,1042,631,662,1187
"E02000170",8293,1301,269,1032,6992,237,446,1496,1684,306,790,2033
"E02000171",7789,1310,369,941,6479,365,454,1494,1486,414,723,1543
"E02000172",9919,1559,435,1124,8360,885,496,1340,1296,655,1396,2292
"E02000173",7565,1447,363,1084,6118,163,546,1538,1660,537,516,1158
"E02000174",8703,1437,394,1043,7266,538,402,1154,1580,435,941,2216
"E02000175",8846,1724,309,1415,7122,370,346,1313,2212,300,551,2030
"E02000176",6289,1516,395,1121,4773,125,368,1261,1550,233,467,769
"E02000177",8863,1400,455,945,7463,753,514,1171,1576,566,1022,1861
"E02000178",8823,1828,393,1435,6995,577,346,989,2004,335,782,1962
"E02000179",6305,1147,323,824,5158,514,406,1207,1026,415,676,914
"E02000180",7662,1269,290,979,6393,516,308,1036,1590,420,856,1667
"E02000181",7703,1345,319,1026,6358,263,366,1537,2052,163,485,1492
"E02000182",6638,1054,332,722,5584,313,520,1258,1220,450,653,1170
"E02000183",7909,1776,507,1269,6133,272,518,1293,1502,435,773,1340
"E02000184",8726,1284,254,1030,7442,627,324,914,1456,578,1228,2315
"E02000185",8213,1792,555,1237,6421,688,342,1285,1432,568,749,1357
"E02000186",6491,1273,261,1012,5218,296,338,734,1430,193,556,1671
"E02000187",8064,1221,360,861,6843,736,358,1057,936,625,1302,1829
"E02000188",7939,1164,338,826,6775,567,342,931,882,602,1074,2377
"E02000189",5407,908,198,710,4499,648,194,508,718,305,817,1309
"E02000190",5914,1747,420,1327,4167,480,272,508,1060,204,440,1203
"E02000191",5545,1445,275,1170,4100,232,252,331,1208,122,332,1623
"E02000192",7021,1506,319,1187,5515,487,306,879,1428,394,700,1321
"E02000193",7010,2149,438,1711,4861,142,334,431,1510,129,689,1626
