"GeographyCode","KS603EW0001","KS603EW0002","KS603EW0003","KS603EW0004","KS603EW0005","KS603EW0006","KS603EW0007","KS603EW0008","KS603EW0009","KS603EW0010","KS603EW0011","KS603EW0012","KS603EW0013","KS603EW0014","KS603EW0015","KS603EW0016","KS603EW0017","KS603EW0018","KS603EW0019","KS603EW0020","KS603EW0021","KS603EW0022","KS603EW0023","KS603EW0024","KS603EW0025","KS603EW0026","KS603EW0027","KS603EW0028","KS603EW0029"
"E02000166",3261,445,999,494,136,85,374,225,260,157,86,16,30,23,65,13.6461208218338,30.6347746090156,15.148727384238,4.1704998466728,2.6065624041705,11.4688745783502,6.89972401103956,7.97301441275682,4.81447408770316,2.63722784421956,0.490647040785035,0.919963201471941,0.705305121128488,1.99325360318921
"E02000167",2979,294,1016,590,76,49,306,166,330,39,113,9,17,9,32,9.86908358509567,34.1054044981537,19.8053037932192,2.55119167505874,1.64484726418261,10.2719033232628,5.57233971131252,11.0775427995972,1.3091641490433,3.79321920107419,0.302114803625378,0.570661295736824,0.302114803625378,1.07418596844579
"E02000168",3347,397,1273,476,128,97,275,268,208,144,81,22,22,18,53,11.8613683896026,38.0340603525545,14.2216910666268,3.82432028682402,2.89811771735883,8.21631311622348,8.0071706005378,6.21452046608904,4.30236032267702,2.42007768150583,0.657305049297879,0.657305049297879,0.537795040334628,1.58350761876307
"E02000169",2894,265,816,395,85,120,288,365,396,37,127,16,14,7,30,9.15687629578438,28.1962681409813,13.6489288182446,2.93711126468556,4.14651002073255,9.95162404975812,12.6123013130615,13.6834830684174,1.27850725639254,4.38838977194195,0.55286800276434,0.483759502418798,0.241879751209399,1.03662750518314
"E02000170",3374,330,1517,438,110,101,275,210,230,82,81,24,9,19,33,9.78067575577949,44.9614700652045,12.9816241849437,3.2602252519265,2.99347954949615,8.15056312981624,6.22406639004149,6.81683461766449,2.4303497332543,2.40071132187315,0.711321873147599,0.26674570243035,0.563129816241849,0.978067575577949
"E02000171",3105,335,1194,429,121,96,282,245,193,113,97,19,24,16,44,10.7890499194847,38.4541062801932,13.8164251207729,3.89694041867955,3.09178743961353,9.08212560386473,7.89049919484702,6.21578099838969,3.63929146537842,3.12399355877617,0.611916264090177,0.772946859903382,0.515297906602254,1.4170692431562
"E02000172",3992,475,1134,268,192,167,344,581,407,279,145,42,28,59,77,11.8987975951904,28.4068136272545,6.71342685370741,4.80961923847695,4.18336673346693,8.61723446893788,14.5541082164329,10.1953907815631,6.98897795591182,3.63226452905812,1.05210420841683,0.701402805611222,1.47795591182365,1.92885771543086
"E02000173",3055,237,1309,406,83,64,265,235,289,69,98,14,13,9,38,7.75777414075286,42.847790507365,13.2896890343699,2.71685761047463,2.0949263502455,8.67430441898527,7.69230769230769,9.45990180032733,2.25859247135843,3.20785597381342,0.458265139116203,0.425531914893617,0.294599018003273,1.24386252045827
"E02000174",3661,415,1382,417,153,130,258,374,221,199,112,27,22,25,59,11.3357006282436,37.749248839115,11.3903305107894,4.17918601475007,3.55094236547391,7.04725484840208,10.2157880360557,6.03660202130565,5.43567331330238,3.05927342256214,0.737503414367659,0.600928708003278,0.682873531821907,1.6115815350997
"E02000175",3895,316,1937,392,150,119,231,271,230,148,101,25,30,26,56,8.11296534017972,49.7304236200257,10.0641848523748,3.85109114249037,3.05519897304236,5.93068035943517,6.95763799743261,5.90500641848524,3.7997432605905,2.59306803594352,0.641848523748395,0.770218228498075,0.667522464698331,1.43774069319641
