"GeographyCode","QS118EW0001","QS118EW0002","QS118EW0003","QS118EW0004","QS118EW0005","QS118EW0006","QS118EW0007","QS118EW0008","QS118EW0009","QS118EW0010","QS118EW0011","QS118EW0012"
"E00004120",80,53,10,0,3,7,4,1,2,0,0,44
"E00004121",70,43,8,1,1,13,3,0,1,0,0,45
"E00004122",62,30,11,1,2,10,2,0,4,2,0,57
"E00004123",80,43,7,2,5,9,5,3,4,2,0,68
"E00004124",37,20,4,1,1,6,4,0,0,1,0,30
"E00004125",48,34,5,2,3,1,3,0,0,0,0,18
"E00004126",71,48,8,4,2,3,1,0,2,3,0,39
"E00004127",63,38,5,2,5,5,3,1,3,1,0,44
"E00004128",69,45,8,1,0,6,6,2,0,1,0,41
"E00004129",76,62,6,0,1,4,0,0,2,1,0,24
"E00004130",53,31,6,0,1,7,2,1,0,3,2,43
"E00004131",73,38,5,3,13,7,2,0,3,2,0,55
"E00004132",52,28,8,1,1,7,3,2,2,0,0,40
"E00004133",55,24,7,5,6,4,3,1,3,2,0,54
"E00004134",42,26,3,2,3,3,3,1,0,1,0,25
"E00004135",25,21,3,0,1,0,0,0,0,0,0,5
"E00004136",48,25,6,1,1,7,2,3,2,1,0,44
"E00004137",70,49,4,1,5,5,3,0,2,1,0,36
"E00004138",50,31,6,2,0,9,2,0,0,0,0,30
"E00004139",113,14,60,14,3,14,6,0,2,0,0,126
"E00004140",55,40,3,3,1,2,3,1,2,0,0,25
"E00004141",47,33,4,0,5,3,2,0,0,0,0,20
"E00004142",47,27,6,1,5,6,0,0,2,0,0,30
"E00004143",66,41,8,3,3,4,0,1,4,2,0,44
"E00004144",59,31,10,1,1,11,3,0,1,1,0,46
"E00004145",57,34,7,1,5,3,5,1,1,0,0,35
"E00004146",60,44,2,1,2,4,2,2,3,0,0,31
"E00004147",58,45,4,1,2,2,1,0,1,2,0,22
"E00004148",31,17,2,2,3,0,2,2,1,2,0,25
"E00004149",83,50,8,4,4,8,4,3,0,1,1,53
"E00004150",64,37,13,1,2,6,2,2,1,0,0,39
"E00004151",66,51,5,3,1,3,1,0,2,0,0,24
"E00004152",59,30,6,2,3,6,5,1,3,2,1,54
"E00004153",44,26,5,1,1,5,2,2,1,1,0,31
"E00004154",65,36,12,3,0,13,1,0,0,0,0,43
"E00004155",66,34,10,2,3,6,3,1,5,1,1,57
"E00004156",54,29,6,3,3,11,1,0,1,0,0,39
"E00004157",56,28,9,1,2,8,3,3,1,1,0,46
"E00004158",57,20,3,6,9,6,7,0,5,1,0,71
"E00004159",94,28,5,6,12,10,10,7,6,9,1,131
"E00004160",54,27,1,6,5,2,2,3,3,4,1,54
"E00004161",53,38,3,1,4,2,1,0,2,2,0,27
"E00004162",60,38,8,2,1,8,1,0,2,0,0,35
"E00004163",92,42,14,3,4,5,6,4,8,6,0,103
"E00004164",91,39,8,7,6,6,6,2,10,7,0,112
"E00004165",79,35,5,5,4,10,6,2,6,5,1,94
