"GeographyCode","QS302EW0001","QS302EW0002","QS302EW0003","QS302EW0004","QS302EW0005","QS302EW0006"
"E01000842",1444,829,466,113,29,7
"E01000843",1678,978,487,151,50,12
"E01000844",1772,1116,470,132,43,11
"E01000845",1464,860,423,115,49,17
"E01000846",1501,791,448,167,77,18
"E01000847",1686,935,500,164,64,23
"E01000848",1588,941,473,129,30,15
"E01000849",1569,894,492,138,38,7
"E01000850",1694,980,521,129,46,18
"E01000851",2383,1469,707,146,38,23
"E01000852",1587,854,542,140,32,19
"E01000853",1631,673,513,277,123,45
"E01000854",1833,1119,467,151,75,21
"E01000855",1764,966,535,199,56,8
"E01000856",1645,822,513,186,94,30
"E01000857",1447,851,356,158,66,16
"E01000858",1861,893,568,229,123,48
"E01000859",1586,957,458,114,45,12
"E01000860",1307,655,382,182,64,24
"E01000861",1574,805,506,178,58,27
"E01000862",1712,1049,507,113,36,7
"E01000863",1481,865,424,130,46,16
"E01000864",1537,813,485,158,64,17
"E01000865",1505,880,477,96,45,7
"E01000866",2030,964,666,245,117,38
"E01000867",1608,790,506,196,82,34
"E01000868",1442,666,466,191,95,24
"E01000869",2110,1112,676,211,96,15
"E01000870",1693,811,558,195,103,26
"E01000871",1664,943,502,156,54,9
"E01000872",1902,970,675,177,63,17
"E01000873",1639,1008,458,111,50,12
"E01000874",1559,920,498,109,27,5
"E01000875",1654,881,522,160,70,21
"E01000876",1748,862,539,199,100,48
"E01000877",1574,930,451,137,39,17
"E01000878",1624,915,508,150,38,13
"E01000879",1458,875,438,108,25,12
"E01000880",1602,1073,386,114,26,3
"E01000881",1510,921,412,124,29,24
"E01000882",1513,988,406,99,15,5
"E01000883",1326,781,400,107,28,10
"E01000884",1469,969,360,108,20,12
"E01000885",1484,871,423,138,40,12
"E01000886",1445,824,431,129,47,14
"E01000887",1486,834,430,145,59,18
"E01000888",1605,956,421,138,72,18
"E01000889",1670,724,523,238,129,56
"E01000890",1640,620,533,273,147,67
"E01000891",1575,662,520,218,138,37
"E01000892",1843,1005,544,191,72,31
"E01000893",1566,974,439,110,31,12
"E01000894",1389,886,380,94,26,3
"E01000895",1630,969,389,187,63,22
"E01000896",1692,1055,465,121,37,14
"E01000897",1597,995,455,108,26,13
"E01000898",1729,946,518,170,81,14
"E01000899",1667,1052,465,109,27,14
"E01000900",1801,874,578,206,103,40
"E01000901",1977,948,620,265,102,42
"E01000902",1451,631,485,221,88,26
"E01000903",1439,736,450,166,67,20
"E01000904",2120,1070,645,252,112,41
"E01000905",2044,898,626,316,162,42
"E01000906",1532,848,464,150,46,24
"E01000907",1430,675,441,189,90,35
"E01000908",1581,762,474,196,96,53
"E01000909",1614,844,537,161,51,21
"E01000910",1472,847,462,119,38,6
"E01000911",1559,788,517,172,56,26
"E01000912",1589,752,475,232,95,35
"E01000913",1710,1022,511,124,41,12
"E01000914",1762,1004,524,154,60,20
"E01000915",1527,747,464,188,98,30
"E01000916",1796,964,545,175,86,26
"E01000917",1888,802,614,294,129,49
"E01000918",2090,996,721,249,91,33
"E01000919",2014,1083,640,201,70,20
"E01000920",1946,1038,610,200,73,25
"E01000921",1966,1039,668,179,62,18
"E01000922",1547,804,517,153,56,17
"E01000923",1494,801,406,174,77,36
"E01000924",1637,901,511,145,60,20
"E01000925",1563,725,507,208,89,34
"E01000926",1791,995,553,152,61,30
"E01000927",1738,956,510,191,62,19
"E01000928",1681,863,510,207,75,26
"E01000929",1675,794,517,212,109,43
"E01000930",1910,834,628,279,115,54
"E01000931",1910,853,648,241,134,34
"E01000932",1838,959,574,193,84,28
"E01000933",1671,879,535,163,77,17
"E01000934",1619,743,486,261,96,33
"E01000935",1415,658,477,181,80,19
"E01000936",1839,1037,543,159,78,22
"E01000937",1504,906,431,109,36,22
"E01000938",1752,1048,448,168,61,27
"E01000939",1223,563,399,176,69,16
"E01000940",1130,568,342,149,48,23
"E01000941",1230,505,405,200,88,32
"E01000942",2111,1188,702,170,35,16
"E01000943",1054,571,333,105,33,12
"E01000944",1899,1107,494,180,85,33
"E01000945",1821,1032,531,180,59,19
"E01000946",1516,850,448,130,68,20
"E01000947",1954,1056,598,186,81,33
"E01000948",1736,927,524,168,88,29
"E01000949",1633,706,593,249,64,21
"E01000950",1431,636,475,194,98,28
"E01000951",1538,732,464,225,81,36
"E01000952",1729,784,551,228,121,45
"E01000953",1643,711,498,240,131,63
"E01000954",1656,739,575,208,105,29
"E01000955",1595,719,447,282,105,42
"E01000956",1532,721,511,191,76,33
"E01000957",1729,841,561,204,76,47
"E01000958",2264,1145,772,222,93,32
"E01000959",1670,701,554,283,107,25
"E01000960",1774,998,530,182,48,16
"E01000961",1591,746,542,203,74,26
"E01000962",1592,1004,471,82,27,8
"E01000963",1923,1060,587,188,64,24
"E01000964",1577,916,440,154,51,16
"E01000965",1522,846,485,137,39,15
"E01000966",1512,960,436,84,24,8
"E01000967",1409,798,433,134,34,10
"E01000968",1505,867,446,121,49,22
"E01000969",2032,1228,611,142,38,13
"E01000970",1444,887,431,86,26,14
"E01000971",1478,876,427,117,47,11
"E01000972",2009,983,637,214,136,39
"E01000973",1885,1008,580,186,90,21
"E01000974",1707,842,546,197,87,35
