"GeographyCode","KS609EW0001","KS609EW0002","KS609EW0003","KS609EW0004","KS609EW0005","KS609EW0006","KS609EW0007","KS609EW0008","KS609EW0009","KS609EW0010","KS609EW0011","KS609EW0012","KS609EW0013","KS609EW0014","KS609EW0015","KS609EW0016","KS609EW0017","KS609EW0018","KS609EW0019"
"E00004120",100,24,40,21,4,3,1,2,2,3,24,40,21,4,3,1,2,2,3
"E00004121",72,23,24,12,4,5,1,3,0,0,31.9444444444444,33.3333333333333,16.6666666666667,5.55555555555556,6.94444444444444,1.38888888888889,4.16666666666667,0,0
"E00004122",76,21,31,19,1,1,0,0,1,2,27.6315789473684,40.7894736842105,25,1.31578947368421,1.31578947368421,0,0,1.31578947368421,2.63157894736842
"E00004123",89,28,23,25,3,2,4,2,0,2,31.4606741573034,25.8426966292135,28.0898876404494,3.37078651685393,2.24719101123596,4.49438202247191,2.24719101123596,0,2.24719101123596
"E00004124",43,7,15,16,1,0,1,2,1,0,16.2790697674419,34.8837209302326,37.2093023255814,2.32558139534884,0,2.32558139534884,4.65116279069767,2.32558139534884,0
"E00004125",81,13,39,19,2,5,2,0,1,0,16.0493827160494,48.1481481481481,23.4567901234568,2.46913580246914,6.17283950617284,2.46913580246914,0,1.23456790123457,0
"E00004126",94,30,28,24,3,1,1,3,3,1,31.9148936170213,29.7872340425532,25.531914893617,3.19148936170213,1.06382978723404,1.06382978723404,3.19148936170213,3.19148936170213,1.06382978723404
"E00004127",91,13,32,26,3,6,2,2,1,6,14.2857142857143,35.1648351648352,28.5714285714286,3.2967032967033,6.59340659340659,2.1978021978022,2.1978021978022,1.0989010989011,6.59340659340659
"E00004128",87,18,31,28,4,2,0,1,1,2,20.6896551724138,35.632183908046,32.183908045977,4.59770114942529,2.29885057471264,0,1.14942528735632,1.14942528735632,2.29885057471264
"E00004129",93,21,23,22,7,5,7,0,0,8,22.5806451612903,24.7311827956989,23.6559139784946,7.52688172043011,5.37634408602151,7.52688172043011,0,0,8.60215053763441
"E00004130",89,23,24,19,5,8,2,6,1,1,25.8426966292135,26.9662921348315,21.3483146067416,5.61797752808989,8.98876404494382,2.24719101123596,6.74157303370786,1.12359550561798,1.12359550561798
"E00004131",89,23,24,22,3,9,0,1,3,4,25.8426966292135,26.9662921348315,24.7191011235955,3.37078651685393,10.1123595505618,0,1.12359550561798,3.37078651685393,4.49438202247191
"E00004132",64,17,17,24,5,0,0,0,0,1,26.5625,26.5625,37.5,7.8125,0,0,0,0,1.5625
"E00004133",71,12,31,10,4,5,2,1,1,5,16.9014084507042,43.6619718309859,14.0845070422535,5.63380281690141,7.04225352112676,2.8169014084507,1.40845070422535,1.40845070422535,7.04225352112676
"E00004134",54,13,19,13,2,0,1,2,1,3,24.0740740740741,35.1851851851852,24.0740740740741,3.7037037037037,0,1.85185185185185,3.7037037037037,1.85185185185185,5.55555555555556
"E00004135",54,6,22,19,3,1,1,1,0,1,11.1111111111111,40.7407407407407,35.1851851851852,5.55555555555556,1.85185185185185,1.85185185185185,1.85185185185185,0,1.85185185185185
"E00004136",75,21,23,19,3,5,1,0,0,3,28,30.6666666666667,25.3333333333333,4,6.66666666666667,1.33333333333333,0,0,4
"E00004137",94,34,21,18,9,7,0,2,1,2,36.1702127659575,22.3404255319149,19.1489361702128,9.57446808510638,7.4468085106383,0,2.12765957446809,1.06382978723404,2.12765957446809
"E00004138",69,13,28,18,5,2,0,1,0,2,18.8405797101449,40.5797101449275,26.0869565217391,7.2463768115942,2.89855072463768,0,1.44927536231884,0,2.89855072463768
"E00004139",37,5,7,2,2,5,2,1,4,9,13.5135135135135,18.9189189189189,5.40540540540541,5.40540540540541,13.5135135135135,5.40540540540541,2.7027027027027,10.8108108108108,24.3243243243243
"E00004140",59,14,20,17,4,0,1,2,0,1,23.728813559322,33.8983050847458,28.8135593220339,6.77966101694915,0,1.69491525423729,3.38983050847458,0,1.69491525423729
"E00004141",48,10,16,14,1,2,2,2,1,0,20.8333333333333,33.3333333333333,29.1666666666667,2.08333333333333,4.16666666666667,4.16666666666667,4.16666666666667,2.08333333333333,0
"E00004142",86,22,30,20,8,5,0,0,0,1,25.5813953488372,34.8837209302326,23.2558139534884,9.30232558139535,5.81395348837209,0,0,0,1.16279069767442
"E00004143",82,29,27,19,3,4,0,0,0,0,35.3658536585366,32.9268292682927,23.1707317073171,3.65853658536585,4.8780487804878,0,0,0,0
"E00004144",66,14,26,19,1,0,3,2,0,1,21.2121212121212,39.3939393939394,28.7878787878788,1.51515151515152,0,4.54545454545455,3.03030303030303,0,1.51515151515152
"E00004145",81,16,25,22,5,4,3,4,0,2,19.7530864197531,30.8641975308642,27.1604938271605,6.17283950617284,4.93827160493827,3.7037037037037,4.93827160493827,0,2.46913580246914
"E00004146",77,9,34,19,1,4,1,5,2,2,11.6883116883117,44.1558441558442,24.6753246753247,1.2987012987013,5.19480519480519,1.2987012987013,6.49350649350649,2.5974025974026,2.5974025974026
"E00004147",77,13,33,23,4,0,1,1,2,0,16.8831168831169,42.8571428571429,29.8701298701299,5.19480519480519,0,1.2987012987013,1.2987012987013,2.5974025974026,0
"E00004148",53,15,19,13,2,3,0,0,0,1,28.3018867924528,35.8490566037736,24.5283018867925,3.77358490566038,5.66037735849057,0,0,0,1.88679245283019
"E00004149",102,23,38,28,3,1,1,1,3,4,22.5490196078431,37.2549019607843,27.4509803921569,2.94117647058824,0.980392156862745,0.980392156862745,0.980392156862745,2.94117647058824,3.92156862745098
"E00004150",117,21,58,28,4,2,2,0,1,1,17.9487179487179,49.5726495726496,23.9316239316239,3.41880341880342,1.70940170940171,1.70940170940171,0,0.854700854700855,0.854700854700855
"E00004151",97,20,39,25,6,3,2,1,0,1,20.6185567010309,40.2061855670103,25.7731958762887,6.18556701030928,3.09278350515464,2.06185567010309,1.03092783505155,0,1.03092783505155
"E00004152",76,25,29,17,3,0,1,1,0,0,32.8947368421053,38.1578947368421,22.3684210526316,3.94736842105263,0,1.31578947368421,1.31578947368421,0,0
"E00004153",70,19,21,17,3,3,2,2,1,2,27.1428571428571,30,24.2857142857143,4.28571428571429,4.28571428571429,2.85714285714286,2.85714285714286,1.42857142857143,2.85714285714286
"E00004154",95,22,35,25,0,0,10,1,1,1,23.1578947368421,36.8421052631579,26.3157894736842,0,0,10.5263157894737,1.05263157894737,1.05263157894737,1.05263157894737
"E00004155",73,23,22,21,1,2,1,2,0,1,31.5068493150685,30.1369863013699,28.7671232876712,1.36986301369863,2.73972602739726,1.36986301369863,2.73972602739726,0,1.36986301369863
"E00004156",73,20,28,16,2,1,2,1,1,2,27.3972602739726,38.3561643835616,21.9178082191781,2.73972602739726,1.36986301369863,2.73972602739726,1.36986301369863,1.36986301369863,2.73972602739726
"E00004157",76,18,19,25,6,2,1,2,1,2,23.6842105263158,25,32.8947368421053,7.89473684210526,2.63157894736842,1.31578947368421,2.63157894736842,1.31578947368421,2.63157894736842
"E00004158",55,8,9,13,3,7,0,5,6,4,14.5454545454545,16.3636363636364,23.6363636363636,5.45454545454545,12.7272727272727,0,9.09090909090909,10.9090909090909,7.27272727272727
"E00004159",67,6,11,7,10,5,2,7,11,8,8.95522388059701,16.4179104477612,10.4477611940298,14.9253731343284,7.46268656716418,2.98507462686567,10.4477611940298,16.4179104477612,11.9402985074627
"E00004160",25,1,4,5,2,4,1,1,4,3,4,16,20,8,16,4,4,16,12
"E00004161",55,9,20,14,5,1,2,0,1,3,16.3636363636364,36.3636363636364,25.4545454545455,9.09090909090909,1.81818181818182,3.63636363636364,0,1.81818181818182,5.45454545454545
"E00004162",82,25,34,10,2,4,1,2,2,2,30.4878048780488,41.4634146341463,12.1951219512195,2.4390243902439,4.8780487804878,1.21951219512195,2.4390243902439,2.4390243902439,2.4390243902439
"E00004163",112,30,39,27,5,2,1,4,0,4,26.7857142857143,34.8214285714286,24.1071428571429,4.46428571428571,1.78571428571429,0.892857142857143,3.57142857142857,0,3.57142857142857
"E00004164",68,4,9,12,6,9,4,4,12,8,5.88235294117647,13.2352941176471,17.6470588235294,8.82352941176471,13.2352941176471,5.88235294117647,5.88235294117647,17.6470588235294,11.7647058823529
"E00004165",65,5,7,13,3,9,5,5,7,11,7.69230769230769,10.7692307692308,20,4.61538461538462,13.8461538461538,7.69230769230769,7.69230769230769,10.7692307692308,16.9230769230769
"E00004166",62,9,7,8,2,5,6,8,9,8,14.5161290322581,11.2903225806452,12.9032258064516,3.2258064516129,8.06451612903226,9.67741935483871,12.9032258064516,14.5161290322581,12.9032258064516
"E00004167",72,24,27,14,5,0,0,0,1,1,33.3333333333333,37.5,19.4444444444444,6.94444444444444,0,0,0,1.38888888888889,1.38888888888889
"E00004168",58,16,23,9,1,3,1,0,2,3,27.5862068965517,39.6551724137931,15.5172413793103,1.72413793103448,5.17241379310345,1.72413793103448,0,3.44827586206897,5.17241379310345
"E00004169",98,14,40,20,5,2,3,4,1,9,14.2857142857143,40.8163265306122,20.4081632653061,5.10204081632653,2.04081632653061,3.06122448979592,4.08163265306122,1.02040816326531,9.18367346938776
"E00004172",102,16,25,27,8,7,8,5,0,6,15.6862745098039,24.5098039215686,26.4705882352941,7.84313725490196,6.86274509803922,7.84313725490196,4.90196078431373,0,5.88235294117647
"E00004173",89,7,23,17,5,4,7,12,2,12,7.86516853932584,25.8426966292135,19.1011235955056,5.61797752808989,4.49438202247191,7.86516853932584,13.4831460674157,2.24719101123596,13.4831460674157
"E00004174",39,4,4,7,2,4,3,3,2,10,10.2564102564103,10.2564102564103,17.9487179487179,5.12820512820513,10.2564102564103,7.69230769230769,7.69230769230769,5.12820512820513,25.6410256410256
"E00004175",60,7,11,15,4,9,0,7,0,7,11.6666666666667,18.3333333333333,25,6.66666666666667,15,0,11.6666666666667,0,11.6666666666667
"E00004177",52,6,22,9,1,1,2,3,0,8,11.5384615384615,42.3076923076923,17.3076923076923,1.92307692307692,1.92307692307692,3.84615384615385,5.76923076923077,0,15.3846153846154
"E00004179",54,5,18,10,2,4,4,0,6,5,9.25925925925926,33.3333333333333,18.5185185185185,3.7037037037037,7.40740740740741,7.40740740740741,0,11.1111111111111,9.25925925925926
"E00004180",42,8,11,11,4,3,1,2,1,1,19.047619047619,26.1904761904762,26.1904761904762,9.52380952380952,7.14285714285714,2.38095238095238,4.76190476190476,2.38095238095238,2.38095238095238
"E00004181",62,9,14,7,4,9,7,3,5,4,14.5161290322581,22.5806451612903,11.2903225806452,6.45161290322581,14.5161290322581,11.2903225806452,4.83870967741935,8.06451612903226,6.45161290322581
