"GeographyCode","QS417EW0001","QS417EW0002","QS417EW0003"
"E00004287",114,111,3
"E00004288",167,166,1
"E00004289",130,129,1
"E00004290",172,164,8
"E00004291",138,138,0
"E00004292",121,121,0
"E00004293",120,119,1
"E00004294",121,119,2
"E00004295",209,175,34
"E00004296",138,133,5
"E00004297",172,154,18
"E00004298",113,112,1
"E00004299",137,135,2
"E00004300",128,111,17
"E00004301",252,241,11
"E00004302",152,143,9
"E00004303",116,113,3
"E00004304",185,178,7
"E00004305",142,134,8
"E00004306",165,157,8
"E00004307",154,150,4
"E00004308",126,123,3
"E00004309",120,115,5
"E00004310",130,128,2
"E00004311",102,99,3
"E00004312",160,150,10
"E00004313",135,131,4
"E00004314",164,153,11
"E00004315",162,154,8
"E00004316",123,122,1
"E00004317",165,161,4
"E00004318",126,126,0
"E00004319",145,143,2
"E00004320",115,112,3
"E00004321",132,114,18
"E00004322",126,114,12
"E00004323",104,96,8
"E00004324",132,122,10
"E00004325",115,113,2
"E00004326",124,117,7
"E00004327",146,140,6
"E00004328",104,95,9
"E00004329",137,124,13
"E00004330",150,146,4
"E00004331",121,112,9
"E00004332",88,87,1
"E00004333",138,133,5
"E00004334",108,106,2
"E00004335",150,145,5
"E00004336",186,175,11
"E00004337",122,114,8
"E00004338",116,112,4
"E00004339",119,112,7
"E00004340",113,95,18
"E00004341",140,132,8
"E00004342",98,94,4
"E00004343",122,120,2
"E00004344",122,118,4
"E00004345",129,121,8
"E00004346",103,94,9
"E00004347",103,97,6
"E00004348",140,131,9
"E00004349",129,117,12
"E00004350",139,125,14
"E00004351",146,131,15
"E00004352",131,118,13
"E00004353",145,137,8
"E00004354",114,108,6
"E00004355",129,122,7
"E00004356",129,121,8
"E00004357",132,118,14
"E00004358",123,114,9
"E00004359",131,121,10
"E00004360",129,118,11
"E00004361",112,99,13
"E00004362",128,127,1
"E00004363",156,153,3
"E00004364",230,225,5
"E00004365",149,139,10
"E00004366",165,165,0
"E00004367",149,148,1
"E00004368",185,175,10
"E00004369",125,123,2
"E00004370",118,117,1
"E00004371",103,103,0
"E00004372",109,109,0
"E00004373",147,146,1
"E00004374",97,97,0
"E00004375",123,119,4
"E00004376",176,176,0
"E00004377",97,95,2
"E00004378",143,137,6
"E00004379",140,135,5
"E00004380",155,152,3
"E00004381",120,117,3
"E00004382",145,139,6
"E00004383",105,103,2
"E00004384",116,101,15
"E00004385",94,91,3
"E00004386",104,101,3
"E00004387",92,89,3
"E00004388",101,99,2
"E00004389",111,108,3
"E00004390",117,113,4
"E00004391",134,128,6
"E00004392",97,95,2
"E00004393",116,113,3
"E00004394",99,94,5
"E00004395",135,133,2
"E00004396",132,131,1
"E00004397",107,106,1
"E00004398",100,99,1
"E00004399",133,131,2
"E00004400",183,180,3
"E00004401",135,128,7
"E00004402",137,127,10
"E00004403",130,128,2
"E00004404",125,116,9
"E00004405",149,128,21
"E00004406",131,117,14
"E00004407",126,118,8
"E00004408",113,106,7
"E00004409",114,108,6
"E00004410",123,120,3
"E00004411",124,114,10
"E00004412",140,128,12
"E00004413",112,101,11
"E00004414",132,123,9
"E00004415",146,139,7
"E00004416",121,114,7
"E00004417",134,125,9
"E00004418",126,114,12
"E00004419",131,126,5
"E00004420",117,112,5
"E00004421",139,123,16
"E00004422",108,92,16
"E00004423",131,122,9
"E00004424",123,117,6
"E00004425",146,140,6
"E00004426",154,143,11
"E00004427",125,117,8
"E00004428",142,131,11
"E00004429",134,127,7
"E00004430",132,125,7
"E00004431",114,106,8
"E00004432",146,135,11
"E00004433",148,139,9
"E00004435",123,119,4
"E00004436",173,166,7
"E00004437",126,116,10
"E00004438",126,118,8
"E00004439",117,113,4
"E00004440",118,112,6
"E00004441",118,115,3
"E00004442",114,109,5
"E00004444",162,160,2
"E00004445",111,105,6
"E00004446",120,118,2
"E00004447",79,77,2
"E00004448",143,142,1
"E00004450",179,175,4
"E00004451",121,118,3
"E00004452",151,143,8
"E00004453",146,144,2
"E00004454",191,189,2
"E00004455",125,123,2
"E00004456",125,124,1
"E00004457",123,117,6
"E00004458",187,182,5
"E00004459",160,154,6
"E00004460",102,100,2
"E00004461",131,131,0
"E00004462",115,114,1
"E00004463",145,139,6
"E00004464",89,89,0
"E00004465",170,166,4
"E00004466",130,121,9
"E00004467",135,133,2
"E00004468",143,143,0
"E00004469",129,122,7
"E00004470",145,140,5
"E00004471",127,117,10
"E00004472",157,156,1
"E00004473",129,124,5
"E00004474",146,142,4
"E00004475",125,123,2
"E00004476",134,134,0
"E00004477",173,163,10
"E00004478",233,220,13
"E00004479",148,141,7
"E00004480",122,116,6
"E00004481",135,133,2
"E00004482",121,121,0
"E00004483",119,114,5
"E00004484",117,112,5
"E00004485",125,123,2
"E00004486",118,116,2
"E00004487",114,112,2
"E00004488",82,82,0
"E00004489",121,120,1
"E00004490",97,94,3
"E00004491",150,149,1
"E00004492",159,128,31
"E00004493",122,118,4
"E00004494",207,182,25
"E00004495",133,126,7
"E00004496",158,151,7
"E00004497",119,117,2
"E00004498",146,145,1
"E00004499",148,135,13
"E00004500",133,131,2
"E00004501",97,76,21
"E00004502",120,120,0
"E00004503",144,132,12
"E00004504",117,117,0
"E00004505",124,124,0
"E00004506",133,133,0
"E00004507",105,104,1
"E00004508",154,150,4
"E00004509",127,122,5
"E00004510",131,128,3
"E00004511",148,144,4
"E00004512",124,120,4
"E00004513",104,102,2
"E00004514",124,116,8
"E00004515",123,121,2
"E00004516",140,133,7
"E00004517",110,109,1
"E00004518",119,116,3
"E00004519",113,112,1
"E00004520",144,140,4
"E00004521",138,127,11
"E00004522",148,117,31
"E00004523",261,244,17
"E00004524",273,216,57
"E00004525",127,119,8
"E00004526",132,125,7
"E00004527",110,102,8
"E00004528",181,170,11
"E00004529",232,207,25
"E00004530",150,141,9
"E00004531",123,119,4
"E00004532",189,168,21
"E00004534",114,114,0
"E00004535",141,124,17
"E00004536",155,138,17
"E00004537",88,85,3
"E00004538",113,103,10
"E00004539",81,79,2
"E00004540",160,156,4
"E00004541",113,113,0
"E00004542",187,178,9
"E00004543",127,126,1
"E00004544",99,98,1
"E00004545",199,199,0
"E00004546",152,143,9
"E00004547",181,164,17
"E00004548",142,138,4
"E00004549",124,124,0
"E00004550",153,146,7
"E00004551",226,208,18
"E00004552",128,126,2
"E00004553",121,113,8
"E00004554",248,217,31
"E00004555",130,127,3
"E00004556",154,143,11
"E00004557",127,121,6
"E00004558",168,142,26
"E00004559",169,153,16
"E00004560",131,121,10
"E00004561",134,128,6
"E00004562",124,123,1
"E00004563",197,195,2
"E00004564",122,118,4
"E00004565",148,145,3
"E00004566",140,140,0
"E00004567",129,128,1
"E00004568",164,157,7
"E00004569",167,161,6
"E00004570",135,131,4
"E00004571",155,151,4
"E00004572",162,160,2
"E00004573",152,149,3
"E00004574",146,143,3
"E00004575",195,184,11
"E00004576",141,140,1
"E00004577",128,124,4
"E00004578",158,154,4
"E00004579",105,105,0
"E00004580",154,151,3
"E00004581",103,101,2
"E00004582",130,127,3
"E00004583",144,142,2
"E00004584",173,171,2
"E00004585",137,134,3
"E00004586",117,116,1
"E00004587",123,121,2
"E00004588",157,154,3
"E00004589",126,125,1
"E00004590",101,99,2
"E00004591",113,112,1
"E00004592",100,99,1
"E00004593",236,229,7
"E00004594",125,124,1
"E00004595",104,104,0
"E00004596",111,108,3
"E00004597",217,214,3
"E00004598",110,106,4
"E00004599",172,161,11
"E00004600",125,124,1
"E00004601",117,117,0
"E00004602",118,115,3
"E00004603",135,131,4
"E00004604",143,136,7
"E00004605",116,113,3
"E00004606",179,169,10
"E00004607",133,132,1
"E00004608",137,133,4
"E00004609",313,221,92
"E00004610",142,123,19
"E00004611",159,157,2
"E00004612",144,142,2
"E00004613",125,125,0
"E00004614",229,224,5
"E00004615",105,102,3
"E00004616",134,133,1
"E00004617",120,114,6
"E00004618",128,125,3
"E00004619",127,123,4
"E00004620",144,141,3
"E00004621",136,133,3
"E00004622",212,209,3
"E00004623",158,151,7
"E00004624",124,120,4
"E00004625",182,172,10
"E00004626",241,235,6
"E00004627",101,98,3
"E00004628",92,91,1
"E00004629",129,117,12
"E00004630",106,104,2
"E00004631",131,130,1
"E00004632",96,95,1
"E00004633",102,102,0
"E00004634",150,145,5
"E00004635",125,125,0
"E00004636",113,113,0
"E00004637",124,121,3
"E00004638",164,158,6
"E00004639",97,96,1
"E00004640",147,146,1
"E00004641",125,125,0
"E00004642",131,130,1
"E00004643",196,186,10
"E00004644",133,132,1
"E00004645",122,111,11
"E00004646",112,110,2
"E00004647",178,168,10
"E00004649",143,129,14
"E00004650",253,208,45
"E00004651",118,106,12
"E00004652",146,133,13
"E00004653",130,113,17
"E00004654",115,100,15
"E00004655",132,125,7
"E00004656",264,233,31
"E00004658",115,114,1
"E00004659",170,165,5
"E00004660",130,128,2
"E00004661",133,129,4
"E00004662",150,144,6
"E00004663",119,118,1
"E00004664",158,147,11
"E00004665",119,117,2
"E00004666",203,178,25
"E00004667",140,126,14
"E00004668",85,84,1
"E00004669",108,105,3
"E00004670",109,109,0
"E00004671",172,170,2
"E00004672",136,120,16
"E00004673",126,126,0
"E00004674",103,102,1
"E00004675",107,105,2
"E00004676",132,118,14
"E00004677",117,112,5
"E00004678",134,127,7
"E00004679",102,102,0
"E00004680",145,126,19
"E00004681",144,133,11
"E00004682",64,64,0
"E00004683",69,68,1
"E00004684",132,132,0
"E00004685",124,122,2
"E00004686",127,123,4
"E00004687",139,116,23
"E00004688",177,174,3
"E00004689",117,116,1
"E00004690",114,109,5
"E00004691",153,151,2
"E00004692",142,141,1
"E00004693",149,138,11
"E00004694",112,108,4
"E00004695",204,179,25
"E00004696",127,126,1
"E00004697",138,135,3
"E00004699",70,69,1
"E00004700",112,111,1
"E00004701",195,147,48
"E00004702",128,125,3
"E00004703",157,143,14
"E00004704",174,162,12
"E00004705",167,161,6
"E00004706",222,198,24
"E00004707",250,228,22
"E00004708",132,118,14
"E00004709",161,152,9
"E00004710",138,131,7
"E00004711",153,142,11
"E00004712",172,157,15
"E00004713",94,93,1
"E00004714",191,141,50
"E00004715",152,145,7
"E00004716",129,127,2
"E00004717",72,72,0
"E00004718",121,119,2
"E00004719",181,179,2
"E00004720",121,118,3
"E00004721",136,133,3
"E00004722",108,107,1
"E00004723",116,114,2
"E00004724",136,126,10
"E00004725",127,126,1
"E00004726",121,117,4
"E00004727",127,125,2
"E00004728",205,199,6
"E00004729",102,101,1
"E00004730",78,77,1
"E00004731",175,158,17
"E00004732",125,124,1
"E00004733",135,131,4
"E00004734",112,109,3
"E00004735",136,136,0
"E00004736",133,130,3
"E00004738",116,113,3
"E00004739",136,131,5
"E00004740",101,99,2
"E00004741",136,132,4
"E00004742",187,185,2
"E00004743",136,136,0
"E00004744",127,126,1
"E00004745",129,127,2
"E00004746",153,152,1
"E00004747",133,132,1
"E00004748",153,151,2
"E00004749",181,178,3
"E00004750",146,144,2
"E00004751",147,147,0
"E00004752",130,127,3
"E00004753",127,125,2
"E00004754",136,134,2
"E00004755",111,111,0
"E00004756",116,112,4
"E00004757",117,116,1
"E00004758",80,80,0
"E00004759",106,104,2
"E00004760",105,104,1
"E00004761",136,136,0
"E00004762",135,133,2
"E00004763",112,110,2
"E00004764",93,93,0
"E00004765",103,102,1
"E00004766",128,121,7
"E00004767",145,142,3
"E00004768",102,99,3
"E00004769",156,151,5
"E00004770",96,91,5
"E00004771",132,117,15
"E00004772",131,124,7
"E00004773",143,133,10
"E00004774",110,108,2
"E00004775",118,113,5
"E00004776",140,138,2
"E00004777",116,115,1
"E00004778",139,105,34
"E00004779",167,142,25
"E00004780",151,124,27
"E00004781",138,134,4
"E00004782",128,114,14
"E00004783",139,124,15
"E00004784",145,121,24
"E00004785",124,123,1
"E00004786",112,107,5
"E00004787",149,145,4
"E00004788",127,125,2
"E00004789",88,87,1
"E00004790",132,130,2
"E00004791",109,106,3
"E00004792",119,117,2
"E00004793",123,121,2
"E00004794",207,198,9
"E00004795",101,101,0
"E00004796",134,132,2
"E00004797",147,143,4
"E00004798",118,111,7
"E00004799",144,142,2
"E00004801",137,133,4
"E00004802",116,108,8
"E00004803",84,82,2
"E00004804",118,113,5
"E00004805",97,96,1
"E00004806",129,124,5
"E00004807",111,109,2
"E00004808",109,93,16
"E00004809",119,117,2
"E00004810",133,126,7
"E00004811",125,122,3
"E00004812",162,160,2
"E00004813",179,174,5
"E00004814",128,124,4
"E00004815",254,242,12
"E00004816",137,131,6
"E00004817",114,112,2
"E00004818",152,138,14
"E00004819",138,138,0
"E00004820",144,136,8
"E00004821",113,109,4
"E00004822",135,130,5
"E00004823",186,180,6
"E00004824",133,130,3
"E00004825",111,110,1
"E00004826",127,125,2
"E00004827",169,168,1
"E00004828",137,133,4
"E00004829",109,109,0
"E00004830",149,139,10
"E00004831",118,117,1
"E00004832",156,147,9
"E00004833",162,156,6
"E00004834",186,185,1
"E00004835",179,167,12
"E00004836",172,171,1
"E00004837",208,191,17
"E00004838",131,131,0
"E00004839",181,178,3
"E00004840",118,117,1
"E00004841",135,133,2
"E00004842",118,116,2
"E00004843",112,110,2
"E00004844",140,139,1
"E00004845",135,131,4
"E00004846",137,127,10
"E00004847",143,137,6
"E00004848",166,159,7
"E00004849",141,138,3
"E00004850",205,203,2
"E00004851",98,95,3
"E00004852",144,138,6
"E00004853",156,144,12
"E00174649",111,108,3
"E00174650",107,92,15
"E00174651",100,81,19
"E00174652",91,84,7
"E00174653",108,105,3
"E00174654",99,98,1
"E00174655",173,160,13
"E00174656",117,115,2
"E00174657",101,100,1
"E00174658",80,80,0
"E00174659",169,161,8
"E00174660",51,51,0
"E00174661",84,84,0
"E00174662",96,90,6
"E00174663",114,111,3
"E00174664",108,100,8
"E00174665",123,113,10
"E00174666",80,80,0
"E00174667",91,87,4
"E00174668",110,108,2
"E00174669",125,125,0
"E00174670",110,107,3
"E00174671",101,87,14
"E00174672",144,141,3
"E00174673",93,91,2
"E00174674",93,88,5
"E00174675",125,117,8
"E00174676",185,152,33
"E00174677",193,160,33
"E00174678",119,113,6
"E00174679",60,49,11
"E00174680",91,91,0
