"GeographyCode","KS404EW0001","KS404EW0002","KS404EW0003","KS404EW0004","KS404EW0005","KS404EW0006","KS404EW0007","KS404EW0008","KS404EW0009","KS404EW0010","KS404EW0011","KS404EW0012"
"E02000166",3537,1704,1348,387,74,24,2475,48.1764206955047,38.1113938365847,10.941475826972,2.09216850438224,0.678541136556404
"E02000167",3629,1498,1552,460,88,31,2909,41.2785891430146,42.7666023697988,12.675668228162,2.42491044364839,0.854229815376137
"E02000168",3535,1961,1328,219,21,6,1868,55.4738330975955,37.5671852899576,6.1951909476662,0.594059405940594,0.16973125884017
"E02000169",2942,953,1318,514,113,44,2887,32.3929299796057,44.7994561522774,17.4711080897349,3.84092454112848,1.49558123725357
"E02000170",3685,1821,1451,351,50,12,2355,49.4165535956581,39.3758480325644,9.52510176390773,1.35685210312076,0.325644504748982
"E02000171",3502,1797,1431,237,35,2,2019,51.313535122787,40.862364363221,6.76756139348944,0.999428897772701,0.0571102227298686
"E02000172",4186,2789,1226,154,11,6,1608,66.6268514094601,29.2881032011467,3.67892976588629,0.262780697563306,0.143334925943622
"E02000173",3569,1888,1312,304,47,18,2141,52.899971980947,36.7609974782852,8.51779209862707,1.31689548893247,0.504342953208182
"E02000174",3822,2399,1253,150,14,6,1625,62.7681841967556,32.7838827838828,3.92464678178964,0.366300366300366,0.156985871271586
"E02000175",4277,2514,1482,239,37,5,2093,58.7795183539864,34.6504559270517,5.58802899228431,0.865092354454057,0.116904372223521
"E02000176",3261,1761,1248,222,25,5,1797,54.0018399264029,38.2704691812328,6.80772769089236,0.766636001226618,0.153327200245324
"E02000177",3865,2491,1168,178,22,6,1621,64.4501940491591,30.2199223803363,4.60543337645537,0.569210866752911,0.155239327296248
"E02000178",4280,2839,1256,161,14,10,1668,66.3317757009346,29.3457943925234,3.76168224299065,0.327102803738318,0.233644859813084
"E02000179",2870,1493,1104,214,43,16,1735,52.0209059233449,38.4668989547038,7.45644599303136,1.49825783972125,0.557491289198606
"E02000180",3394,2137,1084,144,26,3,1463,62.9640542133176,31.9387153800825,4.24278137890395,0.766057748968768,0.0883912787271656
"E02000181",3657,1879,1488,244,39,7,2124,51.3809133169264,40.6890894175554,6.67213563029806,1.06644790812141,0.191413727098715
"E02000182",2963,1478,1148,260,60,17,1920,49.881876476544,38.7445156935538,8.77489031387108,2.0249746878164,0.573742828214647
"E02000183",3881,2062,1421,326,57,15,2317,53.1306364339088,36.6142746714764,8.39989693377995,1.46869363566091,0.386498325173924
"E02000184",3655,2566,966,109,12,2,1230,70.2051983584131,26.4295485636115,2.98221614227086,0.328317373461012,0.0547195622435021
"E02000185",3938,2700,1079,138,15,6,1433,68.5627221940071,27.3996952767902,3.50431691213814,0.380904012188928,0.152361604875571
"E02000186",3099,2093,779,188,25,14,1288,67.5379154565989,25.1371410132301,6.06647305582446,0.806711842529848,0.451758631816715
"E02000187",3290,2414,766,98,8,4,1006,73.3738601823708,23.2826747720365,2.97872340425532,0.243161094224924,0.121580547112462
"E02000188",3170,2322,744,85,15,4,977,73.2492113564669,23.4700315457413,2.6813880126183,0.473186119873817,0.126182965299685
"E02000189",2253,1706,488,52,6,1,614,75.7212605415002,21.6600088770528,2.30803373280071,0.266311584553928,0.0443852640923213
"E02000190",3181,2624,502,50,4,1,618,82.4897830870795,15.7812008802263,1.57183275699466,0.125746620559572,0.0314366551398931
"E02000191",2868,2240,540,71,16,1,734,78.1032078103208,18.8284518828452,2.47559274755927,0.557880055788006,0.0348675034867503
"E02000192",3375,2485,781,93,14,2,1018,73.6296296296296,23.1407407407407,2.75555555555556,0.414814814814815,0.0592592592592593
"E02000193",3850,2981,728,109,21,11,1058,77.4285714285714,18.9090909090909,2.83116883116883,0.545454545454546,0.285714285714286
