"GeographyCode","QS302EW0001","QS302EW0002","QS302EW0003","QS302EW0004","QS302EW0005","QS302EW0006"
"E00004120",314,181,108,19,6,0
"E00004121",250,135,77,30,6,2
"E00004122",236,150,63,16,7,0
"E00004123",296,178,91,20,5,2
"E00004124",176,96,57,19,4,0
"E00004125",268,139,95,32,2,0
"E00004126",274,157,84,24,7,2
"E00004127",265,141,87,30,7,0
"E00004128",293,182,77,25,4,5
"E00004129",265,149,78,31,5,2
"E00004130",268,177,73,11,6,1
"E00004131",280,172,84,16,5,3
"E00004132",204,135,58,8,2,1
"E00004133",255,151,76,19,7,2
"E00004134",188,109,57,15,6,1
"E00004135",143,77,48,11,4,3
"E00004136",228,155,52,14,6,1
"E00004137",272,146,92,25,7,2
"E00004138",225,121,66,23,11,4
"E00004139",333,139,131,47,12,4
"E00004140",206,132,56,14,3,1
"E00004141",188,83,59,34,8,4
"E00004142",237,131,84,16,6,0
"E00004143",242,147,64,22,5,4
"E00004144",230,140,69,14,5,2
"E00004145",256,147,85,18,5,1
"E00004146",249,158,60,26,5,0
"E00004147",225,156,52,12,5,0
"E00004148",175,88,67,18,2,0
"E00004149",337,207,85,23,15,7
"E00004150",304,214,71,12,5,2
"E00004151",261,171,74,14,1,1
"E00004152",243,155,74,12,1,1
"E00004153",206,131,50,21,3,1
"E00004154",255,164,63,21,4,3
"E00004155",250,157,72,17,4,0
"E00004156",223,134,62,16,11,0
"E00004157",226,142,74,9,1,0
"E00004158",284,144,81,28,24,7
"E00004159",394,196,104,58,31,5
"E00004160",214,92,62,35,18,7
"E00004161",201,119,66,11,4,1
"E00004162",248,165,61,14,8,0
"E00004163",393,234,117,24,13,5
"E00004164",383,179,127,50,23,4
"E00004165",345,160,112,53,15,5
"E00004166",416,213,117,51,24,11
"E00004167",284,182,81,15,4,2
"E00004168",194,113,56,16,8,1
"E00004169",317,156,100,46,15,0
"E00004172",229,99,84,24,13,9
"E00004173",609,309,212,59,18,11
"E00004174",274,162,59,33,14,6
"E00004175",289,97,99,60,25,8
"E00004177",296,177,102,15,2,0
"E00004179",327,102,103,67,39,16
"E00004180",283,177,67,30,7,2
"E00004181",355,129,112,64,35,15
"E00004182",180,100,52,23,4,1
"E00004183",197,68,80,33,13,3
