"GeographyCode","QS402EW0001","QS402EW0002","QS402EW0003","QS402EW0004","QS402EW0005","QS402EW0006","QS402EW0007","QS402EW0008","QS402EW0009","QS402EW0010","QS402EW0011","QS402EW0012"
"E00004120",143,143,11,2,8,1,132,29,102,1,0,0
"E00004121",118,118,8,2,5,1,110,25,85,0,0,0
"E00004122",103,103,43,0,13,30,60,29,31,0,0,0
"E00004123",108,108,78,2,17,59,30,25,3,2,0,0
"E00004124",100,100,17,1,4,12,83,67,16,0,0,0
"E00004125",178,166,10,2,3,5,156,126,29,1,0,12
"E00004126",144,133,25,2,4,19,108,48,55,5,0,11
"E00004127",124,124,7,0,2,5,117,83,25,9,0,0
"E00004128",161,161,27,5,12,10,134,65,69,0,0,0
"E00004129",142,138,17,0,1,16,121,73,47,1,0,4
"E00004130",128,109,22,1,0,21,87,10,77,0,0,19
"E00004131",119,119,14,2,4,8,105,15,90,0,0,0
"E00004132",92,92,10,1,8,1,82,16,66,0,0,0
"E00004133",118,97,22,0,2,20,75,12,63,0,0,21
"E00004134",100,100,16,0,11,5,84,84,0,0,0,0
"E00004135",105,105,0,0,0,0,105,95,10,0,0,0
"E00004136",110,107,9,0,7,2,98,16,80,2,0,3
"E00004137",147,138,8,1,6,1,130,15,114,1,0,9
"E00004138",142,106,0,0,0,0,106,64,42,0,0,36
"E00004139",140,100,1,0,0,1,94,83,0,11,5,40
"E00004140",111,97,14,1,10,3,83,7,76,0,0,14
"E00004141",114,107,3,0,3,0,104,17,86,1,0,7
"E00004142",133,125,2,0,0,2,123,95,28,0,0,8
"E00004143",126,99,4,1,3,0,95,14,81,0,0,27
"E00004144",102,102,4,0,2,2,98,93,5,0,0,0
"E00004145",110,98,9,3,6,0,89,12,77,0,0,12
"E00004146",126,120,18,0,2,16,102,11,91,0,0,6
"E00004147",126,123,23,3,8,12,100,64,33,3,0,3
"E00004148",106,106,14,3,7,4,92,56,36,0,0,0
"E00004149",149,144,28,2,9,17,116,49,59,8,0,5
"E00004150",147,139,16,0,2,14,123,39,83,1,0,8
"E00004151",148,148,12,0,0,12,136,17,95,24,0,0
"E00004152",113,113,18,10,7,1,95,29,66,0,0,0
"E00004153",108,108,8,4,1,3,100,27,67,6,0,0
"E00004154",122,122,7,0,3,4,115,36,79,0,0,0
"E00004155",103,103,3,0,1,2,100,60,40,0,0,0
"E00004156",126,107,0,0,0,0,107,20,87,0,0,19
"E00004157",94,79,38,2,8,28,41,5,36,0,0,15
"E00004158",124,124,4,1,0,3,120,87,33,0,0,0
"E00004159",160,154,3,0,0,3,151,149,1,1,0,6
"E00004160",103,103,1,1,0,0,102,98,2,2,0,0
"E00004161",96,96,44,0,5,39,52,51,1,0,0,0
"E00004162",128,101,12,2,8,2,89,20,68,1,0,27
"E00004163",163,163,36,5,6,25,126,65,61,0,1,0
"E00004164",160,155,2,0,2,0,153,152,1,0,0,5
"E00004165",146,144,3,1,1,1,141,139,1,1,0,2
"E00004166",157,149,0,0,0,0,149,149,0,0,0,8
"E00004167",99,99,94,3,15,76,5,3,1,1,0,0
"E00004168",109,109,1,0,0,1,108,102,6,0,0,0
"E00004169",149,149,10,9,0,1,139,86,46,7,0,0
"E00004172",148,146,5,1,1,3,141,118,14,9,0,2
"E00004173",127,124,1,0,0,1,123,120,3,0,0,3
"E00004174",131,125,0,0,0,0,125,117,1,7,0,6
"E00004175",128,124,0,0,0,0,124,123,1,0,0,4
"E00004177",74,74,3,0,1,2,71,68,1,2,0,0
"E00004179",190,190,1,0,0,1,189,183,4,2,0,0
"E00004180",128,111,1,0,1,0,110,47,46,17,0,17
"E00004181",212,210,1,0,0,1,209,205,1,3,0,2
"E00004182",76,76,0,0,0,0,76,65,9,2,0,0
"E00004183",106,106,0,0,0,0,106,106,0,0,0,0
"E00004184",112,108,0,0,0,0,108,107,1,0,0,4
"E00004185",171,156,13,2,3,8,143,88,42,13,0,15
"E00004187",226,209,34,2,1,31,175,66,72,37,0,17
"E00004188",109,109,1,1,0,0,108,103,1,4,0,0
"E00004189",118,118,0,0,0,0,118,93,18,7,0,0
"E00004190",384,384,1,1,0,0,383,379,3,1,0,0
"E00004193",119,113,9,0,1,8,104,79,25,0,0,6
"E00004194",144,135,16,0,3,13,119,63,45,11,0,9
"E00004195",133,133,13,0,2,11,120,86,14,20,0,0
"E00004196",101,101,4,0,1,3,97,90,6,1,0,0
"E00004197",116,116,4,0,0,4,112,106,6,0,0,0
"E00004198",182,174,9,0,1,8,165,105,30,30,0,8
"E00004199",163,163,15,0,2,13,148,57,34,57,0,0
"E00004200",136,133,10,1,4,5,123,79,31,13,0,3
"E00004201",144,144,36,7,15,14,108,18,90,0,0,0
"E00004202",160,150,2,2,0,0,148,147,1,0,0,10
"E00004203",164,164,28,2,2,24,136,35,79,22,0,0
"E00004204",149,141,19,3,6,10,122,81,41,0,0,8
"E00004205",145,138,60,2,0,58,78,41,30,7,0,7
"E00004206",127,125,31,2,6,23,94,93,1,0,0,2
"E00004207",128,128,13,4,4,5,115,93,6,16,0,0
"E00004208",125,125,4,0,2,2,121,113,8,0,0,0
"E00004209",113,113,31,1,7,23,82,56,17,9,0,0
"E00004210",126,126,7,0,3,4,119,109,10,0,0,0
"E00004211",124,122,27,0,8,19,95,45,40,10,0,2
"E00004212",134,134,73,1,5,67,61,21,37,3,0,0
"E00004213",167,167,43,3,12,28,124,119,4,1,0,0
"E00004214",243,236,22,4,4,14,214,210,3,1,0,7
"E00004215",129,123,33,2,14,17,90,26,64,0,0,6
"E00004216",146,138,44,0,3,41,94,12,82,0,0,8
"E00004217",141,123,9,0,0,9,114,23,86,5,0,18
"E00004218",131,131,6,0,5,1,125,102,23,0,0,0
"E00004219",190,175,24,0,3,21,151,89,50,12,0,15
"E00004220",87,84,6,2,4,0,78,74,4,0,0,3
"E00004221",111,103,21,1,9,11,82,7,75,0,0,8
"E00004222",109,104,17,1,1,15,87,15,72,0,0,5
"E00004223",116,116,19,1,3,15,96,67,28,1,1,0
"E00004224",147,143,31,1,5,25,112,16,73,23,0,4
"E00004225",195,193,10,2,1,7,183,76,38,69,0,2
"E00004226",119,114,65,0,8,57,49,27,21,1,0,5
"E00004227",145,134,20,0,2,18,114,35,77,2,0,11
"E00004228",107,107,37,0,2,35,70,14,49,7,0,0
"E00004229",174,173,7,0,0,7,166,140,24,2,0,1
"E00004230",130,130,23,2,11,10,107,17,89,1,0,0
"E00004231",142,140,54,0,4,50,86,6,80,0,0,2
"E00004232",132,125,19,0,2,17,106,68,38,0,0,7
"E00004233",124,122,37,1,4,32,85,34,48,3,0,2
"E00004234",124,120,39,0,3,36,81,6,69,6,0,4
"E00004235",163,157,17,2,2,13,139,89,20,30,1,6
"E00004236",150,148,38,1,0,37,110,38,71,1,0,2
"E00004237",123,121,11,0,2,9,110,41,54,15,0,2
"E00004238",126,126,22,0,10,12,104,55,49,0,0,0
"E00004239",111,111,21,0,2,19,90,44,44,2,0,0
"E00004240",136,133,42,5,2,35,91,40,39,12,0,3
"E00004241",133,131,54,0,26,28,77,16,61,0,0,2
"E00004242",105,81,10,2,3,5,71,41,30,0,0,24
"E00004243",110,104,65,3,9,53,39,4,34,1,0,6
"E00004244",100,100,14,2,4,8,86,83,2,1,0,0
"E00004245",163,160,21,5,15,1,139,31,108,0,0,3
"E00004246",121,117,28,5,8,15,89,23,65,1,0,4
"E00004247",156,152,34,2,17,15,118,66,50,2,0,4
"E00004248",207,207,32,2,4,26,175,144,19,12,0,0
"E00004249",114,114,23,0,14,9,91,8,82,1,0,0
"E00004250",127,127,41,1,16,24,86,14,72,0,0,0
"E00004251",95,95,44,4,18,22,51,11,40,0,0,0
"E00004252",115,110,33,0,15,18,77,9,68,0,0,5
"E00004253",132,129,11,0,7,4,117,83,30,4,1,3
"E00004254",119,119,5,0,2,3,114,92,22,0,0,0
"E00004255",128,121,37,2,7,28,83,30,53,0,1,7
"E00004256",149,149,14,1,7,6,135,128,6,1,0,0
"E00004257",113,110,26,1,11,14,83,37,43,3,1,3
"E00004258",111,111,36,0,5,31,75,7,65,3,0,0
"E00004259",104,104,4,0,3,1,100,99,1,0,0,0
"E00004260",136,136,3,1,1,1,133,126,7,0,0,0
"E00004261",114,110,3,0,1,2,107,71,34,2,0,4
"E00004262",114,114,18,4,4,10,96,92,3,1,0,0
"E00004263",121,121,34,5,8,21,87,83,4,0,0,0
"E00004264",176,169,30,0,4,26,139,72,39,28,0,7
"E00004265",112,112,6,0,4,2,106,29,70,7,0,0
"E00004266",156,156,7,0,4,3,149,24,125,0,0,0
"E00004268",142,142,17,3,3,11,125,23,102,0,0,0
"E00004269",121,121,10,0,2,8,111,28,75,8,0,0
"E00004270",189,179,3,0,1,2,176,104,60,12,0,10
"E00004271",142,139,9,1,4,4,130,78,52,0,0,3
"E00004272",113,113,57,2,43,12,56,15,41,0,0,0
"E00004273",159,154,57,2,29,26,97,31,52,14,0,5
"E00004274",130,130,28,1,13,14,102,16,86,0,0,0
"E00004275",104,89,13,0,4,9,76,17,59,0,0,15
"E00004276",122,122,13,2,5,6,109,20,89,0,0,0
"E00004277",135,124,16,1,4,11,108,11,97,0,0,11
"E00004278",102,102,8,2,3,3,94,32,62,0,0,0
"E00004279",134,130,19,4,3,12,111,40,70,1,0,4
"E00004280",108,106,39,2,18,19,67,24,40,3,0,2
"E00004281",115,115,19,3,6,10,96,9,87,0,0,0
"E00004282",149,139,22,5,12,5,117,25,92,0,0,10
"E00004283",137,135,53,0,5,48,82,47,35,0,0,2
"E00004284",128,121,9,2,3,4,112,25,83,4,0,7
"E00004285",144,117,17,4,7,6,100,44,50,6,0,27
"E00004286",158,131,4,1,2,1,127,68,59,0,0,27
"E00004287",111,111,1,0,1,0,110,105,5,0,0,0
"E00004288",166,164,31,0,16,15,133,44,89,0,0,2
"E00004289",129,110,10,1,7,2,100,15,85,0,0,19
"E00004290",164,146,14,7,5,2,132,79,53,0,0,18
"E00004291",138,138,75,4,11,60,62,61,1,0,1,0
"E00004292",121,116,9,2,2,5,107,105,1,1,0,5
"E00004293",119,119,24,2,3,19,95,34,61,0,0,0
"E00004294",119,119,9,0,0,9,110,37,66,7,0,0
"E00004295",175,174,61,25,31,5,113,86,26,1,0,1
"E00004296",133,133,50,4,23,23,82,36,46,0,1,0
"E00004297",154,144,21,5,12,4,123,56,60,7,0,10
"E00004298",112,101,63,15,43,5,38,3,35,0,0,11
"E00004299",135,135,64,2,1,61,71,11,60,0,0,0
"E00004300",111,101,35,7,25,3,66,14,52,0,0,10
"E00004301",241,220,44,8,32,4,176,86,62,28,0,21
"E00004302",143,109,39,8,10,21,70,17,53,0,0,34
"E00004303",113,113,52,4,40,8,61,20,40,1,0,0
"E00004304",178,163,50,2,8,40,113,30,66,17,0,15
"E00004305",134,134,4,1,0,3,130,108,12,10,0,0
"E00004306",157,129,12,1,1,10,117,99,18,0,0,28
"E00004307",150,146,95,2,9,84,51,4,47,0,0,4
"E00004308",123,118,26,5,1,20,92,22,70,0,0,5
"E00004309",115,105,51,0,8,43,54,31,23,0,0,10
"E00004310",128,128,3,0,1,2,125,98,27,0,0,0
"E00004311",99,99,54,6,46,2,45,4,40,1,0,0
"E00004312",150,126,27,0,3,24,99,19,80,0,0,24
"E00004313",131,131,2,0,1,1,129,124,5,0,0,0
"E00004314",153,124,20,9,10,1,104,26,77,1,0,29
"E00004315",154,154,12,0,1,11,142,62,66,14,0,0
"E00004316",122,105,10,7,3,0,95,17,77,1,0,17
"E00004317",161,161,65,2,5,58,96,10,67,19,0,0
"E00004318",126,126,23,6,14,3,103,53,48,2,0,0
"E00004319",143,131,4,2,1,1,127,40,87,0,0,12
"E00004320",112,112,43,14,9,20,69,9,58,2,0,0
"E00004321",114,114,19,8,8,3,95,20,72,3,0,0
"E00004322",114,114,44,29,15,0,70,17,53,0,0,0
"E00004323",96,96,10,4,5,1,86,50,36,0,0,0
"E00004324",122,117,23,12,11,0,94,23,71,0,0,5
"E00004325",113,113,23,9,13,1,90,9,81,0,0,0
"E00004326",117,96,4,3,1,0,92,58,34,0,0,21
"E00004327",140,140,21,3,9,9,119,27,92,0,0,0
"E00004328",95,86,8,3,3,2,78,64,14,0,0,9
"E00004329",124,124,8,3,5,0,116,42,74,0,0,0
"E00004330",146,139,6,4,2,0,133,19,114,0,0,7
"E00004331",112,110,13,4,6,3,97,43,54,0,0,2
"E00004332",87,77,3,0,3,0,74,20,52,2,0,10
"E00004333",133,125,32,0,0,32,93,29,61,3,0,8
"E00004334",106,93,5,4,0,1,88,22,66,0,0,13
"E00004335",145,128,60,4,17,39,68,18,30,20,0,17
"E00004336",175,172,4,0,4,0,168,94,56,18,0,3
"E00004337",114,114,10,8,1,1,104,51,51,2,0,0
"E00004338",112,112,11,6,3,2,101,24,77,0,0,0
"E00004339",112,112,7,3,1,3,105,76,24,5,0,0
"E00004340",95,88,3,2,1,0,85,68,12,5,0,7
"E00004341",132,87,3,0,2,1,84,10,74,0,0,45
"E00004342",94,92,4,3,1,0,88,28,59,1,0,2
"E00004343",120,116,5,1,4,0,111,43,67,1,0,4
"E00004344",118,113,6,1,2,3,107,84,15,8,0,5
"E00004345",121,121,53,44,8,1,68,45,23,0,0,0
"E00004346",94,94,45,14,31,0,49,33,16,0,0,0
"E00004347",97,90,38,3,34,1,52,6,46,0,0,7
"E00004348",131,118,34,3,25,6,84,32,52,0,0,13
"E00004349",117,115,52,14,29,9,63,15,48,0,0,2
"E00004350",125,125,18,7,8,3,107,93,14,0,0,0
"E00004351",131,131,62,8,19,35,69,55,12,2,0,0
"E00004352",118,118,37,15,22,0,81,8,73,0,0,0
"E00004353",137,135,1,0,1,0,134,128,6,0,0,2
"E00004354",108,108,27,18,6,3,81,24,57,0,0,0
"E00004355",122,122,16,7,7,2,106,53,45,8,0,0
"E00004356",121,121,34,19,15,0,87,23,64,0,0,0
"E00004357",118,118,32,15,13,4,86,10,76,0,0,0
"E00004358",114,114,29,13,7,9,85,51,34,0,0,0
"E00004359",121,121,58,28,23,7,63,7,56,0,0,0
"E00004360",118,118,13,6,5,2,105,18,87,0,0,0
"E00004361",99,95,47,12,8,27,48,17,30,1,0,4
"E00004362",127,127,22,2,4,16,105,103,1,1,0,0
"E00004363",153,151,1,0,0,1,150,149,1,0,0,2
"E00004364",225,220,20,4,3,13,200,162,38,0,0,5
"E00004365",139,139,26,0,3,23,113,38,62,13,0,0
"E00004366",165,162,2,1,0,1,160,159,1,0,0,3
"E00004367",148,145,1,0,0,1,144,141,3,0,0,3
"E00004368",175,167,38,2,31,5,129,50,79,0,0,8
"E00004369",123,123,3,0,1,2,120,115,5,0,0,0
"E00004370",117,117,45,7,9,29,72,69,2,1,0,0
"E00004371",103,103,0,0,0,0,103,101,2,0,0,0
"E00004372",109,109,17,0,3,14,92,91,1,0,0,0
"E00004373",146,145,0,0,0,0,145,143,0,2,0,1
"E00004374",97,97,1,1,0,0,96,94,2,0,0,0
"E00004375",119,114,28,4,7,17,86,35,51,0,0,5
"E00004376",176,174,60,6,9,45,114,81,31,2,0,2
"E00004377",95,95,0,0,0,0,95,93,2,0,0,0
"E00004378",137,137,37,3,9,25,100,28,68,4,0,0
"E00004379",135,133,23,1,13,9,110,28,82,0,0,2
"E00004380",152,152,8,0,0,8,144,121,12,11,0,0
"E00004381",117,113,18,0,8,10,95,12,83,0,0,4
"E00004382",139,106,36,0,8,28,70,6,64,0,0,33
"E00004383",103,95,33,0,2,31,62,21,41,0,0,8
"E00004384",101,96,22,2,9,11,74,23,51,0,0,5
"E00004385",91,86,27,0,7,20,59,5,54,0,0,5
"E00004386",101,96,33,1,6,26,63,5,57,1,0,5
"E00004387",89,89,29,1,2,26,60,19,41,0,0,0
"E00004388",99,99,35,0,1,34,64,13,51,0,0,0
"E00004389",108,104,39,1,7,31,65,8,53,4,0,4
"E00004390",113,113,35,1,6,28,78,41,34,3,0,0
"E00004391",128,124,55,3,1,51,69,5,64,0,0,4
"E00004392",95,95,82,2,19,61,13,2,7,4,0,0
"E00004393",113,113,22,1,9,12,91,90,0,1,0,0
"E00004394",94,94,7,1,0,6,87,61,26,0,0,0
"E00004395",133,123,34,2,3,29,89,15,74,0,0,10
"E00004396",131,125,11,3,5,3,114,89,25,0,0,6
