"GeographyCode","CT00100001","CT00100002","CT00100003","CT00100004","CT00100005","CT00100006","CT00100007","CT00100008","CT00100009","CT00100010","CT00100011","CT00100012","CT00100013","CT00100014","CT00100015","CT00100016","CT00100017","CT00100018","CT00100019","CT00100020","CT00100021","CT00100022","CT00100023","CT00100024","CT00100025","CT00100026","CT00100027","CT00100028","CT00100029","CT00100030","CT00100031","CT00100032","CT00100033","CT00100034","CT00100035","CT00100036","CT00100037","CT00100038","CT00100039","CT00100040","CT00100041","CT00100042","CT00100043","CT00100044","CT00100045","CT00100046","CT00100047","CT00100048","CT00100049","CT00100050","CT00100051","CT00100052","CT00100053","CT00100054","CT00100055","CT00100056","CT00100057","CT00100058","CT00100059","CT00100060","CT00100061","CT00100062","CT00100063","CT00100064","CT00100065","CT00100066","CT00100067","CT00100068","CT00100069","CT00100070","CT00100071","CT00100072","CT00100073","CT00100074","CT00100075","CT00100076","CT00100077","CT00100078","CT00100079","CT00100080","CT00100081","CT00100082","CT00100083","CT00100084","CT00100085","CT00100086","CT00100087","CT00100088","CT00100089","CT00100090","CT00100091","CT00100092","CT00100093","CT00100094","CT00100095"
"E01000893",1566,947,33,2,54,7,11,29,9,30,6,1,20,1,20,2,0,15,3,0,0,0,0,0,37,2,0,0,1,2,0,0,1,4,0,0,0,0,7,6,0,6,1,1,0,0,0,46,1,10,2,1,6,0,23,7,0,4,6,0,1,0,1,0,0,0,0,1,55,9,1,98,0,12,0,0,1,0,0,0,1,7,0,0,0,2,0,1,0,5,3,3,0,0,1
"E01000894",1389,785,21,1,51,4,0,31,7,26,1,5,43,1,22,7,0,7,7,0,0,0,1,1,38,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,8,0,0,2,0,0,46,9,8,0,0,13,1,15,24,0,4,1,0,4,1,0,1,1,0,0,2,62,13,5,89,0,6,0,0,3,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,0,0
"E01000895",1630,847,47,0,56,19,5,57,7,40,5,5,22,0,49,15,0,11,7,2,0,0,0,0,21,1,0,0,0,0,0,0,0,4,0,1,0,2,1,0,0,11,0,0,4,1,0,44,6,33,3,0,8,8,21,36,0,3,3,5,15,0,2,0,5,0,0,2,56,13,0,97,1,11,3,0,0,0,1,0,0,4,0,0,1,2,0,0,1,0,3,0,3,0,0
"E01000896",1692,997,28,1,46,4,6,45,12,29,7,6,26,2,33,11,11,4,4,0,0,0,4,2,31,1,0,0,1,0,0,1,0,4,0,1,0,0,0,3,0,11,1,0,4,0,0,39,5,12,5,1,3,3,23,14,0,9,0,0,7,0,2,0,1,0,0,10,77,6,3,119,0,3,0,0,0,0,0,0,0,6,1,0,0,4,0,0,2,0,0,0,1,0,0
"E01000897",1597,791,31,0,47,8,9,53,10,64,17,8,29,1,16,4,1,7,11,0,0,0,1,0,29,5,1,0,1,1,0,1,1,5,0,0,0,1,0,2,2,14,1,0,1,2,0,57,9,13,3,0,15,11,28,21,0,7,0,1,9,2,1,0,0,0,0,3,68,15,4,118,0,10,0,0,1,0,0,0,0,13,0,0,2,11,0,0,0,0,0,0,0,0,0
"E01000898",1729,656,66,1,41,43,16,53,9,74,16,41,46,5,72,50,30,26,6,0,0,1,0,0,13,0,1,0,0,6,0,0,1,0,4,0,0,1,0,1,0,6,2,0,1,0,0,20,99,18,1,0,37,12,18,28,0,3,5,0,8,6,0,0,2,1,0,21,18,7,10,90,0,6,1,0,3,0,8,0,1,4,1,0,3,6,0,0,2,0,0,0,0,1,1
"E01000899",1667,1035,34,3,46,3,4,34,3,42,6,0,14,0,26,6,2,4,4,0,0,0,0,0,23,3,0,0,1,1,0,2,0,2,0,0,0,0,1,4,1,3,1,0,3,0,0,42,22,11,8,0,14,0,31,11,0,1,0,0,3,0,0,0,0,0,1,0,78,9,5,94,0,6,0,0,1,0,0,0,0,2,0,0,0,7,0,0,3,0,6,1,0,0,0
"E01000900",1801,992,79,2,29,36,7,22,13,8,7,83,18,0,107,44,9,26,3,8,0,5,1,0,24,1,1,0,2,7,0,0,0,1,1,0,0,0,0,1,1,3,0,1,3,0,0,33,10,7,3,0,11,0,21,1,0,4,8,3,22,0,0,0,0,3,0,4,9,6,0,50,0,13,0,0,2,0,33,0,0,0,0,1,1,6,4,0,1,0,0,0,0,0,0
"E01000901",1977,704,55,3,27,38,32,36,7,27,21,264,87,7,180,45,3,44,3,12,3,16,0,1,9,2,0,0,0,18,0,0,0,1,7,0,0,0,0,2,0,14,0,0,0,0,0,26,19,5,2,1,12,2,14,4,0,4,16,11,23,4,0,3,1,4,0,13,17,9,3,54,0,8,0,0,0,0,29,2,0,7,3,0,2,7,1,0,0,0,1,0,0,2,0
"E01000902",1451,582,39,2,27,30,22,27,10,15,11,163,17,1,137,31,4,45,0,17,0,2,0,1,2,0,0,0,3,23,0,1,2,6,0,1,0,6,2,0,1,7,2,0,1,0,0,17,8,7,2,0,15,1,14,2,0,0,15,9,16,0,0,7,0,10,0,4,6,4,0,27,0,5,0,0,0,1,18,0,0,2,0,0,0,9,0,0,9,1,1,0,0,1,0
"E01000903",1439,760,53,1,39,12,6,18,4,39,11,92,26,2,53,25,4,11,6,11,0,0,0,1,23,6,1,0,0,1,0,0,0,3,0,2,0,0,0,0,0,9,0,0,0,0,0,29,5,10,0,0,10,1,17,5,0,1,7,1,8,0,2,0,0,0,0,1,27,6,2,61,0,11,0,0,0,0,0,0,0,2,0,0,0,2,4,1,0,3,1,1,0,1,1
"E01000904",2120,1041,66,10,35,34,29,38,9,22,8,107,43,7,154,30,6,19,4,6,8,7,1,0,18,1,0,0,3,18,0,0,0,9,5,1,1,0,0,3,4,7,1,0,5,0,0,36,28,10,5,1,6,0,22,14,0,2,29,8,12,0,1,0,0,17,0,2,19,13,2,66,1,5,1,0,0,0,28,5,0,8,0,0,3,5,2,0,2,1,5,1,0,0,0
"E01000905",2044,712,100,1,40,43,11,15,14,19,11,302,25,1,258,71,4,36,5,6,0,17,4,0,7,2,1,0,1,15,0,0,3,4,0,0,0,0,0,0,1,6,2,0,3,0,0,26,25,4,4,0,9,1,19,2,0,5,30,6,19,1,0,0,4,1,1,5,13,5,4,58,0,3,0,0,3,0,38,1,0,4,0,0,4,7,0,0,2,0,0,0,0,0,0
"E01000906",1532,832,49,0,41,13,17,32,7,29,4,28,25,0,31,17,1,25,5,5,0,0,0,2,35,3,1,0,0,2,0,0,0,2,3,0,0,0,0,1,0,8,0,0,0,0,0,28,8,25,0,0,8,6,20,17,0,5,10,0,5,0,1,6,2,0,0,5,47,12,1,81,0,4,0,0,3,0,1,0,0,10,0,0,2,4,0,0,0,1,1,0,1,0,0
"E01000907",1430,789,80,0,17,38,20,28,4,13,3,54,17,0,57,51,2,9,2,10,0,7,0,2,16,0,0,1,0,8,0,0,2,1,0,0,0,0,0,0,1,4,1,0,3,0,0,21,3,15,3,0,14,0,7,3,0,6,6,7,11,0,0,2,1,0,0,0,14,7,1,32,0,7,0,0,0,0,8,0,0,1,0,0,4,12,1,0,0,1,0,0,0,0,3
"E01000908",1581,861,75,1,24,38,11,56,14,11,2,26,12,21,71,39,1,7,10,0,0,1,0,0,9,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,1,8,0,0,3,0,0,50,17,15,6,0,6,0,6,10,0,3,0,1,22,0,0,2,4,1,0,2,19,7,4,49,0,8,0,0,0,0,0,5,0,9,0,0,0,5,3,0,3,0,0,0,1,0,0
"E01000909",1614,1023,53,1,43,25,7,31,5,19,1,25,13,3,38,7,2,10,8,0,0,5,1,0,12,0,0,0,2,5,0,0,0,4,0,0,0,0,0,2,4,4,0,0,0,0,0,46,8,8,12,0,10,0,5,5,0,2,0,2,14,0,1,0,0,0,0,0,44,6,6,71,0,8,0,0,2,0,0,0,1,2,0,0,0,6,1,0,0,0,0,0,0,0,1
"E01000910",1472,1013,42,0,25,23,11,47,5,13,0,26,4,6,17,16,0,3,2,0,0,0,0,0,18,1,1,0,2,6,0,1,0,3,0,0,0,0,0,2,1,10,1,0,6,0,0,22,4,3,5,0,1,0,10,6,0,1,0,0,10,0,1,0,2,0,0,1,29,6,2,37,0,9,0,0,0,0,8,0,0,6,1,0,0,2,0,0,1,0,0,0,0,0,0
"E01000911",1559,952,42,0,23,27,8,25,8,21,3,36,5,7,64,32,2,2,1,0,0,3,1,0,12,3,0,0,3,9,0,0,0,0,2,1,0,0,1,0,2,9,0,0,0,1,1,32,10,9,13,0,12,0,11,5,0,2,5,21,11,0,1,1,0,0,0,10,18,8,0,53,0,13,0,0,0,0,9,0,0,1,0,1,3,2,0,0,1,0,1,0,0,0,0
"E01000912",1589,929,59,2,16,30,12,23,0,14,0,45,10,1,102,32,1,23,2,2,0,4,1,0,13,1,0,0,3,4,0,0,1,2,0,0,0,0,0,1,1,3,1,0,2,0,0,55,0,6,9,0,7,1,18,6,0,0,29,1,14,1,0,0,0,1,0,3,21,5,0,40,0,9,0,0,3,0,8,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,1
"E01000913",1710,1182,51,3,41,11,4,50,9,22,1,1,32,2,21,3,0,2,3,0,0,0,0,1,26,1,0,0,1,2,0,0,1,1,0,2,0,0,1,4,1,11,0,0,3,0,0,33,3,7,4,1,3,7,11,7,1,0,0,0,3,4,1,1,5,0,0,0,22,5,2,74,0,14,0,0,0,0,0,0,0,4,0,0,1,1,1,0,1,0,0,0,0,1,0
"E01000914",1762,820,38,0,34,11,16,30,10,67,14,51,156,1,91,6,6,22,2,0,0,5,0,0,22,5,1,0,0,4,1,0,1,3,0,0,0,0,0,1,0,25,0,0,4,0,0,41,6,15,1,0,0,1,37,16,0,9,2,1,15,3,0,0,0,0,0,3,21,6,6,92,0,14,0,0,0,1,2,0,0,3,1,0,7,8,0,1,2,0,1,0,0,0,0
"E01000915",1527,544,27,3,23,17,9,34,5,58,9,351,46,0,95,11,19,13,0,2,0,0,0,0,12,0,1,0,2,25,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,22,31,15,1,0,2,0,11,4,0,3,9,4,10,1,0,1,0,1,0,1,5,4,2,47,0,8,0,0,0,0,11,0,1,2,0,0,2,9,0,0,0,1,0,0,3,0,0
"E01000916",1796,686,61,4,44,28,14,19,15,36,16,168,76,4,95,29,4,29,0,0,0,0,2,0,22,6,3,1,1,15,2,0,0,4,0,0,0,1,0,4,1,25,1,0,1,0,0,40,13,24,5,0,7,2,46,12,0,6,10,0,19,2,3,0,2,0,0,4,25,7,5,91,0,14,2,0,2,0,4,0,0,3,4,0,3,10,1,0,3,0,5,0,3,2,0
"E01000917",1888,627,56,2,20,24,27,36,13,35,14,317,52,5,186,23,6,28,3,4,0,5,0,0,9,1,1,0,0,13,0,0,2,0,0,0,0,0,0,0,2,15,5,0,0,0,0,46,36,2,1,0,2,1,35,10,0,6,30,8,33,0,0,4,1,0,2,2,14,8,2,66,0,11,0,0,2,0,5,0,0,9,0,0,7,12,1,1,0,0,0,0,0,0,0
"E01000918",2090,841,57,3,40,25,10,53,7,62,2,148,110,2,78,39,4,40,1,5,0,1,0,0,13,2,0,0,0,19,0,0,0,5,0,0,0,1,0,0,2,12,1,0,4,0,0,64,8,10,2,0,6,2,48,24,0,33,2,1,40,0,2,0,1,3,0,20,33,15,0,119,0,13,2,0,0,0,3,0,0,28,2,1,1,18,0,0,2,0,0,0,0,0,0
"E01000919",2014,719,46,0,26,9,6,96,13,88,14,122,199,9,97,24,1,54,1,0,0,0,2,0,14,1,0,0,0,11,0,19,1,4,0,0,1,0,1,1,0,27,1,0,6,0,0,58,3,20,1,1,10,2,18,9,0,14,0,3,24,2,1,6,1,4,0,2,34,11,7,114,0,19,0,2,2,1,0,0,0,3,1,0,7,13,0,0,2,1,2,1,0,2,0
"E01000920",1946,909,55,1,43,21,16,25,10,40,18,183,50,4,69,31,2,28,8,0,0,1,1,1,26,3,2,0,1,3,0,12,0,5,0,0,0,0,0,2,0,24,1,1,3,0,0,45,11,6,0,0,13,0,34,7,0,3,0,0,8,3,0,0,1,2,0,3,45,10,5,101,0,9,1,0,5,0,2,6,0,7,1,0,0,8,1,2,3,1,1,2,0,1,0
"E01000921",1966,1067,88,0,40,30,15,59,10,17,16,51,28,4,73,26,4,13,12,4,0,9,0,0,30,0,2,0,0,19,0,3,2,4,0,1,4,1,0,0,1,4,1,0,2,0,0,26,16,6,11,1,7,2,30,10,0,4,3,0,19,0,0,0,1,0,0,1,18,22,2,95,0,39,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,1,2,0,1,1,0
"E01000922",1547,860,62,0,24,27,18,28,18,29,11,21,18,1,109,20,9,6,2,0,0,0,0,1,19,0,0,0,1,10,0,0,1,2,0,1,0,0,1,3,0,5,0,0,1,0,0,27,8,3,6,0,6,0,18,4,0,2,7,9,7,0,0,0,1,0,0,0,24,4,0,51,0,10,0,0,0,0,13,14,0,8,0,0,0,9,0,0,2,0,3,0,0,3,0
"E01000923",1494,920,72,2,13,27,10,34,13,17,4,50,13,2,48,35,1,13,1,1,0,1,0,0,13,2,3,0,0,3,0,0,0,8,0,1,0,0,0,0,0,5,0,0,2,0,0,25,3,6,5,0,8,1,14,1,0,0,2,0,5,0,1,0,0,0,0,0,22,8,0,51,0,7,0,0,0,0,5,0,0,3,0,0,5,2,0,0,2,1,1,2,0,0,0
"E01000924",1637,942,54,2,40,18,11,24,3,18,3,67,18,2,64,19,1,15,12,0,0,1,1,0,19,5,0,0,5,5,0,0,0,5,1,0,0,0,0,4,0,4,0,0,3,0,0,30,5,13,14,0,5,1,17,12,0,0,1,1,22,1,0,0,0,2,0,1,11,2,0,99,0,15,2,0,1,0,5,0,0,0,0,0,2,3,0,0,0,1,1,0,3,1,0
"E01000925",1563,594,67,5,12,21,18,7,4,16,8,177,14,2,222,36,14,7,2,11,0,4,1,0,15,2,1,0,1,7,0,0,0,2,2,0,0,1,0,0,2,9,0,0,2,0,0,17,22,7,8,0,5,0,13,19,0,8,25,4,12,3,1,4,0,0,0,1,10,3,0,52,0,10,0,0,1,1,25,0,0,2,0,0,1,15,0,2,4,0,0,0,2,0,0
"E01000926",1791,808,52,0,17,19,18,17,15,110,14,102,10,103,95,19,2,114,8,1,0,0,0,0,11,6,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,29,6,11,2,1,12,3,22,7,0,0,1,0,6,0,1,0,0,0,0,1,13,7,3,59,0,7,0,0,0,0,26,0,0,1,0,0,3,0,0,0,6,0,1,2,0,2,0
"E01000927",1738,960,57,6,14,22,14,31,11,25,11,41,24,15,50,30,1,29,0,0,0,0,0,0,27,1,0,0,0,13,0,1,0,2,1,1,0,0,1,7,1,14,0,0,2,0,0,48,3,16,5,1,3,2,18,4,2,2,1,0,9,1,2,5,2,6,0,2,18,7,0,123,0,12,0,0,2,0,0,0,0,0,0,1,4,6,0,0,17,0,3,1,0,0,0
"E01000928",1681,940,105,0,26,34,11,28,10,17,1,91,19,9,75,31,2,10,1,2,0,1,1,0,8,1,0,0,0,8,0,0,1,0,0,0,0,0,0,1,4,5,0,0,1,0,0,41,10,2,18,1,5,0,13,6,0,0,4,8,28,0,0,0,3,1,0,0,12,8,1,44,0,14,0,0,2,0,5,0,0,5,0,0,3,2,0,0,1,0,0,1,0,0,0
"E01000929",1675,547,71,0,24,23,13,26,9,32,16,116,25,5,200,40,1,102,2,12,0,18,0,0,7,5,1,0,0,9,0,0,1,4,5,0,0,0,0,1,2,8,0,0,5,1,0,33,14,4,2,0,12,1,17,5,0,1,50,2,14,1,0,7,0,3,0,13,11,10,11,39,0,39,1,0,2,0,36,1,0,1,0,1,8,3,1,0,1,0,0,0,0,0,0
"E01000930",1910,598,138,5,44,19,21,24,4,38,7,32,28,8,177,53,4,141,3,19,1,3,0,0,18,10,0,0,1,20,0,0,2,2,6,0,0,0,0,0,0,11,1,0,2,0,0,52,38,9,2,1,32,2,29,3,2,3,8,10,15,0,2,9,1,0,0,23,16,25,28,84,0,35,0,0,3,2,15,0,0,2,1,0,12,5,0,0,0,0,0,0,0,1,0
"E01000931",1910,655,111,1,44,35,14,22,8,38,12,73,17,7,167,56,17,76,5,18,1,7,0,0,16,4,1,0,2,30,0,0,2,8,1,2,0,1,0,0,0,9,1,1,0,1,0,49,43,8,1,0,29,6,37,3,0,0,26,3,13,1,2,9,2,5,0,13,9,13,5,75,0,44,0,0,4,0,31,0,0,3,0,1,1,7,0,0,0,1,1,2,0,0,0
"E01000932",1838,791,111,1,38,20,9,20,7,70,9,37,38,3,113,39,15,39,16,4,0,5,0,0,46,5,0,0,1,8,0,0,0,3,0,0,0,4,0,1,1,19,0,0,0,0,1,49,14,8,5,0,14,2,28,12,0,6,10,6,9,1,1,2,1,0,0,2,23,14,3,97,0,12,2,0,7,0,1,0,0,19,2,0,3,2,0,0,7,0,2,0,0,0,0
"E01000933",1671,747,93,2,37,15,13,32,3,48,13,46,21,4,46,27,4,53,11,8,2,7,0,0,50,3,1,0,0,3,0,1,0,12,1,0,0,0,0,0,0,18,2,0,3,0,2,71,5,5,0,0,23,0,22,9,0,2,29,1,13,1,1,1,2,0,0,3,20,21,9,52,0,14,6,0,1,0,10,0,0,15,0,0,2,2,0,0,1,0,1,0,1,0,0
"E01000934",1619,470,70,1,49,21,14,16,7,56,27,120,49,3,157,43,2,52,3,16,1,7,0,0,12,5,1,0,0,6,0,0,4,6,5,0,0,0,0,1,1,11,1,0,3,1,0,47,34,9,0,0,26,2,14,15,0,14,27,5,12,2,0,4,2,0,1,8,14,8,5,49,0,15,1,0,6,0,33,0,0,6,0,0,10,3,0,0,5,0,0,1,0,0,0
"E01000935",1415,442,62,5,26,18,14,14,6,29,1,72,12,6,210,58,1,48,2,20,3,9,0,0,6,1,1,0,2,15,0,0,1,2,2,0,0,0,0,0,5,10,0,0,1,0,0,45,24,3,3,0,12,2,10,6,0,3,34,1,11,0,0,1,0,4,0,3,5,7,3,42,0,22,0,0,2,0,51,0,0,11,0,0,0,2,0,0,4,0,0,0,0,0,0
"E01000936",1839,566,30,0,45,15,17,24,49,84,16,185,111,7,141,51,50,23,3,9,0,6,0,1,20,3,1,0,0,20,0,1,4,1,4,0,0,0,1,0,2,7,0,0,11,0,2,37,11,12,3,0,4,1,23,14,0,13,6,0,18,1,0,2,0,0,0,4,27,9,5,68,0,15,0,0,0,0,18,0,0,7,4,1,13,4,3,0,2,1,2,0,0,0,1
"E01000937",1504,435,25,0,57,10,9,21,2,49,8,125,182,2,57,31,1,17,6,0,0,3,0,0,9,4,1,0,1,15,0,1,0,7,0,0,0,1,0,1,0,17,0,0,2,0,0,32,8,32,5,1,13,1,28,32,0,35,0,0,23,9,0,0,2,1,0,0,17,16,6,81,1,16,0,0,3,0,13,0,2,5,2,0,9,6,0,1,1,0,1,2,0,1,0
"E01000938",1752,547,34,0,25,14,21,10,2,68,28,189,57,5,147,103,1,23,0,6,0,3,0,0,10,0,0,0,1,63,0,4,0,2,0,1,0,0,0,0,2,8,0,0,6,0,0,30,21,9,9,0,5,0,22,8,0,4,2,2,46,3,0,1,2,1,1,31,10,7,1,81,0,8,0,0,1,1,11,0,0,34,0,0,9,3,0,0,4,3,1,0,0,1,0
"E01000939",1223,266,18,0,18,4,15,16,8,25,5,394,69,2,118,23,1,18,0,5,0,2,1,0,4,0,1,0,0,11,0,0,2,0,6,0,0,1,0,2,0,4,0,0,0,0,0,12,18,6,0,0,2,0,12,5,0,3,15,7,10,5,0,0,0,4,0,0,3,4,0,36,0,14,2,0,0,0,13,0,0,3,0,0,3,1,2,0,0,0,3,0,1,0,0
"E01000940",1130,324,33,1,29,15,7,11,3,26,14,176,46,3,63,25,3,20,1,3,2,1,0,0,17,1,2,0,1,4,0,5,0,1,0,0,0,0,2,2,0,4,0,4,2,1,0,23,22,5,2,0,3,4,13,15,0,6,1,2,18,11,1,4,1,4,0,4,37,2,3,63,0,5,3,0,4,0,8,0,0,5,0,0,0,4,3,0,0,0,1,1,0,0,0
"E01000941",1230,411,38,0,21,10,19,11,1,22,8,251,58,5,107,18,3,33,0,1,0,0,0,0,0,3,2,0,2,19,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,12,28,4,0,0,4,0,18,2,0,0,3,4,12,3,0,5,0,0,1,5,5,9,0,34,4,10,0,0,0,0,5,0,0,3,1,0,0,5,0,0,1,1,0,0,0,0,0
"E01000942",2111,842,37,0,46,24,13,43,7,118,47,46,275,1,60,12,4,33,2,3,0,2,0,0,16,4,0,0,2,8,0,0,0,2,0,0,0,0,4,3,4,24,1,0,7,0,0,41,12,13,7,1,20,0,18,19,0,21,4,0,14,4,1,1,1,0,0,2,24,13,3,148,0,17,0,0,2,0,0,0,0,18,1,0,3,5,1,0,3,1,0,1,2,0,0
"E01000943",1054,385,19,0,23,11,9,15,5,49,13,38,84,2,40,14,1,29,0,1,0,2,1,0,10,3,0,0,0,1,0,3,3,1,0,0,0,0,0,1,1,13,1,0,6,0,0,37,5,22,1,0,9,3,20,3,0,10,1,1,9,4,1,2,2,2,1,1,16,10,0,85,0,4,2,0,2,0,1,0,0,1,1,1,9,3,0,0,1,0,0,0,0,0,0
"E01000944",1899,648,27,0,10,14,20,44,3,84,26,254,122,2,116,26,4,136,1,20,0,0,1,0,4,33,0,0,2,25,0,0,1,1,1,0,0,0,1,1,1,11,1,0,11,1,0,21,16,5,3,0,8,0,7,4,0,1,39,0,15,2,1,8,0,4,0,1,3,4,0,33,0,41,0,0,0,0,8,0,0,9,0,0,4,4,0,1,3,1,1,0,0,0,0
"E01000945",1821,537,49,1,15,9,14,34,7,79,21,264,162,2,111,41,2,22,2,15,0,6,0,0,6,0,0,0,3,24,0,0,0,3,0,0,0,2,0,3,1,22,0,0,8,1,0,29,10,11,5,4,3,0,26,8,0,11,22,1,25,9,1,2,2,1,0,4,13,7,5,89,0,13,0,0,2,0,14,0,1,13,2,1,4,6,0,0,10,0,1,0,0,0,0
"E01000946",1516,637,31,1,36,12,13,14,6,82,10,60,46,11,102,9,2,56,3,4,1,14,0,2,12,0,2,0,0,2,0,0,0,5,0,1,0,0,0,1,0,27,2,1,9,0,0,31,25,12,6,4,20,0,15,8,0,4,12,7,10,1,0,0,0,0,0,2,25,14,10,63,0,7,0,0,1,0,16,0,0,3,0,0,1,2,0,0,0,0,2,0,1,0,0
"E01000947",1954,741,66,1,52,18,16,26,4,39,9,132,46,4,128,20,5,6,1,2,0,2,0,3,16,0,0,0,1,55,0,0,1,7,1,2,0,0,1,2,0,14,0,2,19,0,0,31,11,15,6,2,18,0,27,13,0,43,7,8,18,0,2,1,5,5,0,7,21,12,4,199,0,14,0,0,3,0,4,0,0,11,2,3,6,4,1,0,4,1,1,1,1,1,0
"E01000948",1736,872,62,1,55,19,8,30,11,47,3,36,27,8,87,26,3,27,3,0,0,3,1,0,29,0,1,0,2,16,0,1,1,3,4,0,0,0,0,0,2,7,0,0,1,0,0,41,10,16,7,0,12,0,26,5,0,4,9,7,12,0,4,1,0,2,0,7,31,10,5,88,0,10,0,0,0,0,8,0,0,1,0,0,12,9,0,0,2,0,1,0,0,0,0
"E01000949",1633,751,33,4,16,27,16,20,5,41,13,158,43,4,86,57,4,24,7,6,0,9,1,0,17,3,1,0,0,17,0,5,2,2,4,0,0,0,2,1,4,7,0,0,1,0,0,23,65,7,3,0,7,0,11,9,0,5,6,1,11,3,0,2,0,4,0,6,1,9,0,41,0,7,0,0,0,0,3,0,1,4,0,0,2,10,1,0,0,0,0,0,0,0,0
"E01000950",1431,331,34,0,20,9,14,4,7,23,12,402,60,7,131,23,5,41,1,1,0,5,0,0,4,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,8,2,0,0,3,0,0,24,27,5,1,0,7,0,22,1,0,2,23,11,23,0,0,5,1,17,0,4,4,5,5,45,0,10,1,0,3,0,16,3,0,0,0,0,3,8,1,1,0,0,0,0,0,0,0
"E01000951",1538,465,34,0,12,7,20,18,3,46,1,316,72,3,131,31,3,36,5,6,0,11,0,0,3,3,0,0,0,6,0,0,0,1,0,0,0,0,0,1,1,4,0,0,12,0,0,24,13,8,6,1,15,0,15,1,0,4,37,5,28,2,1,0,1,5,0,5,5,11,2,51,0,5,0,0,4,0,19,0,0,7,0,0,4,3,0,0,3,0,1,0,1,0,0
"E01000952",1729,622,53,1,17,21,14,21,3,34,10,297,38,2,168,41,4,16,5,1,0,4,0,0,8,3,3,0,0,15,0,2,3,2,5,0,0,0,0,0,1,0,0,0,11,0,0,23,20,17,9,0,3,2,21,3,0,9,8,2,22,9,0,9,3,0,0,4,13,8,1,53,1,13,0,0,0,0,32,4,0,3,0,0,4,4,0,0,1,0,2,1,0,0,0
"E01000953",1643,492,80,0,23,5,24,11,5,39,11,364,59,3,145,31,6,22,1,13,3,2,0,0,8,7,0,0,2,7,0,0,2,0,4,0,0,0,0,0,1,5,3,0,1,0,1,15,16,12,12,0,0,0,17,8,5,2,8,22,17,1,0,3,1,0,1,2,8,5,2,52,0,10,0,0,0,0,26,0,0,4,0,0,1,4,4,0,5,0,0,0,0,0,0
"E01000954",1656,528,36,1,21,17,31,9,9,23,10,285,27,3,227,32,6,41,5,15,0,2,0,1,2,2,1,0,1,9,0,0,1,7,1,0,0,0,0,1,5,3,1,0,1,0,0,14,42,5,4,5,8,2,15,3,0,10,20,16,7,0,1,16,1,4,2,3,10,7,4,44,0,5,0,0,0,0,32,2,0,0,0,0,1,7,0,0,0,2,0,0,0,0,0
"E01000955",1595,597,42,0,18,21,33,14,30,24,12,198,80,0,149,50,3,42,1,0,0,1,0,0,4,1,0,0,1,19,0,1,0,1,2,1,0,0,0,0,2,2,0,0,20,0,0,21,22,11,5,0,4,0,11,6,0,6,16,8,17,1,1,2,1,0,0,6,5,5,7,20,0,30,0,0,1,0,5,1,0,6,0,1,4,2,0,0,0,0,0,0,1,0,0
"E01000956",1532,392,32,3,12,10,24,25,5,25,8,367,64,5,138,15,7,22,2,7,4,5,0,0,6,4,1,0,0,26,0,0,0,2,6,0,0,0,2,0,3,8,0,0,3,0,0,25,21,5,1,0,3,0,22,9,0,6,5,16,24,0,0,1,0,4,0,8,7,7,2,56,0,10,1,0,0,0,29,0,0,7,2,2,4,13,1,0,6,2,0,0,0,0,0
"E01000957",1729,681,76,0,29,22,14,20,9,26,1,132,53,1,167,32,2,41,1,10,0,1,0,1,13,1,1,0,0,11,0,0,0,19,2,0,0,1,0,3,1,13,0,0,3,0,0,45,2,16,6,0,29,2,8,13,0,1,31,3,10,2,1,1,9,2,0,2,23,7,0,57,0,8,0,0,0,0,44,2,0,0,2,0,3,7,2,0,3,1,0,0,0,0,0
"E01000958",2264,840,60,6,31,40,30,30,12,64,15,192,68,4,193,40,10,71,0,20,4,6,0,0,14,2,1,0,0,18,0,0,1,26,0,0,0,3,0,2,2,11,0,0,8,0,0,57,33,26,4,0,6,3,20,3,0,28,12,1,22,2,1,0,5,4,0,40,18,10,1,74,0,9,0,0,4,0,36,0,0,3,0,0,7,9,0,0,0,1,0,1,0,0,0
"E01000959",1670,674,48,1,17,25,11,20,2,31,7,256,58,1,147,29,8,24,0,8,0,8,3,0,6,4,1,0,0,2,0,2,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,21,17,7,11,0,2,0,18,2,0,1,20,2,29,1,0,0,4,5,0,2,5,7,0,62,0,10,0,0,2,0,25,1,0,3,0,0,9,4,0,0,1,0,1,0,0,0,0
"E01000960",1774,638,35,0,40,18,12,33,7,103,34,81,67,1,63,21,1,27,8,13,0,10,1,0,40,2,0,0,0,4,0,1,3,9,0,0,1,1,0,3,0,35,1,1,2,0,4,51,6,10,4,0,24,7,19,65,0,19,13,5,10,2,3,0,0,0,0,9,36,23,10,87,0,6,0,0,4,0,0,1,0,14,0,1,12,2,0,0,2,1,0,0,1,7,0
