"GeographyCode","KS401EW0001","KS401EW0002","KS401EW0003","KS401EW0004","KS401EW0005","KS401EW0006","KS401EW0007","KS401EW0008","KS401EW0009","KS401EW0010","KS401EW0011","KS401EW0012","KS401EW0013","KS401EW0014","KS401EW0015","KS401EW0016","KS401EW0017","KS401EW0018","KS401EW0019","KS401EW0020","KS401EW0021","KS401EW0022","KS401EW0023","KS401EW0024","KS401EW0025","KS401EW0026"
"E02000166",3649,3637,6,6,3691,3537,154,333,363,388,1990,562,55,0,99.6711427788435,0.164428610578241,0.164428610578241,95.827688973178,4.172311026822,9.02194527228393,9.83473313465186,10.5120563532918,53.9149282037388,15.2262259550257,1.49011108100786,0
"E02000167",3816,3784,8,24,3900,3629,271,154,476,709,1035,1387,133,6,99.1614255765199,0.209643605870021,0.628930817610063,93.051282051282,6.94871794871795,3.94871794871795,12.2051282051282,18.1794871794872,26.5384615384615,35.5641025641026,3.41025641025641,0.153846153846154
"E02000168",3564,3541,10,13,3622,3535,87,74,198,721,1024,1475,128,2,99.354657687991,0.280583613916947,0.364758698092031,97.5980121479845,2.40198785201546,2.04307012700166,5.46659304251795,19.906129210381,28.2716731087797,40.7233572611817,3.53395913859746,0.0552181115405853
"E02000169",3137,3125,3,9,3178,2942,236,326,331,133,947,1429,12,0,99.6174689193497,0.0956327701625757,0.286898310487727,92.5739458779106,7.42605412208936,10.2580239144116,10.4153555695406,4.18502202643172,29.7986154814349,44.9653870358716,0.377595972309629,0
"E02000170",3645,3593,11,41,3875,3685,190,132,368,458,1214,1584,117,2,98.5733882030178,0.301783264746228,1.12482853223594,95.0967741935484,4.90322580645161,3.40645161290323,9.49677419354839,11.8193548387097,31.3290322580645,40.8774193548387,3.01935483870968,0.0516129032258065
"E02000171",3541,3516,5,20,3630,3502,128,39,204,631,1122,1591,43,0,99.2939847500706,0.14120304998588,0.564812199943519,96.4738292011019,3.52617079889807,1.07438016528926,5.6198347107438,17.3829201101928,30.9090909090909,43.8292011019284,1.18457300275482,0
"E02000172",4205,4186,7,12,4252,4186,66,44,99,536,2865,590,116,2,99.5481569560047,0.166468489892985,0.285374554102259,98.447789275635,1.552210724365,1.03480714957667,2.32831608654751,12.6058325493885,67.3800564440263,13.8758231420508,2.72812793979304,0.0470366886171214
"E02000173",3559,3530,4,25,3762,3569,193,125,175,204,1562,1603,93,0,99.1851643720146,0.112391121101433,0.702444506883956,94.869750132908,5.13024986709197,3.32270069112174,4.65178096757044,5.42264752791069,41.5204678362573,42.6103136629452,2.47208931419458,0
"E02000174",3834,3817,3,14,3898,3822,76,38,308,327,1442,1693,88,2,99.5565988523735,0.0782472613458529,0.365153886280647,98.050282195998,1.94971780400205,0.974858902001026,7.90148794253463,8.38891739353515,36.9933299127758,43.4325295023089,2.25756798358132,0.0513083632632119
"E02000175",4174,4113,9,52,4439,4277,162,58,166,466,1755,1836,157,1,98.538572113081,0.215620507906085,1.24580737901294,96.3505293985132,3.64947060148682,1.3066005857175,3.73958098670872,10.497859878351,39.5359315161072,41.3606668168506,3.53683261995945,0.0225275963054742
"E02000176",3277,3246,6,25,3451,3261,190,38,109,156,1208,1916,24,0,99.0540128166005,0.183094293561184,0.762892889838267,94.4943494639235,5.5056505360765,1.1011301072153,3.15850478122283,4.52042886119965,35.0043465662127,55.5201390901188,0.695450594030716,0
"E02000177",3961,3950,7,4,3980,3865,115,30,108,394,2706,679,63,0,99.7222923504166,0.176723049734915,0.100984599848523,97.1105527638191,2.8894472361809,0.753768844221105,2.71356783919598,9.89949748743719,67.9899497487437,17.0603015075377,1.58291457286432,0
"E02000178",4232,4184,13,35,4378,4280,98,48,108,365,1716,2065,75,1,98.8657844990548,0.307183364839319,0.82703213610586,97.7615349474646,2.2384650525354,1.09639104613979,2.46687985381453,8.33714024668799,39.1959798994975,47.1676564641389,1.71311100959342,0.0228414801279123
"E02000179",2912,2894,2,16,3029,2870,159,30,123,363,1624,818,65,6,99.3818681318681,0.0686813186813187,0.549450549450549,94.7507428194124,5.24925718058765,0.990425883129746,4.06074612083196,11.9841531858699,53.6150544734236,27.0056124133377,2.14592274678112,0.198085176625949
"E02000180",3444,3421,2,21,3544,3394,150,41,193,395,1541,1305,66,3,99.3321718931475,0.0580720092915215,0.609756097560976,95.7674943566591,4.23250564334086,1.1568848758465,5.44582392776524,11.1455981941309,43.4819413092551,36.8227990970655,1.86230248306998,0.0846501128668172
"E02000181",3664,3638,5,21,3771,3657,114,75,105,154,1148,2280,8,1,99.2903930131004,0.13646288209607,0.573144104803494,96.9769291964996,3.0230708035004,1.98886237072395,2.78440731901352,4.08379740121983,30.4428533545479,60.461416070008,0.212145319543888,0.0265181649429859
"E02000182",3169,3156,3,10,3224,2963,261,107,112,201,2089,672,43,0,99.5897759545598,0.0946670874092774,0.315556958030925,91.9044665012407,8.09553349875931,3.31885856079404,3.47394540942928,6.23449131513648,64.7952853598015,20.8436724565757,1.33374689826303,0
"E02000183",4072,4041,5,26,4202,3881,321,40,176,655,1720,1539,72,0,99.2387033398821,0.12278978388998,0.638506876227898,92.3607805806759,7.63921941932413,0.951927653498334,4.18848167539267,15.5878153260352,40.9328891004284,36.6254164683484,1.713469776297,0
"E02000184",3717,3704,6,7,3746,3655,91,26,91,429,2382,726,86,6,99.650255582459,0.161420500403551,0.188323917137476,97.5707421249333,2.42925787506674,0.694073678590497,2.42925787506674,11.4522156967432,63.5878270154832,19.3806727175654,2.29578216764549,0.160170848905499
"E02000185",4005,3974,7,24,4152,3938,214,34,93,178,2856,870,119,2,99.2259675405743,0.17478152309613,0.599250936329588,94.8458574181118,5.15414258188825,0.81888246628131,2.23988439306358,4.28709055876686,68.7861271676301,20.9537572254335,2.86608863198459,0.0481695568400771
"E02000186",3356,3327,8,21,3430,3099,331,44,96,419,1637,897,326,11,99.1358760429082,0.238379022646007,0.625744934445769,90.3498542274052,9.65014577259475,1.28279883381924,2.79883381924198,12.2157434402332,47.7259475218659,26.1516034985423,9.50437317784256,0.32069970845481
"E02000187",3328,3313,5,10,3361,3290,71,26,38,88,2926,196,82,5,99.5492788461538,0.150240384615385,0.300480769230769,97.8875334721809,2.1124665278191,0.773579291877417,1.13061588812853,2.61826837250818,87.0574233858971,5.83159773876822,2.43975007438262,0.148765248437965
"E02000188",3187,3173,5,9,3251,3170,81,14,22,144,2865,165,41,0,99.5607154063382,0.156887354879197,0.282397238782554,97.5084589357121,2.49154106428791,0.430636727160874,0.676714856967087,4.42940633651184,88.1267302368502,5.07536142725315,1.26115041525684,0
"E02000189",2223,2208,5,10,2350,2253,97,32,34,123,1412,636,112,1,99.3252361673414,0.224921277552856,0.449842555105713,95.8723404255319,4.12765957446809,1.36170212765957,1.4468085106383,5.23404255319149,60.0851063829787,27.063829787234,4.76595744680851,0.0425531914893617
"E02000190",3336,3320,4,12,3436,3181,255,11,12,47,2844,441,81,0,99.5203836930456,0.119904076738609,0.359712230215827,92.5785797438882,7.42142025611176,0.320139697322468,0.349243306169965,1.36786961583236,82.7706635622817,12.8346915017462,2.35739231664726,0
"E02000191",3182,3158,6,18,3260,2868,392,9,23,129,2340,494,264,1,99.2457573852923,0.188560653676933,0.565681961030798,87.9754601226994,12.0245398773006,0.276073619631902,0.705521472392638,3.95705521472393,71.7791411042945,15.1533742331288,8.09815950920246,0.0306748466257669
"E02000192",3487,3469,6,12,3543,3375,168,14,26,128,2655,521,199,0,99.4837969601377,0.172067679954115,0.344135359908231,95.2582557154953,4.74174428450466,0.395145357042055,0.733841377363816,3.61275755009879,74.9364944961897,14.7050522156365,5.61670900366921,0
