"GeographyCode","QS302EW0001","QS302EW0002","QS302EW0003","QS302EW0004","QS302EW0005","QS302EW0006"
"E02000166",7924,4055,2438,902,373,156
"E02000167",7944,4936,2138,621,184,65
"E02000168",8172,4338,2563,851,308,112
"E02000169",7637,4703,2115,618,149,52
"E02000170",8338,4771,2584,690,233,60
"E02000171",7818,4355,2276,769,317,101
"E02000172",10147,4714,3223,1338,634,238
"E02000173",7675,4631,2191,608,179,66
"E02000174",8714,4396,2795,945,430,148
"E02000175",8848,4982,2686,745,337,98
"E02000176",6373,3780,1901,512,140,40
"E02000177",8948,4321,2798,1145,511,173
"E02000178",8857,4397,2829,990,475,166
"E02000179",6329,3564,1858,597,240,70
"E02000180",8202,4261,2610,852,382,97
"E02000181",7708,4593,2278,578,190,69
"E02000182",6697,3602,2092,707,220,76
"E02000183",7913,4405,2271,796,334,107
"E02000184",8882,4314,2906,1073,428,161
"E02000185",8290,3908,2643,1096,477,166
"E02000186",6687,3698,1994,614,283,98
"E02000187",8155,3674,2582,1149,538,212
"E02000188",8322,4213,2557,1028,387,137
"E02000189",5944,3216,1732,652,256,88
"E02000190",7530,3843,2384,861,315,127
"E02000191",7497,4422,2237,566,191,81
"E02000192",7157,3551,2233,857,386,130
"E02000193",7630,4049,2420,803,277,81
