"GeographyCode","KS201EW0001","KS201EW0002","KS201EW0003","KS201EW0004","KS201EW0005","KS201EW0006","KS201EW0007","KS201EW0008","KS201EW0009","KS201EW0010","KS201EW0011","KS201EW0012","KS201EW0013","KS201EW0014","KS201EW0015","KS201EW0016","KS201EW0017","KS201EW0018","KS201EW0019","KS201EW0020","KS201EW0021","KS201EW0022","KS201EW0023","KS201EW0024","KS201EW0025","KS201EW0026","KS201EW0027","KS201EW0028","KS201EW0029","KS201EW0030","KS201EW0031","KS201EW0032","KS201EW0033","KS201EW0034","KS201EW0035","KS201EW0036","KS201EW0037"
"E00004120",314,133,8,0,101,3,8,5,3,11,3,0,15,4,7,0,0,0,13,42.3566878980892,2.54777070063694,0,32.1656050955414,0.955414012738854,2.54777070063694,1.59235668789809,0.955414012738854,3.5031847133758,0.955414012738854,0,4.77707006369427,1.27388535031847,2.22929936305732,0,0,0,4.14012738853503
"E00004121",250,118,3,0,72,5,2,4,5,17,1,0,8,5,1,2,1,0,6,47.2,1.2,0,28.8,2,0.8,1.6,2,6.8,0.4,0,3.2,2,0.4,0.8,0.4,0,2.4
"E00004122",236,96,9,0,51,0,1,9,8,16,9,5,5,10,2,1,0,9,5,40.6779661016949,3.8135593220339,0,21.6101694915254,0,0.423728813559322,3.8135593220339,3.38983050847458,6.77966101694915,3.8135593220339,2.11864406779661,2.11864406779661,4.23728813559322,0.847457627118644,0.423728813559322,0,3.8135593220339,2.11864406779661
"E00004123",296,147,4,0,74,0,1,10,6,13,10,2,16,1,6,1,0,2,3,49.6621621621622,1.35135135135135,0,25,0,0.337837837837838,3.37837837837838,2.02702702702703,4.39189189189189,3.37837837837838,0.675675675675676,5.40540540540541,0.337837837837838,2.02702702702703,0.337837837837838,0,0.675675675675676,1.01351351351351
"E00004124",176,90,1,0,45,0,1,6,1,1,0,0,5,15,4,0,0,1,6,51.1363636363636,0.568181818181818,0,25.5681818181818,0,0.568181818181818,3.40909090909091,0.568181818181818,0.568181818181818,0,0,2.84090909090909,8.52272727272727,2.27272727272727,0,0,0.568181818181818,3.40909090909091
"E00004125",268,111,6,0,84,0,1,5,7,13,2,0,15,12,1,1,0,5,5,41.4179104477612,2.23880597014925,0,31.3432835820896,0,0.373134328358209,1.86567164179104,2.61194029850746,4.85074626865672,0.746268656716418,0,5.59701492537313,4.47761194029851,0.373134328358209,0.373134328358209,0,1.86567164179104,1.86567164179104
"E00004126",274,133,5,0,76,3,2,5,3,17,1,0,9,6,3,4,0,0,7,48.5401459854015,1.82481751824817,0,27.7372262773723,1.09489051094891,0.72992700729927,1.82481751824817,1.09489051094891,6.2043795620438,0.364963503649635,0,3.28467153284672,2.18978102189781,1.09489051094891,1.45985401459854,0,0,2.55474452554745
"E00004127",265,129,8,0,65,3,8,4,4,3,0,15,0,11,1,3,2,5,4,48.6792452830189,3.0188679245283,0,24.5283018867925,1.13207547169811,3.0188679245283,1.50943396226415,1.50943396226415,1.13207547169811,0,5.66037735849057,0,4.15094339622642,0.377358490566038,1.13207547169811,0.754716981132076,1.88679245283019,1.50943396226415
"E00004128",293,133,5,0,92,1,0,9,4,11,4,2,10,13,0,0,2,2,5,45.3924914675768,1.70648464163823,0,31.3993174061433,0.341296928327645,0,3.07167235494881,1.36518771331058,3.7542662116041,1.36518771331058,0.68259385665529,3.41296928327645,4.43686006825939,0,0,0.68259385665529,0.68259385665529,1.70648464163823
"E00004129",265,130,8,0,70,0,1,7,3,7,5,0,10,7,4,2,0,8,3,49.0566037735849,3.0188679245283,0,26.4150943396226,0,0.377358490566038,2.64150943396226,1.13207547169811,2.64150943396226,1.88679245283019,0,3.77358490566038,2.64150943396226,1.50943396226415,0.754716981132076,0,3.0188679245283,1.13207547169811
"E00004130",268,104,9,0,94,0,0,4,7,15,3,0,5,9,11,1,0,3,3,38.8059701492537,3.35820895522388,0,35.0746268656716,0,0,1.49253731343284,2.61194029850746,5.59701492537313,1.11940298507463,0,1.86567164179104,3.35820895522388,4.1044776119403,0.373134328358209,0,1.11940298507463,1.11940298507463
"E00004131",280,111,3,0,88,1,1,13,1,2,0,0,6,22,5,0,0,17,10,39.6428571428571,1.07142857142857,0,31.4285714285714,0.357142857142857,0.357142857142857,4.64285714285714,0.357142857142857,0.714285714285714,0,0,2.14285714285714,7.85714285714286,1.78571428571429,0,0,6.07142857142857,3.57142857142857
"E00004132",204,114,1,0,61,0,1,4,8,4,1,1,1,0,1,1,0,0,6,55.8823529411765,0.490196078431373,0,29.9019607843137,0,0.490196078431373,1.96078431372549,3.92156862745098,1.96078431372549,0.490196078431373,0.490196078431373,0.490196078431373,0,0.490196078431373,0.490196078431373,0,0,2.94117647058824
