"GeographyCode","KS605EW0001","KS605EW0002","KS605EW0003","KS605EW0004","KS605EW0005","KS605EW0006","KS605EW0007","KS605EW0008","KS605EW0009","KS605EW0010","KS605EW0011","KS605EW0012","KS605EW0013","KS605EW0014","KS605EW0015","KS605EW0016","KS605EW0017","KS605EW0018","KS605EW0019","KS605EW0020","KS605EW0021","KS605EW0022","KS605EW0023","KS605EW0024","KS605EW0025","KS605EW0026","KS605EW0027","KS605EW0028","KS605EW0029","KS605EW0030","KS605EW0031","KS605EW0032","KS605EW0033","KS605EW0034","KS605EW0035","KS605EW0036","KS605EW0037"
"E02000166",3928,3,2,70,8,8,126,285,89,136,412,211,76,743,161,152,525,539,382,0.0763747454175153,0.0509164969450102,1.78207739307536,0.203665987780041,0.203665987780041,3.20773930753564,7.25560081466395,2.26578411405295,3.46232179226069,10.4887983706721,5.37169042769857,1.93482688391039,18.9154786150713,4.09877800407332,3.86965376782077,13.3655804480652,13.7219959266802,9.72505091649695
"E02000167",4296,3,7,96,8,2,105,292,43,114,485,619,113,911,167,127,383,415,406,0.0698324022346369,0.162942271880819,2.23463687150838,0.186219739292365,0.0465549348230912,2.44413407821229,6.79702048417132,1.00093109869646,2.6536312849162,11.2895716945996,14.4087523277467,2.63035381750466,21.2057728119181,3.88733705772812,2.95623836126629,8.91527001862197,9.66014897579143,9.45065176908752
"E02000168",4463,1,6,85,12,5,112,364,78,188,635,254,68,840,161,181,554,477,442,0.0224064530584808,0.134438718350885,1.90454850997087,0.26887743670177,0.112032265292404,2.50952274254985,8.15594891328703,1.74770333856151,4.2124131749944,14.2280976921353,5.69123907685413,1.5236388079767,18.8214205691239,3.60743894241542,4.05556800358503,12.4131749943984,10.6878781088954,9.90365225184853
"E02000169",3582,6,8,81,10,4,94,325,43,133,282,643,117,700,125,76,315,289,331,0.16750418760469,0.223338916806254,2.26130653266332,0.279173646007817,0.111669458403127,2.62423227247348,9.07314349525405,1.20044667783361,3.71300949190396,7.87269681742044,17.9508654383026,3.26633165829146,19.5421552205472,3.48967057509771,2.12171970965941,8.79396984924623,8.06811836962591,9.24064768285874
"E02000170",4976,4,10,111,12,10,187,437,94,240,511,540,113,941,222,171,523,431,419,0.0803858520900322,0.20096463022508,2.23070739549839,0.241157556270096,0.20096463022508,3.758038585209,8.78215434083601,1.88906752411576,4.82315112540193,10.2692926045016,10.8520900321543,2.27090032154341,18.9107717041801,4.46141479099678,3.43649517684887,10.5104501607717,8.66157556270096,8.42041800643087
"E02000171",4210,1,7,58,2,5,130,377,71,156,482,388,63,800,161,121,474,519,395,0.0237529691211401,0.166270783847981,1.37767220902613,0.0475059382422803,0.118764845605701,3.08788598574822,8.95486935866983,1.68646080760095,3.70546318289786,11.4489311163895,9.21615201900238,1.49643705463183,19.0023752969121,3.82422802850356,2.87410926365796,11.2589073634204,12.3277909738717,9.38242280285036
"E02000172",4208,3,3,66,10,13,162,473,160,318,431,203,94,568,196,182,515,478,333,0.0712927756653992,0.0712927756653992,1.56844106463878,0.237642585551331,0.30893536121673,3.84980988593156,11.2404942965779,3.80228136882129,7.55703422053232,10.2423954372624,4.82414448669202,2.23384030418251,13.4980988593156,4.65779467680608,4.32509505703422,12.2385931558935,11.3593155893536,7.91349809885932
"E02000173",4314,3,8,88,9,0,72,313,61,144,409,775,95,826,145,97,326,616,327,0.0695410292072323,0.185442744552619,2.03987019007881,0.208623087621697,0,1.66898470097357,7.25544738062123,1.41400092721372,3.33796940194715,9.48076031525267,17.964765878535,2.20213259156235,19.146963375058,3.36114974501623,2.24849327770051,7.55679184051924,14.2790913305517,7.57997218358832
"E02000174",4592,3,4,71,11,10,150,448,113,221,595,204,83,860,186,186,500,407,540,0.0653310104529617,0.0871080139372822,1.54616724738676,0.239547038327526,0.217770034843206,3.26655052264808,9.75609756097561,2.46080139372822,4.81271777003484,12.9573170731707,4.44250871080139,1.80749128919861,18.7282229965157,4.05052264808362,4.05052264808362,10.8885017421603,8.86324041811847,11.7595818815331
"E02000175",5504,0,13,101,14,6,163,512,112,261,563,744,91,1226,234,201,448,453,362,0,0.236191860465116,1.83502906976744,0.254360465116279,0.109011627906977,2.96148255813953,9.30232558139535,2.03488372093023,4.74200581395349,10.2289244186047,13.5174418604651,1.65334302325581,22.2747093023256,4.25145348837209,3.65188953488372,8.13953488372093,8.23037790697674,6.57703488372093
"E02000176",3928,0,14,53,12,5,78,241,41,150,382,756,68,888,124,99,340,363,314,0,0.356415478615071,1.34928716904277,0.305498981670061,0.127291242362525,1.9857433808554,6.13543788187373,1.04378818737271,3.81873727087576,9.72505091649695,19.2464358452138,1.73116089613035,22.6069246435845,3.15682281059063,2.520366598778,8.65580448065173,9.24134419551935,7.9938900203666
"E02000177",4089,2,3,83,3,11,142,480,140,264,415,329,81,626,187,136,429,422,336,0.0489117143555882,0.0733675715333822,2.02983614575691,0.0733675715333822,0.269014428955735,3.47273171924676,11.7388114453412,3.42382000489117,6.45634629493764,10.1491807287845,8.04597701149425,1.98092443140132,15.3093665932991,4.57324529224749,3.32599657618,10.4915627292737,10.3203717290291,8.21716801173881
"E02000178",4881,1,5,97,11,9,185,528,131,384,412,421,128,921,251,172,458,407,360,0.0204876049989756,0.102438024994878,1.98729768490064,0.225363654988732,0.184388444990781,3.79020692481049,10.8174554394591,2.68387625486581,7.86724031960664,8.44089325957796,8.62528170456874,2.62241343986888,18.8690842040565,5.14238885474288,3.52386805982381,9.38332308953084,8.33845523458308,7.37553779963122
