"GeographyCode","QS210EW0001","QS210EW0002","QS210EW0003","QS210EW0004","QS210EW0005","QS210EW0006","QS210EW0007","QS210EW0008","QS210EW0009","QS210EW0010","QS210EW0011","QS210EW0012","QS210EW0013","QS210EW0014","QS210EW0015","QS210EW0016","QS210EW0017","QS210EW0018","QS210EW0019","QS210EW0020","QS210EW0021","QS210EW0022","QS210EW0023","QS210EW0024","QS210EW0025","QS210EW0026","QS210EW0027","QS210EW0028","QS210EW0029","QS210EW0030","QS210EW0031","QS210EW0032","QS210EW0033","QS210EW0034","QS210EW0035","QS210EW0036","QS210EW0037","QS210EW0038","QS210EW0039","QS210EW0040","QS210EW0041","QS210EW0042","QS210EW0043","QS210EW0044","QS210EW0045","QS210EW0046","QS210EW0047","QS210EW0048","QS210EW0049","QS210EW0050","QS210EW0051","QS210EW0052","QS210EW0053","QS210EW0054","QS210EW0055","QS210EW0056","QS210EW0057","QS210EW0058","QS210EW0059"
"E01000934",1619,651,32,32,38,378,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,263,260,2,1,0,0,0,0,0,215
"E01000935",1415,561,13,17,14,341,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,225,1,1,0,0,0,7,0,230
"E01000936",1839,522,38,44,12,309,9,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,431,422,3,2,0,0,0,4,0,467
"E01000937",1504,493,46,30,13,196,8,13,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,441,428,1,4,0,1,0,7,0,264
"E01000938",1752,505,28,18,16,292,6,12,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,416,408,0,1,0,0,0,7,0,459
"E01000939",1223,297,21,10,4,492,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,163,2,2,0,0,0,0,0,225
"E01000940",1130,378,20,16,25,253,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,214,208,1,2,0,0,0,3,0,219
"E01000941",1230,377,19,17,8,348,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,236,226,1,5,0,0,0,4,0,221
"E01000942",2111,630,49,51,13,150,12,12,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,709,690,6,4,0,0,1,8,0,485
"E01000943",1054,349,14,15,9,97,4,11,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,331,323,1,5,0,0,0,2,0,224
"E01000944",1899,499,28,38,13,411,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,326,310,0,2,0,0,0,14,0,572
"E01000945",1821,444,31,40,13,380,3,18,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,442,429,3,3,0,1,0,6,0,450
"E01000946",1516,537,14,36,89,194,2,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,292,289,0,1,0,0,1,1,0,341
"E01000947",1954,582,26,33,25,252,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,534,517,4,0,0,0,0,13,0,491
"E01000948",1736,618,15,14,67,145,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,499,484,7,1,0,2,2,3,0,365
"E01000949",1633,754,11,20,10,267,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,302,292,2,0,0,0,0,8,0,258
"E01000950",1431,388,17,21,0,563,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,213,208,1,2,0,0,0,2,0,217
"E01000951",1538,481,21,32,3,466,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,247,241,0,2,0,0,0,4,0,282
"E01000952",1729,579,12,9,9,450,9,8,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,342,336,0,0,0,1,0,5,0,311
"E01000953",1643,556,17,23,3,496,2,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,283,275,2,0,0,0,1,5,0,258
"E01000954",1656,584,17,17,3,545,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246,242,0,2,0,0,0,2,0,236
"E01000955",1595,649,16,19,4,314,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,246,1,1,0,0,0,4,0,329
"E01000956",1532,443,20,17,5,549,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,260,250,5,1,0,0,2,2,0,233
"E01000957",1729,572,22,10,11,345,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,445,430,3,3,0,1,1,7,0,317
"E01000958",2264,773,9,36,8,391,7,20,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,534,512,2,3,0,0,0,17,0,486
"E01000959",1670,559,29,26,11,418,1,6,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,331,321,4,2,0,0,0,4,0,289
"E01000960",1774,539,57,57,149,250,5,17,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,423,415,4,1,0,0,1,2,0,277
"E01000961",1591,488,25,53,127,354,16,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,293,289,1,0,0,0,0,3,0,229
"E01000962",1592,550,23,53,153,64,5,6,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,477,471,1,1,0,0,1,3,0,261
"E01000963",1923,523,91,77,242,248,9,8,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,402,397,0,1,0,0,0,4,0,323
"E01000964",1577,555,26,33,131,167,2,12,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,413,408,1,1,0,0,1,2,0,238
"E01000965",1522,570,35,34,151,105,3,12,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,381,368,3,0,0,1,1,8,0,231
"E01000966",1512,572,19,51,196,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,432,420,4,5,0,0,0,3,0,202
"E01000967",1409,439,4,51,261,57,3,7,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,264,262,0,0,0,0,0,2,0,323
"E01000968",1505,480,11,20,115,140,2,8,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,404,2,0,0,0,1,0,0,322
"E01000969",2032,645,22,55,192,84,5,16,0,0,2,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,534,511,3,3,0,0,0,17,0,479
"E01000970",1444,504,14,23,125,34,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,425,418,5,0,0,0,0,2,0,310
"E01000971",1478,566,22,10,99,75,1,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,395,386,2,1,0,0,3,3,0,297
"E01000972",2009,723,40,20,55,284,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,1,444,437,1,4,0,0,0,2,0,416
"E01000973",1885,694,22,28,75,227,7,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,439,429,2,0,0,0,2,6,0,377
"E01000974",1707,585,22,15,37,244,3,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,3,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,1,0,390,381,1,5,0,0,0,3,0,394
