"GeographyCode","QS202EW0001","QS202EW0002","QS202EW0003","QS202EW0004","QS202EW0005","QS202EW0006"
"E00004223",116,35,46,9,15,11
"E00004224",147,77,39,4,24,3
"E00004225",195,82,54,9,19,31
"E00004226",119,52,42,1,17,7
"E00004227",145,75,37,4,17,12
"E00004228",107,49,32,3,15,8
"E00004229",174,74,53,2,30,15
"E00004230",130,56,32,9,21,12
"E00004231",142,51,50,5,24,12
"E00004232",132,88,28,2,10,4
"E00004233",124,58,38,8,13,7
"E00004234",124,46,42,5,25,6
"E00004235",163,72,60,6,13,12
"E00004236",150,62,43,8,13,24
"E00004237",123,44,51,11,10,7
"E00004238",126,45,48,4,16,13
"E00004239",111,59,35,7,7,3
"E00004240",136,51,37,7,15,26
"E00004241",133,44,49,3,29,8
"E00004242",105,71,15,5,13,1
"E00004243",110,26,47,4,16,17
"E00004244",100,36,40,9,5,10
"E00004245",163,74,50,16,17,6
"E00004246",121,51,42,1,14,13
"E00004247",156,64,48,8,17,19
"E00004248",207,91,63,15,20,18
"E00004249",114,40,45,10,12,7
"E00004250",127,54,39,1,16,17
"E00004251",95,33,34,4,9,15
"E00004252",115,46,44,6,11,8
"E00004253",132,49,47,8,10,18
"E00004254",119,38,50,10,15,6
"E00004255",128,50,50,8,10,10
"E00004256",149,46,63,10,15,15
"E00004257",113,28,43,6,21,15
"E00004258",111,46,35,4,12,14
"E00004259",104,32,41,18,4,9
"E00004260",136,92,31,6,3,4
"E00004261",114,44,44,5,8,13
"E00004262",114,40,51,15,7,1
"E00004263",121,23,60,14,17,7
"E00004264",176,68,61,5,24,18
"E00004265",112,54,34,12,6,6
"E00004266",156,71,40,17,16,12
"E00004268",142,70,45,12,8,7
"E00004269",121,51,42,5,17,6
"E00004270",189,62,72,11,20,24
"E00004271",142,44,44,11,26,17
"E00004272",113,27,51,5,22,8
"E00004273",159,53,59,2,18,27
"E00004274",130,43,43,5,23,16
"E00004275",104,44,36,4,11,9
"E00004276",122,44,32,13,16,17
"E00004277",135,63,41,7,15,9
"E00004278",102,37,33,4,16,12
"E00004279",134,50,48,7,13,16
"E00004280",108,44,36,4,18,6
"E00004281",115,33,52,6,19,5
"E00004282",149,64,53,11,12,9
"E00004283",137,65,41,9,13,9
"E00004284",128,62,40,8,10,8
"E00004285",144,69,38,5,18,14
"E00004286",158,70,36,16,27,9
"E00004287",111,32,34,13,12,20
"E00004288",166,80,42,11,20,13
"E00004289",129,64,30,0,18,17
"E00004290",164,77,46,9,17,15
"E00004291",138,50,56,11,14,7
"E00004292",121,40,50,14,9,8
"E00004293",119,46,35,16,6,16
"E00004294",119,61,28,3,17,10
"E00004295",175,68,61,11,17,18
"E00004296",133,42,50,15,8,18
"E00004297",154,67,53,5,15,14
"E00004298",112,24,43,8,16,21
"E00004299",135,45,53,1,28,8
"E00004300",111,37,39,6,15,14
"E00004301",241,110,65,12,19,35
"E00004302",143,59,43,7,27,7
"E00004303",113,22,53,5,17,16
"E00004304",178,63,65,12,28,10
"E00004305",134,32,48,6,29,19
"E00004306",157,65,56,5,18,13
"E00004307",150,44,57,11,26,12
"E00004308",123,44,44,1,17,17
"E00004309",115,30,44,9,22,10
"E00004310",128,38,45,10,27,8
"E00004311",99,27,44,3,12,13
"E00004312",150,62,36,19,20,13
"E00004313",131,42,48,4,22,15
"E00004314",153,68,46,6,25,8
"E00004315",154,50,54,3,37,10
"E00004316",122,51,37,7,13,14
"E00004317",161,44,64,7,22,24
"E00004318",126,41,36,9,17,23
"E00004319",143,57,44,1,21,20
"E00004320",112,31,43,5,19,14
"E00004321",114,29,47,5,21,12
"E00004322",114,31,44,7,21,11
"E00004323",96,23,35,13,16,9
"E00004324",122,42,47,4,25,4
"E00004325",113,57,26,5,17,8
"E00004326",117,61,19,4,14,19
"E00004327",140,52,46,10,21,11
"E00004328",95,29,36,6,14,10
"E00004329",124,41,46,6,17,14
"E00004330",146,61,45,2,28,10
"E00004331",112,39,37,6,16,14
"E00004332",87,32,28,5,13,9
"E00004333",133,58,44,6,16,9
"E00004334",106,53,29,5,13,6
"E00004335",145,57,44,5,26,13
"E00004336",175,77,55,1,15,27
"E00004337",114,41,41,6,17,9
"E00004338",112,32,37,5,28,10
"E00004339",112,37,43,3,18,11
"E00004340",95,32,33,1,11,18
"E00004341",132,68,26,4,27,7
"E00004342",94,35,34,1,15,9
"E00004343",120,54,37,2,22,5
"E00004344",118,50,43,3,11,11
"E00004345",121,25,60,5,19,12
"E00004346",94,23,47,1,19,4
"E00004347",97,33,31,5,22,6
"E00004348",131,59,41,4,23,4
"E00004349",117,22,51,11,23,10
"E00004350",125,41,50,3,23,8
"E00004351",131,52,51,3,18,7
"E00004352",118,36,46,5,16,15
"E00004353",137,60,51,1,23,2
"E00004354",108,33,44,4,17,10
"E00004355",122,43,46,4,19,10
"E00004356",121,40,55,3,16,7
"E00004357",118,23,49,6,25,15
"E00004358",114,43,45,8,13,5
"E00004359",121,31,56,4,19,11
"E00004360",118,35,43,10,17,13
"E00004361",99,34,37,5,18,5
"E00004362",127,37,52,14,13,11
"E00004363",153,53,59,14,14,13
"E00004364",225,94,71,19,28,13
"E00004365",139,64,34,3,26,12
"E00004366",165,109,34,10,6,6
"E00004367",148,55,48,21,14,10
"E00004368",175,79,50,7,29,10
"E00004369",123,48,52,9,5,9
"E00004370",117,60,30,9,11,7
"E00004371",103,42,34,17,6,4
"E00004372",109,32,44,8,11,14
"E00004373",146,51,53,20,6,16
"E00004374",97,31,31,20,6,9
"E00004375",119,45,44,8,16,6
"E00004376",176,72,58,21,16,9
"E00004377",95,40,38,9,4,4
"E00004378",137,45,53,10,21,8
"E00004379",135,52,51,5,22,5
"E00004380",152,72,48,9,10,13
"E00004381",117,35,43,5,22,12
"E00004382",139,60,42,6,24,7
"E00004383",103,45,34,3,11,10
"E00004384",101,39,35,5,13,9
"E00004385",91,25,30,5,16,15
"E00004386",101,25,47,6,15,8
"E00004387",89,26,29,3,17,14
"E00004388",99,30,30,4,28,7
"E00004389",108,26,47,5,15,15
"E00004390",113,31,47,6,17,12
"E00004391",128,42,44,1,25,16
"E00004392",95,25,45,3,13,9
"E00004393",113,29,36,23,15,10
"E00004394",94,37,36,6,12,3
"E00004395",133,67,35,5,15,11
"E00004396",131,63,41,12,10,5
"E00004397",106,35,43,11,11,6
"E00004398",99,32,42,5,12,8
"E00004399",131,20,71,20,10,10
"E00004400",180,96,60,8,10,6
"E00004401",128,43,54,5,20,6
"E00004402",127,56,38,2,26,5
"E00004403",128,37,54,7,17,13
"E00004404",116,36,56,3,15,6
"E00004405",128,45,47,6,23,7
"E00004406",117,47,40,3,20,7
"E00004407",118,36,55,6,15,6
"E00004408",106,25,55,4,19,3
"E00004409",108,36,53,5,9,5
"E00004410",120,41,40,14,20,5
"E00004411",114,39,42,2,21,10
"E00004412",128,52,42,4,20,10
"E00004413",101,39,38,5,17,2
"E00004414",123,45,44,4,15,15
"E00004415",139,54,43,3,33,6
"E00004416",114,45,39,4,17,9
"E00004417",125,41,47,4,23,10
"E00004418",114,43,29,6,26,10
"E00004419",126,58,31,2,21,14
"E00004420",112,35,47,4,19,7
"E00004421",123,33,55,1,30,4
"E00004422",92,39,35,1,17,0
"E00004423",122,57,30,7,15,13
"E00004424",117,43,32,2,32,8
"E00004425",140,32,54,9,30,15
"E00004426",143,58,47,3,25,10
"E00004427",117,34,56,4,18,5
"E00004428",131,77,34,2,18,0
"E00004429",127,56,36,7,23,5
"E00004430",125,98,14,2,7,4
"E00004431",106,24,43,8,24,7
"E00004432",135,54,40,6,26,9
"E00004433",139,47,48,4,28,12
"E00004435",119,62,32,7,8,10
"E00004436",166,70,50,1,35,10
"E00004437",116,39,36,5,27,9
"E00004438",118,66,27,2,16,7
"E00004439",113,42,50,3,15,3
"E00004440",112,37,45,5,20,5
"E00004441",115,43,35,6,15,16
"E00004442",109,54,29,7,10,9
"E00004444",160,47,71,16,18,8
"E00004445",105,41,37,3,9,15
"E00004446",118,32,49,13,20,4
"E00004447",77,59,10,1,6,1
"E00004448",142,56,45,13,13,15
"E00004450",175,60,72,5,22,16
"E00004451",118,53,37,8,14,6
"E00004452",143,47,62,3,24,7
"E00004453",144,37,76,10,10,11
"E00004454",189,71,72,22,8,16
"E00004455",123,34,51,15,7,16
"E00004456",124,40,49,17,9,9
"E00004457",117,42,43,5,16,11
"E00004458",182,57,67,10,25,23
"E00004459",154,77,47,16,10,4
"E00004460",100,44,36,9,8,3
"E00004461",131,20,69,27,5,10
"E00004462",114,46,39,6,18,5
"E00004463",139,47,71,9,8,4
"E00004464",89,73,10,1,1,4
"E00004465",166,56,58,23,19,10
"E00004466",121,44,37,1,19,20
"E00004467",133,44,51,19,11,8
"E00004468",143,30,70,19,9,15
"E00004469",122,48,37,10,20,7
"E00004470",140,52,50,12,13,13
"E00004471",117,49,38,2,14,14
"E00004472",156,53,61,12,19,11
"E00004473",124,53,36,6,16,13
"E00004474",142,30,66,3,14,29
"E00004475",123,36,53,9,18,7
"E00004476",134,46,54,10,9,15
"E00004477",163,70,47,6,26,14
"E00004478",220,97,66,10,29,18
"E00004479",141,55,59,10,6,11
"E00004480",116,57,29,2,13,15
"E00004481",133,41,53,16,19,4
"E00004482",121,33,58,6,20,4
"E00004483",114,30,43,3,25,13
"E00004484",112,20,52,9,20,11
"E00004485",123,45,47,7,18,6
"E00004486",116,35,55,5,10,11
"E00004487",112,56,30,11,10,5
"E00004488",82,31,37,8,4,2
"E00004489",120,39,47,1,21,12
"E00004490",94,28,45,10,5,6
"E00004491",149,72,53,8,8,8
"E00004492",128,31,63,2,22,10
"E00004493",118,61,19,8,29,1
"E00004494",182,65,69,5,26,17
"E00004495",126,47,47,7,18,7
"E00004496",151,44,53,7,29,18
"E00004497",117,43,39,13,18,4
"E00004498",145,45,51,19,19,11
"E00004499",135,23,62,11,24,15
"E00004500",131,98,12,6,12,3
"E00004501",76,43,23,2,7,1
"E00004502",120,49,41,15,9,6
"E00004503",132,87,24,3,12,6
"E00004504",117,17,49,8,27,16
"E00004505",124,37,57,9,10,11
"E00004506",133,59,32,13,20,9
"E00004507",104,31,43,4,22,4
"E00004508",150,61,63,2,16,8
"E00004509",122,34,54,12,14,8
"E00004510",128,45,41,6,21,15
"E00004511",144,42,60,7,23,12
"E00004512",120,46,35,7,15,17
"E00004513",102,32,38,5,18,9
"E00004514",116,32,49,3,25,7
"E00004515",121,40,47,6,23,5
"E00004516",133,34,57,7,18,17
"E00004517",109,40,49,6,7,7
"E00004518",116,48,41,9,11,7
"E00004519",112,35,50,5,13,9
"E00004520",140,82,43,4,8,3
"E00004521",127,46,41,3,17,20
"E00004522",117,63,27,2,5,20
"E00004523",244,113,56,15,24,36
"E00004524",216,118,56,3,19,20
"E00004525",119,58,35,4,8,14
"E00004526",125,73,31,4,4,13
"E00004527",102,60,20,4,10,8
"E00004528",170,103,29,3,9,26
"E00004529",207,91,45,7,24,40
"E00004530",141,94,23,4,8,12
"E00004531",119,39,52,2,14,12
"E00004532",168,77,48,4,21,18
"E00004534",114,49,40,17,6,2
"E00004535",124,67,27,0,16,14
"E00004536",138,57,35,9,21,16
"E00004537",85,39,25,8,7,6
"E00004538",103,62,21,5,6,9
"E00004539",79,46,19,2,10,2
"E00004540",156,67,58,13,7,11
"E00004541",113,61,31,6,13,2
"E00004542",178,74,56,19,16,13
"E00004543",126,66,38,4,12,6
"E00004544",98,27,49,2,11,9
"E00004545",199,84,78,11,15,11
"E00004546",143,85,37,5,6,10
"E00004547",164,81,54,5,12,12
"E00004548",138,83,34,0,16,5
"E00004549",124,42,48,12,6,16
"E00004550",146,50,56,10,10,20
"E00004551",208,85,62,5,31,25
"E00004552",126,45,55,6,12,8
"E00004553",113,47,43,7,10,6
"E00004554",217,94,63,2,23,35
"E00004555",127,42,56,9,5,15
"E00004556",143,73,35,10,12,13
"E00004557",121,80,27,6,6,2
"E00004558",142,66,48,1,16,11
"E00004559",153,63,33,5,29,23
"E00004560",121,71,32,4,10,4
"E00004561",128,61,37,1,13,16
"E00004562",123,50,40,9,9,15
"E00004563",195,67,75,12,18,23
"E00004564",118,32,49,4,9,24
"E00004565",145,81,39,8,4,13
"E00004566",140,68,45,11,9,7
"E00004567",128,25,67,15,10,11
"E00004568",157,55,52,6,22,22
"E00004569",161,76,40,4,22,19
"E00004570",131,29,60,9,17,16
"E00004571",151,47,54,10,22,18
"E00004572",160,39,72,5,25,19
"E00004573",149,58,54,11,12,14
"E00004574",143,32,54,9,21,27
"E00004575",184,81,59,8,26,10
"E00004576",140,35,60,17,19,9
"E00004577",124,41,52,4,17,10
"E00004578",154,75,38,4,27,10
"E00004579",105,33,42,3,17,10
"E00004580",151,58,46,10,21,16
"E00004581",101,30,40,4,17,10
"E00004582",127,51,49,4,16,7
"E00004583",142,48,49,8,23,14
"E00004584",171,77,45,10,25,14
"E00004585",134,56,48,3,24,3
"E00004586",116,41,40,2,19,14
"E00004587",121,45,40,13,13,10
"E00004588",154,58,51,5,24,16
"E00004589",125,57,39,9,13,7
"E00004590",99,41,31,3,16,8
"E00004591",112,38,43,11,12,8
"E00004592",99,49,28,3,16,3
"E00004593",229,86,71,9,36,27
"E00004594",124,48,44,5,15,12
"E00004595",104,30,42,6,12,14
"E00004596",108,44,40,8,11,5
"E00004597",214,62,34,5,22,91
"E00004598",106,38,42,7,11,8
"E00004599",161,66,50,4,20,21
"E00004600",124,34,52,19,7,12
"E00004601",117,45,46,16,5,5
"E00004602",115,35,39,4,25,12
"E00004603",131,48,58,4,11,10
"E00004604",136,72,33,7,16,8
"E00004605",113,41,38,14,8,12
"E00004606",169,67,57,11,21,13
"E00004607",132,89,25,2,14,2
"E00004608",133,43,55,14,15,6
"E00004609",221,120,59,15,14,13
"E00004610",123,55,34,8,14,12
"E00004611",157,137,11,4,0,5
"E00004612",142,61,35,19,15,12
"E00004613",125,61,39,15,6,4
"E00004614",224,73,83,13,25,30
"E00004615",102,42,31,6,10,13
"E00004616",133,45,53,3,17,15
"E00004617",114,51,29,2,20,12
"E00004618",125,61,35,5,9,15
"E00004619",123,60,33,8,8,14
"E00004620",141,63,40,15,19,4
"E00004621",133,49,53,8,14,9
"E00004622",209,80,64,7,25,33
"E00004623",151,58,46,9,21,17
"E00004624",120,36,48,3,24,9
"E00004625",172,84,42,10,17,19
"E00004626",235,135,59,12,21,8
"E00004627",98,48,25,12,9,4
"E00004628",91,28,42,10,8,3
"E00004629",117,44,29,4,26,14
"E00004630",104,46,33,2,12,11
"E00004631",130,65,38,9,12,6
"E00004632",95,34,40,11,7,3
"E00004633",102,45,41,5,7,4
"E00004634",145,60,44,6,18,17
"E00004635",125,50,47,12,12,4
"E00004636",113,39,47,15,9,3
"E00004637",121,59,35,13,2,12
"E00004638",158,77,37,9,17,18
"E00004639",96,44,25,14,9,4
"E00004640",146,57,53,10,12,14
"E00004641",125,26,57,14,11,17
"E00004642",130,41,56,20,9,4
"E00004643",186,97,49,11,24,5
"E00004644",132,35,59,14,18,6
"E00004645",111,73,29,2,6,1
"E00004646",110,43,40,9,7,11
"E00004647",168,78,32,28,14,16
"E00004649",129,64,28,2,11,24
"E00004650",208,145,37,11,10,5
"E00004651",106,65,14,2,16,9
"E00004652",133,69,35,6,18,5
"E00004653",113,87,9,1,7,9
"E00004654",100,72,14,2,3,9
"E00004655",125,50,15,38,13,9
"E00004656",233,133,55,3,31,11
"E00004658",114,40,54,7,3,10
"E00004659",165,68,34,14,10,39
"E00004660",128,37,41,27,11,12
"E00004661",129,65,31,8,7,18
"E00004662",144,82,35,4,10,13
"E00004663",118,33,55,13,4,13
"E00004664",147,57,43,15,12,20
"E00004665",117,53,34,18,5,7
"E00004666",178,109,29,16,16,8
"E00004667",126,67,24,2,8,25
"E00004668",84,35,33,11,2,3
"E00004669",105,36,45,4,4,16
"E00004670",109,47,33,4,10,15
"E00004671",170,47,73,19,14,17
"E00004672",120,49,36,0,14,21
"E00004673",126,52,51,4,12,7
"E00004674",102,37,40,8,10,7
"E00004675",105,51,33,9,4,8
"E00004676",118,74,20,0,14,10
"E00004677",112,34,50,4,6,18
"E00004678",127,57,43,7,10,10
"E00004679",102,57,30,4,9,2
"E00004680",126,81,22,3,5,15
"E00004681",133,47,50,6,7,23
"E00004682",64,23,31,4,2,4
"E00004683",68,29,24,3,5,7
"E00004684",132,49,51,9,14,9
"E00004685",122,47,40,10,6,19
"E00004686",123,44,49,4,8,18
"E00004687",116,46,38,5,13,14
"E00004688",174,78,58,9,12,17
"E00004689",116,32,50,8,8,18
"E00004690",109,48,38,5,4,14
"E00004691",151,32,45,4,5,65
"E00004692",141,36,43,11,3,48
"E00004693",138,35,50,11,20,22
"E00004694",108,49,36,5,10,8
"E00004695",179,60,45,22,21,31
"E00004696",126,43,48,13,6,16
"E00004697",135,60,31,8,16,20
"E00004699",69,30,29,4,1,5
"E00004700",111,42,33,17,6,13
"E00004701",147,74,44,11,12,6
"E00004702",125,55,34,12,12,12
"E00004703",143,62,50,7,18,6
"E00004704",162,72,46,4,10,30
"E00004705",161,52,54,11,27,17
"E00004706",198,86,60,8,18,26
"E00004707",228,100,48,9,18,53
"E00004708",118,68,25,3,13,9
"E00004709",152,39,61,11,14,27
"E00004710",131,47,48,4,15,17
"E00004711",142,53,54,12,13,10
"E00004712",157,72,48,3,23,11
"E00004713",93,47,32,8,6,0
"E00004714",141,67,48,3,16,7
"E00004715",145,72,46,12,13,2
"E00004716",127,45,44,14,11,13
"E00004717",72,26,30,5,8,3
"E00004718",119,43,48,8,8,12
"E00004719",179,76,63,12,13,15
"E00004720",118,61,37,5,13,2
"E00004721",133,48,49,14,6,16
"E00004722",107,33,51,10,5,8
"E00004723",114,44,44,10,6,10
"E00004724",126,44,51,7,6,18
"E00004725",126,22,81,13,5,5
"E00004726",117,64,40,2,4,7
"E00004727",125,46,51,11,8,9
"E00004728",199,66,90,21,6,16
"E00004729",101,38,44,13,2,4
"E00004730",77,34,25,12,3,3
"E00004731",158,65,51,10,14,18
"E00004732",124,17,66,14,10,17
"E00004733",131,62,35,4,21,9
"E00004734",109,30,59,4,8,8
"E00004735",136,66,49,14,3,4
"E00004736",130,53,36,4,11,26
"E00004738",113,34,44,3,18,14
"E00004739",131,31,59,4,22,15
"E00004740",99,13,55,9,7,15
"E00004741",132,38,46,8,19,21
"E00004742",185,57,46,13,12,57
"E00004743",136,32,65,9,3,27
"E00004744",126,41,52,12,7,14
"E00004745",127,55,51,7,5,9
"E00004746",152,64,62,14,2,10
"E00004747",132,42,56,13,8,13
"E00004748",151,71,51,5,9,15
"E00004749",178,44,87,15,9,23
"E00004750",144,30,49,13,14,38
"E00004751",147,95,38,4,4,6
"E00004752",127,37,56,10,16,8
"E00004753",125,44,54,6,4,17
"E00004754",134,41,47,9,10,27
"E00004755",111,40,33,11,11,16
"E00004756",112,42,31,12,10,17
"E00004757",116,27,62,11,6,10
"E00004758",80,15,49,7,5,4
"E00004759",104,44,41,6,7,6
"E00004760",104,52,38,11,1,2
"E00004761",136,49,47,5,31,4
"E00004762",133,74,36,4,10,9
"E00004763",110,44,37,5,16,8
"E00004764",93,34,31,9,7,12
"E00004765",102,45,35,9,9,4
"E00004766",121,53,32,3,18,15
"E00004767",142,50,55,1,26,10
"E00004768",99,32,35,7,17,8
"E00004769",151,78,49,3,11,10
"E00004770",91,31,37,4,13,6
"E00004771",117,29,48,4,24,12
"E00004772",124,43,46,3,21,11
"E00004773",133,66,38,0,19,10
"E00004774",108,36,45,2,21,4
"E00004775",113,40,34,3,22,14
"E00004776",138,34,58,5,23,18
"E00004777",115,33,46,14,12,10
"E00004778",105,42,36,5,14,8
"E00004779",142,60,66,2,6,8
"E00004780",124,40,56,7,15,6
"E00004781",134,43,63,3,11,14
"E00004782",114,45,54,0,8,7
"E00004783",124,33,51,10,16,14
"E00004784",121,54,49,0,8,10
"E00004785",123,41,48,8,10,16
"E00004786",107,47,31,2,15,12
"E00004787",145,64,39,7,21,14
"E00004788",125,52,39,5,18,11
"E00004789",87,23,40,8,10,6
"E00004790",130,56,35,5,23,11
"E00004791",106,35,36,10,11,14
"E00004792",117,39,42,5,20,11
"E00004793",121,46,42,3,28,2
"E00004794",198,54,94,15,22,13
"E00004795",101,35,39,3,15,9
"E00004796",132,48,42,4,25,13
"E00004797",143,53,53,13,12,12
"E00004798",111,35,45,4,22,5
"E00004799",142,45,52,7,24,14
"E00004801",133,39,45,5,27,17
"E00004802",108,33,39,8,17,11
"E00004803",82,36,24,8,10,4
"E00004804",113,50,37,2,13,11
"E00004805",96,31,41,11,5,8
"E00004806",124,45,50,3,17,9
"E00004807",109,36,54,7,5,7
"E00004808",93,28,35,2,7,21
"E00004809",117,42,50,0,16,9
"E00004810",126,32,54,5,24,11
"E00004811",122,42,40,5,22,13
"E00004812",160,60,57,19,12,12
"E00004813",174,64,58,10,33,9
"E00004814",124,61,39,4,9,11
"E00004815",242,93,81,14,34,20
"E00004816",131,69,36,4,9,13
"E00004817",112,43,41,4,16,8
"E00004818",138,89,25,1,16,7
"E00004819",138,35,55,10,27,11
"E00004820",136,52,31,6,27,20
"E00004821",109,56,30,4,9,10
"E00004822",130,29,60,5,25,11
"E00004823",180,77,62,17,15,9
"E00004824",130,69,26,2,21,12
"E00004825",110,53,33,3,13,8
"E00004826",125,47,44,9,11,14
"E00004827",168,81,41,16,13,17
"E00004828",133,63,41,7,11,11
"E00004829",109,48,27,8,6,20
"E00004830",139,60,33,9,17,20
"E00004831",117,52,32,20,12,1
"E00004832",147,50,55,6,17,19
"E00004833",156,55,57,6,18,20
"E00004834",185,64,68,12,22,19
"E00004835",167,69,50,4,20,24
"E00004836",171,81,46,25,8,11
"E00004837",191,70,64,6,26,25
"E00004838",131,64,35,8,15,9
"E00004839",178,94,33,9,22,20
"E00004840",117,41,36,3,23,14
"E00004841",133,51,51,11,13,7
"E00004842",116,35,42,9,18,12
"E00004843",110,53,37,0,12,8
"E00004844",139,57,35,5,26,16
"E00004845",131,59,39,4,18,11
"E00004846",127,39,44,4,19,21
"E00004847",137,71,34,3,13,16
"E00004848",159,70,46,5,22,16
"E00004849",138,46,46,9,24,13
"E00004850",203,59,78,11,27,28
"E00004851",95,31,41,4,11,8
"E00004852",138,46,53,2,24,13
"E00004853",144,50,44,3,9,38
"E00174649",108,29,34,6,12,27
"E00174650",92,50,22,1,15,4
"E00174651",81,37,21,8,9,6
"E00174652",84,30,25,6,13,10
"E00174653",105,31,43,6,15,10
"E00174654",98,26,34,5,5,28
"E00174655",160,86,36,2,14,22
"E00174656",115,56,31,3,12,13
"E00174657",100,26,30,11,17,16
"E00174658",80,32,29,1,7,11
"E00174659",161,75,37,3,17,29
"E00174660",51,13,26,3,6,3
"E00174661",84,19,33,12,6,14
"E00174662",90,69,6,0,8,7
"E00174663",111,92,9,0,3,7
"E00174664",100,86,7,1,3,3
"E00174665",113,43,33,17,13,7
"E00174666",80,38,20,1,13,8
"E00174667",87,32,28,7,4,16
"E00174668",108,36,44,11,6,11
"E00174669",125,29,60,16,9,11
"E00174670",107,35,19,2,43,8
"E00174671",87,36,28,1,13,9
"E00174672",141,72,27,3,10,29
"E00174673",91,77,8,0,2,4
"E00174674",88,39,22,1,10,16
"E00174675",117,46,37,5,12,17
"E00174676",152,110,21,1,2,18
"E00174677",160,60,66,13,15,6
"E00174678",113,36,49,3,8,17
"E00174679",49,37,4,0,4,4
"E00174680",91,28,40,6,6,11
