"GeographyCode","KS205EW0001","KS205EW0002","KS205EW0003","KS205EW0004","KS205EW0005","KS205EW0006","KS205EW0007","KS205EW0008","KS205EW0009","KS205EW0010","KS205EW0011","KS205EW0012","KS205EW0013","KS205EW0014","KS205EW0015","KS205EW0016","KS205EW0017","KS205EW0018","KS205EW0019","KS205EW0020","KS205EW0021","KS205EW0022","KS205EW0023","KS205EW0024","KS205EW0025"
"E01000922",1547,105,1203,49,113,6,13,27,50,1,8,39,0,6.78733031674208,77.7634130575307,3.16742081447964,7.30446024563672,0.387847446670976,0.840336134453782,1.74531351001939,3.23206205559147,0.0646412411118293,0.517129928894635,2.52100840336134,0
"E01000923",1494,96,1199,48,101,10,19,23,44,0,7,28,0,6.42570281124498,80.2543507362784,3.21285140562249,6.76037483266399,0.669344042838019,1.27175368139224,1.53949129852744,2.94511378848728,0,0.468540829986613,1.87416331994645,0
"E01000924",1637,61,1243,41,179,11,21,49,41,5,13,49,1,3.72632864996946,75.9315821624924,2.50458155161882,10.9346365302382,0.671960904092853,1.28283445326817,2.99328039095907,2.50458155161882,0.30543677458766,0.794135613927917,2.99328039095907,0.0610873549175321
"E01000925",1563,161,1117,53,99,16,28,67,25,1,17,32,0,10.3007037747921,71.4651311580294,3.39091490722969,6.33397312859885,1.02367242482406,1.7914267434421,4.28662827895074,1.59948816378759,0.0639795265515035,1.08765195137556,2.04734484964811,0
"E01000926",1791,62,1084,44,476,9,72,33,32,1,5,28,0,3.46175321049693,60.5248464544947,2.45672808486879,26.5773310999442,0.50251256281407,4.02010050251256,1.84254606365159,1.78671133445003,0.0558347292015634,0.279173646007817,1.56337241764377,0
"E01000927",1738,85,1273,36,215,8,19,79,56,3,6,50,0,4.89067894131185,73.2451093210587,2.07134637514384,12.3705408515535,0.46029919447641,1.09321058688147,4.54545454545455,3.22209436133487,0.172612197928654,0.345224395857307,2.87686996547756,0
"E01000928",1681,135,1265,94,113,10,16,34,42,2,17,22,0,8.03093396787626,75.2528256989887,5.59190957763236,6.72218917311124,0.594883997620464,0.951814396192742,2.02260559190958,2.49851279000595,0.118976799524093,1.01130279595479,1.30874479476502,0
"E01000929",1675,117,1193,64,183,21,49,53,36,0,14,14,0,6.98507462686567,71.2238805970149,3.82089552238806,10.9253731343284,1.25373134328358,2.92537313432836,3.16417910447761,2.14925373134328,0,0.835820895522388,0.835820895522388,0
"E01000930",1910,128,1190,108,276,23,61,115,38,6,12,30,0,6.70157068062827,62.303664921466,5.6544502617801,14.4502617801047,1.20418848167539,3.19371727748691,6.02094240837696,1.98952879581152,0.31413612565445,0.628272251308901,1.57068062827225,0
"E01000931",1910,127,1250,104,256,26,55,84,28,4,19,20,0,6.64921465968586,65.4450261780105,5.44502617801047,13.4031413612565,1.36125654450262,2.87958115183246,4.3979057591623,1.46596858638743,0.209424083769634,0.994764397905759,1.04712041884817,0
"E01000932",1838,76,1241,113,217,28,29,64,64,4,9,110,0,4.13492927094668,67.519042437432,6.14798694232862,11.8063112078346,1.5233949945593,1.57780195865071,3.48204570184984,3.48204570184984,0.217627856365615,0.489662676822633,5.98476605005441,0
"E01000933",1671,66,1126,95,171,36,35,75,62,3,27,89,0,3.94973070017953,67.3847995212448,5.6852184320766,10.2333931777379,2.15439856373429,2.09455415918612,4.48833034111311,3.71035308198683,0.179533213644524,1.61579892280072,5.32615200478755,0
"E01000934",1619,111,1006,50,181,24,39,151,59,2,21,26,0,6.85608400247066,62.1371216800494,3.08832612723904,11.1797405806053,1.48239654107474,2.40889437924645,9.32674490426189,3.64422483014206,0.123533045089561,1.2970969734404,1.6059295861643,0
"E01000935",1415,86,1028,48,128,23,42,60,21,0,12,19,0,6.07773851590106,72.6501766784452,3.39222614840989,9.04593639575972,1.62544169611307,2.96819787985866,4.24028268551237,1.48409893992933,0,0.848056537102473,1.34275618374558,0
"E01000936",1839,89,1182,35,232,14,41,174,78,1,9,40,0,4.83958673191952,64.2740619902121,1.90320826536161,12.615551930397,0.761283306144644,2.2294725394236,9.46166394779772,4.24143556280587,0.0543773790103317,0.489396411092985,2.17509516041327,0
"E01000937",1504,70,772,23,226,38,14,277,98,5,23,29,0,4.65425531914894,51.3297872340426,1.52925531914894,15.0265957446809,2.52659574468085,0.930851063829787,18.4175531914894,6.51595744680851,0.332446808510638,1.52925531914894,1.9281914893617,0
