"GeographyCode","QS301EW0001","QS301EW0002","QS301EW0003","QS301EW0004","QS301EW0005"
"E00004120",314,295,12,3,4
"E00004121",250,231,13,3,3
"E00004122",236,220,13,1,2
"E00004123",296,269,21,2,4
"E00004124",176,154,19,2,1
"E00004125",268,255,11,2,0
"E00004126",274,261,9,1,3
"E00004127",265,250,10,1,4
"E00004128",293,281,8,2,2
"E00004129",265,252,10,2,1
"E00004130",268,254,10,1,3
"E00004131",280,268,11,0,1
"E00004132",204,198,4,1,1
"E00004133",255,239,13,2,1
"E00004134",188,175,10,1,2
"E00004135",143,137,3,2,1
"E00004136",228,218,6,3,1
"E00004137",272,255,12,2,3
"E00004138",225,213,12,0,0
"E00004139",333,316,5,6,6
"E00004140",206,183,19,2,2
"E00004141",188,169,14,3,2
"E00004142",237,223,8,1,5
"E00004143",242,230,10,0,2
"E00004144",230,212,14,2,2
"E00004145",256,243,10,0,3
"E00004146",249,228,18,1,2
"E00004147",225,212,10,2,1
"E00004148",175,166,7,0,2
"E00004149",337,315,18,1,3
"E00004150",304,297,6,0,1
"E00004151",261,244,13,2,2
"E00004152",243,223,19,0,1
"E00004153",206,190,12,1,3
"E00004154",255,243,11,1,0
"E00004155",250,236,8,3,3
"E00004156",223,212,9,2,0
"E00004157",226,216,10,0,0
"E00004158",284,260,10,8,6
"E00004159",394,349,21,15,9
"E00004160",214,187,18,2,7
"E00004161",201,186,11,3,1
"E00004162",248,231,14,0,3
"E00004163",393,373,14,2,4
"E00004164",383,350,20,4,9
"E00004165",345,323,13,5,4
"E00004166",416,388,17,5,6
"E00004167",284,256,16,3,9
"E00004168",194,182,11,0,1
"E00004169",317,286,27,2,2
"E00004172",229,217,9,1,2
"E00004173",609,571,33,0,5
"E00004174",274,252,15,4,3
"E00004175",289,264,19,2,4
"E00004177",296,283,11,1,1
"E00004179",327,288,23,3,13
"E00004180",283,270,10,0,3
"E00004181",355,321,21,3,10
"E00004182",180,165,9,2,4
"E00004183",197,182,12,0,3
"E00004184",210,182,19,4,5
"E00004185",413,394,12,1,6
"E00004187",488,458,25,3,2
"E00004188",182,168,9,3,2
"E00004189",317,309,8,0,0
"E00004190",471,433,35,3,0
"E00004193",657,636,17,4,0
"E00004194",252,240,9,2,1
"E00004195",311,290,16,0,5
