"GeographyCode","QS301EW0001","QS301EW0002","QS301EW0003","QS301EW0004","QS301EW0005"
"E00004196",211,192,16,1,2
"E00004197",257,237,14,3,3
"E00004198",350,342,5,1,2
"E00004199",286,267,13,2,4
"E00004200",248,231,14,2,1
"E00004201",272,242,26,1,3
"E00004202",171,162,7,1,1
"E00004203",319,298,18,0,3
"E00004204",277,255,18,2,2
"E00004205",373,349,20,1,3
"E00004206",310,275,21,9,5
"E00004207",365,324,21,12,8
"E00004208",303,280,14,4,5
"E00004209",271,235,22,10,4
"E00004210",323,288,21,7,7
"E00004211",306,283,15,4,4
"E00004212",330,303,21,3,3
"E00004213",456,404,26,12,14
"E00004214",521,464,29,16,12
"E00004215",269,246,17,2,4
"E00004216",299,272,22,2,3
"E00004217",244,229,13,1,1
"E00004218",305,269,17,6,13
"E00004219",366,348,14,2,2
"E00004220",170,149,14,6,1
"E00004221",232,208,21,2,1
"E00004222",215,199,13,2,1
"E00004223",321,284,22,4,11
"E00004224",280,259,17,3,1
"E00004225",463,433,23,2,5
"E00004226",256,243,10,1,2
"E00004227",271,239,24,5,3
"E00004228",204,185,17,1,1
"E00004229",318,286,26,3,3
"E00004230",283,252,16,7,8
"E00004231",328,312,15,0,1
"E00004232",202,181,18,1,2
"E00004233",231,210,18,1,2
"E00004234",242,218,22,1,1
"E00004235",326,299,21,4,2
"E00004236",329,309,15,2,3
"E00004237",267,244,15,2,6
"E00004238",290,254,25,3,8
"E00004239",215,192,16,2,5
"E00004240",329,303,14,3,9
"E00004241",295,267,24,4,0
"E00004242",176,166,7,1,2
"E00004243",290,274,12,2,2
"E00004244",292,250,24,7,11
"E00004245",317,268,25,9,15
"E00004246",792,766,22,2,2
"E00004247",314,282,22,5,5
"E00004248",446,411,23,5,7
"E00004249",226,216,6,3,1
"E00004250",271,242,25,2,2
"E00004251",231,215,14,1,1
"E00004252",252,220,21,3,8
"E00004253",296,262,18,9,7
"E00004254",315,282,14,7,12
"E00004255",282,258,18,3,3
"E00004256",361,323,16,11,11
"E00004257",264,241,12,4,7
"E00004258",236,222,13,0,1
"E00004259",328,300,12,8,8
"E00004260",220,198,19,2,1
"E00004261",275,259,11,2,3
"E00004262",281,243,20,6,12
"E00004263",385,363,14,5,3
"E00004264",348,334,10,1,3
"E00004265",234,199,21,7,7
"E00004266",345,315,20,3,7
"E00004268",319,283,20,3,13
"E00004269",231,203,13,6,9
"E00004270",448,425,16,4,3
"E00004271",328,291,25,5,7
"E00004272",273,226,39,2,6
"E00004273",364,332,23,5,4
"E00004274",291,251,34,2,4
"E00004275",199,185,7,5,2
"E00004276",274,237,24,5,8
"E00004277",259,233,18,4,4
"E00004278",218,208,7,2,1
"E00004279",290,263,22,3,2
"E00004280",211,193,14,4,0
"E00004281",251,223,21,3,4
"E00004282",302,282,12,2,6
"E00004283",267,236,23,5,3
"E00004284",247,229,10,2,6
"E00004285",270,255,14,1,0
"E00004286",294,270,14,4,6
"E00004287",273,256,9,4,4
"E00004288",318,300,8,6,4
"E00004289",232,224,4,3,1
"E00004290",306,289,10,6,1
"E00004291",340,292,17,13,18
"E00004292",332,299,18,7,8
"E00004293",276,255,5,7,9
"E00004294",215,210,4,0,1
"E00004295",389,348,29,6,6
"E00004296",383,345,17,9,12
"E00004297",319,304,9,1,5
"E00004298",311,290,12,3,6
"E00004299",302,282,19,0,1
"E00004300",273,251,13,3,6
"E00004301",503,485,7,4,7
"E00004302",303,283,10,4,6
"E00004303",299,271,21,3,4
"E00004304",397,357,30,2,8
"E00004305",355,340,11,2,2
"E00004306",315,298,13,1,3
"E00004307",368,333,27,4,4
"E00004308",278,249,25,2,2
"E00004309",286,276,8,0,2
"E00004310",306,284,15,3,4
"E00004311",282,258,18,3,3
"E00004312",321,287,22,3,9
"E00004313",279,266,8,2,3
"E00004314",318,303,10,4,1
"E00004315",304,284,17,2,1
"E00004316",244,222,14,6,2
"E00004317",390,357,24,5,4
"E00004318",282,269,11,0,2
"E00004319",261,245,15,0,1
"E00004320",268,248,17,2,1
"E00004321",357,335,18,3,1
"E00004322",296,264,27,3,2
"E00004323",591,566,13,3,9
"E00004324",299,274,20,3,2
"E00004325",235,218,14,2,1
"E00004326",265,248,13,1,3
"E00004327",320,298,18,2,2
"E00004328",260,231,18,8,3
"E00004329",342,328,11,1,2
"E00004330",294,276,15,0,3
"E00004331",281,261,13,1,6
"E00004332",189,181,7,0,1
"E00004333",247,226,16,2,3
"E00004334",212,203,7,0,2
"E00004335",295,282,10,0,3
"E00004336",347,321,20,3,3
"E00004337",260,238,17,1,4
"E00004338",271,250,20,1,0
"E00004339",234,226,4,1,3
"E00004340",221,209,8,1,3
"E00004341",235,222,13,0,0
"E00004342",197,179,12,3,3
"E00004343",221,207,13,0,1
"E00004344",249,237,10,0,2
"E00004345",309,292,13,1,3
"E00004346",299,278,17,3,1
"E00004347",247,235,6,4,2
"E00004348",279,265,11,2,1
"E00004349",344,310,28,3,3
"E00004350",268,250,16,1,1
"E00004351",294,269,17,1,7
"E00004352",303,277,22,0,4
"E00004353",251,231,16,2,2
"E00004354",250,228,16,0,6
"E00004355",261,237,14,3,7
"E00004356",315,296,19,0,0
"E00004357",350,332,15,0,3
"E00004358",272,247,11,7,7
"E00004359",314,287,22,4,1
"E00004360",275,260,12,0,3
"E00004361",369,347,20,0,2
"E00004362",336,294,28,5,9
"E00004363",416,382,19,6,9
"E00004364",550,502,19,16,13
"E00004365",251,239,9,1,2
"E00004366",281,261,13,1,6
"E00004367",347,319,21,3,4
"E00004368",362,339,18,1,4
"E00004369",267,223,23,10,11
"E00004370",243,208,19,8,8
"E00004371",227,209,10,3,5
"E00004372",305,275,18,5,7
"E00004373",336,290,29,9,8
"E00004374",229,212,9,4,4
"E00004375",253,232,13,3,5
"E00004376",401,355,20,13,13
"E00004377",222,194,18,2,8
"E00004378",309,279,21,7,2
"E00004379",267,242,16,1,8
"E00004380",347,314,16,6,11
"E00004381",286,256,19,8,3
"E00004382",291,271,18,1,1
"E00004383",206,191,12,1,2
"E00004384",220,198,13,1,8
"E00004385",226,218,6,1,1
"E00004386",258,235,21,1,1
"E00004387",203,182,15,3,3
"E00004388",235,221,10,1,3
"E00004389",275,254,12,3,6
"E00004390",275,252,17,2,4
"E00004391",310,284,19,1,6
"E00004392",239,203,20,11,5
"E00004393",280,257,16,3,4
"E00004394",199,176,20,2,1
"E00004395",271,240,20,7,4
"E00004396",279,244,28,5,2
"E00004397",298,252,34,4,8
"E00004398",232,207,14,4,7
"E00004399",392,355,21,5,11
"E00004400",340,297,23,9,11
"E00004401",289,256,23,4,6
"E00004402",251,227,18,1,5
"E00004403",282,256,17,4,5
"E00004404",266,247,13,2,4
"E00004405",304,280,17,3,4
"E00004406",238,217,19,0,2
"E00004407",341,316,18,3,4
"E00004408",259,243,11,3,2
"E00004409",250,220,19,1,10
"E00004410",260,234,20,1,5
"E00004411",252,231,17,3,1
"E00004412",267,247,15,2,3
"E00004413",243,228,12,0,3
"E00004414",284,262,17,3,2
"E00004415",303,277,22,2,2
"E00004416",258,236,18,4,0
"E00004417",283,266,17,0,0
"E00004418",260,240,15,4,1
"E00004419",244,233,10,0,1
"E00004420",266,243,20,1,2
"E00004421",298,280,15,0,3
"E00004422",183,168,13,0,2
"E00004423",245,214,25,3,3
"E00004424",228,203,24,0,1
"E00004425",352,325,22,2,3
"E00004426",299,272,26,0,1
"E00004427",296,274,15,1,6
"E00004428",220,209,8,2,1
"E00004429",253,238,11,1,3
"E00004430",170,156,9,1,4
"E00004431",265,244,16,2,3
"E00004432",272,251,19,2,0
"E00004433",300,266,28,2,4
"E00004435",249,225,13,5,6
"E00004436",333,296,29,6,2
"E00004437",260,238,15,0,7
"E00004438",229,221,6,1,1
"E00004439",245,236,6,0,3
"E00004440",255,238,13,2,2
"E00004441",265,251,10,2,2
"E00004442",247,228,14,2,3
"E00004444",432,393,23,5,11
"E00004445",236,220,8,4,4
"E00004446",304,269,20,3,12
"E00004447",106,103,3,0,0
"E00004448",334,284,35,10,5
"E00004450",381,356,18,3,4
"E00004451",263,223,28,3,9
"E00004452",316,288,22,2,4
"E00004453",409,369,20,3,17
"E00004454",473,429,22,8,14
"E00004455",351,315,20,7,9
"E00004456",322,299,17,1,5
"E00004457",246,232,12,1,1
"E00004458",440,404,22,3,11
"E00004459",310,291,8,7,4
"E00004460",220,201,14,2,3
"E00004461",388,345,36,1,6
"E00004462",237,220,15,1,1
"E00004463",364,339,15,1,9
"E00004464",110,101,4,3,2
"E00004465",373,334,21,9,9
"E00004466",220,209,9,1,1
"E00004467",304,267,17,12,8
"E00004468",516,480,16,8,12
"E00004469",262,246,13,1,2
"E00004470",329,305,11,3,10
"E00004471",218,200,17,1,0
"E00004472",356,314,25,7,10
"E00004473",240,222,11,3,4
"E00004474",362,336,19,7,0
"E00004475",291,262,20,2,7
"E00004476",352,314,20,9,9
"E00004477",298,280,14,1,3
"E00004478",438,411,18,0,9
"E00004479",294,264,16,7,7
"E00004480",243,218,17,5,3
"E00004481",313,282,14,8,9
"E00004482",293,251,32,4,6
"E00004483",284,251,31,1,1
"E00004484",299,264,26,2,7
"E00004485",274,250,24,0,0
"E00004486",276,244,20,1,11
"E00004487",213,196,14,2,1
"E00004488",211,191,12,1,7
"E00004489",284,256,18,5,5
"E00004490",247,212,18,9,8
"E00004491",301,267,19,6,9
"E00004492",325,291,30,2,2
"E00004493",229,216,4,5,4
"E00004494",393,361,27,3,2
"E00004495",256,238,12,4,2
"E00004496",343,308,25,6,4
"E00004497",260,242,9,2,7
"E00004498",332,305,15,2,10
"E00004499",393,347,38,1,7
"E00004500",169,153,15,1,0
"E00004501",116,105,9,0,2
"E00004502",254,209,31,8,6
"E00004503",209,182,17,6,4
"E00004504",352,307,31,6,8
"E00004505",291,255,17,5,14
"E00004506",286,261,17,5,3
"E00004507",259,234,17,5,3
"E00004508",292,256,30,3,3
"E00004509",328,277,36,2,13
"E00004510",303,269,25,4,5
"E00004511",339,295,36,4,4
"E00004512",269,250,15,1,3
"E00004513",273,233,34,3,3
"E00004514",284,246,30,3,5
"E00004515",259,223,31,2,3
"E00004516",357,315,34,2,6
"E00004517",268,236,24,5,3
"E00004518",247,218,22,1,6
"E00004519",274,240,28,3,3
"E00004520",259,240,7,7,5
"E00004521",259,242,14,2,1
"E00004522",197,182,12,1,2
"E00004523",548,507,25,8,8
"E00004524",367,347,14,4,2
"E00004525",254,239,11,3,1
"E00004526",593,565,19,5,4
"E00004527",234,225,7,2,0
"E00004528",327,302,20,3,2
"E00004529",447,408,32,3,4
"E00004530",229,214,8,6,1
"E00004531",293,269,12,6,6
"E00004532",324,298,25,0,1
"E00004534",236,212,13,8,3
"E00004535",205,200,4,1,0
"E00004536",233,221,10,1,1
"E00004537",165,147,13,2,3
"E00004538",193,166,19,5,3
"E00004539",133,121,4,3,5
"E00004540",365,317,25,5,18
"E00004541",219,185,19,10,5
"E00004542",360,334,19,7,0
"E00004543",214,199,12,2,1
"E00004544",286,254,14,9,9
"E00004545",451,419,22,3,7
"E00004546",224,195,20,4,5
"E00004547",406,381,12,4,9
"E00004548",208,183,20,3,2
"E00004549",288,263,12,6,7
"E00004550",389,365,13,6,5
"E00004551",428,405,15,5,3
"E00004552",317,297,9,4,7
"E00004553",301,277,15,2,7
"E00004554",406,384,18,2,2
"E00004555",327,305,7,7,8
"E00004556",301,284,9,1,7
"E00004557",177,165,7,3,2
"E00004558",277,255,17,1,4
"E00004559",503,471,19,3,10
"E00004560",227,203,16,4,4
"E00004561",268,249,12,2,5
"E00004562",272,256,7,5,4
"E00004563",579,526,36,9,8
"E00004564",297,282,9,4,2
"E00004565",309,284,16,3,6
"E00004566",284,253,22,4,5
"E00004567",385,355,16,4,10
"E00004568",359,338,11,3,7
"E00004569",325,303,13,3,6
"E00004570",316,287,22,1,6
"E00004571",333,305,26,1,1
"E00004572",382,354,22,3,3
"E00004573",335,304,19,6,6
"E00004574",372,346,16,1,9
"E00004575",342,325,9,3,5
"E00004576",354,326,21,3,4
"E00004577",334,303,17,1,13
"E00004578",283,266,16,1,0
"E00004579",253,226,21,0,6
"E00004580",301,278,17,4,2
"E00004581",236,213,15,1,7
"E00004582",279,253,19,4,3
"E00004583",373,349,20,1,3
"E00004584",367,331,27,3,6
"E00004585",260,235,15,2,8
"E00004586",247,223,19,4,1
"E00004587",264,230,23,3,8
"E00004588",322,302,15,3,2
"E00004589",277,256,20,1,0
"E00004590",215,203,7,1,4
"E00004591",262,246,10,3,3
"E00004592",197,179,13,3,2
"E00004593",525,505,5,3,12
"E00004594",255,240,10,2,3
"E00004595",315,285,20,5,5
"E00004596",226,206,18,0,2
"E00004597",585,569,12,3,1
"E00004598",242,220,16,4,2
"E00004599",311,289,15,4,3
"E00004600",345,315,16,9,5
"E00004601",289,274,7,3,5
"E00004602",252,240,9,1,2
"E00004603",358,335,14,3,6
"E00004604",262,236,15,3,8
"E00004605",279,251,20,4,4
"E00004606",376,349,20,4,3
"E00004607",188,170,12,3,3
"E00004608",347,309,27,4,7
"E00004609",404,383,13,3,5
"E00004610",265,242,11,4,8
"E00004611",192,182,8,1,1
"E00004612",299,280,10,6,3
"E00004613",246,226,13,4,3
"E00004614",527,498,16,3,10
"E00004615",210,192,15,1,2
"E00004616",269,251,10,3,5
"E00004617",211,196,13,2,0
"E00004618",245,232,11,2,0
"E00004619",243,229,8,0,6
"E00004620",255,237,12,4,2
"E00004621",297,267,21,4,5
"E00004622",405,381,15,4,5
"E00004623",335,308,17,4,6
"E00004624",275,256,14,1,4
"E00004625",338,320,9,1,8
"E00004626",395,366,25,3,1
"E00004627",186,166,9,9,2
"E00004628",230,212,8,3,7
"E00004629",223,204,15,1,3
"E00004630",188,184,3,0,1
"E00004631",247,223,14,4,6
"E00004632",227,203,14,6,4
"E00004633",336,309,18,3,6
"E00004634",283,265,13,3,2
"E00004635",299,277,14,7,1
"E00004636",266,223,27,7,9
"E00004637",239,205,11,10,13
"E00004638",308,287,14,2,5
"E00004639",205,187,9,3,6
"E00004640",336,313,13,7,3
"E00004641",364,330,21,6,7
"E00004642",344,309,14,10,11
"E00004643",353,335,9,7,2
"E00004644",369,340,18,2,9
"E00004645",172,168,3,0,1
"E00004646",268,250,11,2,5
"E00004647",371,349,16,1,5
"E00004649",227,218,7,1,1
"E00004650",327,308,13,1,5
"E00004651",159,151,7,1,0
"E00004652",237,217,14,0,6
"E00004653",151,144,7,0,0
"E00004654",141,137,4,0,0
"E00004655",464,439,17,7,1
"E00004656",402,385,15,0,2
"E00004658",318,290,10,11,7
"E00004659",404,394,7,3,0
"E00004660",351,324,17,4,6
"E00004661",268,254,9,1,4
"E00004662",288,268,12,3,5
"E00004663",361,335,15,1,10
"E00004664",358,334,17,1,6
"E00004665",260,233,16,3,8
"E00004666",426,406,16,3,1
"E00004667",207,195,12,0,0
"E00004668",171,146,12,5,8
"E00004669",293,275,10,5,3
"E00004670",251,235,11,2,3
"E00004671",470,420,26,8,16
"E00004672",223,211,11,1,0
"E00004673",282,259,13,3,7
"E00004674",240,208,12,11,9
"E00004675",232,216,9,1,6
"E00004676",967,942,23,0,2
"E00004677",325,297,14,8,6
"E00004678",334,308,13,7,6
"E00004679",180,162,11,4,3
"E00004680",263,252,10,1,0
"E00004681",293,277,12,3,1
"E00004682",165,153,8,1,3
"E00004683",173,150,9,6,8
"E00004684",320,292,17,5,6
"E00004685",321,299,15,3,4
"E00004686",310,276,20,7,7
"E00004687",245,230,10,3,2
"E00004688",411,383,11,5,12
"E00004689",323,292,15,6,10
"E00004690",229,212,8,8,1
"E00004691",478,459,7,5,7
"E00004692",432,409,8,9,6
"E00004693",361,335,17,4,5
"E00004694",285,270,9,2,4
"E00004695",459,424,24,6,5
"E00004696",348,329,7,6,6
"E00004697",295,263,17,8,7
"E00004699",161,147,4,5,5
"E00004700",280,253,18,4,5
"E00004701",306,283,11,3,9
"E00004702",265,245,10,4,6
"E00004703",298,270,19,6,3
"E00004704",374,352,10,5,7
"E00004705",351,316,29,3,3
"E00004706",426,391,25,5,5
"E00004707",455,432,12,8,3
"E00004708",200,186,11,2,1
"E00004709",388,348,26,7,7
"E00004710",311,284,12,2,13
"E00004711",298,276,12,5,5
"E00004712",324,299,22,2,1
"E00004713",164,144,13,4,3
"E00004714",282,268,13,0,1
"E00004715",311,282,17,6,6
"E00004716",318,279,23,7,9
"E00004717",183,174,3,2,4
"E00004718",316,288,9,11,8
"E00004719",423,387,19,11,6
"E00004720",232,205,20,2,5
"E00004721",338,313,16,1,8
"E00004722",294,263,15,4,12
"E00004723",264,231,16,6,11
"E00004724",324,313,6,0,5
"E00004725",403,377,11,2,13
"E00004726",234,202,18,6,8
"E00004727",322,288,17,8,9
"E00004728",563,497,43,12,11
"E00004729",256,234,11,2,9
"E00004730",160,143,8,3,6
"E00004731",323,294,23,4,2
"E00004732",417,373,22,8,14
"E00004733",246,233,7,4,2
"E00004734",343,311,17,5,10
"E00004735",274,254,13,4,3
"E00004736",257,240,12,4,1
"E00004738",261,230,27,2,2
"E00004739",274,260,11,0,3
"E00004740",306,281,14,4,7
"E00004741",315,282,22,2,9
"E00004742",459,420,30,3,6
"E00004743",396,352,16,10,18
"E00004744",331,292,19,7,13
"E00004745",286,265,9,3,9
"E00004746",314,287,15,4,8
"E00004747",330,291,24,7,8
"E00004748",344,313,17,4,10
"E00004749",528,465,28,13,22
"E00004750",447,420,22,3,2
"E00004751",240,218,13,3,6
"E00004752",331,296,20,9,6
"E00004753",308,277,12,7,12
"E00004754",302,282,15,3,2
"E00004755",260,232,11,7,10
"E00004756",259,242,11,4,2
"E00004757",334,310,13,3,8
"E00004758",232,213,6,7,6
"E00004759",233,221,10,0,2
"E00004760",195,178,10,4,3
"E00004761",358,329,22,2,5
"E00004762",347,320,15,5,7
"E00004763",223,195,19,3,6
"E00004764",240,222,4,6,8
"E00004765",242,222,14,4,2
"E00004766",234,224,7,0,3
"E00004767",296,283,10,2,1
"E00004768",220,203,12,5,0
"E00004769",275,261,11,1,2
"E00004770",204,186,16,1,1
"E00004771",310,282,25,1,2
"E00004772",273,243,22,3,5
"E00004773",251,224,22,3,2
"E00004774",206,197,6,1,2
"E00004775",267,249,15,1,2
"E00004776",310,293,7,5,5
"E00004777",301,273,17,4,7
"E00004778",254,239,5,2,8
"E00004779",299,282,12,2,3
"E00004780",276,270,4,2,0
"E00004781",297,281,13,1,2
"E00004782",253,236,12,2,3
"E00004783",311,289,16,4,2
"E00004784",264,237,15,5,7
"E00004785",288,262,18,2,6
"E00004786",194,183,6,1,4
"E00004787",281,263,15,0,3
"E00004788",249,238,10,0,1
"E00004789",234,216,12,0,6
"E00004790",245,228,13,3,1
"E00004791",238,222,10,2,4
"E00004792",267,248,16,3,0
"E00004793",252,235,12,1,4
"E00004794",521,469,36,6,10
"E00004795",251,228,16,2,5
"E00004796",263,248,9,2,4
"E00004797",336,304,16,8,8
"E00004798",242,226,13,0,3
"E00004799",306,291,13,0,2
"E00004801",286,277,8,1,0
"E00004802",229,212,14,3,0
"E00004803",153,143,5,3,2
"E00004804",219,209,6,1,3
"E00004805",226,209,7,3,7
"E00004806",256,247,7,2,0
"E00004807",246,233,7,1,5
"E00004808",230,218,2,7,3
"E00004809",253,238,14,1,0
"E00004810",295,268,23,2,2
"E00004811",270,259,9,1,1
"E00004812",358,327,16,9,6
"E00004813",374,355,12,4,3
"E00004814",209,196,8,2,3
"E00004815",512,475,23,4,10
"E00004816",245,234,7,3,1
"E00004817",258,240,13,3,2
"E00004818",202,192,10,0,0
"E00004819",335,308,20,3,4
"E00004820",292,282,7,1,2
"E00004821",191,180,5,3,3
"E00004822",350,323,19,4,4
"E00004823",387,354,22,4,7
"E00004824",218,211,5,1,1
"E00004825",201,194,5,0,2
"E00004826",235,221,10,0,4
"E00004827",344,310,20,6,8
"E00004828",273,235,25,6,7
"E00004829",238,224,13,1,0
"E00004830",304,287,9,3,5
"E00004831",255,235,10,6,4
"E00004832",342,307,22,7,6
"E00004833",331,303,14,5,9
"E00004834",442,406,23,2,11
"E00004835",327,307,13,3,4
"E00004836",335,296,24,11,4
"E00004837",400,366,21,6,7
"E00004838",258,228,18,3,9
"E00004839",341,326,11,2,2
"E00004840",236,218,10,4,4
"E00004841",276,240,19,9,8
"E00004842",266,256,7,2,1
"E00004843",206,189,14,2,1
"E00004844",276,260,11,1,4
"E00004845",240,222,15,0,3
"E00004846",279,258,12,5,4
"E00004847",238,230,6,0,2
"E00004848",327,311,14,0,2
"E00004849",286,274,7,2,3
"E00004850",446,427,18,1,0
"E00004851",188,176,10,0,2
"E00004852",290,264,18,5,3
"E00004853",307,301,5,1,0
"E00174649",362,343,11,1,7
"E00174650",454,442,12,0,0
"E00174651",591,578,11,1,1
"E00174652",168,157,11,0,0
"E00174653",479,412,48,7,12
"E00174654",541,514,20,4,3
"E00174655",269,253,14,1,1
"E00174656",222,210,8,2,2
"E00174657",263,247,8,5,3
"E00174658",173,168,4,1,0
"E00174659",331,316,13,1,1
"E00174660",134,117,10,3,4
"E00174661",612,578,21,3,10
"E00174662",121,116,4,1,0
"E00174663",144,139,3,1,1
"E00174664",123,117,5,1,0
"E00174665",260,243,12,0,5
"E00174666",155,142,6,2,5
"E00174667",220,199,17,1,3
"E00174668",278,245,16,4,13
"E00174669",514,480,14,7,13
"E00174670",284,273,7,2,2
"E00174671",176,167,8,0,1
"E00174672",245,239,3,1,2
"E00174673",111,106,4,1,0
"E00174674",152,144,6,0,2
"E00174675",257,243,8,3,3
"E00174676",203,202,1,0,0
"E00174677",373,351,16,4,2
"E00174678",238,222,8,5,3
"E00174679",618,603,12,2,1
"E00174680",241,230,7,1,3
