"GeographyCode","QS420EW0001","QS420EW0002","QS420EW0003","QS420EW0004","QS420EW0005","QS420EW0006","QS420EW0007","QS420EW0008","QS420EW0009","QS420EW0010","QS420EW0011","QS420EW0012","QS420EW0013","QS420EW0014","QS420EW0015","QS420EW0016","QS420EW0017","QS420EW0018","QS420EW0019","QS420EW0020","QS420EW0021","QS420EW0022","QS420EW0023","QS420EW0024","QS420EW0025","QS420EW0026","QS420EW0027","QS420EW0028","QS420EW0029","QS420EW0030","QS420EW0031","QS420EW0032","QS420EW0033","QS420EW0034","QS420EW0035"
"E01000842",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
"E01000843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000844",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01000845",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000846",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E01000847",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"E01000848",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"E01000849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000850",5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2
"E01000851",10,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,6,0,0,0,0,4,0,0,0,0,0,0,2,1
"E01000852",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,1,1,0,0,0,1,0,2
"E01000853",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,0,0,0,0,2,0,0
"E01000854",15,6,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,9,0,0,0,0,7,0,1,0,0,0,0,1,0
"E01000855",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,1,0,0,0,1,1,7
"E01000856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000857",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000861",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01000862",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"E01000863",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
"E01000864",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000865",7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,4,0,0,0,0,3,0,1,0,0,0,0,0,1
