"GeographyCode","KS102EW0001","KS102EW0002","KS102EW0003","KS102EW0004","KS102EW0005","KS102EW0006","KS102EW0007","KS102EW0008","KS102EW0009","KS102EW0010","KS102EW0011","KS102EW0012","KS102EW0013","KS102EW0014","KS102EW0015","KS102EW0016","KS102EW0017","KS102EW0020","KS102EW0021","KS102EW0022","KS102EW0023","KS102EW0024","KS102EW0025","KS102EW0026","KS102EW0027","KS102EW0028","KS102EW0029","KS102EW0030","KS102EW0031","KS102EW0032","KS102EW0033","KS102EW0034","KS102EW0035"
"E01000885",1484,108,68,34,66,11,26,15,58,85,314,249,94,177,113,44,22,7.27762803234501,4.5822102425876,2.2911051212938,4.44743935309973,0.741239892183288,1.75202156334232,1.01078167115903,3.90835579514825,5.7277628032345,21.1590296495957,16.7789757412399,6.33423180592992,11.9272237196765,7.61455525606469,2.96495956873315,1.48247978436658
"E01000886",1445,93,52,36,72,19,35,16,71,129,395,283,74,109,43,14,4,6.43598615916955,3.59861591695502,2.49134948096886,4.98269896193772,1.31487889273356,2.42214532871972,1.10726643598616,4.91349480968858,8.92733564013841,27.3356401384083,19.5847750865052,5.12110726643599,7.54325259515571,2.9757785467128,0.968858131487889,0.27681660899654
"E01000887",1486,84,48,24,54,12,24,14,78,211,478,228,71,86,47,14,13,5.65275908479139,3.23014804845222,1.61507402422611,3.63391655450875,0.807537012113055,1.61507402422611,0.942126514131898,5.24899057873486,14.1991924629879,32.1668909825034,15.343203230148,4.77792732166891,5.78734858681023,3.1628532974428,0.942126514131898,0.874831763122476
"E01000888",1605,123,52,43,88,20,29,49,75,143,444,295,82,87,64,8,3,7.66355140186916,3.2398753894081,2.6791277258567,5.48286604361371,1.24610591900312,1.80685358255452,3.05295950155763,4.67289719626168,8.90965732087227,27.6635514018692,18.380062305296,5.10903426791277,5.42056074766355,3.98753894080997,0.498442367601246,0.186915887850467
"E01000889",1670,101,63,47,130,25,50,52,148,145,364,301,68,88,60,18,10,6.04790419161677,3.77245508982036,2.81437125748503,7.78443113772455,1.49700598802395,2.9940119760479,3.11377245508982,8.8622754491018,8.68263473053892,21.7964071856287,18.0239520958084,4.07185628742515,5.26946107784431,3.59281437125748,1.07784431137725,0.598802395209581
"E01000890",1640,94,59,46,99,21,47,42,107,120,311,353,69,137,101,26,8,5.73170731707317,3.59756097560976,2.80487804878049,6.03658536585366,1.28048780487805,2.86585365853659,2.5609756097561,6.52439024390244,7.31707317073171,18.9634146341463,21.5243902439024,4.20731707317073,8.35365853658537,6.15853658536585,1.58536585365854,0.48780487804878
"E01000891",1575,101,69,32,115,24,47,42,144,186,322,245,60,92,59,27,10,6.41269841269841,4.38095238095238,2.03174603174603,7.3015873015873,1.52380952380952,2.98412698412698,2.66666666666667,9.14285714285714,11.8095238095238,20.4444444444444,15.5555555555556,3.80952380952381,5.84126984126984,3.74603174603175,1.71428571428571,0.634920634920635
"E01000892",1843,148,69,36,86,23,34,27,104,156,537,303,73,138,73,25,11,8.03038524145415,3.7438958220293,1.95333695062398,4.66630493760174,1.24796527400977,1.84481823114487,1.46500271296799,5.64297341291373,8.46446011937059,29.1372761801411,16.4405860010852,3.96093326098752,7.4877916440586,3.96093326098752,1.35648399348888,0.596852957135106
"E01000893",1566,97,45,21,88,14,30,11,52,143,431,314,80,133,79,18,10,6.1941251596424,2.8735632183908,1.34099616858238,5.61941251596424,0.893997445721584,1.91570881226054,0.70242656449553,3.3205619412516,9.13154533844189,27.522349936143,20.0510855683269,5.10855683269476,8.49297573435504,5.04469987228608,1.14942528735632,0.638569604086845
"E01000894",1389,114,50,25,64,6,20,12,51,85,422,244,73,127,70,17,9,8.207343412527,3.59971202303816,1.79985601151908,4.60763138948884,0.431965442764579,1.43988480921526,0.863930885529158,3.67170626349892,6.11951043916487,30.381569474442,17.5665946724262,5.25557955363571,9.14326853851692,5.03959683225342,1.22390208783297,0.647948164146868
"E01000895",1630,91,77,23,51,9,16,23,62,157,503,232,95,113,120,32,26,5.58282208588957,4.7239263803681,1.41104294478528,3.12883435582822,0.552147239263804,0.98159509202454,1.41104294478528,3.80368098159509,9.6319018404908,30.8588957055215,14.2331288343558,5.8282208588957,6.93251533742331,7.36196319018405,1.96319018404908,1.59509202453988
"E01000896",1692,114,59,36,77,15,22,10,60,136,476,304,84,163,85,32,19,6.73758865248227,3.48699763593381,2.12765957446809,4.55082742316785,0.886524822695036,1.30023640661939,0.591016548463357,3.54609929078014,8.03782505910165,28.1323877068558,17.9669030732861,4.9645390070922,9.63356973995272,5.02364066193853,1.89125295508274,1.12293144208038
