"GeographyCode","KS105EW0001","KS105EW0002","KS105EW0003","KS105EW0004","KS105EW0005","KS105EW0006","KS105EW0007","KS105EW0008","KS105EW0009","KS105EW0010","KS105EW0011","KS105EW0012","KS105EW0013","KS105EW0014","KS105EW0015","KS105EW0016","KS105EW0017","KS105EW0018","KS105EW0019","KS105EW0020","KS105EW0021","KS105EW0022","KS105EW0023","KS105EW0024","KS105EW0025","KS105EW0026","KS105EW0027","KS105EW0028","KS105EW0029","KS105EW0030","KS105EW0031"
"E02000166",3537,438,868,176,265,434,128,231,86,29,268,158,112,11,24,309,12.3833757421544,24.5405711054566,4.97596833474696,7.49222504947696,12.2702855527283,3.61888606163415,6.53095843935539,2.43143907266045,0.819903873338988,7.57704269154651,4.46706248232966,3.16652530392988,0.310998020921685,0.678541136556404,8.7362171331637
"E02000167",3629,482,898,211,396,611,106,301,73,13,92,69,102,3,20,252,13.2818958390741,24.745108845412,5.81427390465693,10.9120969964177,16.8365941030587,2.92091485257647,8.29429594929733,2.01157343620832,0.358225406448057,2.53513364563241,1.9013502342243,2.81069165059245,0.0826674014880132,0.551116009920088,6.94406172499311
"E02000168",3535,290,984,108,238,423,123,322,113,12,222,131,112,18,13,426,8.2036775106082,27.8359264497878,3.05516265912306,6.73267326732673,11.966053748232,3.47949080622348,9.10891089108911,3.1966053748232,0.339462517680339,6.28005657708628,3.70579915134371,3.16831683168317,0.509193776520509,0.367751060820368,12.0509193776521
"E02000169",2942,332,637,208,324,565,103,153,67,6,104,75,115,11,11,231,11.2848402447315,21.6519374575119,7.0700203942896,11.0129163834126,19.2046227056424,3.50101971447995,5.20054384772264,2.27736233854521,0.203942895989123,3.5350101971448,2.54928619986404,3.90890550645819,0.373895309313392,0.373895309313392,7.85180149558124
"E02000170",3685,269,1032,110,356,466,108,310,61,13,159,82,142,20,11,546,7.29986431478969,28.0054274084125,2.98507462686567,9.66078697421981,12.6458616010855,2.93080054274084,8.41248303934871,1.65535956580733,0.352781546811398,4.31478968792402,2.22523744911805,3.85345997286296,0.542740841248304,0.298507462686567,14.8168249660787
"E02000171",3502,369,941,98,243,456,91,299,101,18,201,127,114,28,17,399,10.5368360936608,26.8703597944032,2.79840091376356,6.93889206167904,13.0211307824101,2.59851513420902,8.53797829811536,2.88406624785837,0.513992004568818,5.7395773843518,3.62649914334666,3.25528269560251,0.799543118218161,0.485436893203883,11.3934894346088
"E02000172",4186,435,1124,89,209,413,111,209,120,17,492,232,174,81,10,470,10.3917821309126,26.8514094601051,2.12613473483039,4.99283325370282,9.86622073578595,2.651696129957,4.99283325370282,2.86669851887243,0.406115623506928,11.753463927377,5.54228380315337,4.15671285236503,1.93502150023889,0.238891543239369,11.2279025322504
"E02000173",3569,363,1084,145,364,487,55,299,56,6,86,85,116,27,8,388,10.1709162230317,30.3726534043149,4.06276267862146,10.1989352759877,13.6452787895769,1.54104791258055,8.37769683384702,1.56906696553656,0.168114317736061,2.40963855421687,2.38161950126086,3.25021014289717,0.756514429812272,0.224152423648081,10.8713925469319
"E02000174",3822,394,1043,67,209,302,88,351,129,12,307,161,143,50,14,552,10.3087388801675,27.2893772893773,1.75300889586604,5.4683411826269,7.90162218733647,2.30245944531659,9.18367346938776,3.37519623233909,0.313971742543171,8.03244374672946,4.21245421245421,3.74149659863946,1.30821559392988,0.366300366300366,14.4427001569859
"E02000175",4277,309,1415,71,376,396,70,429,74,4,214,125,80,31,10,673,7.22469020341361,33.0839373392565,1.660042085574,8.79120879120879,9.25882628010288,1.6366612111293,10.0303951367781,1.73018470890811,0.0935234977788169,5.0035071311667,2.92260930558803,1.87046995557634,0.724807107785831,0.233808744447042,15.7353285012859
