"GeographyCode","KS103EW0001","KS103EW0002","KS103EW0003","KS103EW0004","KS103EW0005","KS103EW0006","KS103EW0007","KS103EW0008","KS103EW0009","KS103EW0010","KS103EW0011","KS103EW0012","KS103EW0013"
"E01000842",1257,613,466,19,27,89,43,48.7669053301512,37.0723945902944,1.5115354017502,2.14797136038186,7.08035003977725,3.42084327764519
"E01000843",1370,673,473,19,46,128,31,49.1240875912409,34.5255474452555,1.38686131386861,3.35766423357664,9.34306569343066,2.26277372262774
"E01000844",1483,710,617,9,26,94,27,47.875927174646,41.6048550236008,0.606877950101146,1.75320296695887,6.33850303438975,1.82063385030344
"E01000845",1256,643,397,13,25,112,66,51.1942675159236,31.6082802547771,1.03503184713376,1.99044585987261,8.9171974522293,5.25477707006369
"E01000846",1126,471,409,8,58,113,67,41.8294849023091,36.3232682060391,0.710479573712256,5.15097690941385,10.0355239786856,5.95026642984014
"E01000847",1258,529,492,3,46,131,57,42.0508744038156,39.1096979332273,0.238473767885533,3.65659777424483,10.4133545310016,4.53100158982512
"E01000848",1364,618,548,19,26,105,48,45.307917888563,40.1759530791789,1.39296187683284,1.90615835777126,7.69794721407625,3.51906158357771
"E01000849",1372,752,419,18,36,91,56,54.8104956268222,30.5393586005831,1.31195335276968,2.62390670553936,6.63265306122449,4.08163265306122
"E01000850",1612,1166,264,26,33,80,43,72.3325062034739,16.3771712158809,1.61290322580645,2.04714640198511,4.96277915632754,2.66749379652605
"E01000851",2247,1755,296,32,41,98,25,78.1041388518024,13.1731197151758,1.42412105028927,1.82465509568313,4.3613707165109,1.1125945705385
"E01000852",1544,1225,196,11,24,56,32,79.339378238342,12.6943005181347,0.712435233160622,1.55440414507772,3.62694300518135,2.07253886010363
"E01000853",1383,765,299,13,55,153,98,55.3145336225597,21.6196673897325,0.93998553868402,3.97686189443239,11.0629067245119,7.08604483007954
"E01000854",1616,1106,326,27,47,65,45,68.440594059406,20.1732673267327,1.67079207920792,2.90841584158416,4.02227722772277,2.78465346534653
"E01000855",1713,1164,304,50,41,109,45,67.9509632224168,17.7466433158202,2.91885580852306,2.39346176298891,6.36310566258027,2.62697022767075
"E01000856",1294,716,373,11,57,88,49,55.3323029366306,28.8253477588872,0.850077279752705,4.40494590417311,6.80061823802164,3.78670788253478
