"GeographyCode","KS601EW0001","KS601EW0002","KS601EW0003","KS601EW0004","KS601EW0005","KS601EW0006","KS601EW0007","KS601EW0008","KS601EW0009","KS601EW0010","KS601EW0011","KS601EW0012","KS601EW0013","KS601EW0014","KS601EW0015","KS601EW0016","KS601EW0017","KS601EW0018","KS601EW0019","KS601EW0020","KS601EW0021","KS601EW0022","KS601EW0023","KS601EW0024","KS601EW0025","KS601EW0026","KS601EW0027","KS601EW0028","KS601EW0029"
"E00004120",264,9,125,47,5,7,25,28,8,1,9,0,1,0,2,3.40909090909091,47.3484848484849,17.8030303030303,1.89393939393939,2.65151515151515,9.46969696969697,10.6060606060606,3.03030303030303,0.378787878787879,3.40909090909091,0,0.378787878787879,0,0.757575757575758
"E00004121",186,9,87,44,5,2,17,6,8,4,4,1,1,0,2,4.83870967741935,46.7741935483871,23.6559139784946,2.68817204301075,1.0752688172043,9.13978494623656,3.2258064516129,4.3010752688172,2.1505376344086,2.1505376344086,0.537634408602151,0.537634408602151,0,1.0752688172043
"E00004122",165,13,72,38,2,2,9,9,10,2,8,0,0,0,1,7.87878787878788,43.6363636363636,23.030303030303,1.21212121212121,1.21212121212121,5.45454545454545,5.45454545454545,6.06060606060606,1.21212121212121,4.84848484848485,0,0,0,0.606060606060606
"E00004123",214,20,91,56,6,3,9,13,12,0,4,2,0,0,2,9.34579439252336,42.5233644859813,26.1682242990654,2.80373831775701,1.4018691588785,4.20560747663551,6.07476635514019,5.60747663551402,0,1.86915887850467,0.934579439252336,0,0,0.934579439252336
"E00004124",131,6,68,16,5,1,11,8,7,3,6,1,2,0,2,4.58015267175572,51.9083969465649,12.2137404580153,3.81679389312977,0.763358778625954,8.3969465648855,6.10687022900763,5.34351145038168,2.29007633587786,4.58015267175572,0.763358778625954,1.52671755725191,0,1.52671755725191
"E00004125",234,11,125,41,9,2,15,13,7,2,9,1,1,0,0,4.7008547008547,53.4188034188034,17.5213675213675,3.84615384615385,0.854700854700855,6.41025641025641,5.55555555555556,2.99145299145299,0.854700854700855,3.84615384615385,0.427350427350427,0.427350427350427,0,0
"E00004126",220,11,118,38,10,3,13,6,12,5,4,0,2,1,4,5,53.6363636363636,17.2727272727273,4.54545454545455,1.36363636363636,5.90909090909091,2.72727272727273,5.45454545454545,2.27272727272727,1.81818181818182,0,0.909090909090909,0.454545454545455,1.81818181818182
"E00004127",213,19,107,33,2,8,16,18,5,4,1,0,1,0,1,8.92018779342723,50.2347417840376,15.4929577464789,0.938967136150235,3.75586854460094,7.51173708920188,8.45070422535211,2.34741784037559,1.87793427230047,0.469483568075117,0,0.469483568075117,0,0.469483568075117
"E00004128",231,8,116,43,5,4,20,13,11,7,4,2,0,2,1,3.46320346320346,50.2164502164502,18.6147186147186,2.16450216450216,1.73160173160173,8.65800865800866,5.62770562770563,4.76190476190476,3.03030303030303,1.73160173160173,0.865800865800866,0,0.865800865800866,0.432900432900433
"E00004129",232,13,131,33,10,1,19,8,6,5,6,3,4,1,4,5.60344827586207,56.4655172413793,14.2241379310345,4.31034482758621,0.431034482758621,8.18965517241379,3.44827586206897,2.58620689655172,2.1551724137931,2.58620689655172,1.29310344827586,1.72413793103448,0.431034482758621,1.72413793103448
