"GeographyCode","QS401EW0001","QS401EW0002","QS401EW0003","QS401EW0004","QS401EW0005","QS401EW0006","QS401EW0007","QS401EW0008","QS401EW0009","QS401EW0010","QS401EW0011","QS401EW0012"
"E02000166",7916,7854,2931,902,1026,1003,4923,3801,1031,91,0,62
"E02000167",7869,7691,3398,356,1300,1742,4289,1856,2201,232,4,178
"E02000168",8040,7933,2880,237,593,2050,5047,2219,2581,247,6,107
"E02000169",6981,6885,2269,967,981,321,4616,1882,2710,24,0,96
"E02000170",8293,7913,2757,342,1105,1310,5153,2389,2536,228,3,380
"E02000171",7789,7614,2521,112,574,1835,5093,2297,2714,82,0,175
"E02000172",9919,9798,1875,153,312,1410,7921,6590,1086,245,2,121
"E02000173",7565,7255,1376,335,503,538,5879,2912,2778,189,0,310
"E02000174",8703,8587,2001,105,990,906,6582,3332,3080,170,4,116
"E02000175",8846,8425,1951,185,514,1252,6472,3400,2755,317,2,421
"E02000176",6289,6001,846,99,279,468,5155,2016,3101,38,0,288
"E02000177",8863,8807,1442,106,314,1022,7365,5976,1268,121,0,56
"E02000178",8823,8529,1513,140,320,1053,7013,3476,3407,130,3,294
"E02000179",6305,6067,1431,97,367,967,4622,3247,1261,114,14,238
"E02000180",7662,7530,1732,136,549,1047,5791,3410,2254,127,7,132
"E02000181",7703,7502,867,183,260,424,6634,2384,4236,14,1,201
"E02000182",6638,6458,1123,313,283,527,5335,4095,1146,94,0,180
"E02000183",7909,7716,2321,94,500,1727,5395,3048,2237,110,0,193
"E02000184",8726,8646,1477,76,238,1163,7161,5674,1295,192,8,80
"E02000185",8213,7950,805,105,239,461,7144,5712,1301,131,1,263
"E02000186",6491,6291,1476,129,266,1081,4800,2916,1333,551,15,200
"E02000187",8064,7958,432,80,113,239,7519,7007,360,152,7,106
"E02000188",7939,7773,638,35,99,504,7135,6787,250,98,0,166
"E02000189",5407,5182,623,118,117,388,4558,2997,1238,323,1,225
"E02000190",5914,5715,175,20,40,115,5540,4806,578,156,0,199
"E02000191",5545,5385,442,27,93,322,4940,3738,683,519,3,160
"E02000192",7021,6898,422,33,59,330,6476,5343,806,327,0,123
"E02000193",7010,6706,337,49,61,227,6358,4669,968,721,11,304
