"GeographyCode","KS501EW0001","KS501EW0002","KS501EW0003","KS501EW0004","KS501EW0005","KS501EW0006","KS501EW0007","KS501EW0008","KS501EW0009","KS501EW0010","KS501EW0011","KS501EW0012","KS501EW0013","KS501EW0014","KS501EW0015","KS501EW0016","KS501EW0017","KS501EW0018","KS501EW0019","KS501EW0020","KS501EW0021","KS501EW0022","KS501EW0023","KS501EW0024","KS501EW0025"
"E01000842",1257,52,46,85,7,74,877,116,18,74,19,2,53,4.13683373110581,3.65950676213206,6.76213206046142,0.556881463802705,5.88703261734288,69.769291964996,9.22832140015911,1.43198090692124,5.88703261734288,1.5115354017502,0.159108989657916,4.21638822593477
"E01000843",1370,114,76,98,3,95,866,118,10,89,18,4,67,8.32116788321168,5.54744525547445,7.15328467153285,0.218978102189781,6.93430656934307,63.2116788321168,8.61313868613139,0.72992700729927,6.4963503649635,1.31386861313869,0.291970802919708,4.89051094890511
"E01000844",1483,68,48,74,8,93,1052,140,11,66,20,1,44,4.58530006743088,3.23668240053945,4.98988536749831,0.539447066756575,6.27107215104518,70.9372892784895,9.44032366824005,0.74173971679029,4.45043830074174,1.34861766689144,0.0674308833445718,2.96695886716116
"E01000845",1256,86,81,72,7,99,803,108,13,89,23,6,60,6.84713375796178,6.44904458598726,5.73248407643312,0.557324840764331,7.88216560509554,63.9331210191083,8.59872611464968,1.03503184713376,7.0859872611465,1.8312101910828,0.477707006369427,4.77707006369427
"E01000846",1126,206,74,123,16,109,477,121,32,87,24,9,54,18.2948490230906,6.57193605683837,10.9236234458259,1.42095914742451,9.68028419182948,42.3623445825933,10.7460035523979,2.84191829484902,7.72646536412078,2.13143872113677,0.799289520426288,4.79573712255773
"E01000847",1258,173,110,119,11,120,580,145,29,84,14,4,66,13.751987281399,8.74403815580286,9.45945945945946,0.874403815580286,9.5389507154213,46.1049284578696,11.5262321144674,2.30524642289348,6.67726550079491,1.11287758346582,0.317965023847377,5.24642289348172
"E01000848",1364,101,42,70,9,88,920,134,5,50,13,1,36,7.40469208211144,3.0791788856305,5.13196480938416,0.659824046920821,6.45161290322581,67.4486803519061,9.82404692082111,0.366568914956012,3.66568914956012,0.953079178885631,0.0733137829912024,2.63929618768328
"E01000849",1372,76,51,82,14,99,943,107,19,81,28,5,48,5.53935860058309,3.71720116618076,5.97667638483965,1.02040816326531,7.21574344023324,68.731778425656,7.79883381924198,1.38483965014577,5.90379008746356,2.04081632653061,0.364431486880466,3.49854227405248
"E01000850",1612,75,56,61,9,315,931,165,6,474,57,20,397,4.65260545905707,3.47394540942928,3.78411910669975,0.558312655086849,19.5409429280397,57.7543424317618,10.2357320099256,0.372208436724566,29.4044665012407,3.53598014888337,1.24069478908189,24.6277915632754
"E01000851",2247,87,82,121,6,834,871,246,8,1109,139,58,912,3.87182910547397,3.64931019136627,5.38495772140632,0.267022696929239,37.1161548731642,38.7627948375612,10.9479305740988,0.356030262572319,49.3546951490877,6.18602581219404,2.58121940364931,40.5874499332443
"E01000852",1544,101,56,81,10,507,615,174,8,896,112,53,729,6.54145077720207,3.62694300518135,5.24611398963731,0.647668393782383,32.8367875647668,39.8316062176166,11.2694300518135,0.518134715025907,58.0310880829015,7.25388601036269,3.43264248704663,47.2150259067358
"E01000853",1383,304,111,120,11,178,519,140,19,188,22,10,155,21.9812002892263,8.02603036876356,8.67678958785249,0.795372378886479,12.8705712219812,37.527114967462,10.1229211858279,1.37382501807664,13.5936370209689,1.59074475777296,0.723065798987708,11.2075198843095
"E01000854",1616,145,74,85,6,499,660,147,16,697,56,60,581,8.97277227722772,4.57920792079208,5.25990099009901,0.371287128712871,30.8787128712871,40.8415841584158,9.09653465346535,0.99009900990099,43.1311881188119,3.46534653465347,3.71287128712871,35.9529702970297
"E01000855",1713,79,76,101,6,200,1105,146,5,277,44,17,216,4.61179217746643,4.43666082895505,5.89608873321658,0.350262697022767,11.6754232340922,64.5067133683596,8.52305896088733,0.291885580852306,16.1704611792177,2.56859311150029,0.99241097489784,12.6094570928196
"E01000856",1294,225,130,117,14,167,497,144,30,148,34,5,109,17.3879443585781,10.0463678516229,9.04173106646059,1.08191653786708,12.9057187017002,38.4080370942813,11.12828438949,2.31839258114374,11.4374034003091,2.62751159196291,0.386398763523957,8.42349304482226
"E01000857",1201,119,63,97,8,105,704,105,22,51,8,3,40,9.90840965861782,5.24562864279767,8.07660283097419,0.666111573688593,8.74271440466278,58.6178184845962,8.74271440466278,1.83180682764363,4.24646128226478,0.666111573688593,0.249791840133222,3.33055786844296
"E01000858",1503,319,159,158,16,186,534,131,59,148,32,10,106,21.2242182302063,10.5788423153693,10.5123087159015,1.0645375914837,12.375249500998,35.5289421157685,8.71590153027279,3.92548236859614,9.84697272122422,2.1290751829674,0.665335994677312,7.05256154357951
"E01000859",1347,73,66,80,5,95,930,98,18,48,20,1,27,5.41945063103192,4.89977728285078,5.93912397921307,0.371195248700817,7.05270972531552,69.0423162583519,7.27542687453601,1.33630289532294,3.56347438752784,1.48478099480327,0.0742390497401633,2.00445434298441
"E01000860",1144,184,63,87,10,61,670,69,14,69,20,0,49,16.0839160839161,5.50699300699301,7.60489510489511,0.874125874125874,5.33216783216783,58.5664335664336,6.03146853146853,1.22377622377622,6.03146853146853,1.74825174825175,0,4.28321678321678
"E01000861",1384,154,104,110,15,212,669,120,24,256,48,5,203,11.1271676300578,7.51445086705202,7.94797687861272,1.08381502890173,15.3179190751445,48.3381502890173,8.67052023121387,1.73410404624277,18.4971098265896,3.46820809248555,0.361271676300578,14.6676300578035
"E01000862",1465,63,55,95,8,131,1010,103,15,100,11,1,88,4.30034129692833,3.7542662116041,6.48464163822526,0.546075085324232,8.9419795221843,68.9419795221843,7.03071672354949,1.02389078498294,6.8259385665529,0.750853242320819,0.068259385665529,6.00682593856655
"E01000863",1336,116,75,108,13,157,740,127,20,188,60,13,115,8.68263473053892,5.61377245508982,8.08383233532934,0.973053892215569,11.751497005988,55.3892215568862,9.5059880239521,1.49700598802395,14.0718562874251,4.49101796407186,0.973053892215569,8.60778443113773
