"GeographyCode","KS609EW0001","KS609EW0002","KS609EW0003","KS609EW0004","KS609EW0005","KS609EW0006","KS609EW0007","KS609EW0008","KS609EW0009","KS609EW0010","KS609EW0011","KS609EW0012","KS609EW0013","KS609EW0014","KS609EW0015","KS609EW0016","KS609EW0017","KS609EW0018","KS609EW0019"
"E02000166",1933,345,621,452,91,129,56,69,66,104,17.8479048111743,32.1262286601138,23.3833419555096,4.70770822555613,6.67356440765649,2.89705121572685,3.56958096223487,3.41438178996379,5.38023797206415
"E02000167",2357,634,851,591,79,66,38,43,19,36,26.8985999151464,36.1052184980908,25.074246924056,3.35171828595672,2.80016970725499,1.61221892235893,1.82435299109037,0.806109461179465,1.52736529486636
"E02000168",2241,324,812,548,87,155,51,93,64,107,14.4578313253012,36.2338241856314,24.4533690316823,3.88219544846051,6.91655510932619,2.27576974564926,4.14993306559572,2.85586791610888,4.77465417224453
"E02000169",2015,639,648,453,62,78,23,50,23,39,31.712158808933,32.1588089330025,22.4813895781638,3.07692307692308,3.87096774193548,1.14143920595534,2.48138957816377,1.14143920595534,1.93548387096774
"E02000170",2608,444,910,598,136,160,70,95,62,133,17.0245398773006,34.8926380368098,22.9294478527607,5.21472392638037,6.13496932515337,2.6840490797546,3.64263803680982,2.37730061349693,5.09969325153374
"E02000171",2173,393,769,516,83,137,55,69,62,89,18.0855959502991,35.3888633225955,23.7459733087897,3.81960423377819,6.3046479521399,2.53106304647952,3.17533364012885,2.85319834330419,4.09572020248504
"E02000172",2208,247,507,464,129,230,90,151,158,232,11.1865942028986,22.9619565217391,21.0144927536232,5.84239130434783,10.4166666666667,4.07608695652174,6.83876811594203,7.15579710144928,10.5072463768116
"E02000173",2308,581,840,555,89,60,39,47,23,74,25.1733102253033,36.3951473136915,24.0467937608319,3.85615251299827,2.59965337954939,1.68977469670711,2.03639514731369,0.996533795493934,3.20623916811092
"E02000174",2278,283,771,540,104,175,67,90,111,137,12.4231782265145,33.8454784899034,23.7050043898156,4.56540825285338,7.68217734855136,2.94117647058824,3.95083406496927,4.87269534679543,6.01404741000878
"E02000175",2763,445,978,673,139,161,63,103,68,133,16.1056822294607,35.3963083604777,24.3575823380384,5.03076366268549,5.82699963807456,2.28013029315961,3.72783206659428,2.46109301483894,4.81360839667029
"E02000176",2052,507,718,498,91,84,44,39,23,48,24.7076023391813,34.990253411306,24.2690058479532,4.43469785575049,4.09356725146199,2.14424951267056,1.90058479532164,1.12085769980507,2.33918128654971
"E02000177",2031,297,527,408,101,186,69,143,116,184,14.6233382570162,25.9478089611029,20.0886262924668,4.97291974396849,9.15805022156573,3.397341211226,7.04086656819301,5.71147218119153,9.05957656326933
"E02000178",2537,315,807,540,127,209,65,132,104,238,12.4162396531336,31.8092234923138,21.2849822625148,5.00591249507292,8.23807646826961,2.56208119826567,5.20299566417028,4.09932991722507,9.38115884903429
"E02000179",1599,328,493,378,83,73,40,54,66,84,20.5128205128205,30.8317698561601,23.6397748592871,5.19074421513446,4.56535334584115,2.50156347717323,3.37711069418387,4.12757973733583,5.25328330206379
"E02000180",2091,265,619,518,112,139,66,121,92,159,12.6733620277379,29.6030607364897,24.7728359636538,5.35628885700622,6.64753706360593,3.15638450502152,5.78670492587279,4.39980870396939,7.60401721664275
"E02000181",2421,466,959,582,90,83,36,67,48,90,19.2482445270549,39.6117306897976,24.0396530359356,3.71747211895911,3.42833539859562,1.48698884758364,2.76745146633622,1.98265179677819,3.71747211895911
"E02000182",1670,448,507,337,82,86,37,42,53,78,26.8263473053892,30.3592814371257,20.1796407185629,4.91017964071856,5.1497005988024,2.21556886227545,2.51497005988024,3.17365269461078,4.67065868263473
"E02000183",2239,535,714,531,75,115,54,68,64,83,23.8945958016972,31.8892362661903,23.7159446181331,3.34970969182671,5.13622152746762,2.41179097811523,3.03707012058955,2.85841893702546,3.70701205895489
"E02000184",2185,245,564,415,147,201,71,132,138,272,11.2128146453089,25.812356979405,18.9931350114416,6.72768878718535,9.19908466819222,3.24942791762014,6.04118993135011,6.31578947368421,12.4485125858124
"E02000185",1943,259,469,378,101,205,74,130,115,212,13.3299022130726,24.1379310344828,19.4544518785383,5.19814719505919,10.5506948018528,3.8085434894493,6.69068450849202,5.91868244981987,10.9109624292331
"E02000186",1998,346,618,479,105,133,55,71,61,130,17.3173173173173,30.9309309309309,23.973973973974,5.25525525525526,6.65665665665666,2.75275275275275,3.55355355355355,3.05305305305305,6.50650650650651
"E02000187",1506,137,243,208,100,179,90,126,155,268,9.09694555112882,16.1354581673307,13.8114209827357,6.64010624169987,11.8857901726428,5.97609561752988,8.36653386454183,10.2921646746348,17.7954847277556
"E02000188",1567,175,278,228,116,170,62,152,175,211,11.1678366305041,17.7409061901723,14.550095724314,7.40268028079132,10.8487555839183,3.95660497766433,9.70006381620932,11.1678366305041,13.4652201659221
"E02000189",1225,124,307,225,113,114,47,94,51,150,10.1224489795918,25.0612244897959,18.3673469387755,9.22448979591837,9.30612244897959,3.83673469387755,7.6734693877551,4.16326530612245,12.2448979591837
"E02000190",1478,174,456,265,91,128,75,80,62,147,11.7726657645467,30.8525033829499,17.9296346414073,6.15696887686062,8.66035182679296,5.0744248985115,5.4127198917456,4.19485791610284,9.94587280108254
"E02000191",1817,247,672,421,93,71,61,84,27,141,13.5938359933957,36.9840396257567,23.1700605393506,5.11832691249312,3.90753990093561,3.35718216840947,4.62300495321959,1.48596587782058,7.7600440286186
"E02000192",2027,321,579,467,106,159,71,102,97,125,15.836211149482,28.5643808584114,23.0389738529847,5.22940305870745,7.84410458806117,3.50271336951159,5.03206709422792,4.78539713862852,6.1667488899852
"E02000193",2383,401,770,528,122,137,64,98,37,226,16.8275283256399,32.3122114981116,22.1569450272765,5.11959714645405,5.74905581200168,2.68569030633655,4.11246328157784,1.55266470835082,9.48384389425094
