"GeographyCode","QS115EW0001","QS115EW0002","QS115EW0003","QS115EW0004","QS115EW0005","QS115EW0006","QS115EW0007","QS115EW0008","QS115EW0009","QS115EW0010","QS115EW0011","QS115EW0012"
"E00004298",112,24,7,17,88,3,9,11,26,2,18,19
"E00004299",135,45,19,26,90,4,13,22,31,4,4,12
"E00004300",111,37,11,26,74,4,4,16,22,0,8,20
"E00004301",241,110,9,101,131,11,6,18,51,2,9,34
"E00004302",143,59,9,50,84,5,7,14,33,4,6,15
"E00004303",113,22,10,12,91,1,16,17,15,1,8,33
"E00004304",178,63,10,53,115,5,10,22,40,1,5,32
"E00004305",134,32,10,22,102,2,13,27,24,7,5,24
"E00004306",157,65,17,48,92,4,17,17,32,0,4,18
"E00004307",150,44,19,25,106,5,15,26,26,3,6,25
"E00004308",123,44,9,35,79,6,5,13,26,3,4,22
"E00004309",115,30,2,28,85,0,5,22,31,5,4,18
"E00004310",128,38,11,27,90,2,12,24,25,3,4,20
"E00004311",99,27,7,20,72,0,6,16,18,7,10,15
"E00004312",150,62,13,49,88,7,6,22,23,1,3,26
"E00004313",131,42,11,31,89,2,14,19,33,0,4,17
"E00004314",153,68,7,61,85,4,2,14,37,1,8,19
"E00004315",154,50,12,38,104,1,11,16,57,0,0,19
"E00004316",122,51,5,46,71,2,4,6,35,1,2,21
"E00004317",161,44,8,36,117,6,6,18,47,2,7,31
"E00004318",126,41,12,29,85,3,6,12,25,1,6,32
"E00004319",143,57,10,47,86,5,4,7,54,0,2,14
"E00004320",112,31,9,22,81,0,16,17,23,5,6,14
"E00004321",114,29,16,13,85,4,10,18,28,5,5,15
"E00004322",114,31,13,18,83,1,18,20,13,6,4,21
"E00004323",96,23,3,20,73,5,5,18,27,3,5,10
"E00004324",122,42,14,28,80,1,13,28,15,5,3,15
"E00004325",113,57,19,38,56,2,11,15,11,6,3,8
"E00004326",117,61,12,49,56,3,7,10,11,13,6,6
"E00004327",140,52,15,37,88,5,13,26,23,3,7,11
"E00004328",95,29,14,15,66,1,11,14,18,3,3,16
"E00004329",124,41,10,31,83,4,5,16,33,10,4,11
"E00004330",146,61,7,54,85,3,2,17,50,5,0,8
"E00004331",112,39,10,29,73,1,7,8,30,6,6,15
"E00004332",87,32,17,15,55,3,5,15,21,2,3,6
"E00004333",133,58,16,42,75,2,9,10,38,3,2,11
"E00004334",106,53,12,41,53,0,9,14,20,4,2,4
"E00004335",145,57,7,50,88,4,10,14,44,2,4,10
"E00004336",175,77,6,71,98,1,4,10,57,8,4,14
"E00004337",114,41,13,28,73,1,11,23,19,2,2,15
"E00004338",112,32,14,18,80,1,13,20,28,9,2,7
"E00004339",112,37,12,25,75,3,11,9,38,3,2,9
"E00004340",95,32,4,28,63,2,6,4,19,0,5,27
"E00004341",132,68,14,54,64,2,4,17,32,0,0,9
"E00004342",94,35,7,28,59,3,7,13,27,1,2,6
"E00004343",120,54,11,43,66,2,6,16,33,1,2,6
"E00004344",118,50,13,37,68,2,6,14,29,0,3,14
"E00004345",121,25,11,14,96,4,28,18,16,5,7,18
"E00004346",94,23,16,7,71,2,15,21,14,3,3,13
"E00004347",97,33,13,20,64,1,2,14,20,6,9,12
"E00004348",131,59,9,50,72,5,5,15,28,6,5,8
"E00004349",117,22,12,10,95,2,13,30,14,8,9,19
"E00004350",125,41,21,20,84,4,25,15,24,5,2,9
"E00004351",131,52,16,36,79,3,27,13,18,3,5,10
"E00004352",118,36,14,22,82,3,13,18,19,4,12,13
"E00004353",137,60,25,35,77,1,29,12,27,1,4,3
"E00004354",108,33,11,22,75,0,20,15,17,1,5,17
"E00004355",122,43,11,32,79,2,21,19,17,1,3,16
"E00004356",121,40,9,31,81,2,7,19,21,7,12,13
"E00004357",118,23,7,16,95,2,3,34,23,13,9,11
"E00004358",114,43,19,24,71,1,10,17,12,2,7,22
"E00004359",121,31,14,17,90,2,17,26,19,9,3,14
"E00004360",118,35,16,19,83,3,10,16,26,6,5,17
"E00004361",99,34,13,21,65,4,15,5,16,2,3,20
"E00004362",127,37,10,27,90,13,5,20,16,4,12,20
"E00004363",153,53,22,31,100,10,11,12,19,8,19,21
"E00004364",225,94,13,81,131,21,11,19,31,6,8,35
"E00004365",139,64,12,52,75,2,2,16,45,1,0,9
"E00004366",165,109,22,87,56,9,7,13,11,4,4,8
"E00004367",148,55,16,39,93,17,10,14,23,5,8,16
"E00004368",175,79,22,57,96,1,13,20,35,4,7,16
"E00004369",123,48,26,22,75,12,17,10,12,3,7,14
"E00004370",117,60,36,24,57,4,8,10,14,1,6,14
"E00004371",103,42,7,35,61,12,9,8,16,4,6,6
"E00004372",109,32,11,21,77,6,7,17,11,3,10,23
"E00004373",146,51,21,30,95,15,13,7,23,7,9,21
"E00004374",97,31,5,26,66,23,2,9,13,2,6,11
"E00004375",119,45,23,22,74,3,12,16,25,2,2,14
"E00004376",176,72,12,60,104,14,10,17,23,3,10,27
"E00004377",95,40,13,27,55,17,3,6,8,3,6,12
"E00004378",137,45,6,39,92,6,13,16,33,6,3,15
"E00004379",135,52,17,35,83,5,10,14,36,0,4,14
"E00004380",152,72,39,33,80,3,5,8,32,5,15,12
"E00004381",117,35,9,26,82,5,5,12,28,5,5,22
"E00004382",139,60,11,49,79,4,6,18,35,5,3,8
"E00004383",103,45,6,39,58,2,8,7,22,2,4,13
"E00004384",101,39,8,31,62,5,11,13,12,2,4,15
"E00004385",91,25,2,23,66,5,5,16,21,3,5,11
"E00004386",101,25,8,17,76,4,10,13,25,3,9,12
"E00004387",89,26,11,15,63,1,5,10,29,1,5,12
"E00004388",99,30,7,23,69,2,4,13,27,3,6,14
"E00004389",108,26,4,22,82,4,9,15,22,5,6,21
"E00004390",113,31,10,21,82,4,9,16,29,2,5,17
"E00004391",128,42,12,30,86,1,8,25,25,4,5,18
"E00004392",95,25,12,13,70,3,17,15,11,3,4,17
"E00004393",113,29,8,21,84,9,7,19,24,5,3,17
"E00004394",94,37,6,31,57,15,1,10,18,1,1,11
"E00004395",133,67,13,54,66,7,4,10,25,3,4,13
"E00004396",131,63,10,53,68,14,5,8,16,2,8,15
"E00004397",106,35,2,33,71,11,5,6,13,3,12,21
"E00004398",99,32,8,24,67,7,12,12,15,2,6,13
"E00004399",131,20,9,11,111,19,15,17,13,9,16,22
"E00004400",180,96,27,69,84,13,21,7,17,3,10,13
"E00004401",128,43,17,26,85,0,22,18,23,5,6,11
"E00004402",127,56,10,46,71,0,13,19,26,1,3,9
"E00004403",128,37,12,25,91,2,29,8,26,5,4,17
"E00004404",116,36,21,15,80,2,22,20,15,5,4,12
"E00004405",128,45,9,36,83,3,13,20,23,6,9,9
"E00004406",117,47,18,29,70,2,21,10,19,2,10,6
"E00004407",118,36,10,26,82,2,24,20,13,3,5,15
"E00004408",106,25,11,14,81,3,11,25,22,3,6,11
"E00004409",108,36,14,22,72,3,11,12,19,1,7,19
"E00004410",120,41,15,26,79,9,12,19,26,3,4,6
"E00004411",114,39,6,33,75,4,15,17,21,1,5,12
"E00004412",128,52,15,37,76,2,12,15,26,2,6,13
"E00004413",101,39,5,34,62,2,5,27,13,8,2,5
"E00004414",123,45,10,35,78,1,12,16,20,4,7,18
"E00004415",139,54,15,39,85,3,8,25,31,2,5,11
"E00004416",114,45,20,25,69,3,10,17,19,4,5,11
"E00004417",125,41,12,29,84,1,13,18,31,4,5,12
"E00004418",114,43,13,30,71,1,14,18,13,2,6,17
"E00004419",126,58,10,48,68,3,2,11,36,2,2,12
"E00004420",112,35,14,21,77,0,19,15,17,7,4,15
"E00004421",123,33,11,22,90,1,4,25,38,5,2,15
"E00004422",92,39,17,22,53,0,7,11,25,1,1,8
"E00004423",122,57,18,39,65,9,6,13,21,2,5,9
"E00004424",117,43,10,33,74,2,8,14,38,0,2,10
"E00004425",140,32,13,19,108,2,18,25,28,5,7,23
"E00004426",143,58,19,39,85,2,15,18,31,3,5,11
"E00004427",117,34,23,11,83,1,22,21,13,9,6,11
"E00004428",131,77,32,45,54,1,8,21,20,1,0,3
"E00004429",127,56,13,43,71,4,9,13,31,0,3,11
"E00004430",125,98,69,29,27,0,5,4,11,0,0,7
"E00004431",106,24,13,11,82,1,16,25,26,7,2,5
"E00004432",135,54,15,39,81,0,13,16,37,3,4,8
"E00004433",139,47,17,30,92,0,10,26,41,4,2,9
"E00004435",119,62,24,38,57,6,6,6,17,0,5,17
"E00004436",166,70,29,41,96,2,22,16,33,3,2,18
"E00004437",116,39,7,32,77,0,18,15,24,4,5,11
"E00004438",118,66,5,61,52,0,4,9,25,2,2,10
"E00004439",113,42,13,29,71,1,17,21,20,2,5,5
"E00004440",112,37,17,20,75,2,14,22,22,3,3,9
"E00004441",115,43,9,34,72,0,6,17,23,3,2,21
"E00004442",109,54,34,20,55,7,5,10,9,1,9,14
"E00004444",160,47,6,41,113,21,8,14,21,13,15,21
"E00004445",105,41,11,30,64,4,5,7,20,0,7,21
"E00004446",118,32,12,20,86,11,7,10,26,8,5,19
"E00004447",77,59,48,11,18,0,5,4,6,0,1,2
"E00004448",142,56,13,43,86,8,8,17,25,1,10,17
"E00004450",175,60,11,49,115,9,13,9,50,2,9,23
"E00004451",118,53,14,39,65,4,3,11,21,0,7,19
"E00004452",143,47,11,36,96,6,10,16,45,2,9,8
"E00004453",144,37,14,23,107,11,14,12,15,5,18,32
"E00004454",189,71,14,57,118,21,6,22,20,10,11,28
"E00004455",123,34,13,21,89,15,3,26,15,6,9,15
"E00004456",124,40,13,27,84,22,6,14,9,2,14,17
"E00004457",117,42,8,34,75,2,7,20,29,1,3,13
"E00004458",182,57,13,44,125,11,9,26,39,4,10,26
"E00004459",154,77,41,36,77,19,4,18,20,6,4,6
"E00004460",100,44,14,30,56,15,4,10,10,3,5,9
"E00004461",131,20,3,17,111,26,8,13,20,6,13,25
"E00004462",114,46,21,25,68,4,6,10,27,3,3,15
"E00004463",139,47,9,38,92,19,8,17,16,10,8,14
"E00004464",89,73,54,19,16,0,12,0,1,0,0,3
"E00004465",166,56,23,33,110,15,18,12,30,4,4,27
"E00004466",121,44,10,34,77,0,10,7,49,0,0,11
"E00004467",133,44,13,31,89,8,12,10,29,2,10,18
"E00004468",143,30,10,20,113,23,11,8,11,9,15,36
"E00004469",122,48,24,24,74,1,15,13,24,2,3,16
"E00004470",140,52,10,42,88,8,8,12,32,1,10,17
"E00004471",117,49,11,38,68,0,5,7,40,1,2,13
"E00004472",156,53,8,45,103,8,8,9,45,3,6,24
"E00004473",124,53,17,36,71,1,16,11,29,3,2,9
"E00004474",142,30,10,20,112,3,13,20,39,1,2,34
"E00004475",123,36,12,24,87,22,4,9,24,2,9,17
"E00004476",134,46,12,34,88,15,8,4,17,14,9,21
"E00004477",163,70,23,47,93,4,13,10,48,1,1,16
"E00004478",220,97,10,87,123,5,7,20,59,3,4,25
"E00004479",141,55,10,45,86,6,8,8,39,5,5,15
"E00004480",116,57,27,30,59,2,3,9,27,0,2,16
"E00004481",133,41,13,28,92,20,11,11,19,2,5,24
"E00004482",121,33,9,24,88,3,12,16,26,2,7,22
"E00004483",114,30,4,26,84,0,10,18,22,1,6,27
"E00004484",112,20,4,16,92,7,5,14,30,4,5,27
"E00004485",123,45,11,34,78,3,12,14,28,3,8,10
"E00004486",116,35,21,14,81,0,13,15,17,2,7,27
"E00004487",112,56,10,46,56,9,4,10,14,2,1,16
"E00004488",82,31,11,20,51,8,7,11,4,3,9,9
"E00004489",120,39,14,25,81,7,8,17,22,1,9,17
"E00004490",94,28,12,16,66,7,6,9,19,0,10,15
"E00004491",149,72,37,35,77,15,7,10,15,1,5,24
"E00004492",128,31,9,22,97,0,21,20,26,5,9,16
"E00004493",118,61,10,51,57,8,4,24,16,0,0,5
"E00004494",182,65,24,41,117,2,17,25,45,2,5,21
"E00004495",126,47,25,22,79,0,25,15,25,1,2,11
"E00004496",151,44,18,26,107,3,31,16,35,2,5,15
"E00004497",117,43,8,35,74,12,6,10,24,4,7,11
"E00004498",145,45,14,31,100,25,10,16,27,4,3,15
"E00004499",135,23,9,14,112,3,24,25,15,11,9,25
"E00004500",131,98,17,81,33,5,3,3,21,0,0,1
"E00004501",76,43,13,30,33,6,5,4,18,0,0,0
"E00004502",120,49,14,35,71,15,9,7,21,1,3,15
"E00004503",132,87,30,57,45,8,3,9,15,2,1,7
"E00004504",117,17,13,4,100,0,18,15,12,6,9,40
"E00004505",124,37,12,25,87,13,7,20,25,1,4,17
"E00004506",133,59,8,51,74,12,8,7,17,2,10,18
"E00004507",104,31,12,19,73,2,21,18,8,8,3,13
"E00004508",150,61,32,29,89,3,20,16,32,1,1,16
"E00004509",122,34,16,18,88,4,14,14,17,3,14,22
"E00004510",128,45,8,37,83,3,11,13,19,3,5,29
"E00004511",144,42,13,29,102,3,15,10,33,2,10,29
"E00004512",120,46,21,25,74,7,11,8,30,0,11,7
"E00004513",102,32,14,18,70,1,11,12,11,7,10,18
"E00004514",116,32,9,23,84,1,20,9,22,5,8,19
"E00004515",121,40,7,33,81,3,15,10,34,1,6,12
"E00004516",133,34,15,19,99,2,9,14,25,5,7,37
"E00004517",109,40,17,23,69,2,4,10,19,2,11,21
"E00004518",116,48,19,29,68,10,8,13,21,3,0,13
"E00004519",112,35,13,22,77,5,11,25,13,3,7,13
"E00004520",140,82,5,77,58,9,2,13,19,4,4,7
"E00004521",127,46,18,28,81,4,10,6,34,0,1,26
"E00004522",117,63,5,58,54,0,8,3,26,0,1,16
"E00004523",244,113,11,102,131,12,9,8,49,2,22,29
"E00004524",216,118,27,91,98,2,9,7,51,0,4,25
"E00004525",119,58,12,46,61,8,2,3,17,1,6,24
"E00004526",125,73,36,37,52,2,12,6,8,2,8,14
"E00004527",102,60,20,40,42,3,4,1,22,0,0,12
"E00004528",170,103,25,78,67,3,2,4,29,2,10,17
"E00004529",207,91,6,85,116,3,4,6,56,1,14,32
"E00004530",141,94,15,79,47,0,1,2,24,0,6,14
"E00004531",119,39,9,30,80,4,5,14,26,4,6,21
"E00004532",168,77,5,72,91,4,6,11,41,1,6,22
"E00004534",114,49,12,37,65,23,3,10,15,0,8,6
"E00004535",124,67,9,58,57,0,2,7,44,0,1,3
"E00004536",138,57,7,50,81,0,12,3,58,0,0,8
"E00004537",85,39,12,27,46,6,5,8,17,1,1,8
"E00004538",103,62,23,39,41,8,4,4,9,0,3,13
"E00004539",79,46,9,37,33,3,0,2,19,1,1,7
"E00004540",156,67,39,28,89,11,15,13,16,4,7,23
"E00004541",113,61,9,52,52,7,2,15,16,2,5,5
"E00004542",178,74,17,57,104,13,14,11,45,4,4,13
"E00004543",126,66,5,61,60,4,4,4,33,1,1,13
"E00004544",98,27,12,15,71,4,8,16,8,4,9,22
"E00004545",199,84,21,63,115,11,5,26,33,10,11,19
"E00004546",143,85,25,60,58,3,14,3,26,1,1,10
"E00004547",164,81,17,64,83,2,11,8,27,6,8,21
"E00004548",138,83,19,64,55,4,6,4,34,0,0,7
"E00004549",124,42,11,31,82,15,6,15,23,4,4,15
"E00004550",146,50,9,41,96,10,10,6,27,5,9,29
"E00004551",208,85,2,83,123,4,4,10,72,5,6,22
"E00004552",126,45,11,34,81,8,10,12,15,4,11,21
"E00004553",113,47,7,40,66,7,2,11,20,4,10,12
"E00004554",217,94,7,87,123,2,6,4,80,1,3,27
"E00004555",127,42,18,24,85,10,8,12,23,8,7,17
"E00004556",143,73,23,50,70,8,4,9,22,2,10,15
"E00004557",121,80,23,57,41,8,3,7,22,1,0,0
"E00004558",142,66,13,53,76,3,15,1,29,1,8,19
"E00004559",153,63,20,43,90,1,12,16,23,5,5,28
"E00004560",121,71,24,47,50,5,9,8,12,2,6,8
"E00004561",128,61,8,53,67,0,3,4,34,3,2,21
"E00004562",123,50,17,33,73,11,4,7,22,0,4,25
"E00004563",195,67,13,54,128,11,5,14,33,5,16,44
"E00004564",118,32,1,31,86,4,5,6,30,2,2,37
"E00004565",145,81,56,25,64,13,8,6,8,4,13,12
"E00004566",140,68,17,51,72,5,6,12,28,2,7,12
"E00004567",128,25,10,15,103,17,6,14,14,10,16,26
"E00004568",157,55,10,45,102,8,7,8,36,2,8,33
"E00004569",161,76,17,59,85,6,9,11,30,2,5,22
"E00004570",131,29,17,12,102,6,20,18,27,4,2,25
"E00004571",151,47,14,33,104,5,8,13,46,2,6,24
"E00004572",160,39,7,32,121,10,4,18,45,2,4,38
"E00004573",149,58,14,44,91,8,7,15,30,1,5,25
"E00004574",143,32,11,21,111,0,13,21,29,3,2,43
"E00004575",184,81,7,74,103,4,6,12,63,2,5,11
"E00004576",140,35,6,29,105,19,17,19,23,2,7,18
"E00004577",124,41,18,23,83,8,8,11,27,2,8,19
"E00004578",154,75,6,69,79,7,1,10,47,1,3,10
"E00004579",105,33,7,26,72,7,8,14,22,1,5,15
"E00004580",151,58,6,52,93,9,6,15,45,0,3,15
