"GeographyCode","QS410EW0001","QS410EW0002","QS410EW0003","QS410EW0004","QS410EW0005"
"E01000842",1368,731,587,33,17
"E01000843",1678,623,715,42,298
"E01000844",1772,739,923,56,54
"E01000845",1444,695,662,56,31
"E01000846",1499,517,745,163,74
"E01000847",1684,611,873,129,71
"E01000848",1580,796,683,56,45
"E01000849",1569,747,754,33,35
"E01000850",1281,548,624,58,51
"E01000851",1645,613,858,65,109
"E01000852",976,436,465,27,48
"E01000853",1596,611,678,142,165
"E01000854",1643,459,874,265,45
"E01000855",1714,695,820,67,132
"E01000856",1645,434,867,257,87
"E01000857",1443,735,627,54,27
"E01000858",1861,518,1075,194,74
"E01000859",1586,839,682,51,14
"E01000860",1307,669,567,51,20
"E01000861",1574,515,887,100,72
"E01000862",1712,901,741,45,25
"E01000863",1383,552,732,58,41
"E01000864",1537,597,818,78,44
"E01000865",977,508,429,34,6
"E01000866",2030,755,1050,156,69
"E01000867",1608,480,813,187,128
"E01000868",1442,339,757,171,175
"E01000869",2098,762,1088,168,80
"E01000870",1693,635,885,129,44
"E01000871",1653,777,735,71,70
"E01000872",1896,586,1048,149,113
"E01000873",1639,757,820,41,21
"E01000874",1559,777,743,16,23
"E01000875",1646,612,870,72,92
"E01000876",1748,580,888,218,62
"E01000877",1546,611,844,42,49
"E01000878",1246,665,536,34,11
"E01000879",1305,634,618,21,32
"E01000880",1558,709,779,53,17
"E01000881",1451,519,778,68,86
"E01000882",1512,748,671,68,25
"E01000883",1319,560,662,66,31
"E01000884",1462,891,534,33,4
"E01000885",1410,849,521,31,9
"E01000886",1445,627,724,75,19
"E01000887",1478,631,768,58,21
"E01000888",1605,697,798,55,55
"E01000889",1670,483,938,201,48
"E01000890",1625,515,849,180,81
"E01000891",1534,385,793,215,141
"E01000892",1843,767,866,147,63
"E01000893",1566,865,626,59,16
"E01000894",1376,831,515,28,2
"E01000895",1629,816,745,49,19
"E01000896",1692,938,695,56,3
"E01000897",1595,877,699,9,10
"E01000898",1688,631,837,126,94
"E01000899",1606,1061,524,19,2
"E01000900",1795,657,926,156,56
"E01000901",1821,442,945,311,123
"E01000902",1451,420,698,270,63
"E01000903",1418,601,735,72,10
"E01000904",2120,673,1181,193,73
"E01000905",1965,552,931,310,172
"E01000906",1532,705,723,65,39
"E01000907",1430,558,768,71,33
"E01000908",1581,720,789,54,18
"E01000909",1614,851,709,45,9
"E01000910",1472,794,608,53,17
"E01000911",1549,614,790,120,25
"E01000912",1589,615,850,97,27
"E01000913",1702,1128,539,25,10
"E01000914",1753,858,730,97,68
"E01000915",1527,490,704,245,88
"E01000916",1718,618,858,165,77
"E01000917",1855,610,939,191,115
"E01000918",1885,680,933,156,116
"E01000919",1658,660,653,125,220
"E01000920",1921,795,929,142,55
"E01000921",1963,713,1108,106,36
"E01000922",1537,473,903,123,38
"E01000923",1436,597,777,55,7
"E01000924",1637,649,835,107,46
"E01000925",1552,449,783,269,51
"E01000926",1791,477,1099,103,112
"E01000927",1732,614,990,68,60
"E01000928",1620,618,823,132,47
"E01000929",1675,525,805,256,89
"E01000930",1910,746,867,144,153
"E01000931",1902,557,916,264,165
"E01000932",1825,740,965,75,45
"E01000933",1671,680,846,79,66
"E01000934",1542,499,724,146,173
"E01000935",1415,399,641,221,154
"E01000936",1360,357,708,179,116
"E01000937",943,278,469,121,75
"E01000938",1726,415,978,157,176
"E01000939",1197,263,563,235,136
"E01000940",1124,329,565,149,81
"E01000941",1203,362,599,168,74
"E01000942",1181,490,602,46,43
"E01000943",991,371,490,73,57
"E01000944",1899,382,1207,201,109
"E01000945",1493,384,741,245,123
"E01000946",1475,680,677,67,51
"E01000947",1925,557,1014,216,138
"E01000948",1708,838,710,104,56
"E01000949",1578,512,861,144,61
"E01000950",1431,328,722,228,153
"E01000951",1538,379,764,281,114
"E01000952",1728,432,972,241,83
"E01000953",1643,485,823,245,90
"E01000954",1656,415,794,300,147
"E01000955",1505,423,811,194,77
"E01000956",1532,349,834,233,116
"E01000957",1729,588,914,133,94
"E01000958",2108,552,1224,200,132
"E01000959",1670,486,895,174,115
"E01000960",1774,696,775,126,177
"E01000961",1591,584,731,205,71
"E01000962",1592,630,883,64,15
"E01000963",1864,855,932,60,17
"E01000964",1577,626,835,84,32
"E01000965",1522,642,727,110,43
"E01000966",1508,692,751,53,12
"E01000967",1409,778,555,57,19
"E01000968",1504,674,748,46,36
"E01000969",2032,1001,909,78,44
"E01000970",1444,669,686,28,61
"E01000971",1478,632,760,42,44
"E01000972",2009,642,1088,186,93
"E01000973",1883,688,970,170,55
"E01000974",1702,560,959,99,84
