"GeographyCode","KS603EW0001","KS603EW0002","KS603EW0003","KS603EW0004","KS603EW0005","KS603EW0006","KS603EW0007","KS603EW0008","KS603EW0009","KS603EW0010","KS603EW0011","KS603EW0012","KS603EW0013","KS603EW0014","KS603EW0015","KS603EW0016","KS603EW0017","KS603EW0018","KS603EW0019","KS603EW0020","KS603EW0021","KS603EW0022","KS603EW0023","KS603EW0024","KS603EW0025","KS603EW0026","KS603EW0027","KS603EW0028","KS603EW0029"
"E01000842",616,41,246,101,17,13,64,55,45,10,24,2,5,2,6,6.65584415584416,39.9350649350649,16.3961038961039,2.75974025974026,2.11038961038961,10.3896103896104,8.92857142857143,7.30519480519481,1.62337662337662,3.8961038961039,0.324675324675325,0.811688311688312,0.324675324675325,0.974025974025974
"E01000843",698,60,279,101,37,17,41,47,70,17,29,8,4,9,15,8.59598853868195,39.9713467048711,14.4699140401146,5.30085959885387,2.43553008595989,5.87392550143267,6.73352435530086,10.0286532951289,2.43553008595989,4.15472779369628,1.14613180515759,0.573065902578797,1.28939828080229,2.14899713467049
"E01000844",710,48,336,102,20,9,51,34,69,21,20,0,4,1,7,6.76056338028169,47.3239436619718,14.3661971830986,2.8169014084507,1.26760563380282,7.1830985915493,4.7887323943662,9.71830985915493,2.95774647887324,2.8169014084507,0,0.563380281690141,0.140845070422535,0.985915492957746
"E01000845",621,49,260,92,14,16,56,55,45,18,16,2,1,2,4,7.89049919484702,41.8679549114332,14.8148148148148,2.25442834138486,2.57648953301127,9.01771336553945,8.85668276972625,7.2463768115942,2.89855072463768,2.57648953301127,0.322061191626409,0.161030595813205,0.322061191626409,0.644122383252818
"E01000846",543,79,133,48,35,18,52,51,78,22,27,5,7,9,12,14.548802946593,24.4935543278085,8.83977900552486,6.44567219152855,3.31491712707182,9.57642725598527,9.39226519337017,14.3646408839779,4.05156537753223,4.97237569060773,0.920810313075507,1.28913443830571,1.65745856353591,2.20994475138122
"E01000847",596,62,158,76,31,15,45,61,90,28,30,9,3,10,12,10.4026845637584,26.510067114094,12.751677852349,5.2013422818792,2.51677852348993,7.5503355704698,10.2348993288591,15.1006711409396,4.69798657718121,5.03355704697987,1.51006711409396,0.503355704697987,1.67785234899329,2.01342281879195
"E01000848",648,65,306,112,18,5,44,26,45,7,20,2,3,0,8,10.0308641975309,47.2222222222222,17.2839506172839,2.77777777777778,0.771604938271605,6.79012345679012,4.01234567901235,6.94444444444444,1.08024691358025,3.08641975308642,0.308641975308642,0.462962962962963,0,1.23456790123457
"E01000849",674,66,317,93,13,21,51,41,40,16,16,2,4,2,1,9.79228486646884,47.0326409495549,13.7982195845697,1.92878338278932,3.11572700296736,7.56676557863502,6.08308605341246,5.93471810089021,2.37388724035608,2.37388724035608,0.29673590504451,0.593471810089021,0.29673590504451,0.148367952522255
"E01000850",701,45,257,53,12,32,25,223,20,22,12,1,4,2,5,6.41940085592011,36.6619115549215,7.56062767475036,1.71184022824536,4.56490727532097,3.56633380884451,31.811697574893,2.85306704707561,3.13837375178317,1.71184022824536,0.14265335235378,0.570613409415121,0.285306704707561,0.713266761768902
"E01000851",974,50,215,74,18,79,27,462,24,6,19,2,3,5,6,5.13347022587269,22.0739219712526,7.59753593429158,1.84804928131417,8.11088295687885,2.77207392197125,47.4332648870637,2.46406570841889,0.616016427104723,1.95071868583162,0.205338809034908,0.308008213552361,0.513347022587269,0.616016427104723
"E01000852",794,37,103,25,11,88,38,450,11,16,15,0,4,2,7,4.65994962216625,12.9722921914358,3.14861460957179,1.38539042821159,11.0831234256927,4.78589420654912,56.6750629722922,1.38539042821159,2.01511335012594,1.88916876574307,0,0.503778337531486,0.251889168765743,0.881612090680101
"E01000853",608,72,189,40,21,24,85,101,32,27,17,2,2,5,11,11.8421052631579,31.0855263157895,6.57894736842105,3.45394736842105,3.94736842105263,13.9802631578947,16.6118421052632,5.26315789473684,4.44078947368421,2.79605263157895,0.328947368421053,0.328947368421053,0.822368421052632,1.80921052631579
"E01000854",661,56,153,48,23,46,45,202,37,25,26,2,7,9,3,8.47201210287443,23.1467473524962,7.26172465960666,3.47957639939486,6.95915279878971,6.80786686838124,30.5597579425113,5.59757942511346,3.7821482602118,3.93343419062027,0.302571860816944,1.0590015128593,1.36157337367625,0.453857791225416
"E01000855",810,48,374,72,14,31,76,135,22,17,21,1,4,2,6,5.92592592592593,46.1728395061728,8.88888888888889,1.72839506172839,3.82716049382716,9.38271604938272,16.6666666666667,2.71604938271605,2.09876543209877,2.59259259259259,0.123456790123457,0.493827160493827,0.246913580246914,0.740740740740741
"E01000856",644,81,187,46,50,28,38,79,62,43,30,9,4,18,22,12.5776397515528,29.0372670807453,7.14285714285714,7.7639751552795,4.34782608695652,5.90062111801242,12.2670807453416,9.62732919254658,6.67701863354037,4.6583850931677,1.39751552795031,0.62111801242236,2.79503105590062,3.41614906832298
"E01000857",574,49,212,96,8,6,64,36,52,32,19,0,1,1,1,8.53658536585366,36.9337979094077,16.7247386759582,1.39372822299652,1.04529616724739,11.1498257839721,6.27177700348432,9.05923344947735,5.57491289198606,3.31010452961672,0,0.174216027874564,0.174216027874564,0.174216027874564
