"GeographyCode","QS412EW0001","QS412EW0002","QS412EW0003","QS412EW0004","QS412EW0005","QS412EW0006"
"E00004470",140,16,33,71,16,4
"E00004471",117,9,31,70,7,0
"E00004472",156,20,37,77,15,7
"E00004473",124,30,28,56,9,1
"E00004474",142,22,48,55,14,3
"E00004475",123,10,31,63,18,1
"E00004476",134,17,20,69,20,8
"E00004477",163,7,44,90,19,3
"E00004478",220,10,38,151,18,3
"E00004479",141,8,46,64,22,1
"E00004480",116,13,49,48,5,1
"E00004481",133,23,29,62,17,2
"E00004482",121,28,46,44,3,0
"E00004483",114,36,21,49,6,2
"E00004484",112,27,37,41,7,0
"E00004485",123,20,40,54,8,1
"E00004486",116,45,40,21,9,1
"E00004487",112,7,22,72,10,1
"E00004488",82,20,15,39,8,0
"E00004489",120,23,37,49,10,1
"E00004490",94,18,16,45,12,3
"E00004491",149,21,27,85,14,2
"E00004492",128,79,29,18,0,2
"E00004493",118,4,12,89,12,1
"E00004494",182,53,53,71,4,1
"E00004495",126,46,50,25,5,0
"E00004496",151,61,52,31,7,0
"E00004497",117,6,9,79,20,3
"E00004498",145,16,40,63,24,2
"E00004499",135,86,23,20,4,2
"E00004500",131,0,2,114,15,0
"E00004501",76,2,12,59,3,0
"E00004502",120,8,25,62,24,1
"E00004503",132,17,28,81,6,0
"E00004504",117,78,26,10,3,0
"E00004505",124,23,24,69,8,0
"E00004506",133,17,34,71,10,1
"E00004507",104,50,30,20,4,0
"E00004508",150,52,41,51,6,0
"E00004509",122,50,23,39,9,1
"E00004510",128,36,31,56,3,2
"E00004511",144,50,32,54,8,0
"E00004512",120,6,46,55,9,4
"E00004513",102,40,24,34,3,1
"E00004514",116,49,19,42,5,1
"E00004515",121,17,35,60,8,1
"E00004516",133,43,42,41,7,0
"E00004517",109,24,22,52,11,0
"E00004518",116,11,29,65,11,0
"E00004519",112,32,33,38,8,1
"E00004520",140,2,16,106,13,3
"E00004521",127,15,52,56,4,0
"E00004522",117,7,40,60,8,2
"E00004523",244,8,57,139,16,24
"E00004524",216,25,66,113,9,3
"E00004525",119,9,24,66,15,5
"E00004526",125,7,35,71,7,5
"E00004527",102,4,12,73,13,0
"E00004528",170,7,25,111,7,20
"E00004529",207,13,62,108,10,14
"E00004530",141,11,28,86,13,3
"E00004531",119,2,26,71,14,6
"E00004532",168,19,39,98,12,0
"E00004534",114,6,14,73,20,1
"E00004535",124,5,25,82,12,0
"E00004536",138,9,32,81,16,0
"E00004537",85,8,27,41,9,0
"E00004538",103,3,23,61,13,3
"E00004539",79,4,16,51,7,1
"E00004540",156,10,35,87,19,5
"E00004541",113,0,18,85,9,1
"E00004542",178,7,40,100,30,1
"E00004543",126,7,28,80,10,1
"E00004544",98,8,25,41,18,6
"E00004545",199,1,42,122,28,6
"E00004546",143,3,39,88,10,3
"E00004547",164,18,43,84,16,3
"E00004548",138,15,36,77,7,3
"E00004549",124,3,25,64,27,5
"E00004550",146,6,36,72,23,9
"E00004551",208,11,58,123,15,1
"E00004552",126,16,35,53,18,4
"E00004553",113,1,29,64,19,0
"E00004554",217,17,66,109,20,5
"E00004555",127,6,24,70,22,5
"E00004556",143,10,29,75,25,4
"E00004557",121,0,1,97,21,2
"E00004558",142,9,54,70,7,2
"E00004559",153,16,35,78,16,8
"E00004560",121,3,19,81,14,4
"E00004561",128,6,22,77,16,7
"E00004562",123,11,27,67,15,3
"E00004563",195,32,57,73,28,5
"E00004564",118,12,18,74,13,1
"E00004565",145,5,22,98,19,1
"E00004566",140,18,33,74,13,2
"E00004567",128,17,34,54,19,4
"E00004568",157,15,31,89,15,7
"E00004569",161,30,43,77,10,1
"E00004570",131,22,50,45,13,1
"E00004571",151,21,40,76,14,0
"E00004572",160,3,57,78,20,2
"E00004573",149,18,53,66,10,2
"E00004574",143,19,48,57,18,1
"E00004575",184,13,20,135,16,0
"E00004576",140,14,37,61,26,2
"E00004577",124,22,37,52,11,2
"E00004578",154,4,24,111,14,1
"E00004579",105,18,26,48,12,1
"E00004580",151,5,30,100,15,1
"E00004581",101,12,37,42,10,0
"E00004582",127,24,29,67,5,2
"E00004583",142,30,30,68,12,2
"E00004584",171,19,24,106,22,0
"E00004585",134,12,40,66,15,1
"E00004586",116,23,30,54,7,2
"E00004587",121,14,28,63,13,3
"E00004588",154,21,35,84,12,2
"E00004589",125,30,40,49,5,1
"E00004590",99,14,25,51,7,2
"E00004591",112,16,26,57,13,0
"E00004592",99,17,28,46,7,1
"E00004593",229,21,40,139,25,4
"E00004594",124,7,23,69,20,5
"E00004595",104,20,29,47,7,1
"E00004596",108,16,46,39,7,0
"E00004597",214,12,31,124,30,17
"E00004598",106,18,21,56,10,1
"E00004599",161,19,30,97,14,1
"E00004600",124,12,32,51,25,4
"E00004601",117,21,37,42,17,0
"E00004602",115,14,44,53,3,1
"E00004603",131,23,25,64,15,4
"E00004604",136,9,21,88,15,3
"E00004605",113,9,31,47,19,7
"E00004606",169,23,36,92,17,1
"E00004607",132,1,15,104,11,1
"E00004608",133,17,35,53,23,5
"E00004609",221,9,42,148,20,2
"E00004610",123,8,34,66,13,2
"E00004611",157,0,3,142,11,1
"E00004612",142,4,17,88,28,5
"E00004613",125,7,21,76,15,6
"E00004614",224,16,37,125,35,11
"E00004615",102,19,26,39,12,6
"E00004616",133,17,38,70,8,0
"E00004617",114,3,41,61,9,0
"E00004618",125,16,32,64,11,2
"E00004619",123,8,19,76,18,2
"E00004620",141,2,29,86,21,3
"E00004621",133,15,29,77,8,4
"E00004622",209,32,49,110,16,2
"E00004623",151,22,40,70,16,3
"E00004624",120,30,40,43,7,0
"E00004625",172,10,35,97,26,4
"E00004626",235,8,32,164,27,4
"E00004627",98,6,12,63,14,3
"E00004628",91,0,21,42,25,3
"E00004629",117,14,33,64,5,1
"E00004630",104,15,27,52,10,0
"E00004631",130,23,18,79,10,0
"E00004632",95,2,17,51,21,4
"E00004633",102,10,18,57,13,4
"E00004634",145,15,48,63,19,0
"E00004635",125,7,17,73,21,7
"E00004636",113,9,22,59,20,3
"E00004637",121,7,13,81,18,2
"E00004638",158,7,42,90,14,5
"E00004639",96,5,19,51,16,5
"E00004640",146,9,40,76,19,2
"E00004641",125,20,28,49,25,3
"E00004642",130,13,25,57,26,9
"E00004643",186,17,38,109,19,3
"E00004644",132,24,31,56,20,1
"E00004645",111,1,16,80,12,2
"E00004646",110,4,23,55,22,6
"E00004647",168,8,25,104,19,12
"E00004649",129,5,26,86,11,1
"E00004650",208,9,27,151,18,3
"E00004651",106,0,2,89,14,1
"E00004652",133,5,21,91,15,1
"E00004653",113,0,20,83,7,3
"E00004654",100,0,6,83,9,2
"E00004655",125,18,24,57,19,7
"E00004656",233,5,20,190,18,0
"E00004658",114,15,27,48,20,4
"E00004659",165,7,15,99,24,20
"E00004660",128,9,20,78,17,4
"E00004661",129,5,15,76,26,7
"E00004662",144,3,14,102,21,4
"E00004663",118,7,25,55,25,6
"E00004664",147,10,35,74,26,2
"E00004665",117,7,18,64,26,2
"E00004666",178,6,10,133,24,5
"E00004667",126,3,40,72,11,0
"E00004668",84,7,17,48,10,2
"E00004669",105,15,12,55,19,4
"E00004670",109,2,18,70,15,4
"E00004671",170,10,33,96,26,5
"E00004672",120,6,30,71,11,2
"E00004673",126,2,23,72,22,7
"E00004674",102,7,18,54,18,5
"E00004675",105,6,17,59,22,1
"E00004676",118,8,25,74,9,2
"E00004677",112,11,31,49,14,7
"E00004678",127,9,21,73,18,6
"E00004679",102,2,7,75,16,2
"E00004680",126,4,25,87,8,2
"E00004681",133,23,34,53,13,10
"E00004682",64,5,14,28,12,5
"E00004683",68,6,9,42,9,2
"E00004684",132,7,22,85,15,3
"E00004685",122,11,25,60,22,4
"E00004686",123,7,38,53,17,8
"E00004687",116,58,18,32,7,1
"E00004688",174,5,42,81,33,13
"E00004689",116,15,34,44,18,5
"E00004690",109,12,48,36,10,3
"E00004691",151,26,49,62,12,2
"E00004692",141,16,26,54,24,21
"E00004693",138,15,36,52,24,11
"E00004694",108,6,23,66,10,3
"E00004695",179,21,25,102,24,7
"E00004696",126,6,23,60,26,11
"E00004697",135,10,30,67,20,8
"E00004699",69,2,12,42,6,7
"E00004700",111,20,18,54,13,6
"E00004701",147,10,22,104,10,1
"E00004702",125,0,23,77,15,10
"E00004703",143,11,38,79,13,2
"E00004704",162,17,23,92,20,10
"E00004705",161,21,44,80,15,1
"E00004706",198,17,40,104,24,13
"E00004707",228,16,33,141,23,15
"E00004708",118,12,18,78,8,2
"E00004709",152,16,47,62,21,6
"E00004710",131,12,33,68,8,10
"E00004711",142,15,43,69,13,2
"E00004712",157,59,37,58,3,0
"E00004713",93,4,26,54,9,0
"E00004714",141,20,49,64,7,1
"E00004715",145,0,31,96,18,0
"E00004716",127,4,23,70,24,6
"E00004717",72,3,19,39,10,1
"E00004718",119,8,13,67,26,5
"E00004719",179,10,40,91,33,5
"E00004720",118,4,20,79,14,1
"E00004721",133,7,18,72,30,6
"E00004722",107,9,22,51,20,5
"E00004723",114,10,18,69,17,0
"E00004724",126,7,21,68,19,11
"E00004725",126,13,25,50,29,9
"E00004726",117,4,25,73,13,2
"E00004727",125,8,21,69,22,5
"E00004728",199,7,45,99,42,6
"E00004729",101,5,16,57,20,3
"E00004730",77,8,17,43,8,1
"E00004731",158,7,42,89,18,2
"E00004732",124,17,25,51,24,7
"E00004733",131,6,22,84,18,1
"E00004734",109,17,32,34,20,6
"E00004735",136,1,35,83,14,3
"E00004736",130,4,26,76,21,3
"E00004738",113,20,52,35,6,0
"E00004739",131,6,60,52,11,2
"E00004740",99,4,33,32,22,8
"E00004741",132,8,30,69,22,3
"E00004742",185,5,39,106,25,10
"E00004743",136,25,37,47,22,5
"E00004744",126,16,33,60,16,1
"E00004745",127,16,22,64,20,5
"E00004746",152,1,32,87,31,1
"E00004747",132,6,35,72,14,5
"E00004748",151,12,44,74,19,2
"E00004749",178,24,34,72,35,13
"E00004750",144,10,36,75,22,1
"E00004751",147,11,33,93,8,2
"E00004752",127,12,48,49,15,3
"E00004753",125,17,24,60,19,5
"E00004754",134,7,29,72,24,2
"E00004755",111,10,15,54,25,7
"E00004756",112,0,20,63,25,4
"E00004757",116,12,31,50,20,3
"E00004758",80,1,22,29,23,5
"E00004759",104,1,15,68,15,5
"E00004760",104,3,15,61,24,1
"E00004761",136,9,16,70,28,13
"E00004762",133,17,19,76,18,3
"E00004763",110,0,16,67,20,7
"E00004764",93,18,13,51,9,2
"E00004765",102,3,13,56,21,9
"E00004766",121,14,39,57,11,0
"E00004767",142,23,50,61,7,1
"E00004768",99,10,50,36,3,0
"E00004769",151,22,43,75,11,0
"E00004770",91,26,39,26,0,0
"E00004771",117,61,38,17,1,0
"E00004772",124,35,45,38,6,0
"E00004773",133,17,40,73,2,1
"E00004774",108,5,38,60,5,0
"E00004775",113,23,50,36,3,1
"E00004776",138,13,38,75,10,2
"E00004777",115,5,29,53,23,5
"E00004778",105,26,44,32,2,1
"E00004779",142,47,56,34,4,1
"E00004780",124,17,56,44,6,1
"E00004781",134,21,34,56,19,4
"E00004782",114,46,48,20,0,0
"E00004783",124,34,43,35,8,4
"E00004784",121,35,44,36,5,1
"E00004785",123,10,42,53,17,1
"E00004786",107,11,36,51,9,0
"E00004787",145,20,45,69,9,2
"E00004788",125,12,31,73,8,1
"E00004789",87,1,9,43,27,7
"E00004790",130,23,28,70,9,0
"E00004791",106,12,37,46,11,0
"E00004792",117,30,36,45,4,2
"E00004793",121,27,43,48,3,0
"E00004794",198,58,65,53,20,2
"E00004795",101,14,35,46,6,0
"E00004796",132,13,45,66,8,0
"E00004797",143,11,27,71,28,6
"E00004798",111,19,44,44,4,0
"E00004799",142,11,46,69,15,1
"E00004801",133,17,47,63,6,0
"E00004802",108,9,35,56,8,0
"E00004803",82,3,21,49,7,2
"E00004804",113,12,38,53,8,2
"E00004805",96,9,18,39,24,6
"E00004806",124,9,36,71,8,0
"E00004807",109,12,20,64,12,1
"E00004808",93,27,25,31,9,1
"E00004809",117,38,39,35,5,0
"E00004810",126,34,44,41,7,0
"E00004811",122,14,55,48,4,1
"E00004812",160,10,45,85,16,4
"E00004813",174,38,43,87,4,2
"E00004814",124,11,35,73,5,0
"E00004815",242,25,40,152,20,5
"E00004816",131,27,18,77,7,2
"E00004817",112,37,25,42,8,0
"E00004818",138,6,19,105,8,0
"E00004819",138,56,31,41,10,0
"E00004820",136,21,37,74,3,1
"E00004821",109,14,20,65,10,0
"E00004822",130,51,37,29,10,3
"E00004823",180,18,42,93,20,7
"E00004824",130,3,36,82,8,1
"E00004825",110,7,33,66,3,1
"E00004826",125,6,45,64,8,2
"E00004827",168,7,23,111,21,6
"E00004828",133,18,22,75,17,1
"E00004829",109,14,15,73,7,0
"E00004830",139,21,29,78,10,1
"E00004831",117,5,11,75,24,2
"E00004832",147,8,37,81,18,3
"E00004833",156,8,39,89,20,0
"E00004834",185,18,44,94,23,6
"E00004835",167,11,31,104,19,2
"E00004836",171,12,42,92,24,1
"E00004837",191,10,41,116,23,1
"E00004838",131,17,23,71,16,4
"E00004839",178,10,49,105,9,5
"E00004840",117,6,28,69,13,1
"E00004841",133,9,42,71,9,2
"E00004842",116,15,30,59,9,3
"E00004843",110,14,43,49,4,0
"E00004844",139,7,43,79,8,2
"E00004845",131,18,29,74,8,2
"E00004846",127,19,38,53,15,2
"E00004847",137,1,33,91,12,0
"E00004848",159,26,38,87,5,3
"E00004849",138,31,70,34,3,0
"E00004850",203,21,92,72,16,2
"E00004851",95,4,34,52,5,0
"E00004852",138,30,36,58,13,1
"E00004853",144,11,36,84,13,0
"E00174649",108,25,24,51,6,2
"E00174650",92,1,18,65,6,2
"E00174651",81,10,19,41,11,0
"E00174652",84,2,38,33,9,2
"E00174653",105,29,22,34,14,6
"E00174654",98,9,26,42,19,2
"E00174655",160,3,73,71,13,0
"E00174656",115,14,26,67,7,1
"E00174657",100,18,37,34,8,3
"E00174658",80,7,36,34,3,0
"E00174659",161,8,27,95,25,6
"E00174660",51,6,14,24,6,1
"E00174661",84,7,17,35,17,8
"E00174662",90,3,11,73,1,2
"E00174663",111,13,17,75,6,0
"E00174664",100,14,10,73,2,1
"E00174665",113,6,20,65,18,4
"E00174666",80,2,15,57,6,0
"E00174667",87,12,19,43,10,3
"E00174668",108,14,18,54,16,6
"E00174669",125,1,25,68,27,4
"E00174670",107,14,31,44,16,2
"E00174671",87,12,28,42,5,0
"E00174672",141,1,16,104,18,2
"E00174673",91,0,0,84,5,2
"E00174674",88,2,23,54,9,0
"E00174675",117,11,34,61,8,3
"E00174676",152,4,18,115,15,0
"E00174677",160,12,55,80,12,1
"E00174678",113,6,46,54,6,1
"E00174679",49,0,2,45,2,0
"E00174680",91,2,23,43,19,4
