"GeographyCode","QS413EW0001","QS413EW0002","QS413EW0003","QS413EW0004","QS413EW0005"
"E00004452",143,17,76,24,26
"E00004453",144,33,57,25,29
"E00004454",189,35,74,34,46
"E00004455",123,17,40,29,37
"E00004456",124,28,49,21,26
"E00004457",117,30,58,21,8
"E00004458",182,34,85,35,28
"E00004459",154,18,78,17,41
"E00004460",100,13,53,11,23
"E00004461",131,13,52,27,39
"E00004462",114,23,63,11,17
"E00004463",139,13,65,17,44
"E00004464",89,3,72,0,14
"E00004465",166,28,81,27,30
"E00004466",121,16,64,8,33
"E00004467",133,16,71,15,31
"E00004468",143,22,58,24,39
"E00004469",122,31,70,12,9
"E00004470",140,24,80,11,25
"E00004471",117,28,46,13,30
"E00004472",156,32,73,15,36
"E00004473",124,34,68,5,17
"E00004474",142,20,77,27,18
"E00004475",123,21,57,19,26
"E00004476",134,16,64,17,37
"E00004477",163,29,85,14,35
"E00004478",220,22,133,17,48
"E00004479",141,32,63,12,34
"E00004480",116,38,52,10,16
"E00004481",133,21,71,19,22
"E00004482",121,31,64,15,11
"E00004483",114,11,69,12,22
"E00004484",112,19,61,17,15
"E00004485",123,23,64,13,23
"E00004486",116,38,56,9,13
"E00004487",112,11,72,13,16
"E00004488",82,17,38,15,12
"E00004489",120,26,55,20,19
"E00004490",94,20,40,14,20
"E00004491",149,23,88,15,23
"E00004492",128,50,58,13,7
"E00004493",118,9,63,8,38
"E00004494",182,55,86,17,24
"E00004495",126,49,59,11,7
"E00004496",151,48,76,14,13
"E00004497",117,6,58,14,39
"E00004498",145,32,57,20,36
"E00004499",135,43,69,14,9
"E00004500",131,1,100,0,30
"E00004501",76,10,47,1,18
"E00004502",120,20,56,17,27
"E00004503",132,27,80,10,15
"E00004504",117,39,61,15,2
"E00004505",124,16,76,18,14
"E00004506",133,25,70,15,23
"E00004507",104,31,56,14,3
"E00004508",150,45,75,14,16
"E00004509",122,34,55,23,10
"E00004510",128,33,67,16,12
"E00004511",144,25,87,12,20
"E00004512",120,27,60,9,24
"E00004513",102,23,63,8,8
"E00004514",116,29,57,11,19
"E00004515",121,20,63,7,31
"E00004516",133,25,78,16,14
"E00004517",109,20,57,17,15
"E00004518",116,13,66,15,22
"E00004519",112,25,49,18,20
"E00004520",140,7,91,7,35
"E00004521",127,32,69,12,14
"E00004522",117,27,70,6,14
"E00004523",244,32,141,19,52
"E00004524",216,50,130,14,22
"E00004525",119,19,66,17,17
"E00004526",125,20,83,8,14
"E00004527",102,7,68,4,23
"E00004528",170,20,106,2,42
"E00004529",207,35,110,20,42
"E00004530",141,29,84,10,18
"E00004531",119,14,53,19,33
"E00004532",168,24,100,15,29
"E00004534",114,12,56,14,32
"E00004535",124,16,76,7,25
"E00004536",138,22,72,7,37
"E00004537",85,12,55,7,11
"E00004538",103,17,58,14,14
"E00004539",79,14,42,4,19
"E00004540",156,22,83,19,32
"E00004541",113,13,57,18,25
"E00004542",178,23,102,12,41
"E00004543",126,18,79,5,24
"E00004544",98,18,33,19,28
"E00004545",199,33,84,21,61
"E00004546",143,28,86,4,25
"E00004547",164,41,79,10,34
"E00004548",138,30,84,2,22
"E00004549",124,18,59,13,34
"E00004550",146,18,69,19,40
"E00004551",208,26,129,14,39
"E00004552",126,25,56,14,31
"E00004553",113,16,54,16,27
"E00004554",217,49,115,14,39
"E00004555",127,15,59,18,35
"E00004556",143,29,68,13,33
"E00004557",121,0,81,2,38
"E00004558",142,33,75,11,23
"E00004559",153,21,78,20,34
"E00004560",121,9,78,9,25
"E00004561",128,8,80,8,32
"E00004562",123,22,62,16,23
"E00004563",195,34,96,29,36
"E00004564",118,13,66,19,20
"E00004565",145,12,90,16,27
"E00004566",140,32,72,8,28
"E00004567",128,22,54,22,30
"E00004568",157,25,79,17,36
"E00004569",161,43,82,19,17
"E00004570",131,33,53,18,27
"E00004571",151,30,69,20,32
"E00004572",160,24,77,31,28
"E00004573",149,35,78,16,20
"E00004574",143,21,72,19,31
"E00004575",184,10,111,7,56
"E00004576",140,20,70,22,28
"E00004577",124,29,58,18,19
"E00004578",154,10,94,10,40
"E00004579",105,21,48,15,21
"E00004580",151,17,82,18,34
"E00004581",101,19,52,13,17
"E00004582",127,27,61,19,20
"E00004583",142,34,65,19,24
"E00004584",171,19,92,23,37
"E00004585",134,24,70,11,29
"E00004586",116,25,62,8,21
"E00004587",121,18,66,17,20
"E00004588",154,25,80,12,37
"E00004589",125,31,65,19,10
"E00004590",99,18,54,8,19
"E00004591",112,16,60,14,22
"E00004592",99,20,57,6,16
"E00004593",229,31,112,25,61
"E00004594",124,16,58,10,40
"E00004595",104,18,56,14,16
"E00004596",108,36,44,18,10
"E00004597",214,21,122,31,40
"E00004598",106,21,52,8,25
"E00004599",161,14,103,10,34
"E00004600",124,25,47,22,30
"E00004601",117,38,39,17,23
"E00004602",115,14,77,7,17
"E00004603",131,28,53,19,31
"E00004604",136,15,81,8,32
"E00004605",113,20,50,16,27
"E00004606",169,26,86,25,32
"E00004607",132,11,91,5,25
"E00004608",133,22,60,17,34
"E00004609",221,29,131,18,43
"E00004610",123,23,67,9,24
"E00004611",157,3,137,3,14
"E00004612",142,12,75,8,47
"E00004613",125,16,68,9,32
"E00004614",224,23,112,17,72
"E00004615",102,26,46,7,23
"E00004616",133,19,81,12,21
"E00004617",114,24,55,9,26
"E00004618",125,27,61,12,25
"E00004619",123,11,75,14,23
"E00004620",141,15,76,11,39
"E00004621",133,17,76,11,29
"E00004622",209,41,111,19,38
"E00004623",151,36,65,20,30
"E00004624",120,34,56,11,19
"E00004625",172,22,98,17,35
"E00004626",235,23,138,14,60
"E00004627",98,12,52,6,28
"E00004628",91,16,23,16,36
"E00004629",117,20,65,9,23
"E00004630",104,24,48,5,27
"E00004631",130,18,84,10,18
"E00004632",95,15,33,13,34
"E00004633",102,13,51,15,23
"E00004634",145,32,70,16,27
"E00004635",125,15,52,17,41
"E00004636",113,18,50,15,30
"E00004637",121,9,75,10,27
"E00004638",158,33,84,15,26
"E00004639",96,18,41,8,29
"E00004640",146,27,69,16,34
"E00004641",125,23,42,30,30
"E00004642",130,26,41,21,42
"E00004643",186,33,98,10,45
"E00004644",132,24,59,21,28
"E00004645",111,17,63,6,25
"E00004646",110,18,45,9,38
"E00004647",168,20,84,20,44
"E00004649",129,19,78,6,26
"E00004650",208,25,138,13,32
"E00004651",106,0,67,2,37
"E00004652",133,16,74,12,31
"E00004653",113,16,80,3,14
"E00004654",100,5,73,2,20
"E00004655",125,20,62,9,34
"E00004656",233,14,139,18,62
"E00004658",114,24,50,10,30
"E00004659",165,10,79,18,58
"E00004660",128,15,55,32,26
"E00004661",129,13,72,12,32
"E00004662",144,11,86,14,33
"E00004663",118,13,51,22,32
"E00004664",147,17,82,20,28
"E00004665",117,9,69,12,27
"E00004666",178,8,120,5,45
"E00004667",126,30,70,9,17
"E00004668",84,11,50,10,13
"E00004669",105,13,48,11,33
"E00004670",109,7,60,15,27
"E00004671",170,13,91,35,31
"E00004672",120,18,68,10,24
"E00004673",126,16,59,15,36
"E00004674",102,12,49,9,32
"E00004675",105,16,53,12,24
"E00004676",118,24,67,5,22
"E00004677",112,21,48,14,29
"E00004678",127,18,65,13,31
"E00004679",102,3,62,6,31
"E00004680",126,20,80,4,22
"E00004681",133,27,60,8,38
"E00004682",64,13,26,5,20
"E00004683",68,7,33,13,15
"E00004684",132,9,70,17,36
"E00004685",122,22,55,15,30
"E00004686",123,31,44,19,29
"E00004687",116,40,57,6,13
"E00004688",174,31,71,16,56
"E00004689",116,24,47,17,28
"E00004690",109,39,48,6,16
"E00004691",151,17,95,17,22
"E00004692",141,9,76,10,46
"E00004693",138,15,65,18,40
"E00004694",108,17,55,8,28
"E00004695",179,24,80,33,42
"E00004696",126,16,57,10,43
"E00004697",135,23,66,12,34
"E00004699",69,6,39,10,14
"E00004700",111,17,62,9,23
"E00004701",147,14,91,22,20
"E00004702",125,13,68,10,34
"E00004703",143,26,77,11,29
"E00004704",162,26,82,18,36
"E00004705",161,24,85,11,41
"E00004706",198,19,119,16,44
"E00004707",228,24,130,15,59
"E00004708",118,15,72,6,25
"E00004709",152,29,73,17,33
"E00004710",131,13,73,14,31
"E00004711",142,27,74,15,26
"E00004712",157,47,87,13,10
"E00004713",93,14,55,6,18
"E00004714",141,34,80,13,14
"E00004715",145,19,77,13,36
"E00004716",127,18,52,18,39
"E00004717",72,9,32,12,19
"E00004718",119,6,60,16,37
"E00004719",179,28,82,21,48
"E00004720",118,14,65,13,26
"E00004721",133,14,63,18,38
"E00004722",107,15,47,13,32
"E00004723",114,14,61,13,26
"E00004724",126,15,59,11,41
"E00004725",126,20,43,21,42
"E00004726",117,18,65,12,22
"E00004727",125,13,69,10,33
"E00004728",199,26,81,29,63
"E00004729",101,13,44,20,24
"E00004730",77,13,45,6,13
"E00004731",158,27,83,15,33
"E00004732",124,11,50,25,38
"E00004733",131,16,65,14,36
"E00004734",109,27,33,18,31
"E00004735",136,31,58,20,27
"E00004736",130,15,74,11,30
"E00004738",113,32,56,12,13
"E00004739",131,24,75,13,19
"E00004740",99,12,35,27,25
"E00004741",132,18,60,20,34
"E00004742",185,22,82,43,38
"E00004743",136,23,68,23,22
"E00004744",126,19,62,21,24
"E00004745",127,17,72,8,30
"E00004746",152,25,74,17,36
"E00004747",132,23,59,24,26
"E00004748",151,37,72,13,29
"E00004749",178,25,74,28,51
"E00004750",144,7,89,18,30
"E00004751",147,30,90,6,21
"E00004752",127,27,54,24,22
"E00004753",125,20,62,17,26
"E00004754",134,15,70,19,30
"E00004755",111,8,54,9,40
"E00004756",112,12,54,10,36
"E00004757",116,26,37,22,31
"E00004758",80,13,26,17,24
"E00004759",104,10,50,10,34
"E00004760",104,11,59,10,24
"E00004761",136,14,53,23,46
"E00004762",133,21,75,11,26
"E00004763",110,11,46,8,45
"E00004764",93,14,49,10,20
"E00004765",102,10,48,10,34
"E00004766",121,33,47,17,24
"E00004767",142,30,70,17,25
"E00004768",99,19,56,14,10
"E00004769",151,37,77,16,21
"E00004770",91,28,49,11,3
"E00004771",117,44,53,15,5
"E00004772",124,40,52,11,21
"E00004773",133,26,77,12,18
"E00004774",108,15,59,10,24
"E00004775",113,29,58,12,14
"E00004776",138,21,74,18,25
"E00004777",115,23,42,18,32
"E00004778",105,38,44,14,9
"E00004779",142,51,62,22,7
"E00004780",124,33,52,22,17
"E00004781",134,26,65,11,32
"E00004782",114,46,47,13,8
"E00004783",124,34,58,16,16
"E00004784",121,38,60,14,9
"E00004785",123,26,60,13,24
"E00004786",107,29,47,9,22
"E00004787",145,33,72,15,25
"E00004788",125,20,65,13,27
"E00004789",87,1,33,7,46
"E00004790",130,17,87,9,17
"E00004791",106,24,56,15,11
"E00004792",117,22,70,15,10
"E00004793",121,33,56,13,19
"E00004794",198,54,93,26,25
"E00004795",101,18,55,14,14
"E00004796",132,27,66,12,27
"E00004797",143,27,53,25,38
"E00004798",111,19,58,16,18
"E00004799",142,24,65,26,27
"E00004801",133,27,70,18,18
"E00004802",108,20,53,13,22
"E00004803",82,14,37,10,21
"E00004804",113,26,61,11,15
"E00004805",96,18,37,9,32
"E00004806",124,17,61,22,24
"E00004807",109,15,53,20,21
"E00004808",93,27,50,11,5
"E00004809",117,42,53,12,10
"E00004810",126,29,68,16,13
"E00004811",122,31,60,15,16
"E00004812",160,26,91,15,28
"E00004813",174,32,98,18,26
"E00004814",124,26,74,3,21
"E00004815",242,34,123,31,54
"E00004816",131,21,81,9,20
"E00004817",112,23,68,7,14
"E00004818",138,12,96,5,25
"E00004819",138,30,76,11,21
"E00004820",136,28,76,16,16
"E00004821",109,19,61,11,18
"E00004822",130,29,64,15,22
"E00004823",180,26,88,23,43
"E00004824",130,17,84,5,24
"E00004825",110,19,69,9,13
"E00004826",125,24,67,9,25
"E00004827",168,18,84,24,42
"E00004828",133,20,75,9,29
"E00004829",109,16,63,8,22
"E00004830",139,22,84,15,18
"E00004831",117,5,69,9,34
"E00004832",147,14,89,17,27
"E00004833",156,23,80,13,40
"E00004834",185,22,100,16,47
"E00004835",167,19,102,14,32
"E00004836",171,24,97,18,32
"E00004837",191,15,119,23,34
"E00004838",131,17,74,8,32
"E00004839",178,37,101,9,31
"E00004840",117,13,61,7,36
"E00004841",133,21,76,15,21
"E00004842",116,18,61,15,22
"E00004843",110,34,52,11,13
"E00004844",139,23,80,7,29
"E00004845",131,20,79,10,22
"E00004846",127,22,61,20,24
"E00004847",137,20,81,11,25
"E00004848",159,32,91,10,26
"E00004849",138,46,70,14,8
"E00004850",203,42,118,22,21
"E00004851",95,18,58,10,9
"E00004852",138,20,85,3,30
"E00004853",144,20,91,16,17
"E00174649",108,18,56,15,19
"E00174650",92,17,43,5,27
"E00174651",81,11,44,8,18
"E00174652",84,15,52,4,13
"E00174653",105,23,46,15,21
"E00174654",98,21,41,17,19
"E00174655",160,52,81,5,22
"E00174656",115,18,75,10,12
"E00174657",100,25,52,11,12
"E00174658",80,20,49,5,6
"E00174659",161,17,91,25,28
"E00174660",51,9,23,12,7
"E00174661",84,9,33,13,29
"E00174662",90,10,67,0,13
"E00174663",111,28,70,6,7
"E00174664",100,21,69,2,8
"E00174665",113,13,47,16,37
"E00174666",80,10,39,13,18
"E00174667",87,19,39,11,18
"E00174668",108,10,59,15,24
"E00174669",125,17,41,26,41
"E00174670",107,9,50,20,28
"E00174671",87,17,48,8,14
"E00174672",141,14,85,10,32
"E00174673",91,0,77,1,13
"E00174674",88,12,53,3,20
"E00174675",117,17,70,8,22
"E00174676",152,16,112,5,19
"E00174677",160,29,77,23,31
"E00174678",113,23,61,14,15
"E00174679",49,0,40,3,6
"E00174680",91,10,44,12,25
