"GeographyCode","QS113EW0001","QS113EW0002","QS113EW0003","QS113EW0004","QS113EW0005","QS113EW0006","QS113EW0007","QS113EW0008","QS113EW0009","QS113EW0010","QS113EW0011","QS113EW0012","QS113EW0013","QS113EW0014","QS113EW0015","QS113EW0016","QS113EW0017","QS113EW0018","QS113EW0019","QS113EW0020","QS113EW0021","QS113EW0022","QS113EW0023","QS113EW0024","QS113EW0025","QS113EW0026","QS113EW0027","QS113EW0028","QS113EW0029","QS113EW0030","QS113EW0031"
"E00004146",126,57,12,45,51,1,21,12,2,6,1,0,0,0,0,0,26,24,0,1,1,3,1,1,1,18,1,3,0,0,14
"E00004147",126,58,20,38,53,4,23,15,2,5,1,3,3,0,0,0,21,17,3,1,0,2,2,0,0,15,0,0,0,1,14
"E00004148",106,71,19,52,29,2,16,6,4,3,3,1,0,1,0,0,7,4,2,1,0,3,0,2,1,6,0,1,0,0,5
"E00004149",149,53,15,38,73,2,49,19,10,15,5,1,1,0,0,0,15,13,1,1,0,6,4,0,2,23,2,1,0,1,19
"E00004150",147,56,12,44,60,1,37,16,11,9,1,1,1,0,0,0,16,13,2,1,0,5,2,1,2,31,1,0,0,0,30
"E00004151",148,71,12,59,63,2,33,19,7,5,2,1,0,1,0,0,26,25,0,1,0,1,0,0,1,14,1,0,1,0,12
"E00004152",113,51,19,32,50,3,34,10,9,13,2,1,1,0,0,0,10,10,0,0,0,2,0,1,1,12,0,5,0,0,7
"E00004153",108,51,6,45,40,2,18,7,2,8,1,0,0,0,0,0,16,14,2,0,0,4,2,1,1,17,0,2,0,0,15
"E00004154",122,48,8,40,51,2,31,15,13,3,0,0,0,0,0,0,14,14,0,0,0,4,2,0,2,23,0,11,1,0,11
"E00004155",103,33,3,30,54,2,39,9,11,14,5,1,1,0,0,0,12,11,1,0,0,0,0,0,0,16,3,3,0,3,7
"E00004156",126,69,22,47,50,4,25,8,5,11,1,0,0,0,0,0,16,13,2,1,0,5,4,1,0,7,1,0,1,0,5
"E00004157",94,30,9,21,52,2,36,11,8,14,3,0,0,0,0,0,8,6,0,0,2,6,2,2,2,12,2,0,0,0,10
"E00004158",124,57,11,46,48,2,16,5,3,6,2,0,0,0,0,0,10,3,3,4,0,20,7,6,7,19,4,4,2,0,9
"E00004159",160,62,13,49,76,5,25,3,5,15,2,0,0,0,0,0,4,2,1,1,0,42,10,22,10,22,6,5,1,1,9
"E00004160",103,46,35,11,50,8,15,4,4,5,2,0,0,0,0,0,6,2,1,1,2,21,6,9,6,7,1,0,0,0,6
"E00004161",96,37,12,25,46,3,19,6,3,7,3,0,0,0,0,0,16,15,1,0,0,8,4,0,4,13,0,0,2,0,11
"E00004162",128,56,5,51,54,1,25,11,7,7,0,0,0,0,0,0,26,22,3,1,0,2,1,0,1,18,0,3,1,1,13
"E00004163",163,59,13,46,81,5,48,18,12,15,3,1,1,0,0,0,12,10,1,1,0,15,4,10,1,23,1,5,2,0,15
"E00004164",160,62,19,43,77,1,30,7,4,14,5,0,0,0,0,0,5,1,0,1,3,41,12,14,15,21,3,5,0,1,12
"E00004165",146,57,18,39,65,5,23,3,4,13,3,0,0,0,0,0,9,7,1,1,0,28,8,13,7,24,1,4,1,2,16
"E00004166",157,57,20,37,80,1,31,4,2,25,0,0,0,0,0,0,8,3,1,3,1,40,12,14,14,20,4,3,0,1,12
"E00004167",99,20,10,10,70,8,47,10,7,23,7,1,1,0,0,0,7,5,0,2,0,7,2,2,3,9,1,2,0,0,6
"E00004168",109,58,21,37,42,5,27,14,6,6,1,0,0,0,0,0,7,5,0,2,0,3,0,2,1,9,0,0,0,0,9
"E00004169",149,70,19,51,34,5,21,12,3,1,5,0,0,0,0,0,3,2,0,1,0,5,1,2,2,45,9,2,14,0,20
"E00004172",148,85,9,76,44,4,10,5,3,1,1,2,2,0,0,0,21,20,0,1,0,7,5,0,2,19,0,0,6,0,13
"E00004173",127,83,35,48,32,11,12,7,3,1,1,1,1,0,0,0,5,2,2,1,0,3,0,0,3,12,0,0,5,0,7
"E00004174",131,68,22,46,29,0,15,2,4,8,1,1,1,0,0,0,2,1,0,1,0,11,5,2,4,34,0,1,29,0,4
"E00004175",128,73,19,54,32,1,11,3,2,4,2,0,0,0,0,0,8,8,0,0,0,12,6,3,3,23,1,1,7,1,13
"E00004177",74,53,9,44,12,3,5,2,2,1,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,9,0,0,2,0,7
"E00004179",190,113,58,55,58,7,22,8,3,9,2,1,1,0,0,0,5,3,0,2,0,23,10,4,9,19,1,0,3,2,13
"E00004180",128,58,11,47,41,1,14,6,3,2,3,0,0,0,0,0,4,4,0,0,0,22,0,20,2,29,1,1,14,2,11
"E00004181",212,127,81,46,62,11,25,7,4,9,5,4,4,0,0,0,6,5,0,1,0,16,6,4,6,23,0,1,1,1,20
"E00004182",76,39,13,26,23,0,14,5,4,3,2,0,0,0,0,0,3,2,0,0,1,6,3,0,3,14,0,4,6,0,4
"E00004183",106,59,15,44,36,1,11,3,3,3,2,1,1,0,0,0,6,4,0,1,1,17,10,3,4,11,1,2,1,0,7
"E00004184",112,56,16,40,34,4,12,3,3,6,0,1,1,0,0,0,6,6,0,0,0,11,3,3,5,22,3,0,3,2,14
"E00004185",171,71,13,58,60,1,22,7,1,8,6,0,0,0,0,0,7,7,0,0,0,30,3,23,4,40,3,1,21,0,15
"E00004187",226,95,12,83,63,2,30,16,5,8,1,0,0,0,0,0,24,23,0,0,1,7,1,0,6,68,2,8,25,2,31
"E00004188",109,65,7,58,16,2,4,2,0,1,1,0,0,0,0,0,7,6,1,0,0,3,0,0,3,28,1,0,18,0,9
"E00004189",118,45,4,41,25,1,14,7,3,3,1,3,3,0,0,0,6,6,0,0,0,1,0,0,1,48,0,0,39,0,9
"E00004190",384,313,71,242,50,6,13,12,1,0,0,7,7,0,0,0,20,18,1,0,1,4,0,0,4,21,0,0,8,1,12
"E00004193",119,50,12,38,36,4,13,6,5,1,1,3,3,0,0,0,14,14,0,0,0,2,1,0,1,33,2,0,10,0,21
"E00004194",144,79,14,65,37,3,16,11,1,3,1,1,1,0,0,0,13,13,0,0,0,4,2,2,0,28,1,1,8,0,18
"E00004195",133,50,16,34,38,3,22,11,4,5,2,0,0,0,0,0,9,9,0,0,0,4,2,1,1,45,1,0,16,0,28
"E00004196",101,50,26,24,27,7,9,3,3,3,0,3,3,0,0,0,6,5,1,0,0,2,1,0,1,24,2,1,3,1,17
"E00004197",116,45,17,28,38,6,19,14,0,3,2,1,1,0,0,0,10,8,2,0,0,2,1,0,1,33,1,0,11,0,21
"E00004198",182,87,12,75,37,0,19,7,2,6,4,2,2,0,0,0,12,12,0,0,0,4,0,0,4,58,0,1,25,0,32
"E00004199",163,89,14,75,48,1,21,11,5,3,2,0,0,0,0,0,22,17,2,3,0,4,4,0,0,26,1,1,8,0,16
"E00004200",136,75,13,62,28,0,15,8,1,3,3,1,1,0,0,0,9,9,0,0,0,3,3,0,0,33,2,0,4,0,27
"E00004201",144,69,18,51,65,11,28,13,6,8,1,1,1,0,0,0,20,16,2,2,0,5,3,2,0,10,1,2,0,0,7
"E00004202",160,153,94,59,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,2
"E00004203",164,65,9,56,65,3,28,17,4,3,4,0,0,0,0,0,23,22,1,0,0,11,3,2,6,34,0,0,2,1,31
"E00004204",149,58,17,41,72,14,28,14,7,6,1,0,0,0,0,0,25,21,2,0,2,5,2,1,2,19,3,0,3,1,12
"E00004205",145,36,7,29,79,4,41,11,10,16,4,3,3,0,0,0,22,18,1,2,1,9,3,1,5,30,1,2,4,0,23
"E00004206",127,48,18,30,56,4,26,5,8,4,9,0,0,0,0,0,4,2,0,2,0,22,12,5,5,23,2,4,2,0,15
"E00004207",128,38,10,28,63,1,29,5,4,17,3,0,0,0,0,0,8,7,0,0,1,25,8,8,9,27,7,6,5,1,8
"E00004208",125,42,16,26,61,5,11,2,3,4,2,0,0,0,0,0,17,9,2,6,0,28,11,8,9,22,2,4,6,1,9
"E00004209",113,40,6,34,46,1,19,6,4,4,5,0,0,0,0,0,14,11,1,1,1,12,2,3,7,27,0,2,2,1,22
"E00004210",126,46,12,34,61,3,29,3,3,19,4,0,0,0,0,0,6,2,2,1,1,23,8,8,7,19,2,4,3,0,10
"E00004211",124,44,3,41,45,2,20,7,0,9,4,0,0,0,0,0,13,13,0,0,0,10,3,2,5,35,1,4,5,0,25
"E00004212",134,42,7,35,67,5,32,11,6,12,3,2,2,0,0,0,17,13,2,1,1,11,4,3,4,25,1,5,1,0,18
"E00004213",167,49,6,43,81,0,36,12,10,9,5,0,0,0,0,0,10,5,1,4,0,35,11,15,9,37,10,8,0,1,18
"E00004214",243,108,9,99,115,0,59,18,11,18,12,1,1,0,0,0,26,17,5,3,1,29,16,6,7,20,4,2,3,0,11
"E00004215",129,58,12,46,54,3,28,11,5,9,3,1,1,0,0,0,17,14,2,1,0,5,1,1,3,17,1,2,0,0,14
"E00004216",146,69,13,56,61,4,37,10,9,14,4,0,0,0,0,0,15,11,3,0,1,5,2,2,1,16,2,4,0,1,9
"E00004217",141,76,11,65,43,2,23,11,4,7,1,0,0,0,0,0,14,13,1,0,0,4,1,2,1,22,0,0,0,0,22
"E00004218",131,49,21,28,60,3,24,5,2,12,5,0,0,0,0,0,15,11,2,1,1,18,7,3,8,22,1,2,1,1,17
"E00004219",190,102,19,83,58,2,17,5,4,6,2,2,2,0,0,0,23,16,4,3,0,14,8,5,1,30,3,1,6,0,20
"E00004220",87,44,22,22,36,4,12,3,2,6,1,0,0,0,0,0,6,3,2,0,1,14,2,1,11,7,1,1,0,0,5
"E00004221",111,43,14,29,62,3,36,15,9,10,2,0,0,0,0,0,21,14,4,2,1,2,1,0,1,6,0,0,0,0,6
"E00004222",109,55,11,44,47,2,27,9,7,7,4,1,1,0,0,0,13,10,1,1,1,4,2,1,1,7,1,3,0,0,3
"E00004223",116,35,6,29,58,0,26,5,4,10,7,2,2,0,0,0,9,5,0,3,1,21,5,2,14,23,4,4,0,0,15
"E00004224",147,77,11,66,59,1,35,13,6,13,3,1,1,0,0,0,17,13,2,1,1,5,2,0,3,11,0,2,0,0,9
"E00004225",195,82,2,80,58,1,20,14,2,3,1,0,0,0,0,0,26,23,2,0,1,11,5,0,6,55,1,1,14,0,39
"E00004226",119,52,21,31,52,5,39,11,6,17,5,0,0,0,0,0,6,5,0,0,1,2,0,1,1,15,0,3,0,1,11
"E00004227",145,75,15,60,54,7,22,8,3,9,2,2,2,0,0,0,16,13,2,1,0,7,4,1,2,16,2,1,5,1,7
"E00004228",107,49,11,38,46,3,28,16,2,8,2,1,1,0,0,0,11,8,1,2,0,3,1,0,2,12,0,2,0,1,9
"E00004229",174,74,8,66,77,7,31,22,3,4,2,1,1,0,0,0,27,26,1,0,0,11,6,3,2,23,1,1,1,0,20
"E00004230",130,56,7,49,51,1,20,9,5,5,1,0,0,0,0,0,15,12,1,1,1,15,3,5,7,23,2,1,6,0,14
"E00004231",142,51,11,40,72,4,44,15,10,18,1,0,0,0,0,0,22,15,4,3,0,2,1,0,1,19,1,3,1,0,14
"E00004232",132,88,47,41,38,5,23,13,1,9,0,0,0,0,0,0,8,8,0,0,0,2,0,1,1,6,0,0,0,3,3
"E00004233",124,58,23,35,51,3,22,10,4,6,2,1,1,0,0,0,13,11,1,1,0,12,4,1,7,15,1,0,0,1,13
"E00004234",124,46,15,31,64,4,26,13,5,7,1,0,0,0,0,0,29,22,4,2,1,5,1,1,3,14,1,0,0,0,13
"E00004235",163,72,12,60,64,3,15,7,3,4,1,3,3,0,0,0,21,18,2,1,0,22,7,10,5,27,2,2,3,0,20
"E00004236",150,62,4,58,40,1,12,7,1,2,2,4,4,0,0,0,9,8,0,1,0,14,6,2,6,48,2,3,11,0,32
"E00004237",123,44,6,38,47,1,17,6,2,8,1,0,0,0,0,0,9,9,0,0,0,20,9,3,8,32,1,2,5,1,23
"E00004238",126,45,16,29,57,6,36,9,8,13,6,0,0,0,0,0,10,8,0,2,0,5,1,2,2,24,1,1,2,2,18
"E00004239",111,59,18,41,43,3,20,6,3,6,5,0,0,0,0,0,8,5,1,2,0,12,3,6,3,9,1,0,0,0,8
"E00004240",136,51,5,46,43,4,13,2,4,4,3,1,1,0,0,0,8,7,1,0,0,17,6,4,7,42,3,3,14,0,22
"E00004241",133,44,13,31,73,10,39,16,10,10,3,2,2,0,0,0,16,11,1,2,2,6,3,0,3,16,0,5,0,0,11
"E00004242",105,71,3,68,32,0,19,3,6,9,1,0,0,0,0,0,8,7,0,1,0,5,2,0,3,2,0,0,1,0,1
"E00004243",110,26,7,19,62,7,43,10,8,18,7,0,0,0,0,0,9,7,1,1,0,3,0,0,3,22,2,6,1,0,13
"E00004244",100,36,8,28,46,0,25,5,4,7,9,0,0,0,0,0,2,0,0,1,1,19,9,6,4,18,5,11,0,0,2
"E00004245",163,74,20,54,70,5,17,8,3,4,2,0,0,0,0,0,22,14,3,4,1,26,15,2,9,19,0,1,0,0,18
"E00004246",121,51,12,39,45,2,12,2,2,8,0,0,0,0,0,0,19,12,3,3,1,12,4,4,4,25,1,1,4,1,18
"E00004247",156,64,23,41,63,4,28,11,5,7,5,0,0,0,0,0,14,13,0,1,0,17,3,6,8,29,1,1,2,1,24
"E00004248",207,91,13,78,77,2,25,5,2,14,4,2,2,0,0,0,26,17,7,2,0,22,6,8,8,39,4,5,4,0,26
"E00004249",114,40,5,35,55,3,19,9,3,4,3,0,0,0,0,0,17,16,1,0,0,16,6,2,8,19,1,0,0,1,17
"E00004250",127,54,11,43,44,0,27,9,5,11,2,1,1,0,0,0,13,12,0,0,1,3,1,0,2,29,2,1,5,0,21
"E00004251",95,33,4,29,37,7,23,6,2,12,3,0,0,0,0,0,4,2,2,0,0,3,1,0,2,25,5,1,2,0,17
"E00004252",115,46,7,39,52,3,23,6,2,12,3,0,0,0,0,0,18,14,3,1,0,8,4,1,3,17,2,2,1,0,12
"E00004253",132,49,13,36,49,3,14,4,3,6,1,0,0,0,0,0,12,8,1,2,1,20,5,6,9,34,0,2,7,1,24
"E00004254",119,38,10,28,67,2,33,5,10,14,4,1,1,0,0,0,6,2,1,2,1,25,8,8,9,14,4,3,1,1,5
"E00004255",128,50,11,39,60,1,29,9,6,9,5,0,0,0,0,0,12,10,0,2,0,18,7,7,4,18,0,1,4,0,13
"E00004256",149,46,28,18,67,2,25,11,3,9,2,0,0,0,0,0,18,14,2,0,2,22,6,7,9,36,2,7,4,2,21
"E00004257",113,28,4,24,58,2,17,13,1,3,0,1,0,0,0,1,23,11,3,8,1,15,9,2,4,27,1,2,0,0,24
"E00004258",111,46,6,40,28,0,7,4,2,1,0,0,0,0,0,0,14,10,2,1,1,7,2,0,5,37,1,0,6,0,30
"E00004259",104,32,10,22,49,5,18,1,2,10,5,0,0,0,0,0,2,1,0,1,0,24,6,15,3,23,2,6,1,0,14
"E00004260",136,92,12,80,31,0,12,3,3,5,1,0,0,0,0,0,10,6,2,2,0,9,6,2,1,13,3,2,0,0,8
"E00004261",114,44,11,33,41,0,18,5,2,8,3,0,0,0,0,0,11,11,0,0,0,12,3,3,6,29,2,5,4,0,18
"E00004262",114,40,10,30,62,0,26,6,4,13,3,0,0,0,0,0,7,4,0,2,1,29,6,14,9,12,1,5,0,0,6
"E00004263",121,23,5,18,84,2,33,8,1,18,6,0,0,0,0,0,17,1,2,13,1,32,9,16,7,14,3,2,0,0,9
"E00004264",176,68,12,56,62,2,21,10,7,3,1,1,1,0,0,0,30,28,1,0,1,8,4,1,3,46,1,0,12,0,33
"E00004265",112,54,15,39,42,0,11,1,4,4,2,0,0,0,0,0,13,9,2,2,0,18,12,2,4,16,2,1,2,1,10
"E00004266",156,71,21,50,61,0,26,10,3,12,1,1,1,0,0,0,13,11,1,1,0,21,6,8,7,24,0,4,0,0,20
"E00004268",142,70,11,59,55,0,15,3,4,5,3,0,0,0,0,0,20,12,3,3,2,20,5,8,7,17,5,4,2,0,6
"E00004269",121,51,21,30,52,3,11,6,2,1,2,0,0,0,0,0,22,17,2,2,1,16,7,4,5,18,3,1,0,0,14
"E00004270",189,62,12,50,75,2,25,6,6,10,3,2,2,0,0,0,25,20,1,4,0,21,8,4,9,52,1,5,18,0,28
"E00004271",142,44,10,34,64,1,22,6,4,7,5,0,0,0,0,0,25,16,0,8,1,16,6,4,6,34,0,0,6,0,28
"E00004272",113,27,10,17,68,13,35,13,5,12,5,0,0,0,0,0,13,9,3,0,1,7,4,0,3,18,2,3,0,1,12
"E00004273",159,53,16,37,58,7,30,13,3,8,6,0,0,0,0,0,17,14,2,1,0,4,2,0,2,48,5,3,2,1,37
"E00004274",130,43,8,35,65,1,28,12,4,6,6,0,0,0,0,0,24,13,5,6,0,12,5,2,5,22,1,0,0,0,21
"E00004275",104,44,13,31,43,2,18,6,1,4,7,0,0,0,0,0,14,14,0,0,0,9,5,3,1,17,1,0,2,0,14
"E00004276",122,44,15,29,56,3,16,3,3,5,5,0,0,0,0,0,16,9,3,3,1,21,10,1,10,22,4,2,1,0,15
"E00004277",135,63,15,48,53,2,19,9,2,5,3,0,0,0,0,0,18,13,3,1,1,14,5,6,3,19,3,0,1,0,15
"E00004278",102,37,8,29,44,1,18,9,3,4,2,0,0,0,0,0,15,11,2,2,0,10,7,2,1,21,1,1,3,0,16
"E00004279",134,50,7,43,52,5,18,7,2,8,1,0,0,0,0,0,13,11,2,0,0,16,7,4,5,32,3,3,7,0,19
"E00004280",108,44,4,40,47,8,23,15,4,4,0,1,1,0,0,0,11,9,1,1,0,4,1,1,2,17,4,0,1,2,10
"E00004281",115,33,6,27,64,6,26,12,5,6,3,2,2,0,0,0,20,16,2,2,0,10,4,4,2,18,2,1,1,0,14
"E00004282",149,64,14,50,61,3,16,5,4,4,3,0,0,0,0,0,20,16,3,1,0,22,13,6,3,24,3,3,1,0,17
"E00004283",137,65,8,57,57,2,32,17,4,8,3,0,0,0,0,0,13,11,0,0,2,10,3,4,3,15,1,2,1,0,11
"E00004284",128,62,13,49,48,2,11,4,4,3,0,0,0,0,0,0,18,15,1,2,0,17,6,6,5,18,1,0,3,0,14
"E00004285",144,69,10,59,51,2,29,17,3,6,3,0,0,0,0,0,16,15,1,0,0,4,1,2,1,24,0,1,1,2,20
"E00004286",158,70,23,47,69,1,22,11,5,2,4,1,1,0,0,0,26,23,3,0,0,19,8,6,5,19,0,1,1,1,16
"E00004287",111,32,7,25,44,4,17,7,4,4,2,0,0,0,0,0,8,6,2,0,0,15,2,11,2,35,1,1,1,2,30
"E00004288",166,80,8,72,64,2,23,11,3,6,3,1,1,0,0,0,21,20,1,0,0,17,3,6,8,22,0,3,6,0,13
"E00004289",129,64,7,57,41,0,18,12,3,3,0,0,0,0,0,0,21,19,2,0,0,2,0,0,2,24,2,1,5,2,14
"E00004290",164,77,11,66,54,0,23,13,6,3,1,0,0,0,0,0,21,21,0,0,0,10,7,2,1,33,5,2,5,2,19
"E00004291",138,50,16,34,65,5,28,11,4,10,3,0,0,0,0,0,12,7,0,2,3,20,8,3,9,23,5,5,1,0,12
"E00004292",121,40,14,26,63,1,20,1,5,13,1,0,0,0,0,0,11,4,1,5,1,31,13,11,7,18,6,2,2,0,8
"E00004293",119,46,13,33,47,1,20,7,3,5,5,0,0,0,0,0,8,7,0,1,0,18,4,8,6,26,4,2,1,0,19
"E00004294",119,61,19,42,40,1,15,7,5,2,1,0,0,0,0,0,19,17,1,1,0,5,2,2,1,18,1,1,2,0,14
"E00004295",175,68,15,53,77,5,48,20,8,10,10,1,1,0,0,0,14,14,0,0,0,9,3,1,5,30,4,5,1,0,20
"E00004296",133,42,12,30,57,4,25,4,7,5,9,0,0,0,0,0,10,5,2,3,0,18,9,4,5,34,6,15,0,0,13
"E00004297",154,67,4,63,57,3,31,15,7,5,4,0,0,0,0,0,15,12,2,1,0,8,6,0,2,30,1,0,1,0,28
"E00004298",112,24,7,17,60,4,36,11,3,13,9,1,1,0,0,0,12,11,0,1,0,7,2,1,4,28,3,11,1,0,13
"E00004299",135,45,19,26,73,6,43,13,16,11,3,0,0,0,0,0,18,17,0,1,0,6,3,2,1,17,1,4,0,1,11
"E00004300",111,37,11,26,47,3,21,4,5,8,4,0,0,0,0,0,14,7,4,2,1,9,2,4,3,27,2,4,1,0,20
"E00004301",241,110,9,101,73,0,33,18,5,9,1,2,2,0,0,0,20,16,1,3,0,18,9,6,3,58,2,6,1,0,49
"E00004302",143,59,9,50,67,3,29,11,7,7,4,0,0,0,0,0,20,16,2,2,0,15,4,4,7,17,2,2,0,0,13
"E00004303",113,22,10,12,60,5,40,15,9,8,8,0,0,0,0,0,9,3,3,1,2,6,1,1,4,31,2,7,0,0,22
"E00004304",178,63,10,53,86,6,45,18,10,17,0,1,1,0,0,0,18,16,1,0,1,16,5,8,3,29,1,0,1,0,27
"E00004305",134,32,10,22,74,12,50,11,14,23,2,0,0,0,0,0,7,6,1,0,0,5,3,0,2,28,3,2,4,1,18
"E00004306",157,65,17,48,66,10,34,13,9,11,1,1,1,0,0,0,13,10,1,1,1,8,5,1,2,26,0,4,1,1,20
"E00004307",150,44,19,25,81,7,52,16,6,22,8,2,1,0,1,0,9,8,1,0,0,11,3,3,5,25,2,3,1,0,19
"E00004308",123,44,9,35,52,3,24,10,2,10,2,0,0,0,0,0,18,10,3,1,4,7,4,3,0,27,2,2,1,0,22
"E00004309",115,30,2,28,68,3,46,15,11,16,4,0,0,0,0,0,17,12,1,4,0,2,0,2,0,17,1,0,0,0,16
"E00004310",128,38,11,27,71,8,48,17,13,14,4,1,1,0,0,0,6,3,1,2,0,8,3,2,3,19,1,2,1,0,15
"E00004311",99,27,7,20,49,5,34,7,6,18,3,0,0,0,0,0,9,7,1,1,0,1,0,0,1,23,3,10,0,0,10
"E00004312",150,62,13,49,69,1,32,10,8,10,4,0,0,0,0,0,15,13,1,1,0,21,5,10,6,19,3,3,0,2,11
"E00004313",131,42,11,31,59,7,37,13,12,8,4,0,0,0,0,0,6,6,0,0,0,9,4,0,5,30,0,3,0,0,27
"E00004314",153,68,7,61,63,1,36,16,9,9,2,0,0,0,0,0,16,14,0,2,0,10,3,3,4,22,2,2,3,0,15
"E00004315",154,50,12,38,81,5,45,26,7,7,5,3,3,0,0,0,23,21,2,0,0,5,1,1,3,23,1,0,1,1,20
"E00004316",122,51,5,46,41,0,17,6,4,3,4,0,0,0,0,0,15,15,0,0,0,9,4,0,5,30,3,0,1,0,26
"E00004317",161,44,8,36,77,4,37,13,4,14,6,1,1,0,0,0,23,20,2,0,1,12,3,7,2,40,2,4,0,0,34
"E00004318",126,41,12,29,48,2,25,11,6,6,2,0,0,0,0,0,12,8,2,0,2,9,4,1,4,37,3,1,0,3,30
"E00004319",143,57,10,47,58,1,20,14,4,0,2,0,0,0,0,0,29,25,3,0,1,8,4,2,2,28,0,1,0,0,27
"E00004320",112,31,9,22,61,9,41,16,7,14,4,2,2,0,0,0,6,2,3,1,0,3,1,0,2,20,2,3,0,1,14
"E00004321",114,29,16,13,68,6,44,15,9,16,4,0,0,0,0,0,10,9,0,1,0,8,2,3,3,17,1,0,3,0,13
"E00004322",114,31,13,18,67,13,45,12,7,15,11,0,0,0,0,0,7,3,2,2,0,2,2,0,0,16,1,4,1,0,10
"E00004323",96,23,3,20,60,1,33,11,12,8,2,0,0,0,0,0,10,8,2,0,0,16,7,2,7,13,2,1,0,1,9
"E00004324",122,42,14,28,72,9,42,7,8,21,6,0,0,0,0,0,15,7,2,6,0,6,1,2,3,8,1,1,1,1,4
"E00004325",113,57,19,38,47,7,31,8,8,13,2,0,0,0,0,0,5,3,1,1,0,4,1,1,2,9,0,3,0,0,6
