"GeographyCode","KS612EW0001","KS612EW0002","KS612EW0003","KS612EW0004","KS612EW0005","KS612EW0006","KS612EW0007","KS612EW0008","KS612EW0009","KS612EW0010","KS612EW0011","KS612EW0012","KS612EW0013","KS612EW0014","KS612EW0015","KS612EW0016","KS612EW0017","KS612EW0018","KS612EW0019","KS612EW0020","KS612EW0021","KS612EW0022","KS612EW0023","KS612EW0024","KS612EW0025","KS612EW0026","KS612EW0027","KS612EW0028","KS612EW0029","KS612EW0030","KS612EW0031"
"E02000166",2759,652,105,547,845,135,307,127,172,129,142,97,45,250,250,0,23.6317506342878,3.80572671257702,19.8260239217108,30.6270387821675,4.89307720188474,11.127220007249,4.60311707140268,6.23414280536426,4.6756071040232,5.14679231605654,3.51576658209496,1.63102573396158,9.06125407756434,9.06125407756434,0
"E02000167",2906,1081,221,860,1025,108,300,40,72,33,62,36,26,185,185,0,37.1988988300069,7.60495526496903,29.5939435650379,35.2718513420509,3.7164487267722,10.3234686854783,1.37646249139711,2.4776324845148,1.13558155540262,2.13351686166552,1.2388162422574,0.894700619408121,6.36613902271163,6.36613902271163,0
"E02000168",3024,728,97,631,985,162,306,130,190,134,151,95,56,238,238,0,24.0740740740741,3.20767195767196,20.8664021164021,32.5727513227513,5.35714285714286,10.1190476190476,4.2989417989418,6.28306878306878,4.43121693121693,4.99338624338624,3.14153439153439,1.85185185185185,7.87037037037037,7.87037037037037,0
"E02000169",2692,900,230,670,820,73,304,57,59,42,51,32,19,386,386,0,33.4323922734027,8.54383358098068,24.888558692422,30.4606240713224,2.71173848439822,11.2927191679049,2.11738484398217,2.19167904903418,1.56017830609212,1.89450222882615,1.1887072808321,0.705794947994057,14.3387815750371,14.3387815750371,0
"E02000170",3374,923,130,793,1059,202,361,107,152,148,149,103,46,273,273,0,27.3562537048014,3.8529934795495,23.5032602252519,31.3870776526378,5.98695909899229,10.6994665085951,3.17131001778305,4.5050385299348,4.3864848844102,4.41612329579135,3.05275637225845,1.3633669235329,8.09128630705394,8.09128630705394,0
"E02000171",2921,801,120,681,912,126,306,112,151,129,127,79,48,257,257,0,27.4221157137966,4.10818212940774,23.3139335843889,31.2221841834988,4.31359123587812,10.4758644299897,3.83430332078055,5.16946251283807,4.41629578911332,4.34782608695652,2.70455323519343,1.6432728517631,8.79835672714824,8.79835672714824,0
"E02000172",3645,432,54,378,760,254,393,248,364,357,320,215,105,517,517,0,11.8518518518519,1.48148148148148,10.3703703703704,20.8504801097394,6.96844993141289,10.7818930041152,6.80384087791495,9.98628257887517,9.79423868312757,8.77914951989026,5.89849108367627,2.88065843621399,14.1838134430727,14.1838134430727,0
"E02000173",2908,1009,225,784,960,116,253,62,75,71,87,41,46,275,275,0,34.697386519945,7.7372764786795,26.9601100412655,33.0123796423659,3.98899587345254,8.70013755158184,2.13204951856946,2.57909215955983,2.44154057771664,2.99174690508941,1.40990371389271,1.5818431911967,9.4566712517194,9.4566712517194,0
"E02000174",3258,696,91,605,851,217,339,162,212,237,199,138,61,345,345,0,21.3627992633518,2.79312461632904,18.5696746470227,26.1203192142419,6.66052793124616,10.4051565377532,4.97237569060773,6.50705954573358,7.2744014732965,6.10804174340086,4.23572744014733,1.87231430325353,10.5893186003683,10.5893186003683,0
"E02000175",3557,1043,165,878,1075,221,329,166,171,142,147,87,60,263,263,0,29.322462749508,4.63874051166714,24.6837222378409,30.2220972729829,6.2131009277481,9.24936744447568,4.66685409052572,4.80742198481867,3.9921281979196,4.13269609221254,2.44588136069722,1.68681473151532,7.39387123980883,7.39387123980883,0
"E02000176",2482,911,205,706,822,111,227,75,91,46,64,37,27,135,135,0,36.7042707493957,8.25946817082998,28.4448025785657,33.1184528605963,4.47219983883965,9.14585012087027,3.02175664786463,3.66639806607575,1.85334407735697,2.57856567284448,1.49073327961322,1.08783239323127,5.43916196615633,5.43916196615633,0
"E02000177",3156,551,93,458,717,168,326,191,306,260,260,174,86,377,377,0,17.4588086185044,2.9467680608365,14.5120405576679,22.7186311787072,5.32319391634981,10.3295310519645,6.05196451204056,9.6958174904943,8.2382762991128,8.2382762991128,5.51330798479087,2.72496831432193,11.9455006337136,11.9455006337136,0
"E02000178",3648,781,111,670,921,206,312,216,291,250,259,162,97,412,412,0,21.4089912280702,3.04276315789474,18.3662280701754,25.2467105263158,5.6469298245614,8.55263157894737,5.92105263157895,7.97697368421053,6.8530701754386,7.09978070175439,4.44078947368421,2.65899122807018,11.2938596491228,11.2938596491228,0
"E02000179",2205,604,125,479,607,123,248,74,132,106,122,85,37,189,189,0,27.3922902494331,5.66893424036281,21.7233560090703,27.5283446712018,5.57823129251701,11.2471655328798,3.35600907029478,5.98639455782313,4.80725623582766,5.5328798185941,3.85487528344671,1.67800453514739,8.57142857142857,8.57142857142857,0
