"GeographyCode","QS106EW0001","QS106EW0002","QS106EW0003","QS106EW0004"
"E00004203",319,276,25,18
"E00004204",277,217,19,41
"E00004205",373,306,37,30
"E00004206",310,289,15,6
"E00004207",365,335,21,9
"E00004208",303,268,23,12
"E00004209",271,248,13,10
"E00004210",323,306,16,1
"E00004211",306,264,29,13
"E00004212",330,295,27,8
"E00004213",456,432,12,12
"E00004214",521,481,14,26
"E00004215",269,217,31,21
"E00004216",299,256,27,16
"E00004217",244,232,4,8
"E00004218",305,274,22,9
"E00004219",366,329,22,15
"E00004220",170,166,0,4
"E00004221",232,201,15,16
"E00004222",215,192,10,13
"E00004223",321,311,6,4
"E00004224",280,238,23,19
"E00004225",463,383,49,31
"E00004226",256,207,22,27
"E00004227",271,236,12,23
"E00004228",204,164,26,14
"E00004229",318,274,20,24
"E00004230",283,242,30,11
"E00004231",328,262,30,36
"E00004232",202,171,21,10
"E00004233",231,205,14,12
"E00004234",242,175,24,43
"E00004235",326,295,16,15
"E00004236",329,266,45,18
"E00004237",267,232,24,11
"E00004238",290,245,15,30
"E00004239",215,192,14,9
"E00004240",329,262,49,18
"E00004241",295,240,30,25
"E00004242",176,127,9,40
"E00004243",290,205,57,28
"E00004244",292,280,7,5
"E00004245",317,292,16,9
"E00004246",792,361,302,129
"E00004247",314,270,27,17
"E00004248",446,392,24,30
"E00004249",226,201,10,15
"E00004250",271,227,26,18
"E00004251",231,191,25,15
"E00004252",252,232,7,13
"E00004253",296,261,28,7
"E00004254",315,296,15,4
"E00004255",282,243,23,16
"E00004256",361,329,13,19
"E00004257",264,245,12,7
"E00004258",236,198,29,9
"E00004259",328,303,18,7
"E00004260",220,205,8,7
"E00004261",275,232,23,20
"E00004262",281,273,3,5
"E00004263",385,373,12,0
"E00004264",348,291,36,21
"E00004265",234,217,13,4
"E00004266",345,325,14,6
"E00004268",319,301,6,12
"E00004269",231,219,7,5
"E00004270",448,383,41,24
"E00004271",328,285,32,11
"E00004272",273,227,29,17
"E00004273",364,300,39,25
"E00004274",291,264,15,12
"E00004275",199,161,21,17
"E00004276",274,249,19,6
"E00004277",259,223,21,15
"E00004278",218,202,10,6
"E00004279",290,263,20,7
"E00004280",211,188,12,11
"E00004281",251,216,22,13
"E00004282",302,276,20,6
"E00004283",267,240,20,7
"E00004284",247,224,19,4
"E00004285",270,251,10,9
"E00004286",294,276,8,10
"E00004287",273,241,17,15
"E00004288",318,283,13,22
"E00004289",232,203,16,13
"E00004290",306,262,19,25
"E00004291",340,325,5,10
"E00004292",332,322,8,2
"E00004293",276,262,11,3
"E00004294",215,204,8,3
"E00004295",389,346,23,20
"E00004296",383,350,21,12
"E00004297",319,291,12,16
"E00004298",311,267,20,24
"E00004299",302,262,22,18
"E00004300",273,240,17,16
"E00004301",503,476,15,12
"E00004302",303,288,8,7
"E00004303",299,279,14,6
"E00004304",397,360,23,14
"E00004305",355,295,33,27
"E00004306",315,282,15,18
"E00004307",368,338,12,18
"E00004308",278,241,11,26
"E00004309",286,268,9,9
"E00004310",306,272,11,23
"E00004311",282,243,19,20
"E00004312",321,284,31,6
"E00004313",279,244,7,28
"E00004314",318,288,20,10
"E00004315",304,275,15,14
"E00004316",244,227,10,7
"E00004317",390,361,20,9
"E00004318",282,244,16,22
"E00004319",261,227,6,28
"E00004320",268,207,21,40
"E00004321",357,271,32,54
"E00004322",296,236,20,40
"E00004323",591,283,241,67
"E00004324",299,254,19,26
"E00004325",235,193,17,25
"E00004326",265,221,24,20
"E00004327",320,276,23,21
"E00004328",260,227,9,24
"E00004329",342,279,15,48
"E00004330",294,258,13,23
"E00004331",281,255,10,16
"E00004332",189,180,2,7
"E00004333",247,214,10,23
"E00004334",212,187,7,18
"E00004335",295,258,15,22
"E00004336",347,301,22,24
"E00004337",260,226,8,26
"E00004338",271,223,14,34
"E00004339",234,201,4,29
"E00004340",221,181,22,18
"E00004341",235,209,13,13
"E00004342",197,165,12,20
"E00004343",221,199,10,12
"E00004344",249,218,12,19
"E00004345",309,244,14,51
"E00004346",299,266,9,24
"E00004347",247,215,7,25
"E00004348",279,228,25,26
"E00004349",344,294,21,29
"E00004350",268,216,13,39
"E00004351",294,246,18,30
"E00004352",303,260,12,31
"E00004353",251,226,9,16
"E00004354",250,212,2,36
"E00004355",261,234,12,15
"E00004356",315,275,11,29
"E00004357",350,310,6,34
"E00004358",272,236,10,26
"E00004359",314,269,15,30
"E00004360",275,235,15,25
"E00004361",369,248,79,42
"E00004362",336,317,14,5
"E00004363",416,396,14,6
"E00004364",550,504,43,3
"E00004365",251,227,17,7
"E00004366",281,268,8,5
"E00004367",347,335,7,5
"E00004368",362,289,27,46
"E00004369",267,249,13,5
"E00004370",243,232,7,4
"E00004371",227,217,5,5
"E00004372",305,282,12,11
"E00004373",336,324,8,4
"E00004374",229,215,11,3
"E00004375",253,231,10,12
"E00004376",401,363,30,8
"E00004377",222,215,7,0
"E00004378",309,275,18,16
"E00004379",267,237,12,18
"E00004380",347,318,21,8
"E00004381",286,262,8,16
"E00004382",291,269,10,12
"E00004383",206,193,5,8
"E00004384",220,190,18,12
"E00004385",226,208,16,2
"E00004386",258,232,14,12
"E00004387",203,184,9,10
"E00004388",235,211,7,17
"E00004389",275,241,22,12
"E00004390",275,260,6,9
"E00004391",310,295,8,7
"E00004392",239,221,13,5
"E00004393",280,259,12,9
"E00004394",199,184,11,4
"E00004395",271,241,12,18
"E00004396",279,265,12,2
"E00004397",298,283,10,5
"E00004398",232,215,13,4
"E00004399",392,374,12,6
"E00004400",340,325,7,8
"E00004401",289,244,30,15
"E00004402",251,226,12,13
"E00004403",282,226,17,39
"E00004404",266,213,20,33
"E00004405",304,242,28,34
"E00004406",238,210,15,13
"E00004407",341,273,31,37
"E00004408",259,217,15,27
"E00004409",250,219,15,16
"E00004410",260,220,28,12
"E00004411",252,232,9,11
"E00004412",267,222,26,19
"E00004413",243,214,16,13
"E00004414",284,237,17,30
"E00004415",303,261,26,16
"E00004416",258,205,33,20
"E00004417",283,241,19,23
"E00004418",260,231,17,12
"E00004419",244,218,8,18
"E00004420",266,223,24,19
"E00004421",298,270,11,17
"E00004422",183,147,28,8
"E00004423",245,212,15,18
"E00004424",228,200,11,17
"E00004425",352,302,31,19
"E00004426",299,247,25,27
"E00004427",296,246,29,21
"E00004428",220,192,11,17
"E00004429",253,212,20,21
"E00004430",170,157,9,4
"E00004431",265,214,23,28
"E00004432",272,225,24,23
"E00004433",300,264,13,23
"E00004435",249,223,20,6
"E00004436",333,273,38,22
"E00004437",260,215,14,31
"E00004438",229,204,12,13
"E00004439",245,205,14,26
"E00004440",255,230,15,10
"E00004441",265,233,22,10
"E00004442",247,240,4,3
"E00004444",432,414,16,2
"E00004445",236,218,13,5
"E00004446",304,283,14,7
"E00004447",106,103,1,2
"E00004448",334,313,11,10
"E00004450",381,353,21,7
"E00004451",263,240,11,12
"E00004452",316,287,10,19
"E00004453",409,385,16,8
"E00004454",473,450,15,8
"E00004455",351,332,11,8
"E00004456",322,301,11,10
"E00004457",246,219,6,21
"E00004458",440,417,14,9
"E00004459",310,304,5,1
"E00004460",220,216,3,1
"E00004461",388,357,29,2
"E00004462",237,228,5,4
"E00004463",364,351,12,1
"E00004464",110,106,3,1
"E00004465",373,347,17,9
"E00004466",220,197,12,11
"E00004467",304,278,22,4
"E00004468",516,480,20,16
"E00004469",262,223,16,23
"E00004470",329,304,14,11
"E00004471",218,192,12,14
"E00004472",356,333,14,9
"E00004473",240,221,11,8
"E00004474",362,333,17,12
"E00004475",291,275,8,8
"E00004476",352,338,7,7
"E00004477",298,268,15,15
"E00004478",438,389,29,20
"E00004479",294,283,4,7
"E00004480",243,213,22,8
"E00004481",313,297,12,4
"E00004482",293,268,13,12
"E00004483",284,254,13,17
"E00004484",299,282,4,13
"E00004485",274,257,10,7
"E00004486",276,251,17,8
"E00004487",213,194,11,8
"E00004488",211,198,8,5
"E00004489",284,259,15,10
"E00004490",247,226,16,5
"E00004491",301,284,13,4
"E00004492",325,276,18,31
"E00004493",229,210,13,6
"E00004494",393,334,40,19
"E00004495",256,200,25,31
"E00004496",343,299,15,29
"E00004497",260,250,10,0
"E00004498",332,318,8,6
"E00004499",393,347,35,11
"E00004500",169,152,13,4
"E00004501",116,104,4,8
"E00004502",254,241,5,8
"E00004503",209,192,7,10
"E00004504",352,311,28,13
"E00004505",291,270,12,9
"E00004506",286,278,7,1
"E00004507",259,226,21,12
"E00004508",292,250,15,27
"E00004509",328,294,23,11
"E00004510",303,279,19,5
"E00004511",339,261,60,18
"E00004512",269,253,7,9
"E00004513",273,234,27,12
"E00004514",284,238,31,15
"E00004515",259,227,17,15
"E00004516",357,321,28,8
"E00004517",268,258,8,2
"E00004518",247,228,14,5
"E00004519",274,245,18,11
"E00004520",259,237,16,6
"E00004521",259,214,22,23
"E00004522",197,139,27,31
"E00004523",548,488,25,35
"E00004524",367,220,88,59
"E00004525",254,209,20,25
"E00004526",593,350,110,133
"E00004527",234,184,27,23
"E00004528",327,294,14,19
"E00004529",447,362,47,38
"E00004530",229,193,13,23
"E00004531",293,265,14,14
"E00004532",324,252,53,19
"E00004534",236,228,5,3
"E00004535",205,141,24,40
"E00004536",233,179,19,35
"E00004537",165,140,20,5
"E00004538",193,150,36,7
"E00004539",133,126,3,4
"E00004540",365,333,22,10
"E00004541",219,214,4,1
"E00004542",360,330,15,15
"E00004543",214,181,18,15
"E00004544",286,256,10,20
"E00004545",451,418,20,13
"E00004546",224,200,9,15
"E00004547",406,310,37,59
"E00004548",208,171,22,15
"E00004549",288,272,9,7
"E00004550",389,370,10,9
"E00004551",428,370,34,24
"E00004552",317,296,6,15
"E00004553",301,278,9,14
"E00004554",406,295,34,77
"E00004555",327,310,9,8
"E00004556",301,260,28,13
"E00004557",177,163,3,11
"E00004558",277,210,36,31
"E00004559",503,370,68,65
"E00004560",227,188,25,14
"E00004561",268,173,61,34
"E00004562",272,241,29,2
"E00004563",579,409,160,10
"E00004564",297,250,43,4
"E00004565",309,291,11,7
"E00004566",284,268,13,3
"E00004567",385,365,16,4
"E00004568",359,328,12,19
"E00004569",325,292,27,6
"E00004570",316,280,22,14
"E00004571",333,296,19,18
"E00004572",382,346,29,7
"E00004573",335,298,35,2
"E00004574",372,329,30,13
"E00004575",342,304,24,14
"E00004576",354,335,7,12
"E00004577",334,316,15,3
"E00004578",283,266,10,7
"E00004579",253,231,17,5
"E00004580",301,273,18,10
"E00004581",236,201,15,20
"E00004582",279,252,15,12
"E00004583",373,351,19,3
"E00004584",367,348,13,6
"E00004585",260,238,18,4
"E00004586",247,207,30,10
"E00004587",264,239,17,8
"E00004588",322,297,13,12
"E00004589",277,256,18,3
"E00004590",215,194,11,10
"E00004591",262,238,15,9
"E00004592",197,173,16,8
"E00004593",525,473,37,15
"E00004594",255,236,12,7
"E00004595",315,291,15,9
"E00004596",226,202,16,8
"E00004597",585,558,21,6
"E00004598",242,222,13,7
"E00004599",311,279,19,13
"E00004600",345,326,11,8
"E00004601",289,270,13,6
"E00004602",252,224,14,14
"E00004603",358,346,4,8
"E00004604",262,248,5,9
"E00004605",279,262,5,12
"E00004606",376,343,13,20
"E00004607",188,173,8,7
"E00004608",347,326,7,14
"E00004609",404,352,19,33
"E00004610",265,251,8,6
"E00004611",192,184,3,5
"E00004612",299,285,4,10
"E00004613",246,235,8,3
"E00004614",527,490,20,17
"E00004615",210,196,9,5
"E00004616",269,255,9,5
"E00004617",211,201,5,5
"E00004618",245,233,8,4
"E00004619",243,228,10,5
"E00004620",255,239,8,8
"E00004621",297,282,7,8
"E00004622",405,377,19,9
"E00004623",335,315,16,4
"E00004624",275,252,9,14
"E00004625",338,309,10,19
"E00004626",395,361,12,22
"E00004627",186,181,2,3
"E00004628",230,222,3,5
"E00004629",223,194,14,15
"E00004630",188,160,14,14
"E00004631",247,226,14,7
"E00004632",227,214,2,11
"E00004633",336,324,8,4
"E00004634",283,255,16,12
"E00004635",299,292,5,2
"E00004636",266,259,5,2
"E00004637",239,228,8,3
"E00004638",308,270,26,12
"E00004639",205,194,3,8
"E00004640",336,320,6,10
"E00004641",364,342,16,6
"E00004642",344,327,8,9
"E00004643",353,329,14,10
"E00004644",369,365,2,2
"E00004645",172,150,10,12
"E00004646",268,247,15,6
"E00004647",371,308,34,29
"E00004649",227,155,39,33
"E00004650",327,271,16,40
"E00004651",159,123,23,13
"E00004652",237,196,20,21
"E00004653",151,105,20,26
"E00004654",141,80,27,34
"E00004655",464,390,32,42
"E00004656",402,319,12,71
"E00004658",318,288,21,9
"E00004659",404,297,87,20
"E00004660",351,324,18,9
"E00004661",268,198,43,27
"E00004662",288,238,33,17
"E00004663",361,316,27,18
"E00004664",358,327,22,9
"E00004665",260,256,2,2
"E00004666",426,289,62,75
"E00004667",207,125,44,38
"E00004668",171,160,7,4
"E00004669",293,257,26,10
"E00004670",251,217,11,23
"E00004671",470,435,21,14
"E00004672",223,140,46,37
"E00004673",282,258,13,11
"E00004674",240,222,6,12
"E00004675",232,222,7,3
"E00004676",967,266,439,262
"E00004677",325,277,21,27
"E00004678",334,295,18,21
"E00004679",180,157,14,9
"E00004680",263,166,32,65
"E00004681",293,239,22,32
"E00004682",165,151,8,6
"E00004683",173,153,15,5
"E00004684",320,294,18,8
"E00004685",321,281,27,13
"E00004686",310,276,24,10
"E00004687",245,179,29,37
"E00004688",411,363,27,21
"E00004689",323,279,27,17
"E00004690",229,197,23,9
"E00004691",478,239,182,57
"E00004692",432,263,94,75
"E00004693",361,298,25,38
"E00004694",285,218,44,23
"E00004695",459,379,34,46
"E00004696",348,305,25,18
"E00004697",295,236,34,25
"E00004699",161,144,11,6
"E00004700",280,246,25,9
"E00004701",306,267,9,30
"E00004702",265,251,7,7
"E00004703",298,268,19,11
"E00004704",374,315,35,24
"E00004705",351,283,29,39
"E00004706",426,373,33,20
"E00004707",455,360,59,36
"E00004708",200,184,6,10
"E00004709",388,333,41,14
"E00004710",311,274,22,15
"E00004711",298,264,20,14
"E00004712",324,236,33,55
"E00004713",164,157,5,2
"E00004714",282,234,27,21
"E00004715",311,268,26,17
"E00004716",318,294,10,14
"E00004717",183,162,16,5
"E00004718",316,278,29,9
"E00004719",423,376,32,15
"E00004720",232,228,2,2
"E00004721",338,288,32,18
"E00004722",294,275,8,11
"E00004723",264,234,18,12
"E00004724",324,268,30,26
"E00004725",403,385,9,9
"E00004726",234,205,16,13
"E00004727",322,286,16,20
"E00004728",563,509,37,17
"E00004729",256,237,5,14
"E00004730",160,153,4,3
"E00004731",323,267,13,43
"E00004732",417,387,13,17
"E00004733",246,232,13,1
"E00004734",343,320,16,7
"E00004735",274,265,4,5
"E00004736",257,208,37,12
"E00004738",261,232,19,10
"E00004739",274,243,20,11
"E00004740",306,284,4,18
"E00004741",315,283,25,7
"E00004742",459,401,40,18
"E00004743",396,322,58,16
"E00004744",331,282,27,22
"E00004745",286,259,16,11
"E00004746",314,301,5,8
"E00004747",330,285,29,16
"E00004748",344,312,20,12
"E00004749",528,463,36,29
"E00004750",447,312,67,68
"E00004751",240,215,11,14
"E00004752",331,311,14,6
"E00004753",308,271,22,15
"E00004754",302,245,39,18
"E00004755",260,228,20,12
"E00004756",259,237,13,9
"E00004757",334,321,4,9
"E00004758",232,213,15,4
"E00004759",233,219,5,9
"E00004760",195,187,7,1
"E00004761",358,348,3,7
"E00004762",347,255,30,62
"E00004763",223,197,18,8
"E00004764",240,190,32,18
"E00004765",242,221,17,4
"E00004766",234,215,10,9
"E00004767",296,279,7,10
"E00004768",220,195,5,20
"E00004769",275,248,9,18
"E00004770",204,176,14,14
"E00004771",310,244,17,49
"E00004772",273,227,22,24
"E00004773",251,215,16,20
"E00004774",206,189,3,14
"E00004775",267,234,18,15
"E00004776",310,279,16,15
"E00004777",301,283,5,13
"E00004778",254,208,6,40
"E00004779",299,245,3,51
"E00004780",276,227,2,47
"E00004781",297,268,9,20
"E00004782",253,217,6,30
"E00004783",311,279,16,16
"E00004784",264,223,9,32
"E00004785",288,275,6,7
"E00004786",194,161,22,11
"E00004787",281,252,11,18
"E00004788",249,236,4,9
"E00004789",234,220,8,6
"E00004790",245,228,6,11
"E00004791",238,212,18,8
"E00004792",267,249,7,11
"E00004793",252,223,11,18
"E00004794",521,456,20,45
"E00004795",251,229,8,14
"E00004796",263,237,14,12
"E00004797",336,313,9,14
"E00004798",242,213,12,17
"E00004799",306,287,10,9
"E00004801",286,255,14,17
"E00004802",229,201,18,10
"E00004803",153,143,3,7
"E00004804",219,198,10,11
"E00004805",226,215,2,9
"E00004806",256,234,9,13
"E00004807",246,228,7,11
"E00004808",230,204,9,17
"E00004809",253,225,13,15
"E00004810",295,258,22,15
"E00004811",270,245,9,16
"E00004812",358,317,18,23
"E00004813",374,333,15,26
"E00004814",209,185,12,12
"E00004815",512,476,18,18
"E00004816",245,219,16,10
"E00004817",258,241,11,6
"E00004818",202,179,13,10
"E00004819",335,317,10,8
"E00004820",292,273,11,8
"E00004821",191,172,11,8
"E00004822",350,324,9,17
"E00004823",387,354,14,19
"E00004824",218,197,11,10
"E00004825",201,191,7,3
"E00004826",235,214,8,13
"E00004827",344,329,9,6
"E00004828",273,250,16,7
"E00004829",238,222,8,8
"E00004830",304,295,5,4
"E00004831",255,247,4,4
"E00004832",342,324,7,11
"E00004833",331,299,16,16
"E00004834",442,416,14,12
"E00004835",327,291,23,13
"E00004836",335,293,31,11
"E00004837",400,369,20,11
"E00004838",258,244,8,6
"E00004839",341,318,19,4
"E00004840",236,217,10,9
"E00004841",276,265,10,1
"E00004842",266,243,11,12
"E00004843",206,193,8,5
"E00004844",276,252,17,7
"E00004845",240,216,7,17
"E00004846",279,252,12,15
"E00004847",238,217,7,14
"E00004848",327,281,19,27
"E00004849",286,258,12,16
"E00004850",446,396,35,15
"E00004851",188,170,11,7
"E00004852",290,272,7,11
"E00004853",307,277,18,12
"E00174649",362,246,72,44
"E00174650",454,155,222,77
"E00174651",591,177,321,93
"E00174652",168,140,19,9
"E00174653",479,309,122,48
"E00174654",541,232,223,86
"E00174655",269,174,37,58
"E00174656",222,170,32,20
"E00174657",263,230,20,13
"E00174658",173,153,12,8
"E00174659",331,264,32,35
"E00174660",134,129,2,3
"E00174661",612,324,179,109
"E00174662",121,87,20,14
"E00174663",144,107,22,15
"E00174664",123,98,15,10
"E00174665",260,225,17,18
"E00174666",155,148,3,4
"E00174667",220,196,17,7
"E00174668",278,264,9,5
"E00174669",514,428,35,51
"E00174670",284,252,21,11
"E00174671",176,124,34,18
"E00174672",245,206,26,13
"E00174673",111,86,6,19
"E00174674",152,119,12,21
"E00174675",257,214,20,23
"E00174676",203,78,31,94
"E00174677",373,329,8,36
"E00174678",238,209,7,22
"E00174679",618,241,163,214
"E00174680",241,188,30,23
