"GeographyCode","QS118EW0001","QS118EW0002","QS118EW0003","QS118EW0004","QS118EW0005","QS118EW0006","QS118EW0007","QS118EW0008","QS118EW0009","QS118EW0010","QS118EW0011","QS118EW0012"
"E01000842",345,217,36,7,22,27,19,4,10,2,1,208
"E01000843",430,216,91,22,12,50,19,6,9,5,0,324
"E01000844",445,258,65,15,13,61,11,4,14,3,1,302
"E01000845",334,202,26,17,22,24,17,7,11,7,1,231
"E01000846",372,161,27,24,26,33,28,20,27,24,2,424
"E01000847",411,185,43,16,23,42,29,11,39,22,1,471
"E01000848",411,270,39,10,22,32,15,4,11,8,0,235
"E01000849",325,196,36,10,17,30,17,3,7,7,2,221
"E01000850",221,159,25,9,9,8,3,2,4,2,0,90
"E01000851",265,195,11,7,11,8,13,2,10,6,2,145
"E01000852",142,106,8,5,9,5,5,2,1,1,0,53
"E01000853",292,157,16,18,26,12,14,5,37,5,2,271
"E01000854",263,147,21,9,15,14,5,3,35,11,3,240
"E01000855",228,180,14,4,15,7,3,0,1,4,0,68
"E01000856",373,189,27,14,26,24,28,8,21,36,0,390
"E01000857",349,205,24,14,24,23,18,8,16,15,2,274
"E01000858",419,196,31,36,48,21,26,10,22,24,5,428
"E01000859",372,221,27,15,21,29,28,8,12,9,2,265
"E01000860",260,160,17,11,12,19,14,9,10,5,3,185
"E01000861",304,178,25,16,26,11,18,8,12,9,1,223
"E01000862",459,303,32,15,24,23,21,16,13,11,1,266
"E01000863",304,211,16,17,14,16,9,6,10,5,0,161
"E01000864",348,207,35,21,13,24,13,17,10,3,5,240
"E01000865",207,125,14,11,10,10,9,11,6,10,1,153
"E01000866",464,253,36,23,49,32,26,14,18,12,1,366
"E01000867",340,193,22,16,20,17,15,5,39,12,1,338
"E01000868",340,131,35,21,21,51,22,16,29,12,2,426
"E01000869",430,249,38,22,26,42,20,7,17,9,0,336
"E01000870",397,219,36,24,30,23,31,13,10,9,2,314
"E01000871",408,220,32,14,29,26,44,8,24,9,2,349
"E01000872",413,252,43,20,24,26,19,10,5,11,3,267
"E01000873",394,224,39,12,20,37,23,23,13,3,0,288
"E01000874",386,225,45,11,26,34,24,9,9,3,0,257
"E01000875",368,225,38,16,31,13,11,11,8,14,1,237
"E01000876",397,221,32,17,26,22,23,8,26,19,3,357
"E01000877",371,220,45,8,18,32,17,13,14,4,0,256
"E01000878",341,214,36,9,18,20,19,6,6,12,1,215
"E01000879",334,195,18,13,19,44,15,7,14,9,0,258
"E01000880",390,172,45,16,24,43,25,11,27,23,4,428
"E01000881",333,189,32,9,10,35,27,11,11,9,0,291
"E01000882",386,242,35,10,18,28,23,6,12,12,0,259
"E01000883",303,186,33,11,13,25,13,6,9,7,0,196
"E01000884",371,175,36,7,26,30,41,11,23,18,4,377
"E01000885",388,225,21,14,19,38,29,8,19,14,1,314
"E01000886",361,180,30,22,37,25,32,9,15,10,1,310
"E01000887",352,207,30,28,18,21,19,6,11,11,1,239
"E01000888",394,204,36,11,30,29,32,12,25,12,3,366
"E01000889",406,178,33,28,40,25,39,22,24,14,3,421
"E01000890",379,176,36,27,37,21,25,10,24,19,4,373
"E01000891",346,146,33,27,33,27,23,14,24,18,1,393
"E01000892",463,254,37,18,39,44,22,8,23,18,0,401
"E01000893",411,233,46,18,26,22,28,11,11,11,5,298
"E01000894",381,228,26,9,25,45,20,5,13,9,1,276
"E01000895",405,239,26,27,28,45,18,4,9,8,1,275
"E01000896",451,269,29,18,27,43,21,12,13,17,2,327
"E01000897",438,250,38,14,19,47,33,10,11,15,1,337
"E01000898",363,214,21,16,24,46,12,5,9,16,0,275
"E01000899",453,254,41,19,23,28,34,16,18,17,3,359
"E01000900",433,235,40,23,35,31,21,12,18,17,1,358
"E01000901",445,152,49,40,42,43,38,13,38,29,1,561
"E01000902",337,141,36,22,29,22,25,15,32,14,1,400
"E01000903",334,192,39,11,25,35,12,8,8,3,1,229
"E01000904",505,278,46,31,38,26,28,11,27,18,2,424
"E01000905",451,183,31,39,51,33,33,10,48,21,2,535
"E01000906",357,252,27,12,18,13,12,4,9,6,4,178
"E01000907",384,193,33,29,37,30,22,5,14,18,3,334
"E01000908",378,195,31,21,38,38,21,8,17,9,0,319
"E01000909",421,258,17,15,39,30,22,11,14,12,3,295
"E01000910",384,231,19,4,28,30,26,15,14,14,3,298
"E01000911",410,225,23,24,27,38,26,17,21,8,1,350
"E01000912",370,192,38,20,30,26,19,19,9,16,1,306
"E01000913",478,297,24,15,28,29,28,28,13,14,2,336
"E01000914",314,233,15,13,11,15,9,8,5,5,0,148
"E01000915",346,190,16,26,21,25,17,5,23,20,3,327
"E01000916",382,241,24,26,18,19,18,5,15,15,1,265
"E01000917",398,172,32,37,29,40,27,10,31,19,1,439
"E01000918",332,204,18,14,24,25,14,8,10,15,0,239
"E01000919",303,193,13,10,21,13,36,5,5,7,0,193
"E01000920",428,263,34,15,45,30,10,7,17,7,0,279
"E01000921",448,265,41,23,27,36,29,7,10,9,1,306
"E01000922",290,159,21,19,17,23,12,6,21,10,2,262
"E01000923",343,184,33,16,32,28,16,13,14,5,2,263
"E01000924",398,263,30,20,19,25,12,8,12,8,1,231
"E01000925",357,145,28,19,41,26,38,13,28,18,1,441
"E01000926",317,171,31,18,16,24,14,10,15,17,1,282
"E01000927",433,280,35,18,21,34,18,6,12,6,3,267
"E01000928",389,205,30,18,23,38,26,19,17,11,2,345
"E01000929",399,169,29,22,41,28,33,14,43,18,2,471
"E01000930",376,192,35,23,29,30,21,7,26,11,2,345
"E01000931",429,219,57,22,32,29,18,14,20,18,0,373
"E01000932",429,300,48,17,22,17,8,4,12,1,0,187
"E01000933",382,259,39,9,18,18,15,9,9,4,2,204
"E01000934",352,166,36,19,30,29,21,10,25,12,4,350
"E01000935",360,154,29,38,17,30,40,8,29,13,2,395
"E01000936",306,143,22,11,31,17,12,7,29,27,7,361
"E01000937",160,92,12,4,8,9,1,5,22,7,0,148
"E01000938",313,151,22,9,16,11,16,4,75,8,1,377
"E01000939",226,96,10,11,17,12,16,2,35,22,5,317
"E01000940",245,129,27,13,18,19,10,4,10,14,1,216
"E01000941",273,126,21,23,25,25,17,5,17,11,3,264
"E01000942",193,129,21,10,7,4,6,5,8,3,0,110
"E01000943",171,106,14,9,10,8,14,1,4,5,0,106
"E01000944",303,148,23,17,28,13,21,8,26,19,0,317
"E01000945",272,144,21,12,13,15,11,6,42,7,1,282
"E01000946",324,182,33,11,32,20,17,5,9,14,1,244
"E01000947",342,223,24,12,21,12,14,9,14,12,1,224
"E01000948",418,259,32,19,26,25,26,10,11,7,3,270
"E01000949",372,175,34,25,42,29,18,9,24,15,1,352
"E01000950",307,121,18,28,26,33,22,12,28,19,0,369
"E01000951",303,124,26,18,28,25,26,9,30,17,0,363
"E01000952",378,186,27,27,35,25,17,13,26,20,2,371
"E01000953",359,187,36,19,21,21,19,9,26,20,1,342
"E01000954",395,139,39,27,36,36,35,12,52,17,2,514
"E01000955",319,125,20,27,26,47,23,9,27,15,0,381
"E01000956",306,133,19,18,28,24,24,6,32,21,1,385
"E01000957",396,212,52,15,29,31,14,11,16,14,2,322
"E01000958",454,213,66,36,30,30,22,6,24,25,2,441
"E01000959",338,155,34,20,41,20,23,8,27,10,0,331
"E01000960",425,243,51,12,18,26,30,12,19,14,0,323
"E01000961",391,181,36,26,27,31,22,16,35,14,3,407
"E01000962",408,257,63,12,13,33,13,6,3,6,2,230
"E01000963",459,258,60,21,26,33,26,11,10,11,3,329
"E01000964",393,225,38,10,23,29,30,11,15,12,0,305
"E01000965",374,242,29,10,18,37,14,5,11,8,0,234
"E01000966",395,253,44,15,12,31,18,9,5,7,1,234
"E01000967",355,193,29,20,30,21,19,6,20,13,4,292
"E01000968",348,239,41,6,10,29,6,8,5,3,1,178
"E01000969",455,284,57,20,21,30,17,7,8,9,2,268
"E01000970",300,233,27,9,13,5,8,0,3,2,0,91
"E01000971",381,231,40,6,15,42,20,10,12,5,0,260
"E01000972",469,244,51,33,42,20,29,16,19,14,1,389
"E01000973",413,260,34,20,30,22,10,11,17,8,1,270
"E01000974",373,218,41,17,23,16,10,23,14,9,2,286
