"GeographyCode","KS605EW0001","KS605EW0002","KS605EW0003","KS605EW0004","KS605EW0005","KS605EW0006","KS605EW0007","KS605EW0008","KS605EW0009","KS605EW0010","KS605EW0011","KS605EW0012","KS605EW0013","KS605EW0014","KS605EW0015","KS605EW0016","KS605EW0017","KS605EW0018","KS605EW0019","KS605EW0020","KS605EW0021","KS605EW0022","KS605EW0023","KS605EW0024","KS605EW0025","KS605EW0026","KS605EW0027","KS605EW0028","KS605EW0029","KS605EW0030","KS605EW0031","KS605EW0032","KS605EW0033","KS605EW0034","KS605EW0035","KS605EW0036","KS605EW0037"
"E01000842",849,0,4,7,3,4,17,39,6,36,83,171,26,168,26,22,83,83,71,0,0.471142520612485,0.824499411071849,0.353356890459364,0.471142520612485,2.00235571260306,4.59363957597173,0.706713780918728,4.24028268551237,9.77620730270907,20.1413427561837,3.06242638398115,19.7879858657244,3.06242638398115,2.59128386336867,9.77620730270907,9.77620730270907,8.36277974087161
"E01000843",909,0,2,9,8,2,12,64,13,50,102,141,23,222,22,20,75,87,57,0,0.22002200220022,0.99009900990099,0.88008800880088,0.22002200220022,1.32013201320132,7.04070407040704,1.43014301430143,5.5005500550055,11.2211221122112,15.5115511551155,2.53025302530253,24.4224422442244,2.42024202420242,2.2002200220022,8.25082508250825,9.57095709570957,6.27062706270627
"E01000844",1089,0,4,22,4,0,24,65,11,24,103,242,14,285,40,18,75,80,78,0,0.367309458218549,2.02020202020202,0.367309458218549,0,2.20385674931129,5.96877869605142,1.01010101010101,2.20385674931129,9.45821854912764,22.2222222222222,1.28558310376492,26.1707988980716,3.67309458218549,1.65289256198347,6.8870523415978,7.34618916437098,7.16253443526171
"E01000845",847,0,3,12,1,2,22,69,11,27,82,140,11,186,37,23,66,74,81,0,0.354191263282172,1.41676505312869,0.118063754427391,0.236127508854782,2.5974025974026,8.14639905548996,1.2987012987013,3.18772136953955,9.68122786304605,16.5289256198347,1.2987012987013,21.9598583234947,4.36835891381346,2.71546635182999,7.79220779220779,8.73671782762692,9.56316410861865
"E01000846",582,0,0,7,0,0,26,66,29,33,51,50,14,90,25,28,44,69,50,0,0,1.20274914089347,0,0,4.46735395189003,11.340206185567,4.98281786941581,5.67010309278351,8.76288659793814,8.59106529209622,2.40549828178694,15.4639175257732,4.29553264604811,4.81099656357388,7.56013745704467,11.8556701030928,8.59106529209622
"E01000847",712,0,2,12,3,1,15,78,22,31,58,96,23,120,34,30,51,71,65,0,0.280898876404494,1.68539325842697,0.421348314606742,0.140449438202247,2.10674157303371,10.9550561797753,3.08988764044944,4.35393258426966,8.14606741573034,13.4831460674157,3.23033707865169,16.8539325842697,4.7752808988764,4.21348314606742,7.16292134831461,9.97191011235955,9.12921348314607
"E01000848",1008,0,5,16,2,0,12,66,11,51,99,198,14,228,25,25,87,92,77,0,0.496031746031746,1.58730158730159,0.198412698412698,0,1.19047619047619,6.54761904761905,1.09126984126984,5.05952380952381,9.82142857142857,19.6428571428571,1.38888888888889,22.6190476190476,2.48015873015873,2.48015873015873,8.63095238095238,9.12698412698413,7.63888888888889
"E01000849",982,0,1,8,3,1,25,71,13,39,97,145,14,207,33,34,95,108,88,0,0.10183299389002,0.814663951120163,0.305498981670061,0.10183299389002,2.54582484725051,7.23014256619145,1.32382892057026,3.97148676171079,9.87780040733197,14.765784114053,1.42566191446029,21.0794297352342,3.36048879837067,3.46232179226069,9.67413441955193,10.9979633401222,8.96130346232179
"E01000850",937,0,0,22,2,0,16,51,15,73,97,63,14,211,23,22,85,184,59,0,0,2.34791889007471,0.213447171824973,0,1.70757737459979,5.44290288153682,1.6008537886873,7.79082177161153,10.3521878335112,6.72358591248666,1.49413020277481,22.5186766275347,2.45464247598719,2.34791889007471,9.07150480256137,19.6371398078975,6.29669156883671
"E01000851",1017,0,3,10,1,1,16,100,22,76,121,81,21,204,33,34,102,99,93,0,0.294985250737463,0.983284169124877,0.0983284169124877,0.0983284169124877,1.5732546705998,9.83284169124877,2.16322517207473,7.47295968534907,11.897738446411,7.9646017699115,2.06489675516224,20.0589970501475,3.24483775811209,3.34316617502458,10.0294985250737,9.73451327433628,9.14454277286136
"E01000852",497,1,2,7,1,0,7,48,8,45,42,38,7,76,14,22,99,47,33,0.201207243460765,0.402414486921529,1.40845070422535,0.201207243460765,0,1.40845070422535,9.6579476861167,1.60965794768612,9.05432595573441,8.45070422535211,7.64587525150905,1.40845070422535,15.2917505030181,2.8169014084507,4.42655935613682,19.9195171026157,9.45674044265593,6.63983903420523
"E01000853",622,0,0,10,2,0,20,75,25,59,31,36,14,95,30,31,73,74,47,0,0,1.60771704180064,0.321543408360129,0,3.21543408360129,12.0578778135048,4.01929260450161,9.48553054662379,4.98392282958199,5.78778135048232,2.2508038585209,15.2733118971061,4.82315112540193,4.98392282958199,11.7363344051447,11.8971061093248,7.55627009646302
"E01000854",638,0,2,13,3,0,10,79,27,64,47,49,14,76,22,24,63,101,44,0,0.313479623824451,2.03761755485893,0.470219435736677,0,1.56739811912226,12.3824451410658,4.23197492163009,10.0313479623824,7.36677115987461,7.68025078369906,2.19435736677116,11.9122257053292,3.44827586206897,3.76175548589342,9.87460815047022,15.8307210031348,6.89655172413793
"E01000855",1110,1,2,10,1,0,14,62,14,75,129,85,11,209,32,35,106,210,114,0.0900900900900901,0.18018018018018,0.900900900900901,0.0900900900900901,0,1.26126126126126,5.58558558558559,1.26126126126126,6.75675675675676,11.6216216216216,7.65765765765766,0.990990990990991,18.8288288288288,2.88288288288288,3.15315315315315,9.54954954954955,18.9189189189189,10.2702702702703
"E01000856",731,2,0,14,2,1,41,97,27,59,77,29,16,111,28,15,78,72,62,0.27359781121751,0,1.91518467852257,0.27359781121751,0.136798905608755,5.60875512995896,13.2694938440492,3.69357045143639,8.07113543091655,10.5335157318741,3.9671682626539,2.18878248974008,15.1846785225718,3.83036935704514,2.05198358413133,10.6703146374829,9.84952120383037,8.48153214774282
