"GeographyCode","QS114EW0001","QS114EW0002","QS114EW0003","QS114EW0004","QS114EW0005","QS114EW0006","QS114EW0007","QS114EW0008","QS114EW0009","QS114EW0010","QS114EW0011","QS114EW0012"
"E00004166",416,57,20,37,359,56,22,53,28,62,85,53
"E00004167",282,20,10,10,262,7,32,73,22,38,35,55
"E00004168",194,58,21,37,136,0,14,53,40,5,0,24
"E00004169",293,70,19,51,223,3,18,28,60,0,11,103
"E00004172",229,85,9,76,144,8,12,13,76,5,0,30
"E00004173",192,83,35,48,109,0,26,13,34,0,4,32
"E00004174",274,68,22,46,206,11,8,28,18,10,18,113
"E00004175",272,73,19,54,199,20,6,14,40,10,7,102
"E00004177",105,53,9,44,52,0,10,7,20,0,0,15
"E00004179",327,113,58,55,214,23,36,24,38,26,17,50
"E00004180",283,58,11,47,225,81,6,14,40,0,13,71
"E00004181",355,127,81,46,228,22,62,28,36,20,20,40
"E00004182",162,39,13,26,123,2,2,15,28,10,34,32
"E00004183",197,59,15,44,138,23,4,17,32,12,13,37
"E00004184",210,56,16,40,154,12,20,30,36,0,14,42
"E00004185",413,71,13,58,342,94,6,12,44,25,17,144
"E00004187",488,95,12,83,393,8,20,29,116,10,50,160
"E00004188",182,65,7,58,117,0,12,6,34,5,0,60
"E00004189",272,45,4,41,227,0,4,18,52,0,0,153
"E00004190",471,313,71,242,158,0,28,6,92,0,0,32
"E00004193",244,50,12,38,194,2,16,19,54,0,9,94
"E00004194",252,79,14,65,173,12,8,10,70,5,16,52
"E00004195",311,50,16,34,261,6,6,10,74,17,12,136
"E00004196",211,50,26,24,161,0,22,10,36,5,21,67
"E00004197",237,45,17,28,192,0,22,17,58,0,4,91
"E00004198",350,87,12,75,263,0,8,22,94,5,10,124
"E00004199",286,89,14,75,197,4,10,45,70,0,11,57
"E00004200",248,75,13,62,173,4,4,7,66,5,19,68
"E00004201",272,69,18,51,203,10,36,48,52,16,19,22
"E00004202",171,153,94,59,18,2,8,0,0,0,0,8
"E00004203",319,65,9,56,254,13,24,19,98,5,5,90
"E00004204",277,58,17,41,219,5,44,46,84,10,12,18
"E00004205",352,36,7,29,316,4,22,76,80,16,38,80
"E00004206",310,48,18,30,262,23,12,42,26,17,53,89
"E00004207",365,38,10,28,327,31,10,21,38,63,95,69
"E00004208",303,42,16,26,261,37,20,54,30,0,51,69
"E00004209",271,40,6,34,231,0,12,17,46,15,27,114
"E00004210",323,46,12,34,277,36,14,63,24,46,36,58
"E00004211",306,44,3,41,262,2,8,10,56,25,44,117
"E00004212",330,42,7,35,288,9,14,48,66,51,24,76
"E00004213",456,49,6,43,407,47,14,50,60,32,126,78
"E00004214",521,108,9,99,413,30,2,77,102,30,82,90
"E00004215",269,58,12,46,211,10,12,42,58,21,11,57
"E00004216",299,69,13,56,230,7,14,81,48,5,34,41
"E00004217",244,76,11,65,168,0,10,43,70,5,4,36
"E00004218",305,49,21,28,256,15,18,17,50,25,51,80
"E00004219",366,102,19,83,264,27,8,58,58,0,18,95
"E00004220",170,44,22,22,126,8,20,16,20,23,14,25
"E00004221",232,43,14,29,189,0,12,58,58,26,4,31
"E00004222",211,55,11,44,156,4,10,34,42,15,20,31
"E00004223",321,35,6,29,286,6,0,43,44,34,55,104
"E00004224",280,77,11,66,203,2,8,56,56,10,24,47
"E00004225",386,82,2,80,304,10,6,14,132,6,22,114
"E00004226",256,52,21,31,204,3,18,56,32,20,23,52
"E00004227",271,75,15,60,196,9,26,47,56,7,19,32
"E00004228",204,49,11,38,155,0,24,26,52,26,9,18
"E00004229",318,74,8,66,244,22,18,23,122,10,11,38
"E00004230",283,56,7,49,227,17,16,32,52,0,34,76
"E00004231",328,51,11,40,277,0,20,92,60,31,22,52
"E00004232",202,88,47,41,114,0,28,26,36,16,5,3
"E00004233",231,58,23,35,173,7,16,29,58,5,16,42
"E00004234",242,46,15,31,196,5,20,56,82,5,4,24
"E00004235",326,72,12,60,254,37,6,32,84,11,15,69
"E00004236",329,62,4,58,267,9,8,11,72,11,27,129
"E00004237",267,44,6,38,223,18,8,22,74,16,33,52
"E00004238",290,45,16,29,245,7,26,59,42,10,22,79
"E00004239",215,59,18,41,156,15,10,39,30,0,18,44
"E00004240",329,51,5,46,278,15,16,17,54,10,63,103
"E00004241",295,44,13,31,251,2,32,64,62,15,24,52
"E00004242",176,71,3,68,105,2,2,35,24,10,14,18
"E00004243",290,26,7,19,264,0,26,60,44,30,54,50
"E00004244",292,36,8,28,256,25,6,30,12,28,107,48
"E00004245",317,74,20,54,243,8,36,37,70,26,10,56
"E00004246",264,51,12,39,213,14,8,32,52,26,23,58
"E00004247",314,64,23,41,250,14,24,36,80,21,10,65
"E00004248",446,91,13,78,355,29,18,58,74,33,50,93
"E00004249",226,40,5,35,186,12,14,23,76,6,14,41
"E00004250",271,54,11,43,217,4,4,32,60,21,22,74
"E00004251",231,33,4,29,198,2,20,30,26,10,50,60
"E00004252",252,46,7,39,206,6,16,44,48,10,41,41
"E00004253",296,49,13,36,247,20,22,25,68,10,40,62
"E00004254",315,38,10,28,277,32,12,63,28,24,60,58
"E00004255",282,50,11,39,232,31,2,44,56,10,13,76
"E00004256",361,46,28,18,315,24,8,45,82,16,56,84
"E00004257",264,28,4,24,236,21,14,58,74,0,25,44
"E00004258",236,46,6,40,190,4,4,13,48,0,6,115
"E00004259",328,32,10,22,296,79,16,21,14,36,59,71
"E00004260",220,92,12,80,128,17,4,40,26,6,22,13
"E00004261",275,44,11,33,231,13,12,13,46,44,28,75
"E00004262",281,40,10,30,241,42,6,62,38,37,24,32
"E00004263",385,23,5,18,362,47,8,81,34,58,85,49
"E00004264",348,68,12,56,280,12,6,36,118,0,0,108
"E00004265",234,54,15,39,180,25,2,24,32,5,19,73
"E00004266",345,71,21,50,274,11,4,55,62,36,37,69
"E00004268",319,70,11,59,249,18,2,50,46,15,64,54
"E00004269",231,51,21,30,180,18,8,30,70,0,19,35
"E00004270",448,62,12,50,386,24,8,49,112,21,60,112
"E00004271",328,44,10,34,284,15,10,54,74,16,16,99
"E00004272",273,27,10,17,246,2,38,49,48,5,37,67
"E00004273",364,53,16,37,311,4,28,32,76,10,39,122
"E00004274",291,43,8,35,248,13,10,53,68,10,13,81
"E00004275",199,44,13,31,155,12,8,25,62,5,0,43
"E00004276",274,44,15,29,230,16,16,63,42,5,5,83
"E00004277",259,63,15,48,196,17,8,41,74,0,14,42
"E00004278",218,37,8,29,181,20,8,27,48,11,9,58
"E00004279",290,50,7,43,240,20,20,39,70,7,51,33
"E00004280",211,44,4,40,167,5,34,23,50,5,25,25
"E00004281",251,33,6,27,218,12,20,43,78,0,28,37
"E00004282",302,64,14,50,238,30,8,40,70,6,31,53
"E00004283",267,65,8,57,202,10,16,39,64,0,31,42
"E00004284",247,62,13,49,185,17,14,27,48,10,13,56
"E00004285",270,69,10,59,201,0,14,40,76,0,12,59
"E00004286",294,70,23,47,224,16,12,22,90,6,12,66
"E00004287",265,32,7,25,233,33,16,30,54,6,15,79
"E00004288",318,80,8,72,238,18,12,28,88,11,34,47
"E00004289",232,64,7,57,168,0,6,26,82,5,6,43
"E00004290",306,77,11,66,229,13,8,42,96,11,11,48
"E00004291",340,50,16,34,290,20,24,47,36,15,53,95
"E00004292",332,40,14,26,292,49,12,32,16,61,69,53
"E00004293",276,46,13,33,230,28,10,20,44,23,36,69
"E00004294",215,61,19,42,154,5,4,34,56,6,0,49
"E00004295",378,68,15,53,310,2,22,38,84,20,36,108
"E00004296",383,42,12,30,341,28,12,39,30,31,121,80
"E00004297",291,67,4,63,224,8,16,47,72,5,0,76
"E00004298",311,24,7,17,287,7,18,40,52,10,87,73
"E00004299",302,45,19,26,257,10,26,75,62,23,20,41
"E00004300",273,37,11,26,236,10,8,57,44,0,37,80
"E00004301",503,110,9,101,393,26,12,65,102,11,45,132
"E00004302",303,59,9,50,244,12,14,49,66,22,29,52
"E00004303",299,22,10,12,277,4,32,59,30,5,38,109
"E00004304",397,63,10,53,334,13,20,79,80,5,26,111
"E00004305",355,32,10,22,323,4,26,95,48,36,23,91
"E00004306",315,65,17,48,250,9,34,62,64,0,19,62
"E00004307",368,44,19,25,324,12,30,96,52,15,34,85
"E00004308",278,44,9,35,234,16,10,46,52,15,22,73
"E00004309",286,30,2,28,256,0,10,77,62,27,17,63
"E00004310",306,38,11,27,268,5,24,83,50,15,24,67
"E00004311",282,27,7,20,255,0,12,61,36,35,51,60
"E00004312",321,62,13,49,259,17,12,78,46,5,13,88
"E00004313",279,42,11,31,237,4,28,64,66,0,19,56
"E00004314",312,68,7,61,244,10,4,50,74,5,36,65
"E00004315",304,50,12,38,254,3,22,54,114,0,0,61
"E00004316",244,51,5,46,193,4,8,19,70,6,10,76
"E00004317",390,44,8,36,346,15,12,64,94,10,36,115
"E00004318",282,41,12,29,241,7,12,38,50,5,25,104
"E00004319",261,57,10,47,204,11,8,21,108,0,10,46
"E00004320",268,31,9,22,237,0,32,60,46,26,26,47
"E00004321",299,29,16,13,270,15,20,62,56,25,26,66
"E00004322",296,31,13,18,265,2,36,71,26,32,26,72
"E00004323",236,23,3,20,213,11,10,61,54,17,22,38
"E00004324",299,42,14,28,257,2,26,105,30,27,16,51
"E00004325",235,57,19,38,178,6,22,53,22,30,16,29
"E00004326",265,61,12,49,204,10,14,38,22,65,27,28
"E00004327",320,52,15,37,268,13,26,91,46,15,41,36
"E00004328",237,29,14,15,208,2,22,49,36,15,17,67
"E00004329",298,41,10,31,257,16,10,56,66,52,18,39
"E00004330",294,61,7,54,233,10,4,62,100,25,0,32
"E00004331",281,39,10,29,242,3,14,28,60,31,42,64
"E00004332",189,32,17,15,157,6,10,51,42,10,18,20
"E00004333",247,58,16,42,189,6,18,31,76,15,9,34
"E00004334",212,53,12,41,159,0,18,53,40,20,10,18
"E00004335",295,57,7,50,238,12,20,52,88,10,22,34
"E00004336",346,77,6,71,269,2,8,32,114,40,23,50
"E00004337",260,41,13,28,219,2,22,79,38,10,14,54
"E00004338",271,32,14,18,239,3,26,72,56,48,10,24
"E00004339",234,37,12,25,197,8,22,30,76,15,11,35
"E00004340",221,32,4,28,189,5,12,13,38,0,31,90
"E00004341",234,68,14,54,166,4,8,61,64,0,0,29
"E00004342",197,35,7,28,162,7,14,44,54,5,12,26
"E00004343",221,54,11,43,167,4,12,54,66,5,8,18
"E00004344",242,50,13,37,192,5,12,46,58,0,14,57
"E00004345",309,25,11,14,284,11,56,64,32,25,37,59
"E00004346",247,23,16,7,224,7,30,80,28,15,13,51
"E00004347",247,33,13,20,214,4,4,50,40,30,43,43
"E00004348",272,59,9,50,213,11,10,53,56,31,23,29
"E00004349",344,22,12,10,322,5,26,108,28,41,47,67
"E00004350",268,41,21,20,227,9,50,56,48,25,11,28
"E00004351",272,52,16,36,220,8,54,48,36,15,23,36
"E00004352",303,36,14,22,267,11,26,65,38,21,60,46
"E00004353",251,60,25,35,191,3,58,43,54,5,19,9
"E00004354",250,33,11,22,217,0,40,52,34,5,23,63
"E00004355",261,43,11,32,218,4,42,69,34,5,13,51
"E00004356",315,40,9,31,275,7,14,69,42,36,62,45
"E00004357",350,23,7,16,327,5,6,115,46,67,48,40
"E00004358",272,43,19,24,229,3,20,60,24,10,34,78
"E00004359",314,31,14,17,283,4,34,92,38,46,14,55
"E00004360",275,35,16,19,240,6,20,55,52,31,21,55
"E00004361",216,34,13,21,182,9,30,18,32,10,15,68
"E00004362",336,37,10,27,299,35,10,71,32,21,54,76
"E00004363",401,53,22,31,348,25,22,44,38,41,99,79
"E00004364",509,94,13,81,415,53,22,70,62,33,46,129
"E00004365",251,64,12,52,187,4,4,54,90,5,0,30
"E00004366",281,109,22,87,172,19,14,41,22,24,20,32
"E00004367",347,55,16,39,292,46,20,48,46,29,46,57
"E00004368",362,79,22,57,283,2,26,71,70,21,39,54
"E00004369",267,48,26,22,219,31,34,35,24,15,32,48
"E00004370",243,60,36,24,183,10,16,34,28,5,39,51
"E00004371",227,42,7,35,185,28,18,28,32,24,30,25
"E00004372",305,32,11,21,273,23,14,60,22,17,52,85
"E00004373",336,51,21,30,285,40,26,22,46,37,41,73
"E00004374",229,31,5,26,198,51,4,34,26,11,31,41
"E00004375",253,45,23,22,208,8,24,58,50,11,9,48
"E00004376",401,72,12,60,329,34,20,61,46,15,49,104
"E00004377",222,40,13,27,182,44,6,20,16,16,32,48
"E00004378",309,45,6,39,264,15,26,60,66,36,12,49
"E00004379",267,52,17,35,215,10,20,50,72,0,18,45
"E00004380",347,72,39,33,275,8,10,27,64,27,93,46
"E00004381",286,35,9,26,251,11,10,44,56,28,21,81
"E00004382",291,60,11,49,231,8,12,67,70,27,15,32
"E00004383",206,45,6,39,161,4,16,24,44,10,17,46
"E00004384",220,39,8,31,181,13,22,44,24,10,17,51
"E00004385",226,25,2,23,201,12,10,59,42,15,23,40
"E00004386",258,25,8,17,233,9,20,47,50,15,51,41
"E00004387",203,26,11,15,177,4,10,34,58,5,23,43
"E00004388",235,30,7,23,205,4,8,50,54,15,28,46
"E00004389",275,26,4,22,249,10,18,53,44,26,27,71
"E00004390",275,31,10,21,244,8,18,54,58,10,30,66
"E00004391",310,42,12,30,268,2,16,90,50,21,28,61
"E00004392",239,25,12,13,214,6,34,52,22,15,19,66
"E00004393",280,29,8,21,251,25,14,68,48,25,15,56
"E00004394",199,37,6,31,162,37,2,34,36,5,7,41
"E00004395",263,67,13,54,196,15,8,36,50,15,21,51
"E00004396",279,63,10,53,216,36,10,25,32,12,41,60
"E00004397",298,35,2,33,263,36,10,20,26,16,67,88
"E00004398",232,32,8,24,200,21,24,41,30,10,31,43
"E00004399",392,20,9,11,372,51,30,64,26,47,81,73
"E00004400",340,96,27,69,244,29,42,26,34,15,53,45
"E00004401",289,43,17,26,246,0,44,66,46,26,28,36
"E00004402",251,56,10,46,195,0,26,65,52,5,17,30
"E00004403",282,37,12,25,245,5,58,30,52,26,19,55
"E00004404",266,36,21,15,230,6,44,69,30,26,18,37
"E00004405",303,45,9,36,258,7,26,75,46,30,43,31
"E00004406",238,47,18,29,191,4,42,32,38,10,45,20
"E00004407",281,36,10,26,245,7,48,70,26,15,26,53
"E00004408",259,25,11,14,234,6,22,84,44,16,27,35
"E00004409",250,36,14,22,214,7,22,41,38,5,36,65
"E00004410",260,41,15,26,219,22,24,67,52,16,17,21
"E00004411",252,39,6,33,213,8,30,56,42,5,28,44
"E00004412",267,52,15,37,215,5,24,51,52,11,30,42
"E00004413",243,39,5,34,204,4,10,96,26,41,8,19
"E00004414",284,45,10,35,239,3,24,54,40,22,36,60
"E00004415",303,54,15,39,249,6,16,93,62,10,25,37
"E00004416",258,45,20,25,213,8,20,62,38,20,26,39
"E00004417",283,41,12,29,242,2,26,66,62,20,24,42
"E00004418",260,43,13,30,217,2,28,62,26,10,29,60
"E00004419",244,58,10,48,186,7,4,40,72,10,14,39
"E00004420",266,35,14,21,231,0,38,54,34,37,18,50
"E00004421",298,33,11,22,265,3,8,94,76,26,8,50
"E00004422",183,39,17,22,144,0,14,39,50,5,8,28
"E00004423",245,57,18,39,188,19,12,45,42,10,26,34
"E00004424",228,43,10,33,185,4,16,48,76,0,9,32
"E00004425",352,32,13,19,320,4,36,90,56,25,31,78
"E00004426",299,58,19,39,241,4,30,64,62,15,27,39
"E00004427",296,34,23,11,262,3,44,76,26,47,29,37
"E00004428",220,77,32,45,143,2,16,70,40,5,0,10
"E00004429",240,56,13,43,184,9,18,45,62,0,13,37
"E00004430",169,98,69,29,71,0,10,16,22,0,0,23
"E00004431",265,24,13,11,241,2,32,88,52,39,10,18
"E00004432",272,54,15,39,218,0,26,57,74,15,20,26
"E00004433",300,47,17,30,253,0,20,92,82,20,9,30
"E00004435",235,62,24,38,173,12,12,24,34,0,23,68
"E00004436",328,70,29,41,258,6,44,57,66,16,8,61
"E00004437",260,39,7,32,221,0,36,56,48,20,25,36
"E00004438",211,66,5,61,145,0,8,33,50,11,8,35
"E00004439",243,42,13,29,201,2,34,75,40,10,24,16
"E00004440",255,37,17,20,218,4,28,83,44,15,14,30
"E00004441",261,43,9,34,218,0,12,61,46,15,13,71
"E00004442",247,54,34,20,193,22,10,32,18,5,51,55
"E00004444",432,47,6,41,385,50,16,51,42,71,83,72
"E00004445",236,41,11,30,195,12,10,25,40,0,34,74
"E00004446",304,32,12,20,272,27,14,35,52,42,32,70
"E00004447",106,59,48,11,47,0,10,13,12,0,6,6
"E00004448",328,56,13,43,272,24,16,62,50,5,48,67
"E00004450",381,60,11,49,321,22,26,29,100,10,50,84
"E00004451",263,53,14,39,210,9,6,40,42,0,41,72
"E00004452",316,47,11,36,269,15,20,56,90,11,50,27
"E00004453",409,37,14,23,372,35,28,43,30,26,95,115
"E00004454",473,71,14,57,402,60,12,74,40,53,63,100
"E00004455",351,34,13,21,317,45,6,95,30,36,49,56
"E00004456",322,40,13,27,282,60,12,53,18,12,69,58
"E00004457",246,42,8,34,204,4,14,70,58,5,13,40
"E00004458",440,57,13,44,383,30,18,89,78,20,58,90
"E00004459",310,77,41,36,233,54,8,60,40,30,19,22
"E00004460",220,44,14,30,176,41,8,36,20,16,28,27
"E00004461",388,20,3,17,368,66,16,46,40,30,77,93
"E00004462",237,46,21,25,191,9,12,36,54,16,16,48
"E00004463",364,47,9,38,317,64,16,57,32,56,43,49
"E00004464",110,73,54,19,37,0,24,0,2,0,0,11
"E00004465",373,56,23,33,317,39,36,43,60,20,16,103
"E00004466",220,44,10,34,176,0,20,22,98,0,0,36
"E00004467",304,44,13,31,260,24,24,33,58,11,46,64
"E00004468",437,30,10,20,407,68,22,31,22,49,83,132
"E00004469",262,48,24,24,214,2,30,47,48,11,18,58
"E00004470",329,52,10,42,277,20,16,39,64,6,66,66
"E00004471",218,49,11,38,169,0,10,24,80,5,10,40
"E00004472",356,53,8,45,303,21,16,31,90,16,41,88
"E00004473",240,53,17,36,187,2,32,38,58,15,10,32
"E00004474",362,30,10,20,332,10,26,69,78,5,12,132
"E00004475",291,36,12,24,255,56,8,31,48,10,45,57
"E00004476",352,46,12,34,306,37,16,13,34,81,53,72
"E00004477",298,70,23,47,228,8,26,33,96,5,6,54
"E00004478",438,97,10,87,341,14,14,69,118,15,22,89
"E00004479",294,55,10,45,239,13,16,28,78,25,28,51
"E00004480",226,57,27,30,169,4,6,31,54,0,10,64
"E00004481",313,41,13,28,272,59,22,37,38,11,25,80
"E00004482",293,33,9,24,260,7,24,55,52,10,38,74
"E00004483",284,30,4,26,254,0,20,65,44,5,27,93
"E00004484",299,20,4,16,279,23,10,51,60,22,24,89
"E00004485",274,45,11,34,229,6,24,51,56,15,41,36
"E00004486",276,35,21,14,241,0,26,50,34,12,34,85
"E00004487",213,56,10,46,157,20,8,33,28,10,4,54
"E00004488",211,31,11,20,180,22,14,41,8,19,45,31
"E00004489",284,39,14,25,245,19,16,58,44,6,45,57
"E00004490",247,28,12,16,219,20,12,33,38,0,54,62
"E00004491",301,72,37,35,229,40,14,34,30,6,25,80
"E00004492",325,31,9,22,294,0,42,73,52,28,43,56
"E00004493",229,61,10,51,168,19,8,93,32,0,0,16
"E00004494",385,65,24,41,320,5,34,86,90,10,23,72
"E00004495",256,47,25,22,209,0,50,53,50,6,10,40
"E00004496",343,44,18,26,299,9,62,57,70,12,32,57
"E00004497",260,43,8,35,217,33,12,34,48,20,34,36
"E00004498",332,45,14,31,287,67,20,58,54,20,16,52
"E00004499",393,23,9,14,370,8,48,92,30,56,44,92
"E00004500",169,98,17,81,71,10,6,10,42,0,0,3
"E00004501",116,43,13,30,73,12,10,15,36,0,0,0
"E00004502",254,49,14,35,205,39,18,24,42,5,23,54
"E00004503",209,87,30,57,122,18,6,30,30,11,4,23
"E00004504",352,17,13,4,335,0,36,54,24,31,47,143
"E00004505",291,37,12,25,254,36,14,71,50,6,18,59
"E00004506",286,59,8,51,227,36,16,23,34,10,45,63
"E00004507",259,31,12,19,228,5,42,67,16,40,14,44
"E00004508",292,61,32,29,231,6,40,57,64,5,5,54
"E00004509",328,34,16,18,294,14,28,50,34,15,74,79
"E00004510",303,45,8,37,258,11,22,46,38,15,24,102
"E00004511",339,42,13,29,297,6,30,37,66,10,55,93
"E00004512",262,46,21,25,216,17,22,30,60,0,59,28
"E00004513",273,32,14,18,241,2,22,45,22,36,49,65
"E00004514",284,32,9,23,252,2,40,33,44,27,43,63
"E00004515",256,40,7,33,216,6,30,37,68,6,29,40
"E00004516",357,34,15,19,323,6,18,53,50,25,35,136
"E00004517",268,40,17,23,228,6,8,35,38,10,55,76
"E00004518",247,48,19,29,199,27,16,47,42,19,0,48
"E00004519",274,35,13,22,239,12,22,88,26,15,32,44
"E00004520",259,82,5,77,177,21,4,48,38,20,23,23
"E00004521",259,46,18,28,213,9,20,21,68,0,4,91
"E00004522",197,63,5,58,134,0,16,9,52,0,4,53
"E00004523",548,113,11,102,435,29,18,27,98,10,152,101
"E00004524",367,118,27,91,249,7,18,25,102,0,18,79
"E00004525",254,58,12,46,196,20,4,10,34,5,32,91
"E00004526",237,73,36,37,164,4,24,21,16,10,38,51
"E00004527",167,60,20,40,107,6,8,4,44,0,0,45
"E00004528",327,103,25,78,224,8,4,12,58,10,67,65
"E00004529",447,91,6,85,356,7,8,21,112,6,89,113
"E00004530",229,94,15,79,135,0,2,7,48,0,33,45
"E00004531",293,39,9,30,254,13,10,48,52,23,35,73
"E00004532",324,77,5,72,247,8,12,38,82,5,29,73
"E00004534",236,49,12,37,187,54,6,35,30,0,42,20
"E00004535",197,67,9,58,130,0,4,25,88,0,4,9
"E00004536",233,57,7,50,176,0,24,9,116,0,0,27
"E00004537",163,39,12,27,124,13,10,26,34,5,6,30
"E00004538",193,62,23,39,131,27,8,14,18,0,13,51
"E00004539",133,46,9,37,87,9,0,7,38,5,5,23
"E00004540",354,67,39,28,287,30,30,45,32,24,41,85
"E00004541",219,61,9,52,158,20,4,52,32,10,24,16
"E00004542",360,74,17,57,286,38,28,38,90,21,21,50
"E00004543",214,66,5,61,148,8,8,13,66,5,6,42
"E00004544",286,27,12,15,259,9,16,55,16,22,55,86
"E00004545",451,84,21,63,367,30,10,91,66,52,58,60
"E00004546",224,85,25,60,139,7,28,11,52,6,4,31
"E00004547",338,81,17,64,257,4,22,29,54,33,45,70
"E00004548",208,83,19,64,125,8,12,12,68,0,0,25
"E00004549",288,42,11,31,246,38,12,52,46,22,22,54
"E00004550",389,50,9,41,339,40,20,20,54,25,52,128
"E00004551",418,85,2,83,333,10,8,35,144,26,31,79
"E00004552",317,45,11,34,272,24,20,42,30,21,63,72
"E00004553",268,47,7,40,221,25,4,39,40,22,49,42
"E00004554",405,94,7,87,311,4,12,14,160,7,22,92
"E00004555",327,42,18,24,285,26,16,42,46,42,51,62
"E00004556",301,73,23,50,228,18,8,30,44,11,64,53
"E00004557",177,80,23,57,97,19,6,23,44,5,0,0
"E00004558",277,66,13,53,211,6,30,3,58,6,43,65
"E00004559",365,63,20,43,302,3,24,64,46,26,31,108
"E00004560",227,71,24,47,156,11,18,28,24,12,31,32
"E00004561",268,61,8,53,207,0,6,13,68,15,15,90
"E00004562",272,50,17,33,222,30,8,24,44,0,21,95
"E00004563",569,67,13,54,502,25,10,49,66,27,92,233
"E00004564",297,32,1,31,265,10,10,21,60,11,17,136
"E00004565",298,81,56,25,217,31,16,19,16,21,73,41
"E00004566",284,68,17,51,216,13,12,43,56,10,43,39
"E00004567",385,25,10,15,360,47,12,52,28,56,76,89
"E00004568",359,55,10,45,304,23,14,29,72,10,34,122
"E00004569",325,76,17,59,249,21,18,39,60,10,22,79
"E00004570",316,29,17,12,287,13,40,63,54,22,12,83
"E00004571",333,47,14,33,286,11,16,43,92,10,26,88
"E00004572",382,39,7,32,343,25,8,59,90,11,30,120
"E00004573",329,58,14,44,271,20,14,54,60,5,31,87
"E00004574",372,32,11,21,340,0,26,80,58,15,10,151
"E00004575",339,81,7,74,258,9,12,40,126,10,23,38
"E00004576",354,35,6,29,319,62,34,66,46,10,38,63
"E00004577",294,41,18,23,253,22,16,40,54,13,39,69
"E00004578",283,75,6,69,208,16,2,34,94,5,17,40
"E00004579",253,33,7,26,220,23,16,51,44,5,24,57
"E00004580",301,58,6,52,243,23,12,52,90,0,16,50
"E00004581",236,30,7,23,206,14,4,49,50,0,27,62
"E00004582",279,51,10,41,228,16,14,60,42,20,27,49
"E00004583",352,48,17,31,304,18,26,46,42,20,69,83
"E00004584",367,77,11,66,290,10,12,86,54,5,19,104
"E00004585",260,56,16,40,204,10,6,64,76,5,8,35
"E00004586",247,41,13,28,206,2,16,13,80,0,49,46
"E00004587",264,45,7,38,219,36,10,35,44,0,22,72
"E00004588",322,58,5,53,264,10,12,30,106,0,47,59
"E00004589",277,57,10,47,220,2,14,59,36,26,28,55
"E00004590",215,41,6,35,174,2,6,34,44,15,25,48
