"GeographyCode","KS103EW0001","KS103EW0002","KS103EW0003","KS103EW0004","KS103EW0005","KS103EW0006","KS103EW0007","KS103EW0008","KS103EW0009","KS103EW0010","KS103EW0011","KS103EW0012","KS103EW0013"
"E02000166",6541,3030,2315,37,194,616,349,46.3231921724507,35.3921418743311,0.565662742699893,2.96590735361566,9.41752025684146,5.33557560006115
"E02000167",6541,2500,2999,75,124,505,338,38.2204555878306,45.8492585231616,1.14661366763492,1.8957345971564,7.72053202874178,5.1674055954747
"E02000168",6795,3632,2150,50,193,501,269,53.4510669610007,31.6409124356144,0.735835172921266,2.84032376747609,7.37306843267108,3.95879323031641
"E02000169",6193,2416,2831,40,115,422,369,39.0117875020184,45.7129016631681,0.645890521556596,1.85693524947521,6.81414500242209,5.9583400613596
"E02000170",7094,3678,2504,39,156,478,239,51.8466309557372,35.2974344516493,0.549760360868339,2.19904144347336,6.73808852551452,3.36904426275726
"E02000171",6444,3218,2205,46,158,548,269,49.9379267535692,34.2178770949721,0.713842333954066,2.45189323401614,8.504034761018,4.17442582247052
"E02000172",8151,4523,2109,91,298,693,437,55.4901239111765,25.8741258741259,1.11642743221691,3.65599312967734,8.50202429149797,5.36130536130536
"E02000173",6403,3007,2488,54,150,470,234,46.962361393097,38.856785881618,0.843354677494924,2.34265188193035,7.34030923004842,3.65453693581134
"E02000174",7287,4440,1653,65,211,639,279,60.930424042816,22.6842321943186,0.891999451077261,2.89556744888157,8.76904075751338,3.82873610539317
"E02000175",7720,4557,2198,46,200,504,215,59.0284974093264,28.4715025906736,0.595854922279793,2.59067357512953,6.52849740932642,2.78497409326425
"E02000176",5476,2693,2050,65,115,379,174,49.1782322863404,37.436084733382,1.18699780861943,2.10007304601899,6.92111029948868,3.17750182615048
"E02000177",7233,3935,2022,47,233,624,372,54.4034287294345,27.9552053090004,0.649799529932255,3.22134660583437,8.62712567399419,5.14309415180423
"E02000178",7630,4578,1815,26,281,651,279,60,23.7876802096986,0.340760157273919,3.68283093053735,8.53211009174312,3.65661861074705
"E02000179",5010,2316,1771,43,175,484,221,46.2275449101796,35.3493013972056,0.858283433133732,3.49301397205589,9.66067864271457,4.41117764471058
"E02000180",6854,4201,1671,56,219,492,215,61.2926758097461,24.3799241318938,0.817041143857602,3.19521447330026,7.17829004960607,3.13685439159615
"E02000181",6632,3605,2163,51,138,461,214,54.3576598311218,32.6145958986731,0.768998793727382,2.08082026537998,6.95114595898673,3.22677925211098
"E02000182",5477,2301,2288,37,127,388,336,42.0120503925507,41.7746941756436,0.675552309658572,2.31878765747672,7.08417016614935,6.13474529852109
"E02000183",6660,3236,2281,37,193,652,261,48.5885885885886,34.2492492492492,0.555555555555556,2.8978978978979,9.78978978978979,3.91891891891892
"E02000184",7352,4468,1807,56,256,504,261,60.7725788900979,24.5783460282916,0.761697497279652,3.48204570184984,6.85527747551687,3.55005440696409
"E02000185",6695,3306,2006,34,277,704,368,49.3801344286781,29.9626587005228,0.507841672890217,4.13741598207618,10.5153099327857,5.49663928304705
"E02000186",5891,3520,1450,49,181,465,226,59.7521643184519,24.6138176879986,0.83177728738754,3.07248344932949,7.89339670684094,3.83636054999151
"E02000187",6386,3419,1829,14,262,503,359,53.5389915440025,28.6407766990291,0.219229564672722,4.10272471030379,7.8766050735985,5.62167240839336
"E02000188",6820,4117,1671,45,234,437,316,60.366568914956,24.5014662756598,0.659824046920821,3.43108504398827,6.40762463343108,4.63343108504399
"E02000189",4801,3002,1093,72,156,299,179,62.5286398666944,22.7660903978338,1.49968756509061,3.24932305769631,6.22786919391793,3.72838991876692
"E02000190",6707,4592,1221,56,175,443,220,68.4657820187863,18.2048605934099,0.834948561204712,2.60921425376472,6.6050395109587,3.28015506187565
"E02000191",7019,5252,1082,96,145,299,145,74.8254737142043,15.4153013249751,1.36771619888873,2.06582134207152,4.25986607778886,2.06582134207152
"E02000192",5986,3448,1485,103,213,502,235,57.6010691613766,24.807885065152,1.72068159037755,3.55830270631473,8.38623454727698,3.92582692950217
"E02000193",7075,4589,1443,145,167,513,218,64.8621908127208,20.3957597173145,2.04946996466431,2.36042402826855,7.25088339222615,3.08127208480565
