"GeographyCode","QS414EW0001","QS414EW0002","QS414EW0003","QS414EW0004","QS414EW0005"
"E00004351",272,63,132,65,12
"E00004352",303,52,161,72,18
"E00004353",251,55,128,36,32
"E00004354",250,49,121,63,17
"E00004355",261,35,142,39,45
"E00004356",315,24,197,61,33
"E00004357",350,35,163,96,56
"E00004358",272,35,143,48,46
"E00004359",314,61,156,71,26
"E00004360",275,33,124,76,42
"E00004361",216,44,109,36,27
"E00004362",336,22,97,101,116
"E00004363",401,26,119,79,177
"E00004364",509,35,198,87,189
"E00004365",251,28,134,36,53
"E00004366",281,12,145,29,95
"E00004367",347,35,110,49,153
"E00004368",362,37,182,64,79
"E00004369",267,29,112,59,67
"E00004370",243,20,103,44,76
"E00004371",227,4,89,34,100
"E00004372",305,23,130,70,82
"E00004373",336,22,117,57,140
"E00004374",229,11,80,60,78
"E00004375",253,26,138,29,60
"E00004376",401,22,177,114,88
"E00004377",222,16,70,45,91
"E00004378",309,32,153,71,53
"E00004379",267,51,135,50,31
"E00004380",347,13,139,64,131
"E00004381",286,27,129,78,52
"E00004382",291,27,171,32,61
"E00004383",206,39,119,24,24
"E00004384",220,32,78,67,43
"E00004385",226,25,128,28,45
"E00004386",258,25,126,52,55
"E00004387",203,18,117,27,41
"E00004388",235,16,150,29,40
"E00004389",275,22,142,66,45
"E00004390",275,30,135,60,50
"E00004391",310,29,181,60,40
"E00004392",239,26,115,56,42
"E00004393",280,21,123,49,87
"E00004394",199,17,84,54,44
"E00004395",263,26,135,42,60
"E00004396",279,20,115,39,105
"E00004397",298,13,92,81,112
"E00004398",232,23,112,31,66
"E00004399",392,20,118,99,155
"E00004400",340,15,129,47,149
"E00004401",289,38,155,51,45
"E00004402",251,37,135,32,47
"E00004403",282,47,183,50,2
"E00004404",266,43,147,46,30
"E00004405",303,40,162,73,28
"E00004406",238,50,123,21,44
"E00004407",281,45,182,38,16
"E00004408",259,53,141,34,31
"E00004409",250,24,110,63,53
"E00004410",260,38,135,50,37
"E00004411",252,32,105,48,67
"E00004412",267,39,145,38,45
"E00004413",243,32,105,50,56
"E00004414",284,27,158,65,34
"E00004415",303,31,154,55,63
"E00004416",258,33,135,54,36
"E00004417",283,50,180,32,21
"E00004418",260,44,113,52,51
"E00004419",244,19,123,47,55
"E00004420",266,50,116,64,36
"E00004421",298,36,183,50,29
"E00004422",183,19,84,23,57
"E00004423",245,40,122,55,28
"E00004424",228,28,101,51,48
"E00004425",352,31,183,93,45
"E00004426",299,37,146,63,53
"E00004427",296,53,163,64,16
"E00004428",220,45,61,40,74
"E00004429",240,33,112,41,54
"E00004430",169,7,110,3,49
"E00004431",265,42,126,64,33
"E00004432",272,35,142,31,64
"E00004433",300,38,138,61,63
"E00004435",235,13,115,29,78
"E00004436",328,58,199,37,34
"E00004437",260,40,135,38,47
"E00004438",211,16,122,35,38
"E00004439",243,40,134,47,22
"E00004440",255,30,112,60,53
"E00004441",261,32,118,60,51
"E00004442",247,14,97,45,91
"E00004444",432,9,121,54,248
"E00004445",236,11,113,59,53
"E00004446",304,18,122,42,122
"E00004447",106,7,72,22,5
"E00004448",328,23,146,65,94
"E00004450",381,20,195,46,120
"E00004451",263,31,94,62,76
"E00004452",316,20,129,88,79
"E00004453",409,38,140,103,128
"E00004454",473,35,135,113,190
"E00004455",351,17,74,107,153
"E00004456",322,28,101,77,116
"E00004457",246,34,119,68,25
"E00004458",440,38,169,130,103
"E00004459",310,18,99,55,138
"E00004460",220,13,81,37,89
"E00004461",388,14,108,96,170
"E00004462",237,25,122,41,49
"E00004463",364,13,107,57,187
"E00004464",110,3,74,0,33
"E00004465",373,29,149,99,96
"E00004466",220,17,103,25,75
"E00004467",304,16,138,62,88
"E00004468",437,23,142,95,177
"E00004469",262,33,151,48,30
"E00004470",329,31,147,42,109
"E00004471",218,33,73,40,72
"E00004472",356,34,141,55,126
"E00004473",240,47,126,20,47
"E00004474",362,20,173,103,66
"E00004475",291,21,111,66,93
"E00004476",352,21,109,69,153
"E00004477",298,29,134,43,92
"E00004478",438,22,216,56,144
"E00004479",294,34,115,45,100
"E00004480",226,39,102,37,48
"E00004481",313,24,147,68,74
"E00004482",293,45,158,56,34
"E00004483",284,16,161,42,65
"E00004484",299,27,153,71,48
"E00004485",274,28,110,53,83
"E00004486",276,44,148,33,51
"E00004487",213,11,117,43,42
"E00004488",211,17,75,60,59
"E00004489",284,28,117,77,62
"E00004490",247,23,87,63,74
"E00004491",301,23,152,57,69
"E00004492",325,76,171,55,23
"E00004493",229,10,73,28,118
"E00004494",385,75,196,59,55
"E00004495",256,66,129,41,20
"E00004496",343,63,180,65,35
"E00004497",260,7,84,55,114
"E00004498",332,33,111,74,114
"E00004499",393,74,229,60,30
"E00004500",169,1,103,0,65
"E00004501",116,11,60,3,42
"E00004502",254,22,88,60,84
"E00004503",209,27,106,34,42
"E00004504",352,63,207,75,7
"E00004505",291,20,160,67,44
"E00004506",286,27,130,63,66
"E00004507",259,45,144,61,9
"E00004508",292,52,148,53,39
"E00004509",328,51,136,102,39
"E00004510",303,45,155,63,40
"E00004511",339,37,193,56,53
"E00004512",262,29,115,39,79
"E00004513",273,36,172,35,30
"E00004514",284,43,137,50,54
"E00004515",256,25,121,30,80
"E00004516",357,29,209,73,46
"E00004517",268,22,121,74,51
"E00004518",247,13,108,57,69
"E00004519",274,26,118,69,61
"E00004520",259,9,112,24,114
"E00004521",259,36,149,40,34
"E00004522",197,28,113,19,37
"E00004523",548,33,219,73,223
"E00004524",367,50,216,47,54
"E00004525",254,20,108,63,63
"E00004526",237,21,128,36,52
"E00004527",167,7,97,13,50
"E00004528",327,20,137,7,163
"E00004529",447,37,178,75,157
"E00004530",229,29,108,38,54
"E00004531",293,14,92,61,126
"E00004532",324,30,171,53,70
"E00004534",236,13,76,45,102
"E00004535",197,16,101,23,57
"E00004536",233,23,109,24,77
"E00004537",163,12,93,31,27
"E00004538",193,17,75,55,46
"E00004539",133,14,55,14,50
"E00004540",354,23,133,72,126
"E00004541",219,13,71,65,70
"E00004542",360,24,156,40,140
"E00004543",214,20,116,16,62
"E00004544",286,19,65,67,135
"E00004545",451,33,127,67,224
"E00004546",224,29,118,12,65
"E00004547",338,45,128,33,132
"E00004548",208,35,115,6,52
"E00004549",288,18,102,44,124
"E00004550",389,18,119,72,180
"E00004551",418,26,222,52,118
"E00004552",317,27,104,46,140
"E00004553",268,16,84,62,106
"E00004554",405,50,194,53,108
"E00004555",327,16,99,59,153
"E00004556",301,31,107,45,118
"E00004557",177,0,82,6,89
"E00004558",277,34,126,43,74
"E00004559",365,23,128,78,136
"E00004560",227,9,100,37,81
"E00004561",268,10,121,35,102
"E00004562",272,24,118,57,73
"E00004563",569,36,270,139,124
"E00004564",297,14,145,75,63
"E00004565",298,12,118,57,111
"E00004566",284,33,129,28,94
"E00004567",385,22,131,90,142
"E00004568",359,29,149,61,120
"E00004569",325,51,151,69,54
"E00004570",316,40,126,59,91
"E00004571",333,37,148,71,77
"E00004572",382,24,158,96,104
"E00004573",329,37,165,64,63
"E00004574",372,22,187,73,90
"E00004575",339,14,168,25,132
"E00004576",354,24,143,79,108
"E00004577",294,32,127,67,68
"E00004578",283,13,136,39,95
"E00004579",253,28,101,62,62
"E00004580",301,17,134,62,88
"E00004581",236,20,119,48,49
"E00004582",279,35,121,72,51
"E00004583",352,44,146,82,80
"E00004584",367,21,152,81,113
"E00004585",260,24,120,40,76
"E00004586",247,31,117,37,62
"E00004587",264,20,130,59,55
"E00004588",322,30,147,53,92
"E00004589",277,37,132,82,26
"E00004590",215,21,108,27,59
"E00004591",262,18,120,50,74
"E00004592",197,22,106,30,39
"E00004593",525,34,203,90,198
"E00004594",255,17,91,33,114
"E00004595",257,26,126,52,53
"E00004596",226,38,86,67,35
"E00004597",585,23,316,118,128
"E00004598",242,27,103,37,75
"E00004599",311,15,175,38,83
"E00004600",345,26,108,78,133
"E00004601",289,40,82,60,107
"E00004602",252,16,165,27,44
"E00004603",358,29,101,78,150
"E00004604",254,20,108,26,100
"E00004605",279,20,88,57,114
"E00004606",376,27,152,90,107
"E00004607",188,11,104,15,58
"E00004608",347,22,121,70,134
"E00004609",404,29,183,61,131
"E00004610",265,24,115,33,93
"E00004611",192,3,140,12,37
"E00004612",299,13,109,26,151
"E00004613",246,16,96,31,103
"E00004614",527,24,207,55,241
"E00004615",210,31,83,25,71
"E00004616",269,23,152,44,50
"E00004617",211,24,90,28,69
"E00004618",232,28,94,42,68
"E00004619",243,13,117,52,61
"E00004620",255,15,111,36,93
"E00004621",297,20,139,50,88
"E00004622",405,48,203,66,88
"E00004623",335,43,119,81,92
"E00004624",275,38,133,40,64
"E00004625",338,23,139,58,118
"E00004626",393,23,177,44,149
"E00004627",186,13,70,21,82
"E00004628",230,16,34,48,132
"E00004629",223,22,116,32,53
"E00004630",188,25,86,16,61
"E00004631",247,23,133,40,51
"E00004632",227,15,49,39,124
"E00004633",261,15,82,68,96
"E00004634",283,36,132,53,62
"E00004635",299,15,71,61,152
"E00004636",266,20,84,55,107
"E00004637",239,9,105,39,86
"E00004638",308,33,136,47,92
"E00004639",205,18,57,26,104
"E00004640",336,27,123,59,127
"E00004641",364,27,94,111,132
"E00004642",344,27,72,69,176
"E00004643",353,34,148,37,134
"E00004644",369,28,126,84,131
"E00004645",172,17,70,18,67
"E00004646",252,19,69,29,135
"E00004647",367,20,132,72,143
"E00004649",227,22,117,21,67
"E00004650",324,25,160,43,96
"E00004651",159,0,69,6,84
"E00004652",237,17,98,40,82
"E00004653",151,16,90,9,36
"E00004654",141,5,80,6,50
"E00004655",326,24,118,37,147
"E00004656",396,15,159,58,164
"E00004658",292,25,98,35,134
"E00004659",404,11,111,75,207
"E00004660",340,18,102,130,90
"E00004661",268,15,101,45,107
"E00004662",272,11,107,45,109
"E00004663",361,16,99,85,161
"E00004664",347,17,162,70,98
"E00004665",249,10,107,44,88
"E00004666",303,8,146,16,133
"E00004667",207,30,114,28,35
"E00004668",171,12,77,37,45
"E00004669",293,14,88,46,145
"E00004670",251,7,88,52,104
"E00004671",470,16,175,131,148
"E00004672",223,19,117,33,54
"E00004673",282,16,87,47,132
"E00004674",240,13,87,28,112
"E00004675",232,16,75,47,94
"E00004676",176,24,88,16,48
"E00004677",325,22,108,55,140
"E00004678",327,19,112,57,139
"E00004679",180,3,71,23,83
"E00004680",203,21,111,15,56
"E00004681",293,29,132,26,106
"E00004682",165,13,47,18,87
"E00004683",173,7,54,55,57
"E00004684",320,9,121,62,128
"E00004685",321,22,111,58,130
"E00004686",310,33,82,70,125
"E00004687",245,59,128,29,29
"E00004688",411,31,111,52,217
"E00004689",323,25,109,60,129
"E00004690",229,40,104,21,64
"E00004691",478,20,302,72,84
"E00004692",432,10,184,42,196
"E00004693",361,15,126,67,153
"E00004694",241,19,96,33,93
"E00004695",459,30,150,131,148
"E00004696",348,17,99,32,200
"E00004697",295,24,115,45,111
"E00004699",161,6,63,36,56
"E00004700",280,19,120,38,103
"E00004701",296,16,139,85,56
"E00004702",265,13,98,31,123
"E00004703",278,28,130,39,81
"E00004704",359,27,143,67,122
"E00004705",351,27,174,38,112
"E00004706",412,23,191,55,143
"E00004707",455,27,210,58,160
"E00004708",193,15,95,21,62
"E00004709",388,31,169,66,122
"E00004710",311,14,136,53,108
"E00004711",297,29,136,50,82
"E00004712",324,66,178,57,23
"E00004713",164,14,82,21,47
"E00004714",251,34,139,41,37
"E00004715",261,19,104,42,96
"E00004716",318,18,88,65,147
"E00004717",183,10,58,51,64
"E00004718",316,7,91,65,153
"E00004719",423,28,135,74,186
"E00004720",227,14,90,43,80
"E00004721",338,14,115,62,147
"E00004722",294,16,85,54,139
"E00004723",264,19,106,53,86
"E00004724",324,16,99,44,165
"E00004725",403,21,93,72,217
"E00004726",225,18,89,44,74
"E00004727",322,14,126,36,146
"E00004728",563,28,147,121,267
"E00004729",256,13,74,74,95
"E00004730",160,13,80,19,48
"E00004731",323,31,146,45,101
"E00004732",417,12,132,103,170
"E00004733",246,16,85,48,97
"E00004734",343,28,75,73,167
"E00004735",274,31,82,60,101
"E00004736",257,15,125,38,79
"E00004738",261,37,131,44,49
"E00004739",274,24,149,39,62
"E00004740",306,12,76,92,126
"E00004741",315,18,114,71,112
"E00004742",459,22,155,155,127
"E00004743",396,23,160,98,115
"E00004744",331,22,133,91,85
"E00004745",286,23,122,33,108
"E00004746",314,25,115,51,123
"E00004747",330,23,118,86,103
"E00004748",344,37,133,48,126
"E00004749",527,32,157,116,222
"E00004750",364,7,196,62,99
"E00004751",240,33,122,24,61
"E00004752",331,27,119,83,102
"E00004753",308,21,122,61,104
"E00004754",302,15,136,64,87
"E00004755",260,8,86,34,132
"E00004756",259,12,85,35,127
"E00004757",334,26,87,69,152
"E00004758",232,13,53,54,112
"E00004759",233,10,71,33,119
"E00004760",195,11,82,31,71
"E00004761",358,14,82,84,178
"E00004762",275,22,120,39,94
"E00004763",223,11,59,26,127
"E00004764",231,14,113,38,66
"E00004765",242,10,62,31,139
"E00004766",234,35,82,58,59
"E00004767",296,34,135,64,63
"E00004768",220,19,121,51,29
"E00004769",275,37,128,54,56
"E00004770",200,35,122,35,8
"E00004771",310,72,160,66,12
"E00004772",273,49,126,41,57
"E00004773",251,28,136,45,42
"E00004774",206,16,100,30,60
"E00004775",267,32,136,49,50
"E00004776",310,23,148,69,70
"E00004777",301,25,82,55,139
"E00004778",220,43,100,45,32
"E00004779",299,59,131,80,29
"E00004780",276,35,113,81,47
"E00004781",297,28,127,37,105
"E00004782",253,51,121,53,28
"E00004783",311,43,140,62,66
"E00004784",264,41,131,53,39
"E00004785",288,26,129,41,92
"E00004786",194,29,84,29,52
"E00004787",281,33,130,57,61
"E00004788",249,20,110,43,76
"E00004789",234,1,47,24,162
"E00004790",245,21,149,32,43
"E00004791",238,28,116,54,40
"E00004792",267,25,139,62,41
"E00004793",252,36,114,44,58
"E00004794",521,72,223,102,124
"E00004795",251,19,127,59,46
"E00004796",263,32,127,42,62
"E00004797",336,29,85,88,134
"E00004798",242,19,118,58,47
"E00004799",306,24,123,89,70
"E00004801",286,28,147,65,46
"E00004802",229,21,106,44,58
"E00004803",153,14,57,33,49
"E00004804",219,29,110,39,41
"E00004805",226,20,65,29,112
"E00004806",256,17,101,77,61
"E00004807",246,16,97,69,64
"E00004808",230,35,130,49,16
"E00004809",253,53,120,48,32
"E00004810",295,33,162,57,43
"E00004811",270,37,125,65,43
"E00004812",358,28,161,53,116
"E00004813",374,41,199,65,69
"E00004814",209,29,122,9,49
"E00004815",512,39,212,112,149
"E00004816",245,25,134,35,51
"E00004817",258,30,163,28,37
"E00004818",202,12,123,15,52
"E00004819",335,40,196,44,55
"E00004820",292,37,143,58,54
"E00004821",191,21,87,38,45
"E00004822",350,34,182,66,68
"E00004823",387,27,135,89,136
"E00004824",218,17,127,18,56
"E00004825",201,19,117,32,33
"E00004826",235,25,123,30,57
"E00004827",344,18,113,80,133
"E00004828",273,24,127,41,81
"E00004829",238,17,120,36,65
"E00004830",304,27,164,60,53
"E00004831",255,6,102,31,116
"E00004832",342,14,169,71,88
"E00004833",331,24,151,48,108
"E00004834",437,22,194,58,163
"E00004835",325,20,170,46,89
"E00004836",335,24,164,64,83
"E00004837",400,16,204,82,98
"E00004838",258,17,118,31,92
"E00004839",341,37,169,36,99
"E00004840",236,14,102,27,93
"E00004841",276,21,132,53,70
"E00004842",266,21,124,50,71
"E00004843",206,37,91,37,41
"E00004844",276,27,145,27,77
"E00004845",240,23,128,33,56
"E00004846",279,25,117,69,68
"E00004847",237,20,119,36,62
"E00004848",327,36,183,36,72
"E00004849",286,49,164,51,22
"E00004850",446,43,266,79,58
"E00004851",188,20,114,34,20
"E00004852",290,23,177,12,78
"E00004853",307,21,195,53,38
"E00174649",293,19,141,58,75
"E00174650",145,17,55,15,58
"E00174651",162,11,76,26,49
"E00174652",168,15,98,12,43
"E00174653",334,28,109,68,129
"E00174654",257,25,85,67,80
"E00174655",269,52,148,17,52
"E00174656",222,21,132,34,35
"E00174657",263,28,135,39,61
"E00174658",161,20,104,17,20
"E00174659",326,18,137,93,78
"E00174660",134,9,53,43,29
"E00174661",271,17,73,56,125
"E00174662",120,10,78,0,32
"E00174663",144,28,79,20,17
"E00174664",123,21,76,7,19
"E00174665",260,13,68,57,122
"E00174666",155,11,50,46,48
"E00174667",216,21,86,42,67
"E00174668",278,13,105,61,99
"E00174669",358,17,75,84,182
"E00174670",280,9,91,79,101
"E00174671",164,18,86,28,32
"E00174672",245,14,116,35,80
"E00174673",111,0,77,3,31
"E00174674",152,12,87,9,44
"E00174675",257,21,131,26,79
"E00174676",200,18,128,15,39
"E00174677",348,29,137,79,103
"E00174678",238,24,131,45,38
"E00174679",64,0,43,9,12
"E00174680",241,11,80,45,105
