"GeographyCode","KS404EW0001","KS404EW0002","KS404EW0003","KS404EW0004","KS404EW0005","KS404EW0006","KS404EW0007","KS404EW0008","KS404EW0009","KS404EW0010","KS404EW0011","KS404EW0012"
"E00004120",143,71,56,15,1,0,89,49.6503496503497,39.1608391608392,10.4895104895105,0.699300699300699,0
"E00004121",118,52,50,14,2,0,84,44.0677966101695,42.3728813559322,11.864406779661,1.69491525423729,0
"E00004122",103,38,44,20,0,1,92,36.8932038834951,42.7184466019417,19.4174757281553,0,0.970873786407767
"E00004123",108,17,49,31,9,2,146,15.7407407407407,45.3703703703704,28.7037037037037,8.33333333333333,1.85185185185185
"E00004124",100,53,41,3,2,1,58,53,41,3,2,1
"E00004125",178,135,38,5,0,0,48,75.8426966292135,21.3483146067416,2.80898876404494,0,0
"E00004126",144,78,56,8,1,1,79,54.1666666666667,38.8888888888889,5.55555555555556,0.694444444444444,0.694444444444444
"E00004127",124,78,41,5,0,0,51,62.9032258064516,33.0645161290323,4.03225806451613,0,0
"E00004128",161,74,81,5,1,0,94,45.9627329192547,50.3105590062112,3.1055900621118,0.62111801242236,0
"E00004129",142,83,51,6,2,0,69,58.4507042253521,35.9154929577465,4.22535211267606,1.40845070422535,0
"E00004130",128,82,40,6,0,0,52,64.0625,31.25,4.6875,0,0
"E00004131",119,40,64,14,1,0,95,33.6134453781513,53.781512605042,11.7647058823529,0.840336134453782,0
"E00004132",92,40,44,8,0,0,60,43.4782608695652,47.8260869565217,8.69565217391304,0,0
"E00004133",118,72,35,10,1,0,58,61.0169491525424,29.6610169491525,8.47457627118644,0.847457627118644,0
"E00004134",100,48,41,10,1,0,64,48,41,10,1,0
"E00004135",105,78,24,3,0,0,30,74.2857142857143,22.8571428571429,2.85714285714286,0,0
"E00004136",110,54,45,9,0,2,75,49.0909090909091,40.9090909090909,8.18181818181818,0,1.81818181818182
"E00004137",147,81,54,12,0,0,78,55.1020408163265,36.734693877551,8.16326530612245,0,0
"E00004138",142,91,46,5,0,0,56,64.0845070422535,32.3943661971831,3.52112676056338,0,0
"E00004139",140,120,20,0,0,0,20,85.7142857142857,14.2857142857143,0,0,0
"E00004140",111,47,54,8,2,0,76,42.3423423423423,48.6486486486487,7.20720720720721,1.8018018018018,0
"E00004141",114,69,38,6,0,1,54,60.5263157894737,33.3333333333333,5.26315789473684,0,0.87719298245614
"E00004142",133,70,61,0,2,0,67,52.6315789473684,45.8646616541353,0,1.50375939849624,0
"E00004143",126,70,44,11,1,0,69,55.5555555555556,34.9206349206349,8.73015873015873,0.793650793650794,0
"E00004144",102,43,52,7,0,0,66,42.156862745098,50.9803921568627,6.86274509803922,0,0
"E00004145",110,58,42,8,2,0,64,52.7272727272727,38.1818181818182,7.27272727272727,1.81818181818182,0
"E00004146",126,64,57,5,0,0,67,50.7936507936508,45.2380952380952,3.96825396825397,0,0
"E00004147",126,66,53,4,2,1,71,52.3809523809524,42.0634920634921,3.17460317460317,1.58730158730159,0.793650793650794
"E00004148",106,48,47,9,2,0,71,45.2830188679245,44.3396226415094,8.49056603773585,1.88679245283019,0
"E00004149",149,51,77,16,5,0,124,34.2281879194631,51.6778523489933,10.738255033557,3.35570469798658,0
"E00004150",147,90,46,9,2,0,70,61.2244897959184,31.2925170068027,6.12244897959184,1.36054421768707,0
"E00004151",148,83,55,7,1,2,80,56.0810810810811,37.1621621621622,4.72972972972973,0.675675675675676,1.35135135135135
"E00004152",113,38,56,15,4,0,98,33.6283185840708,49.5575221238938,13.2743362831858,3.53982300884956,0
"E00004153",108,59,43,5,1,0,56,54.6296296296296,39.8148148148148,4.62962962962963,0.925925925925926,0
"E00004154",122,59,48,14,0,1,89,48.3606557377049,39.344262295082,11.4754098360656,0,0.819672131147541
"E00004155",103,39,50,14,0,0,78,37.8640776699029,48.5436893203884,13.5922330097087,0,0
"E00004156",126,72,40,13,0,1,70,57.1428571428571,31.7460317460317,10.3174603174603,0,0.793650793650794
"E00004157",94,35,47,10,2,0,73,37.2340425531915,50,10.6382978723404,2.12765957446809,0
"E00004158",124,67,54,2,1,0,61,54.0322580645161,43.5483870967742,1.61290322580645,0.806451612903226,0
"E00004159",160,103,49,7,1,0,66,64.375,30.625,4.375,0.625,0
"E00004160",103,66,32,5,0,0,42,64.0776699029126,31.0679611650485,4.85436893203883,0,0
"E00004161",96,42,37,14,1,2,76,43.75,38.5416666666667,14.5833333333333,1.04166666666667,2.08333333333333
"E00004162",128,82,40,6,0,0,52,64.0625,31.25,4.6875,0,0
"E00004163",163,68,77,13,3,2,120,41.7177914110429,47.239263803681,7.97546012269939,1.84049079754601,1.22699386503067
"E00004164",160,112,38,9,1,0,59,70,23.75,5.625,0.625,0
"E00004165",146,94,42,8,1,1,67,64.3835616438356,28.7671232876712,5.47945205479452,0.684931506849315,0.684931506849315
"E00004166",157,108,43,3,1,2,60,68.7898089171974,27.3885350318471,1.91082802547771,0.636942675159236,1.27388535031847
"E00004167",99,16,56,15,11,1,123,16.1616161616162,56.5656565656566,15.1515151515152,11.1111111111111,1.01010101010101
"E00004168",109,50,54,4,1,0,65,45.8715596330275,49.5412844036697,3.6697247706422,0.917431192660551,0
"E00004169",149,112,33,4,0,0,41,75.1677852348993,22.1476510067114,2.68456375838926,0,0
"E00004172",148,112,33,3,0,0,39,75.6756756756757,22.2972972972973,2.02702702702703,0,0
"E00004173",127,107,19,1,0,0,21,84.251968503937,14.9606299212598,0.78740157480315,0,0
"E00004174",131,113,15,2,1,0,22,86.2595419847328,11.4503816793893,1.52671755725191,0.763358778625954,0
"E00004175",128,113,13,0,2,0,19,88.28125,10.15625,0,1.5625,0
"E00004177",74,66,7,1,0,0,9,89.1891891891892,9.45945945945946,1.35135135135135,0,0
"E00004179",190,158,29,3,0,0,35,83.1578947368421,15.2631578947368,1.57894736842105,0,0
"E00004180",128,106,19,3,0,0,25,82.8125,14.84375,2.34375,0,0
"E00004181",212,184,23,5,0,0,33,86.7924528301887,10.8490566037736,2.35849056603774,0,0
"E00004182",76,53,21,2,0,0,25,69.7368421052632,27.6315789473684,2.63157894736842,0,0
"E00004183",106,86,17,3,0,0,23,81.1320754716981,16.0377358490566,2.83018867924528,0,0
"E00004184",112,93,17,2,0,0,21,83.0357142857143,15.1785714285714,1.78571428571429,0,0
"E00004185",171,144,23,4,0,0,31,84.2105263157895,13.4502923976608,2.33918128654971,0,0
"E00004187",226,154,54,16,2,0,92,68.141592920354,23.8938053097345,7.07964601769912,0.884955752212389,0
"E00004188",109,93,16,0,0,0,16,85.3211009174312,14.6788990825688,0,0,0
"E00004189",118,83,33,1,1,0,38,70.3389830508475,27.9661016949153,0.847457627118644,0.847457627118644,0
"E00004190",384,333,47,3,1,0,56,86.71875,12.2395833333333,0.78125,0.260416666666667,0
"E00004193",119,100,13,6,0,0,25,84.0336134453782,10.9243697478992,5.04201680672269,0,0
"E00004194",144,110,32,2,0,0,36,76.3888888888889,22.2222222222222,1.38888888888889,0,0
"E00004195",133,93,31,8,1,0,50,69.9248120300752,23.3082706766917,6.01503759398496,0.75187969924812,0
"E00004196",101,64,35,0,2,0,41,63.3663366336634,34.6534653465347,0,1.98019801980198,0
"E00004197",116,84,24,5,3,0,43,72.4137931034483,20.6896551724138,4.31034482758621,2.58620689655172,0
"E00004198",182,144,29,6,3,0,50,79.1208791208791,15.9340659340659,3.2967032967033,1.64835164835165,0
"E00004199",163,131,31,0,1,0,34,80.3680981595092,19.0184049079755,0,0.613496932515337,0
"E00004200",136,110,24,2,0,0,28,80.8823529411765,17.6470588235294,1.47058823529412,0,0
"E00004201",144,61,65,17,1,0,102,42.3611111111111,45.1388888888889,11.8055555555556,0.694444444444444,0
"E00004202",160,144,16,0,0,0,16,90,10,0,0,0
"E00004203",164,118,38,8,0,0,54,71.9512195121951,23.1707317073171,4.8780487804878,0,0
"E00004204",149,69,61,14,3,2,111,46.3087248322148,40.9395973154362,9.39597315436242,2.01342281879195,1.34228187919463
"E00004205",145,71,57,15,1,1,94,48.9655172413793,39.3103448275862,10.3448275862069,0.689655172413793,0.689655172413793
"E00004206",127,77,41,8,0,1,63,60.6299212598425,32.2834645669291,6.2992125984252,0,0.78740157480315
"E00004207",128,88,38,2,0,0,42,68.75,29.6875,1.5625,0,0
"E00004208",125,98,26,1,0,0,28,78.4,20.8,0.8,0,0
"E00004209",113,76,32,5,0,0,42,67.2566371681416,28.3185840707965,4.42477876106195,0,0
"E00004210",126,89,30,6,1,0,45,70.6349206349206,23.8095238095238,4.76190476190476,0.793650793650794,0
"E00004211",124,95,23,6,0,0,35,76.6129032258064,18.5483870967742,4.83870967741935,0,0
"E00004212",134,67,56,11,0,0,78,50,41.7910447761194,8.2089552238806,0,0
"E00004213",167,91,67,9,0,0,85,54.4910179640719,40.1197604790419,5.38922155688623,0,0
"E00004214",243,171,62,8,0,2,86,70.3703703703704,25.5144032921811,3.29218106995885,0,0.823045267489712
"E00004215",129,47,66,15,1,0,99,36.4341085271318,51.1627906976744,11.6279069767442,0.775193798449612,0
"E00004216",146,57,63,23,3,0,118,39.041095890411,43.1506849315069,15.7534246575342,2.05479452054794,0
"E00004217",141,86,46,6,2,1,68,60.9929078014184,32.6241134751773,4.25531914893617,1.41843971631206,0.709219858156028
"E00004218",131,80,41,10,0,0,61,61.0687022900763,31.2977099236641,7.63358778625954,0,0
"E00004219",190,142,39,8,1,0,58,74.7368421052632,20.5263157894737,4.21052631578947,0.526315789473684,0
"E00004220",87,53,32,2,0,0,36,60.9195402298851,36.7816091954023,2.29885057471264,0,0
"E00004221",111,55,45,9,2,0,69,49.5495495495495,40.5405405405405,8.10810810810811,1.8018018018018,0
"E00004222",109,56,37,14,1,1,74,51.3761467889908,33.9449541284404,12.8440366972477,0.917431192660551,0.917431192660551
"E00004223",116,81,26,7,2,0,46,69.8275862068966,22.4137931034483,6.03448275862069,1.72413793103448,0
"E00004224",147,67,67,7,6,0,99,45.578231292517,45.578231292517,4.76190476190476,4.08163265306122,0
"E00004225",195,165,25,4,1,0,36,84.6153846153846,12.8205128205128,2.05128205128205,0.512820512820513,0
"E00004226",119,23,61,23,10,2,145,19.327731092437,51.2605042016807,19.327731092437,8.40336134453782,1.68067226890756
"E00004227",145,80,55,9,0,1,78,55.1724137931034,37.9310344827586,6.20689655172414,0,0.689655172413793
"E00004228",107,44,46,17,0,0,80,41.1214953271028,42.9906542056075,15.8878504672897,0,0
"E00004229",174,90,68,12,2,2,107,51.7241379310345,39.0804597701149,6.89655172413793,1.14942528735632,1.14942528735632
"E00004230",130,90,40,0,0,0,40,69.2307692307692,30.7692307692308,0,0,0
"E00004231",142,44,79,18,1,0,118,30.9859154929577,55.6338028169014,12.6760563380282,0.704225352112676,0
"E00004232",132,92,26,11,3,0,57,69.6969696969697,19.6969696969697,8.33333333333333,2.27272727272727,0
"E00004233",124,58,55,10,1,0,78,46.7741935483871,44.3548387096774,8.06451612903226,0.806451612903226,0
"E00004234",124,50,60,11,3,0,91,40.3225806451613,48.3870967741936,8.87096774193548,2.41935483870968,0
"E00004235",163,132,29,1,0,1,35,80.9815950920245,17.7914110429448,0.613496932515337,0,0.613496932515337
"E00004236",150,109,34,7,0,0,48,72.6666666666667,22.6666666666667,4.66666666666667,0,0
"E00004237",123,92,27,4,0,0,35,74.7967479674797,21.9512195121951,3.2520325203252,0,0
"E00004238",126,58,48,16,4,0,92,46.031746031746,38.0952380952381,12.6984126984127,3.17460317460317,0
"E00004239",111,68,38,4,1,0,49,61.2612612612613,34.2342342342342,3.6036036036036,0.900900900900901,0
"E00004240",136,99,33,4,0,0,41,72.7941176470588,24.2647058823529,2.94117647058824,0,0
"E00004241",133,45,59,24,4,1,124,33.8345864661654,44.3609022556391,18.0451127819549,3.00751879699248,0.75187969924812
"E00004242",105,75,22,7,1,0,39,71.4285714285714,20.952380952381,6.66666666666667,0.952380952380952,0
"E00004243",110,47,37,16,8,2,102,42.7272727272727,33.6363636363636,14.5454545454545,7.27272727272727,1.81818181818182
"E00004244",100,57,37,6,0,0,49,57,37,6,0,0
"E00004245",163,94,62,6,0,1,78,57.6687116564417,38.0368098159509,3.68098159509202,0,0.613496932515337
"E00004246",121,74,40,5,2,0,56,61.1570247933884,33.0578512396694,4.13223140495868,1.65289256198347,0
"E00004247",156,102,48,6,0,0,60,65.3846153846154,30.7692307692308,3.84615384615385,0,0
"E00004248",207,142,59,6,0,0,71,68.5990338164251,28.5024154589372,2.89855072463768,0,0
"E00004249",114,61,43,8,2,0,65,53.5087719298246,37.719298245614,7.01754385964912,1.75438596491228,0
"E00004250",127,74,49,4,0,0,57,58.2677165354331,38.5826771653543,3.1496062992126,0,0
"E00004251",95,45,36,11,2,1,69,47.3684210526316,37.8947368421053,11.5789473684211,2.10526315789474,1.05263157894737
"E00004252",115,60,47,8,0,0,63,52.1739130434783,40.8695652173913,6.95652173913043,0,0
"E00004253",132,91,34,5,2,0,50,68.9393939393939,25.7575757575758,3.78787878787879,1.51515151515152,0
"E00004254",119,81,29,8,1,0,48,68.0672268907563,24.3697478991597,6.72268907563025,0.840336134453782,0
"E00004255",128,79,43,3,3,0,58,61.71875,33.59375,2.34375,2.34375,0
"E00004256",149,99,42,7,1,0,59,66.4429530201342,28.1879194630872,4.69798657718121,0.671140939597315,0
"E00004257",113,67,41,4,1,0,52,59.2920353982301,36.283185840708,3.53982300884956,0.884955752212389,0
"E00004258",111,66,34,8,3,0,59,59.4594594594595,30.6306306306306,7.20720720720721,2.7027027027027,0
"E00004259",104,71,32,1,0,0,34,68.2692307692308,30.7692307692308,0.961538461538462,0,0
"E00004260",136,102,34,0,0,0,34,75,25,0,0,0
"E00004261",114,86,26,2,0,0,30,75.4385964912281,22.8070175438596,1.75438596491228,0,0
"E00004262",114,76,37,1,0,0,39,66.6666666666667,32.4561403508772,0.87719298245614,0,0
"E00004263",121,70,44,4,3,0,61,57.8512396694215,36.3636363636364,3.30578512396694,2.47933884297521,0
"E00004264",176,142,28,5,1,0,41,80.6818181818182,15.9090909090909,2.84090909090909,0.568181818181818,0
"E00004265",112,78,32,2,0,0,36,69.6428571428571,28.5714285714286,1.78571428571429,0,0
"E00004266",156,96,57,3,0,0,63,61.5384615384615,36.5384615384615,1.92307692307692,0,0
"E00004268",142,91,45,6,0,0,57,64.0845070422535,31.6901408450704,4.22535211267606,0,0
"E00004269",121,87,29,5,0,0,39,71.900826446281,23.9669421487603,4.13223140495868,0,0
"E00004270",189,145,40,4,0,0,48,76.7195767195767,21.1640211640212,2.11640211640212,0,0
"E00004271",142,89,48,5,0,0,58,62.6760563380282,33.8028169014084,3.52112676056338,0,0
"E00004272",113,46,56,10,1,0,79,40.7079646017699,49.5575221238938,8.84955752212389,0.884955752212389,0
"E00004273",159,83,60,15,1,0,93,52.2012578616352,37.7358490566038,9.43396226415094,0.628930817610063,0
"E00004274",130,59,63,5,3,0,82,45.3846153846154,48.4615384615385,3.84615384615385,2.30769230769231,0
"E00004275",104,70,28,5,0,1,42,67.3076923076923,26.9230769230769,4.80769230769231,0,0.961538461538462
"E00004276",122,74,40,7,1,0,57,60.655737704918,32.7868852459016,5.73770491803279,0.819672131147541,0
"E00004277",135,69,61,5,0,0,71,51.1111111111111,45.1851851851852,3.7037037037037,0,0
"E00004278",102,60,39,3,0,0,45,58.8235294117647,38.2352941176471,2.94117647058824,0,0
"E00004279",134,95,32,7,0,0,46,70.8955223880597,23.8805970149254,5.22388059701492,0,0
"E00004280",108,59,41,7,1,0,58,54.6296296296296,37.962962962963,6.48148148148148,0.925925925925926,0
"E00004281",115,64,47,4,0,0,55,55.6521739130435,40.8695652173913,3.47826086956522,0,0
"E00004282",149,92,42,15,0,0,72,61.744966442953,28.1879194630872,10.0671140939597,0,0
"E00004283",137,75,48,12,1,1,80,54.7445255474453,35.036496350365,8.75912408759124,0.72992700729927,0.72992700729927
"E00004284",128,65,60,3,0,0,66,50.78125,46.875,2.34375,0,0
"E00004285",144,92,44,7,1,0,61,63.8888888888889,30.5555555555556,4.86111111111111,0.694444444444444,0
"E00004286",158,123,33,1,1,0,38,77.8481012658228,20.8860759493671,0.632911392405063,0.632911392405063,0
