"GeographyCode","QS112EW0001","QS112EW0002","QS112EW0003","QS112EW0004","QS112EW0005","QS112EW0006","QS112EW0007","QS112EW0008","QS112EW0009","QS112EW0010","QS112EW0011","QS112EW0012","QS112EW0013","QS112EW0014","QS112EW0015","QS112EW0016","QS112EW0017","QS112EW0018","QS112EW0019","QS112EW0020","QS112EW0021","QS112EW0022","QS112EW0023","QS112EW0024","QS112EW0025","QS112EW0026","QS112EW0027","QS112EW0028","QS112EW0029","QS112EW0030","QS112EW0031"
"E01000878",1246,188,72,116,839,100,527,112,141,201,73,0,0,0,0,0,95,62,15,12,6,117,26,34,57,219,24,31,4,3,157
"E01000879",1305,237,64,173,851,76,533,116,91,270,56,6,2,0,4,0,151,86,15,44,6,85,21,29,35,217,15,47,8,7,140
"E01000880",1558,191,57,134,1008,30,757,128,182,412,35,24,24,0,0,0,110,64,12,30,4,87,24,37,26,359,49,137,4,5,164
"E01000881",1451,247,57,190,704,42,414,102,102,183,27,4,4,0,0,0,143,122,3,18,0,101,23,42,36,500,27,195,29,0,249
"E01000882",1512,281,67,214,945,64,606,158,117,286,45,16,16,0,0,0,183,138,25,17,3,76,18,23,35,286,29,43,7,2,205
"E01000883",1319,258,69,189,711,48,485,144,130,187,24,2,2,0,0,0,113,92,7,14,0,63,18,18,27,350,18,46,39,8,239
"E01000884",1462,181,61,120,990,68,734,124,120,389,101,4,4,0,0,0,96,40,26,30,0,88,23,38,27,291,52,120,8,4,107
"E01000885",1410,172,78,94,1007,142,652,138,104,332,78,0,0,0,0,0,124,54,3,64,3,89,39,26,24,231,22,57,5,7,140
"E01000886",1445,187,41,146,902,50,517,72,117,237,91,6,6,0,0,0,181,84,30,54,13,148,60,61,27,356,65,41,4,16,230
"E01000887",1478,262,60,202,819,36,416,78,90,198,50,10,10,0,0,0,205,150,33,22,0,152,45,49,58,397,64,34,12,7,280
"E01000888",1605,252,56,196,1027,28,599,84,91,360,64,4,4,0,0,0,234,126,36,49,23,162,59,38,65,326,40,74,21,8,183
"E01000889",1670,224,69,155,1076,28,481,44,92,224,121,0,0,0,0,0,189,58,27,77,27,378,98,168,112,370,61,125,40,4,140
"E01000890",1625,357,118,239,925,68,415,66,87,194,68,6,6,0,0,0,100,40,6,43,11,336,109,149,78,343,68,91,27,0,157
"E01000891",1534,279,77,202,917,14,383,54,31,238,60,18,18,0,0,0,122,42,19,55,6,380,144,152,84,338,50,66,40,2,180
"E01000892",1843,308,95,213,1158,54,614,114,110,329,61,13,10,0,0,3,226,120,38,47,21,251,89,69,93,377,31,88,25,6,227
"E01000893",1566,281,82,199,906,72,526,108,122,254,42,8,8,0,0,0,206,118,55,21,12,94,33,23,38,379,76,101,0,6,196
"E01000894",1376,209,74,135,962,82,685,146,112,335,92,16,16,0,0,0,137,96,13,22,6,42,17,13,12,205,45,34,0,15,111
"E01000895",1629,403,172,231,992,60,578,122,137,278,41,4,4,0,0,0,226,172,28,16,10,124,44,26,54,234,24,49,3,18,140
"E01000896",1692,258,89,169,1178,110,819,178,176,383,82,15,12,3,0,0,185,132,15,29,9,49,20,9,20,256,8,61,6,9,172
"E01000897",1595,243,82,161,1114,94,767,164,156,420,27,12,8,0,4,0,181,148,18,12,3,60,13,3,44,238,28,77,7,5,121
"E01000898",1688,418,88,330,865,42,484,128,75,222,59,2,2,0,0,0,210,98,14,86,12,127,49,27,51,405,52,61,9,3,280
"E01000899",1606,229,65,164,1178,98,844,192,175,391,86,10,6,0,4,0,149,84,15,47,3,77,35,11,31,199,22,67,0,3,107
"E01000900",1795,256,72,184,1055,42,510,100,106,210,94,8,8,0,0,0,191,112,36,40,3,304,78,145,81,484,67,85,29,4,299
"E01000901",1821,228,51,177,1151,12,555,42,85,377,51,2,2,0,0,0,139,42,33,56,8,443,138,197,108,442,95,124,30,2,191
"E01000902",1451,216,83,133,923,20,434,50,50,264,70,2,2,0,0,0,127,54,31,35,7,340,91,158,91,312,39,102,16,2,153
"E01000903",1418,301,117,184,785,28,471,104,101,223,43,4,4,0,0,0,178,118,35,21,4,104,45,21,38,332,40,44,19,2,227
"E01000904",2120,309,80,229,1209,40,540,110,92,267,71,12,8,4,0,0,205,138,41,13,13,412,120,145,147,602,68,100,49,12,373
"E01000905",1965,300,125,175,1251,32,587,62,118,318,89,2,2,0,0,0,96,40,24,22,10,534,136,250,148,414,60,111,44,13,186
"E01000906",1532,319,95,224,822,46,434,148,81,164,41,6,6,0,0,0,227,180,24,13,10,109,36,16,57,391,23,38,19,36,275
"E01000907",1430,207,57,150,952,42,406,74,77,185,70,0,0,0,0,0,154,86,24,24,20,350,116,142,92,271,44,55,6,9,157
"E01000908",1581,420,103,317,982,50,438,58,76,238,66,0,0,0,0,0,212,130,33,33,16,282,105,90,87,179,43,37,0,6,93
"E01000909",1614,199,82,117,1062,86,658,114,125,275,144,6,6,0,0,0,182,80,30,48,24,130,32,43,55,353,38,67,5,22,221
"E01000910",1472,173,53,120,946,84,611,82,80,346,103,2,2,0,0,0,172,90,26,44,12,77,16,17,44,353,37,72,0,10,234
"E01000911",1549,220,75,145,1014,46,526,92,70,269,95,10,6,0,4,0,195,106,32,51,6,237,58,87,92,315,60,84,7,2,162
"E01000912",1589,270,111,159,935,46,424,58,101,192,73,2,2,0,0,0,158,68,25,44,21,305,74,114,117,384,48,58,23,7,248
"E01000913",1702,210,85,125,1154,128,780,204,116,371,89,14,14,0,0,0,162,98,41,14,9,70,20,28,22,338,26,102,3,20,187
"E01000914",1753,483,109,374,705,44,341,150,30,114,47,17,8,6,0,3,169,114,15,28,12,134,29,36,69,565,30,29,206,2,298
"E01000915",1527,247,69,178,841,35,416,66,58,240,52,12,12,0,0,0,150,86,24,29,11,228,49,105,74,439,49,87,39,7,257
"E01000916",1718,392,64,328,902,24,396,122,43,187,44,26,26,0,0,0,221,164,33,24,0,235,82,76,77,424,25,55,68,0,276
"E01000917",1855,458,99,359,1042,20,473,54,68,306,45,6,6,0,0,0,187,110,32,41,4,356,109,149,98,355,70,81,72,4,128
"E01000918",1885,482,122,360,790,32,419,100,76,187,56,16,16,0,0,0,179,140,14,25,0,144,62,48,34,613,32,104,205,5,267
"E01000919",1658,434,73,361,595,30,247,66,46,79,56,18,18,0,0,0,142,120,9,9,4,158,47,36,75,629,26,250,86,0,267
"E01000920",1921,409,87,322,961,42,455,116,105,184,50,32,32,0,0,0,231,156,40,20,15,201,73,54,74,551,27,103,100,4,317
"E01000921",1963,381,50,331,1074,32,489,98,106,230,55,13,10,0,0,3,353,244,47,55,7,187,77,71,39,508,34,36,18,5,415
"E01000922",1537,266,57,209,706,30,277,54,36,160,27,8,4,0,4,0,170,108,31,31,0,221,57,108,56,565,29,64,152,2,318
"E01000923",1436,266,53,213,850,24,438,88,74,202,74,2,2,0,0,0,200,118,48,34,0,186,76,63,47,320,32,53,11,2,222
"E01000924",1637,307,55,252,882,22,332,100,54,121,57,14,10,4,0,0,352,240,46,59,7,162,54,48,60,448,38,80,17,16,297
"E01000925",1552,246,107,139,875,18,383,42,73,212,56,12,12,0,0,0,122,52,21,46,3,340,82,176,82,431,81,167,34,0,149
"E01000926",1791,204,49,155,795,14,322,64,71,155,32,2,2,0,0,0,226,130,31,58,7,231,56,123,52,792,19,37,70,2,664
"E01000927",1732,205,63,142,950,26,445,116,84,176,69,15,12,0,0,3,238,128,45,59,6,226,55,67,104,577,43,46,48,12,428
"E01000928",1620,234,59,175,980,30,520,90,85,249,96,9,6,0,0,3,185,86,24,61,14,236,49,116,71,406,56,72,17,13,248
"E01000929",1675,245,69,176,1116,20,627,60,97,375,95,0,0,0,0,0,119,54,24,32,9,350,83,173,94,314,63,59,4,6,182
"E01000930",1910,628,235,393,931,28,463,114,83,231,35,8,8,0,0,0,147,108,20,13,6,285,95,134,56,351,42,51,13,25,220
"E01000931",1902,357,83,274,1044,24,496,104,124,198,70,2,2,0,0,0,193,120,24,45,4,329,110,142,77,501,70,73,21,18,319
"E01000932",1825,402,85,317,906,22,375,146,76,94,59,2,2,0,0,0,310,254,33,13,10,197,85,55,57,517,47,12,10,8,440
"E01000933",1671,340,95,245,796,24,434,138,100,148,48,0,0,0,0,0,208,174,15,16,3,130,36,37,57,535,49,61,26,2,397
"E01000934",1542,338,106,232,940,20,508,86,116,254,52,2,2,0,0,0,118,66,19,30,3,292,73,127,92,264,34,47,29,4,150
"E01000935",1415,241,50,191,944,16,479,70,42,288,79,2,2,0,0,0,131,60,24,35,12,316,100,146,70,230,63,62,7,5,93
"E01000936",1360,194,50,144,809,14,319,50,78,134,57,4,4,0,0,0,113,74,9,27,3,359,51,253,55,357,48,85,54,0,170
"E01000937",943,296,40,256,413,12,201,36,41,86,38,6,6,0,0,0,78,64,6,8,0,116,25,72,19,234,10,43,58,0,123
"E01000938",1726,305,38,267,830,8,275,56,54,113,52,18,18,0,0,0,107,80,6,18,3,422,39,327,56,591,56,38,227,4,266
"E01000939",1197,156,49,107,676,8,399,44,37,265,53,2,2,0,0,0,75,22,15,23,15,192,37,103,52,365,25,84,99,2,155
"E01000940",1124,253,61,192,600,26,341,66,64,170,41,2,2,0,0,0,103,66,13,21,3,128,62,33,33,271,24,63,47,11,126
"E01000941",1203,242,56,186,693,20,332,44,47,186,55,6,6,0,0,0,99,50,28,18,3,236,80,87,69,268,51,48,46,2,121
"E01000942",1181,381,73,308,438,20,193,70,42,54,27,11,8,3,0,0,125,96,15,8,6,89,31,28,30,362,3,39,181,2,137
"E01000943",991,359,54,305,393,8,178,58,37,67,16,15,12,0,0,3,101,72,21,8,0,91,19,47,25,239,24,6,108,2,99
"E01000944",1899,188,54,134,823,20,411,36,84,227,64,3,0,3,0,0,101,58,13,17,13,288,64,118,106,888,39,91,425,2,331
"E01000945",1493,223,36,187,684,14,349,62,32,178,77,4,4,0,0,0,105,72,15,18,0,212,39,117,56,586,60,80,226,4,216
"E01000946",1475,312,84,228,771,64,407,98,91,156,62,4,4,0,0,0,109,72,18,19,0,187,62,65,60,392,42,65,64,3,218
"E01000947",1925,344,44,300,756,10,332,76,64,146,46,6,6,0,0,0,226,162,22,29,13,182,45,55,82,825,37,90,188,2,508
"E01000948",1708,362,103,259,948,48,468,116,69,212,71,8,8,0,0,0,242,178,37,24,3,182,59,70,53,398,49,50,46,10,243
"E01000949",1578,331,103,228,1003,50,507,56,113,256,82,20,20,0,0,0,143,72,42,17,12,283,105,107,71,244,22,57,65,2,98
"E01000950",1431,192,48,144,837,6,455,32,75,300,48,0,0,0,0,0,111,36,13,53,9,265,86,93,86,402,52,95,99,6,150
"E01000951",1538,230,97,133,836,28,495,46,63,316,70,2,2,0,0,0,68,28,9,24,7,243,87,91,65,472,48,99,181,6,138
"E01000952",1728,206,56,150,1003,34,475,44,60,263,108,2,2,0,0,0,172,84,45,27,16,320,94,117,109,519,55,95,170,9,190
"E01000953",1643,299,132,167,854,22,471,88,67,232,84,5,2,3,0,0,101,50,4,35,12,255,68,86,101,490,80,140,117,0,153
"E01000954",1656,202,61,141,1120,32,567,38,25,425,79,2,2,0,0,0,123,22,29,49,23,396,148,172,76,334,58,65,47,10,154
"E01000955",1505,293,83,210,891,36,508,40,68,320,80,0,0,0,0,0,84,28,13,33,10,263,88,121,54,321,36,70,112,2,101
"E01000956",1532,221,28,193,836,8,498,44,54,337,63,0,0,0,0,0,101,64,19,15,3,229,79,88,62,475,31,128,146,0,170
"E01000957",1729,263,58,205,979,32,471,98,94,198,81,6,6,0,0,0,209,146,23,30,10,261,88,117,56,487,70,56,77,2,282
"E01000958",2108,237,34,203,1031,18,429,48,67,230,84,4,4,0,0,0,206,122,27,33,24,374,109,171,94,840,203,90,228,8,311
"E01000959",1670,264,83,181,880,55,485,28,113,243,101,2,2,0,0,0,78,34,12,32,0,260,90,76,94,526,59,74,170,6,217
"E01000960",1774,321,72,249,1027,48,589,162,136,247,44,14,14,0,0,0,226,150,18,51,7,150,42,65,43,426,49,82,39,6,250
"E01000961",1591,197,59,138,1040,62,577,84,115,309,69,0,0,0,0,0,82,36,15,25,6,319,80,142,97,354,38,84,15,13,204
"E01000962",1592,236,37,199,947,26,522,138,174,184,26,18,18,0,0,0,267,202,33,26,6,114,38,27,49,409,10,32,21,2,344
"E01000963",1864,311,117,194,1113,72,766,202,237,249,78,8,8,0,0,0,111,68,15,25,3,156,25,61,70,440,52,70,62,5,251
"E01000964",1577,260,70,190,953,34,525,112,109,246,58,14,14,0,0,0,166,116,27,13,10,214,48,92,74,364,23,71,5,7,258
"E01000965",1522,313,69,244,867,38,451,122,72,210,47,4,4,0,0,0,226,188,15,20,3,148,41,52,55,342,28,45,26,2,241
"E01000966",1508,222,55,167,889,34,590,188,138,225,39,2,2,0,0,0,215,150,45,17,3,48,10,17,21,397,26,64,8,2,297
"E01000967",1409,225,84,141,869,74,585,120,124,288,53,2,2,0,0,0,132,78,43,8,3,76,37,11,28,315,32,85,5,9,184
"E01000968",1504,314,88,226,784,18,471,160,81,163,67,2,2,0,0,0,200,162,30,8,0,93,26,30,37,406,22,28,10,0,346
"E01000969",2032,341,79,262,1044,40,642,188,171,230,53,4,4,0,0,0,248,190,29,29,0,110,62,15,33,647,17,45,21,0,564
"E01000970",1444,406,39,367,624,24,282,130,88,46,18,8,8,0,0,0,236,220,12,4,0,74,30,10,34,414,12,18,12,13,359
"E01000971",1478,222,50,172,955,28,630,130,135,292,73,4,4,0,0,0,189,138,15,30,6,104,29,27,48,301,7,32,6,4,252
"E01000972",2009,414,88,326,1114,36,511,140,106,222,43,4,4,0,0,0,204,124,50,30,0,359,117,144,98,481,91,57,27,4,302
"E01000973",1883,341,53,288,959,14,423,138,91,141,53,6,6,0,0,0,258,186,33,33,6,258,80,91,87,583,34,65,21,2,461
"E01000974",1702,358,72,286,873,26,357,76,85,126,70,6,6,0,0,0,206,164,30,9,3,278,60,149,69,471,53,70,26,2,320
