UID,Price,Date,Street,District,Region,Postcode,oseast1m,osnrth1m
597034,22500000,06/12/2015 0:00,AVENUE ROAD,CAMDEN,GREATER LONDON,NW86HS,527076,183790
594622,15200000,11/04/2015 0:00,GREENAWAY GARDENS,CAMDEN,GREATER LONDON,NW37DJ,525813,185524
594696,13500000,03/10/2015 0:00,TEMPLEWOOD AVENUE,CAMDEN,GREATER LONDON,NW37XA,525779,186084
594592,10500000,09/14/2015 0:00,CHURCH ROW,CAMDEN,GREATER LONDON,NW36UU,526159,185603
515677,8950000,10/30/2015 0:00,THE GROVE,CAMDEN,GREATER LONDON,N66JU,528177,187307
592992,8750000,09/01/2015 0:00,ST GEORGES TERRACE,CAMDEN,GREATER LONDON,NW18XH,527818,184013
592670,8500000,11/12/2015 0:00,CHESTER TERRACE,CAMDEN,GREATER LONDON,NW14ND,528756,182768
594265,8300000,08/19/2015 0:00,BELSIZE PARK,CAMDEN,GREATER LONDON,NW34EE,526693,184611
594623,8000000,02/13/2015 0:00,GREENAWAY GARDENS,CAMDEN,GREATER LONDON,NW37DJ,525813,185524
594637,7720000,07/10/2015 0:00,SPANIARDS ROAD,CAMDEN,GREATER LONDON,NW37JH,526633,187131
592661,7500000,01/30/2015 0:00,CUMBERLAND TERRACE,CAMDEN,GREATER LONDON,NW14HJ,528661,183198
594635,6925000,11/03/2015 0:00,NORTH END AVENUE,CAMDEN,GREATER LONDON,NW37HP,526191,186886
594642,6870000,02/19/2015 0:00,OAK HILL WAY,CAMDEN,GREATER LONDON,NW37LR,526061,185950
592920,6800000,01/28/2015 0:00,REGENTS PARK ROAD,CAMDEN,GREATER LONDON,NW17TL,528374,183727
592669,6500000,07/31/2015 0:00,CHESTER TERRACE,CAMDEN,GREATER LONDON,NW14ND,528756,182768
592996,6500000,08/07/2015 0:00,CHALCOT SQUARE,CAMDEN,GREATER LONDON,NW18YA,528060,184103
594669,6500000,01/12/2015 0:00,HEATH DRIVE,CAMDEN,GREATER LONDON,NW37SD,525569,185561
515689,6000000,11/18/2015 0:00,ROBIN GROVE,CAMDEN,GREATER LONDON,N66PA,528144,186864
592646,6000000,09/21/2015 0:00,ALBANY STREET,CAMDEN,GREATER LONDON,NW14AB,528635,183373
594127,5900000,11/09/2015 0:00,UPPER PARK ROAD,CAMDEN,GREATER LONDON,NW32UP,527617,184980
594643,5850000,06/26/2015 0:00,BRANCH HILL,CAMDEN,GREATER LONDON,NW37NA,526007,186207
594279,5800000,07/15/2015 0:00,BELSIZE SQUARE,CAMDEN,GREATER LONDON,NW34HN,526971,184787
597017,5800000,08/03/2015 0:00,RUDGWICK TERRACE,CAMDEN,GREATER LONDON,NW86BR,527287,183670
592648,5775000,12/01/2015 0:00,PARK VILLAGE WEST,CAMDEN,GREATER LONDON,NW14AE,528707,183342
594118,5750000,06/22/2015 0:00,PARLIAMENT HILL,CAMDEN,GREATER LONDON,NW32TN,527471,185831
594160,5750000,07/24/2015 0:00,ELSWORTHY ROAD,CAMDEN,GREATER LONDON,NW33BT,527258,183965
594361,5750000,09/29/2015 0:00,ETON ROAD,CAMDEN,GREATER LONDON,NW34SS,527736,184470
515670,5700000,07/10/2015 0:00,HIGHFIELDS GROVE,CAMDEN,GREATER LONDON,N66HN,527973,187231
594421,5675000,02/16/2015 0:00,BUCKLAND CRESCENT,CAMDEN,GREATER LONDON,NW35DJ,526740,184481
594660,5600000,03/13/2015 0:00,REDINGTON ROAD,CAMDEN,GREATER LONDON,NW37QX,525980,185674
594572,5500000,10/01/2015 0:00,LANGLAND GARDENS,CAMDEN,GREATER LONDON,NW36PY,525949,185271
594132,5250000,05/08/2015 0:00,LAWN ROAD,CAMDEN,GREATER LONDON,NW32XB,527531,185083
594478,5100000,07/03/2015 0:00,ELDON GROVE,CAMDEN,GREATER LONDON,NW35PT,526857,185443
515672,5000000,10/20/2015 0:00,HIGHFIELDS GROVE,CAMDEN,GREATER LONDON,N66HN,527973,187231
594364,4850000,05/15/2015 0:00,PROVOST ROAD,CAMDEN,GREATER LONDON,NW34ST,527876,184457
594534,4850000,07/03/2015 0:00,ARKWRIGHT ROAD,CAMDEN,GREATER LONDON,NW36BJ,526145,185154
515676,4700000,09/04/2015 0:00,HIGHGATE WEST HILL,CAMDEN,GREATER LONDON,N66JR,528171,186465
593949,4588000,08/10/2015 0:00,WELL ROAD,CAMDEN,GREATER LONDON,NW31LH,526674,186102
594482,4500000,11/04/2015 0:00,WEDDERBURN ROAD,CAMDEN,GREATER LONDON,NW35QE,526820,185201
595561,4500000,01/30/2015 0:00,ALVANLEY GARDENS,CAMDEN,GREATER LONDON,NW61JD,525825,185182
594158,4450000,06/26/2015 0:00,ELSWORTHY ROAD,CAMDEN,GREATER LONDON,NW33BS,527094,183871
594636,4450000,05/29/2015 0:00,SPANIARDS ROAD,CAMDEN,GREATER LONDON,NW37JH,526633,187131
594159,4440755,06/26/2015 0:00,ELSWORTHY ROAD,CAMDEN,GREATER LONDON,NW33BS,527094,183871
594101,4350000,09/04/2015 0:00,HEATH HURST ROAD,CAMDEN,GREATER LONDON,NW32RU,527127,185588
284510,4250000,11/30/2015 0:00,FARRINGDON ROAD,CAMDEN,GREATER LONDON,EC1M3JB,531481,181866
594455,4250000,06/12/2015 0:00,COLLEGE CRESCENT,CAMDEN,GREATER LONDON,NW35LB,526549,184541
592921,4100000,07/29/2015 0:00,ST MARKS CRESCENT,CAMDEN,GREATER LONDON,NW17TU,528366,183821
592650,4050000,09/23/2015 0:00,PARK VILLAGE WEST,CAMDEN,GREATER LONDON,NW14AE,528707,183342
593929,4000000,09/02/2015 0:00,HAMPSTEAD SQUARE,CAMDEN,GREATER LONDON,NW31AB,526417,186073
927485,4000000,07/10/2015 0:00,ENDSLEIGH STREET,CAMDEN,GREATER LONDON,WC1H0DD,529767,182470
594102,3990000,01/14/2015 0:00,SOUTH HILL PARK,CAMDEN,GREATER LONDON,NW32SB,527278,185719
593256,3950000,01/06/2015 0:00,RANULF ROAD,CAMDEN,GREATER LONDON,NW22BT,524996,185833
593997,3900000,11/19/2015 0:00,GAYTON CRESCENT,CAMDEN,GREATER LONDON,NW31TT,526663,185809
594000,3900000,03/27/2015 0:00,GAYTON ROAD,CAMDEN,GREATER LONDON,NW31TY,526606,185848
515682,3850000,12/09/2015 0:00,HOLLY TERRACE,CAMDEN,GREATER LONDON,N66LX,528103,187076
594531,3850000,07/20/2015 0:00,ARKWRIGHT ROAD,CAMDEN,GREATER LONDON,NW36BH,526141,185210
595545,3850000,01/06/2015 0:00,HONEYBOURNE ROAD,CAMDEN,GREATER LONDON,NW61HH,525561,185080
927647,3850000,09/30/2015 0:00,GREAT JAMES STREET,CAMDEN,GREATER LONDON,WC1N3HB,530741,181924
594454,3800000,08/03/2015 0:00,COLLEGE CRESCENT,CAMDEN,GREATER LONDON,NW35LB,526549,184541
592668,3750000,02/02/2015 0:00,CHESTER PLACE,CAMDEN,GREATER LONDON,NW14NB,528763,182943
593000,3750000,01/28/2015 0:00,SHARPLESHALL STREET,CAMDEN,GREATER LONDON,NW18YL,527918,184051
594162,3750000,07/10/2015 0:00,ELSWORTHY ROAD,CAMDEN,GREATER LONDON,NW33DL,527351,184095
592993,3725000,10/29/2015 0:00,REGENTS PARK ROAD,CAMDEN,GREATER LONDON,NW18XP,527998,184193
592990,3700000,10/19/2015 0:00,CHAMBERLAIN STREET,CAMDEN,GREATER LONDON,NW18XB,527838,184072
594124,3700000,02/06/2015 0:00,NASSINGTON ROAD,CAMDEN,GREATER LONDON,NW32UD,527566,185804
594370,3700000,05/28/2015 0:00,BELSIZE GROVE,CAMDEN,GREATER LONDON,NW34TR,527415,184906
592989,3600000,07/10/2015 0:00,CHAMBERLAIN STREET,CAMDEN,GREATER LONDON,NW18XB,527838,184072
593999,3600000,08/13/2015 0:00,GAYTON ROAD,CAMDEN,GREATER LONDON,NW31TX,526563,185755
594666,3600000,08/14/2015 0:00,REDINGTON GARDENS,CAMDEN,GREATER LONDON,NW37RX,525769,185966
595785,3600000,03/16/2015 0:00,COMPAYNE GARDENS,CAMDEN,GREATER LONDON,NW63DD,525952,184466
595799,3598940,10/23/2015 0:00,GOLDHURST TERRACE,CAMDEN,GREATER LONDON,NW63EP,525827,184019
594410,3550000,05/15/2015 0:00,BELSIZE LANE,CAMDEN,GREATER LONDON,NW35AU,526745,184738
595766,3550000,07/15/2015 0:00,ABERDARE GARDENS,CAMDEN,GREATER LONDON,NW63AJ,525849,184160
592649,3500000,03/25/2015 0:00,PARK VILLAGE WEST,CAMDEN,GREATER LONDON,NW14AE,528707,183342
594312,3500000,07/03/2015 0:00,HOWITT ROAD,CAMDEN,GREATER LONDON,NW34LT,527331,184975
594681,3490000,01/23/2015 0:00,KIDDERPORE GARDENS,CAMDEN,GREATER LONDON,NW37SS,525483,185834
593998,3487500,12/04/2015 0:00,GAYTON CRESCENT,CAMDEN,GREATER LONDON,NW31TT,526663,185809
592956,3475000,07/31/2015 0:00,GLOUCESTER AVENUE,CAMDEN,GREATER LONDON,NW18LA,528082,184132
515671,3416000,07/22/2015 0:00,HIGHFIELDS GROVE,CAMDEN,GREATER LONDON,N66HN,527973,187231
593931,3405000,11/27/2015 0:00,EAST HEATH ROAD,CAMDEN,GREATER LONDON,NW31AL,526611,186231
595544,3350000,03/02/2015 0:00,HONEYBOURNE ROAD,CAMDEN,GREATER LONDON,NW61HH,525561,185080
594153,3300000,01/28/2015 0:00,AINGER ROAD,CAMDEN,GREATER LONDON,NW33AR,527835,184131
592880,3260625,03/06/2015 0:00,ARLINGTON ROAD,CAMDEN,GREATER LONDON,NW17HY,528736,184009
594130,3250000,06/18/2015 0:00,LAWN ROAD,CAMDEN,GREATER LONDON,NW32XB,527531,185083
927639,3226750,06/01/2015 0:00,GREAT JAMES STREET,CAMDEN,GREATER LONDON,WC1N3DP,530747,181988
927640,3226750,06/01/2015 0:00,GREAT JAMES STREET,CAMDEN,GREATER LONDON,WC1N3DP,530747,181988
594418,3175000,07/07/2015 0:00,DALEHAM MEWS,CAMDEN,GREATER LONDON,NW35DB,526749,184917
596995,3175000,09/07/2015 0:00,BOUNDARY ROAD,CAMDEN,GREATER LONDON,NW80RH,525941,183618
593943,3150000,12/04/2015 0:00,GARDNOR ROAD,CAMDEN,GREATER LONDON,NW31HA,526554,185818
594656,3150000,07/31/2015 0:00,CLORANE GARDENS,CAMDEN,GREATER LONDON,NW37PR,525204,186077
593939,3125000,10/29/2015 0:00,WHITESTONE LANE,CAMDEN,GREATER LONDON,NW31EA,526342,186297
594571,3125000,03/13/2015 0:00,LINDFIELD GARDENS,CAMDEN,GREATER LONDON,NW36PX,526030,185277
592629,3100000,07/10/2015 0:00,BROCK STREET,CAMDEN,GREATER LONDON,NW13DS,529186,182430
592656,3100000,07/01/2015 0:00,ALBANY STREET,CAMDEN,GREATER LONDON,NW14DX,528821,182337
594001,3100000,06/26/2015 0:00,GAYTON ROAD,CAMDEN,GREATER LONDON,NW31UB,526634,185840
594573,3095000,03/17/2015 0:00,LANGLAND GARDENS,CAMDEN,GREATER LONDON,NW36PY,525949,185271
594165,3074999,02/26/2015 0:00,ELSWORTHY ROAD,CAMDEN,GREATER LONDON,NW33DS,527440,184096
594456,3070000,06/08/2015 0:00,COLLEGE CRESCENT,CAMDEN,GREATER LONDON,NW35LB,526549,184541
594131,3037500,09/18/2015 0:00,LAWN ROAD,CAMDEN,GREATER LONDON,NW32XB,527531,185083
594578,3000000,09/07/2015 0:00,FROGNAL RISE,CAMDEN,GREATER LONDON,NW36PZ,526227,185918
594579,3000000,11/13/2015 0:00,FROGNAL RISE,CAMDEN,GREATER LONDON,NW36PZ,526227,185918
594633,2999995,06/04/2015 0:00,INVERFORTH CLOSE,CAMDEN,GREATER LONDON,NW37EX,526056,186730
592645,2995000,03/12/2015 0:00,ALBANY STREET,CAMDEN,GREATER LONDON,NW14AB,528635,183373
594591,2995000,07/17/2015 0:00,CHURCH ROW,CAMDEN,GREATER LONDON,NW36UU,526159,185603
594109,2984500,02/06/2015 0:00,PARLIAMENT HILL,CAMDEN,GREATER LONDON,NW32SY,527345,185730
594264,2975000,10/13/2015 0:00,BELSIZE PARK,CAMDEN,GREATER LONDON,NW34EE,526693,184611
594267,2975000,10/20/2015 0:00,BELSIZE PARK,CAMDEN,GREATER LONDON,NW34EE,526693,184611
593933,2950000,12/07/2015 0:00,VALE OF HEALTH,CAMDEN,GREATER LONDON,NW31AY,526515,186529
593942,2900000,05/26/2015 0:00,CANNON LANE,CAMDEN,GREATER LONDON,NW31EL,526659,186172
594481,2900000,02/25/2015 0:00,LYNDHURST TERRACE,CAMDEN,GREATER LONDON,NW35QA,526632,185316
593941,2875000,08/14/2015 0:00,CANNON LANE,CAMDEN,GREATER LONDON,NW31EL,526659,186172
594329,2870000,04/13/2015 0:00,LANCASTER GROVE,CAMDEN,GREATER LONDON,NW34NX,526921,184614
592604,2850000,11/27/2015 0:00,CROWNDALE ROAD,CAMDEN,GREATER LONDON,NW11TP,529312,183437
595784,2825000,03/16/2015 0:00,COMPAYNE GARDENS,CAMDEN,GREATER LONDON,NW63DD,525952,184466
515673,2800000,02/16/2015 0:00,THE HEXAGON,CAMDEN,GREATER LONDON,N66HR,527890,187158
594291,2800000,08/27/2015 0:00,BELSIZE SQUARE,CAMDEN,GREATER LONDON,NW34HU,527010,184719
594647,2800000,01/14/2015 0:00,PLATTS LANE,CAMDEN,GREATER LONDON,NW37NL,525288,186205
912186,2800000,11/09/2015 0:00,GRAFTON WAY,CAMDEN,GREATER LONDON,W1T5DS,529235,182129
927836,2775000,07/30/2015 0:00,EARLHAM STREET,CAMDEN,GREATER LONDON,WC2H9LH,530121,181085
595967,2750002,07/17/2015 0:00,BELSIZE ROAD,CAMDEN,GREATER LONDON,NW64RX,526449,184216
594668,2750000,03/05/2015 0:00,REDINGTON GARDENS,CAMDEN,GREATER LONDON,NW37RX,525769,185966
595815,2750000,10/21/2015 0:00,GOLDHURST TERRACE,CAMDEN,GREATER LONDON,NW63HB,526302,184424
927614,2750000,02/19/2015 0:00,MECKLENBURGH SQUARE,CAMDEN,GREATER LONDON,WC1N2AD,530698,182357
595212,2720000,04/02/2015 0:00,DARTMOUTH PARK ROAD,CAMDEN,GREATER LONDON,NW51SU,528686,186003
593946,2700000,12/18/2015 0:00,GROVE PLACE,CAMDEN,GREATER LONDON,NW31JS,526565,186042
594644,2700000,04/14/2015 0:00,BIRCHWOOD DRIVE,CAMDEN,GREATER LONDON,NW37NB,525924,186182
515675,2655000,07/03/2015 0:00,HIGHGATE WEST HILL,CAMDEN,GREATER LONDON,N66JR,528171,186465
593992,2650000,07/17/2015 0:00,KEMPLAY ROAD,CAMDEN,GREATER LONDON,NW31TA,526752,185675
912194,2645000,11/26/2015 0:00,WARREN MEWS,CAMDEN,GREATER LONDON,W1T6AP,529035,182084
284578,2640000,11/03/2015 0:00,HATTON GARDEN,CAMDEN,GREATER LONDON,EC1N8YS,531340,181945
593077,2630000,10/30/2015 0:00,CAMDEN SQUARE,CAMDEN,GREATER LONDON,NW19XA,529668,184496
927633,2550000,03/12/2015 0:00,OLD GLOUCESTER STREET,CAMDEN,GREATER LONDON,WC1N3AD,530438,181786
595333,2535000,12/10/2015 0:00,MONTPELIER GROVE,CAMDEN,GREATER LONDON,NW52XG,529345,185474
515459,2525000,10/22/2015 0:00,HAMPSTEAD LANE,CAMDEN,GREATER LONDON,N64RT,528093,187470
593947,2520000,03/31/2015 0:00,CHRISTCHURCH HILL,CAMDEN,GREATER LONDON,NW31LA,526725,185954
592589,2510330,03/13/2015 0:00,OAKLEY SQUARE,CAMDEN,GREATER LONDON,NW11NH,529281,183233
592911,2500000,01/30/2015 0:00,REGENTS PARK ROAD,CAMDEN,GREATER LONDON,NW17SX,528106,183795
592987,2500000,08/14/2015 0:00,FITZROY STREET,CAMDEN,GREATER LONDON,NW18TU,528140,184034
593257,2500000,01/12/2015 0:00,BURGESS HILL,CAMDEN,GREATER LONDON,NW22DA,524997,185915
593986,2500000,04/14/2015 0:00,DENNING ROAD,CAMDEN,GREATER LONDON,NW31ST,526827,185822
594045,2500000,07/20/2015 0:00,SHIRLOCK ROAD,CAMDEN,GREATER LONDON,NW32HR,527852,185575
594088,2500000,02/24/2015 0:00,POND STREET,CAMDEN,GREATER LONDON,NW32PN,527151,185481
595179,2500000,09/08/2015 0:00,DARTMOUTH PARK AVENUE,CAMDEN,GREATER LONDON,NW51JL,528846,186321
595180,2500000,10/28/2015 0:00,DARTMOUTH PARK AVENUE,CAMDEN,GREATER LONDON,NW51JL,528846,186321
927627,2500000,09/04/2015 0:00,JOHNS MEWS,CAMDEN,GREATER LONDON,WC1N2NS,530819,181993
594303,2460000,06/18/2015 0:00,BELSIZE PARK GARDENS,CAMDEN,GREATER LONDON,NW34LH,527144,184828
594065,2450000,08/27/2015 0:00,COURTHOPE ROAD,CAMDEN,GREATER LONDON,NW32LB,527966,185565
595233,2450000,11/30/2015 0:00,BARTHOLOMEW ROAD,CAMDEN,GREATER LONDON,NW52AH,529253,184615
595181,2445000,01/16/2015 0:00,DARTMOUTH PARK AVENUE,CAMDEN,GREATER LONDON,NW51JL,528846,186321
593061,2400000,08/21/2015 0:00,ST AUGUSTINE'S ROAD,CAMDEN,GREATER LONDON,NW19RN,529767,184436
593958,2400000,02/23/2015 0:00,HAMPSTEAD HIGH STREET,CAMDEN,GREATER LONDON,NW31PX,526573,185667
594120,2400000,05/11/2015 0:00,PARLIAMENT HILL,CAMDEN,GREATER LONDON,NW32TU,527435,185763
594157,2400000,04/29/2015 0:00,MEADOWBANK,CAMDEN,GREATER LONDON,NW33AY,527678,184053
594229,2400000,05/15/2015 0:00,KING HENRYS ROAD,CAMDEN,GREATER LONDON,NW33QX,527336,184156
594413,2400000,05/26/2015 0:00,BELSIZE LANE,CAMDEN,GREATER LONDON,NW35AU,526745,184738
594419,2400000,09/01/2015 0:00,DALEHAM MEWS,CAMDEN,GREATER LONDON,NW35DB,526749,184917
594645,2400000,10/16/2015 0:00,FIRECREST DRIVE,CAMDEN,GREATER LONDON,NW37NE,525934,186212
594653,2400000,01/16/2015 0:00,FERNCROFT AVENUE,CAMDEN,GREATER LONDON,NW37PH,525387,186037
595222,2393000,07/17/2015 0:00,BURGHLEY ROAD,CAMDEN,GREATER LONDON,NW51UG,528909,185587
595835,2380000,07/15/2015 0:00,GREENCROFT GARDENS,CAMDEN,GREATER LONDON,NW63LJ,525968,184234
595170,2362500,07/14/2015 0:00,CROFTDOWN ROAD,CAMDEN,GREATER LONDON,NW51EL,528568,186238
593935,2360000,12/10/2015 0:00,EAST HEATH ROAD,CAMDEN,GREATER LONDON,NW31BP,526868,186118
593956,2350000,11/19/2015 0:00,DOWNSHIRE HILL,CAMDEN,GREATER LONDON,NW31NU,527020,185743
594106,2350000,05/22/2015 0:00,SOUTH HILL PARK,CAMDEN,GREATER LONDON,NW32SS,527436,185923
595966,2350000,11/06/2015 0:00,BELSIZE ROAD,CAMDEN,GREATER LONDON,NW64RX,526449,184216
594467,2330000,07/24/2015 0:00,LYNDHURST GARDENS,CAMDEN,GREATER LONDON,NW35NR,526895,185083
594170,2325000,03/03/2015 0:00,MERTON RISE,CAMDEN,GREATER LONDON,NW33EN,527227,184438
593976,2300000,03/30/2015 0:00,CARLINGFORD ROAD,CAMDEN,GREATER LONDON,NW31RY,526800,185727
594072,2300000,03/30/2015 0:00,MACKESON ROAD,CAMDEN,GREATER LONDON,NW32LT,527673,185606
594322,2300000,07/10/2015 0:00,BELSIZE PARK GARDENS,CAMDEN,GREATER LONDON,NW34NE,527438,184668
595221,2300000,10/15/2015 0:00,BURGHLEY ROAD,CAMDEN,GREATER LONDON,NW51UE,528940,185551
927705,2300000,10/09/2015 0:00,GRAYS INN ROAD,CAMDEN,GREATER LONDON,WC1X8HR,531114,181737
595359,2280000,05/29/2015 0:00,WILLES ROAD,CAMDEN,GREATER LONDON,NW53DT,528761,184829
594047,2278000,02/20/2015 0:00,SHIRLOCK ROAD,CAMDEN,GREATER LONDON,NW32HR,527852,185575
594239,2275000,06/10/2015 0:00,KING HENRYS ROAD,CAMDEN,GREATER LONDON,NW33SN,527102,184157
515683,2250000,07/01/2015 0:00,WEST HILL PARK,CAMDEN,GREATER LONDON,N66ND,527994,186891
594077,2250000,09/17/2015 0:00,RODERICK ROAD,CAMDEN,GREATER LONDON,NW32NL,527817,185554
594150,2250000,11/27/2015 0:00,OPPIDANS ROAD,CAMDEN,GREATER LONDON,NW33AG,527701,184116
597020,2250000,03/11/2015 0:00,AVENUE ROAD,CAMDEN,GREATER LONDON,NW86DD,527359,183692
515692,2225000,10/26/2015 0:00,HILLWAY,CAMDEN,GREATER LONDON,N66QA,528424,186569
592967,2225000,07/15/2015 0:00,CHALCOT ROAD,CAMDEN,GREATER LONDON,NW18LL,528136,183990
594575,2225000,04/28/2015 0:00,FROGNAL RISE,CAMDEN,GREATER LONDON,NW36PZ,526227,185918
594679,2225000,03/25/2015 0:00,KIDDERPORE GARDENS,CAMDEN,GREATER LONDON,NW37SR,525521,185826
595176,2225000,07/09/2015 0:00,BRAMSHILL GARDENS,CAMDEN,GREATER LONDON,NW51JH,528854,186471
595183,2225000,03/12/2015 0:00,DARTMOUTH PARK AVENUE,CAMDEN,GREATER LONDON,NW51JN,528886,186327
592664,2224000,07/22/2015 0:00,CHESTER CLOSE NORTH,CAMDEN,GREATER LONDON,NW14JE,528792,182836
594590,2200000,07/08/2015 0:00,CHURCH ROW,CAMDEN,GREATER LONDON,NW36UR,526340,185665
595752,2200000,11/27/2015 0:00,KYLEMORE ROAD,CAMDEN,GREATER LONDON,NW62PS,525273,184463
595816,2200000,11/25/2015 0:00,GOLDHURST TERRACE,CAMDEN,GREATER LONDON,NW63HN,525824,184066
597021,2200000,05/12/2015 0:00,AVENUE ROAD,CAMDEN,GREATER LONDON,NW86DD,527359,183692
927833,2200000,03/30/2015 0:00,MONMOUTH STREET,CAMDEN,GREATER LONDON,WC2H9HB,530052,181159
592622,2175000,04/17/2015 0:00,OSNABURGH STREET,CAMDEN,GREATER LONDON,NW13DE,528942,182369
594046,2175000,09/04/2015 0:00,SHIRLOCK ROAD,CAMDEN,GREATER LONDON,NW32HR,527852,185575
597048,2175000,12/04/2015 0:00,MIDDLE FIELD,CAMDEN,GREATER LONDON,NW86NE,526684,183943
595543,2165550,05/22/2015 0:00,GONDAR GARDENS,CAMDEN,GREATER LONDON,NW61HG,524819,185386
594156,2162500,03/31/2015 0:00,MEADOWBANK,CAMDEN,GREATER LONDON,NW33AY,527678,184053
594479,2161000,09/22/2015 0:00,LYNDHURST ROAD,CAMDEN,GREATER LONDON,NW35PX,526756,185337
593938,2150000,09/24/2015 0:00,EAST HEATH ROAD,CAMDEN,GREATER LONDON,NW31DY,526366,186280
594275,2150000,05/01/2015 0:00,BELSIZE SQUARE,CAMDEN,GREATER LONDON,NW34HN,526971,184787
594336,2150000,04/30/2015 0:00,ORNAN ROAD,CAMDEN,GREATER LONDON,NW34QD,527079,185139
594459,2150000,03/16/2015 0:00,FITZJOHNS AVENUE,CAMDEN,GREATER LONDON,NW35NA,526609,184775
515657,2125000,04/10/2015 0:00,HIGHGATE WEST HILL,CAMDEN,GREATER LONDON,N66BU,528281,187336
592888,2100000,11/27/2015 0:00,ALBERT STREET,CAMDEN,GREATER LONDON,NW17LX,528889,183490
593961,2100000,12/23/2015 0:00,HAMPSTEAD HIGH STREET,CAMDEN,GREATER LONDON,NW31QA,526515,185693
594149,2100000,12/04/2015 0:00,OPPIDANS ROAD,CAMDEN,GREATER LONDON,NW33AG,527701,184116
594235,2100000,03/09/2015 0:00,QUICKSWOOD,CAMDEN,GREATER LONDON,NW33SA,527455,184311
594368,2100000,10/29/2015 0:00,ELIZABETH MEWS,CAMDEN,GREATER LONDON,NW34TL,527567,184671
595841,2100000,02/24/2015 0:00,GREENCROFT GARDENS,CAMDEN,GREATER LONDON,NW63LU,526163,184430
595273,2075000,09/09/2015 0:00,PATSHULL ROAD,CAMDEN,GREATER LONDON,NW52LD,529292,184750
593950,2025000,07/10/2015 0:00,NEW END SQUARE,CAMDEN,GREATER LONDON,NW31LS,526580,185926
594086,2025000,11/06/2015 0:00,POND STREET,CAMDEN,GREATER LONDON,NW32PN,527151,185481
515457,2019999,06/15/2015 0:00,HAMPSTEAD LANE,CAMDEN,GREATER LONDON,N64RT,528093,187470
592665,2000000,10/19/2015 0:00,CHESTER CLOSE NORTH,CAMDEN,GREATER LONDON,NW14JE,528792,182836
592960,2000000,09/21/2015 0:00,EDIS STREET,CAMDEN,GREATER LONDON,NW18LE,528261,183949
593966,2000000,08/06/2015 0:00,MARTYS YARD,CAMDEN,GREATER LONDON,NW31QW,526573,185686
595497,2000000,01/30/2015 0:00,HOLMDALE ROAD,CAMDEN,GREATER LONDON,NW61BL,525223,185155
595932,2000000,10/30/2015 0:00,MAZENOD AVENUE,CAMDEN,GREATER LONDON,NW64LR,525300,184033
594469,1995000,07/24/2015 0:00,LYNDHURST GARDENS,CAMDEN,GREATER LONDON,NW35NR,526895,185083
594333,1990000,01/16/2015 0:00,STRATHRAY GARDENS,CAMDEN,GREATER LONDON,NW34PA,527043,184539
592864,1987000,08/19/2015 0:00,INVERNESS STREET,CAMDEN,GREATER LONDON,NW17HB,528745,183896
595910,1980000,07/15/2015 0:00,NASEBY CLOSE,CAMDEN,GREATER LONDON,NW64EY,526374,184460
594379,1970000,09/30/2015 0:00,PRIMROSE GARDENS,CAMDEN,GREATER LONDON,NW34UL,527417,184758
594207,1960000,04/01/2015 0:00,WINCHESTER ROAD,CAMDEN,GREATER LONDON,NW33ND,526858,184224
594285,1960000,01/23/2015 0:00,BELSIZE SQUARE,CAMDEN,GREATER LONDON,NW34HT,526963,184696
594451,1950000,06/23/2015 0:00,FITZJOHNS AVENUE,CAMDEN,GREATER LONDON,NW35JY,526554,184775
594473,1950000,03/18/2015 0:00,LYNDHURST ROAD,CAMDEN,GREATER LONDON,NW35PB,526672,185227
595631,1950000,05/13/2015 0:00,INGLEWOOD ROAD,CAMDEN,GREATER LONDON,NW61QT,525408,185073
594175,1930000,10/09/2015 0:00,ETON AVENUE,CAMDEN,GREATER LONDON,NW33HL,527114,184494
592917,1925000,04/20/2015 0:00,REGAL LANE,CAMDEN,GREATER LONDON,NW17TH,528526,183650
594331,1925000,02/27/2015 0:00,STRATHRAY GARDENS,CAMDEN,GREATER LONDON,NW34NY,526991,184544
593960,1900000,12/21/2015 0:00,HAMPSTEAD HIGH STREET,CAMDEN,GREATER LONDON,NW31QA,526515,185693
594238,1900000,07/23/2015 0:00,QUICKSWOOD,CAMDEN,GREATER LONDON,NW33SG,527397,184300
594309,1900000,10/29/2015 0:00,HOWITT ROAD,CAMDEN,GREATER LONDON,NW34LL,527305,185001
594498,1900000,02/05/2015 0:00,NETHERHALL GARDENS,CAMDEN,GREATER LONDON,NW35TH,526365,185035
594577,1900000,03/04/2015 0:00,FROGNAL RISE,CAMDEN,GREATER LONDON,NW36PZ,526227,185918
594652,1900000,04/13/2015 0:00,FERNCROFT AVENUE,CAMDEN,GREATER LONDON,NW37PG,525419,185955
595360,1900000,09/15/2015 0:00,WILLES ROAD,CAMDEN,GREATER LONDON,NW53DT,528761,184829
595832,1900000,09/30/2015 0:00,CANFIELD GARDENS,CAMDEN,GREATER LONDON,NW63JN,526159,184513
927472,1900000,10/15/2015 0:00,CHENIES MEWS,CAMDEN,GREATER LONDON,WC1E6HU,529591,182061
927667,1877500,10/09/2015 0:00,WARWICK COURT,CAMDEN,GREATER LONDON,WC1R5DJ,530946,181676
593414,1875000,06/03/2015 0:00,WESTBERE ROAD,CAMDEN,GREATER LONDON,NW23SR,524654,185228
