"GeographyCode","QS102EW0001","QS102EW0002","QS102EW0003"
"E00004120",314,2.28,137.7192982
"E00004121",250,2.06,121.3592233
"E00004122",236,2.54,92.91338583
"E00004123",296,3.18,93.08176101
"E00004124",176,1.67,105.3892216
"E00004125",268,0.84,319.047619
"E00004126",274,1.59,172.327044
"E00004127",265,1.55,170.9677419
"E00004128",293,2.73,107.3260073
"E00004129",265,1.18,224.5762712
"E00004130",268,1.01,265.3465347
"E00004131",280,1.84,152.173913
"E00004132",204,1.4,145.7142857
"E00004133",255,1.04,245.1923077
"E00004134",188,1.48,127.027027
"E00004135",143,0.57,250.877193
"E00004136",228,1.55,147.0967742
"E00004137",272,1.36,200
"E00004138",225,0.89,252.8089888
"E00004139",333,0.32,1040.625
"E00004140",206,1.49,138.2550336
"E00004141",188,1.12,167.8571429
"E00004142",237,1.06,223.5849057
"E00004143",242,1.99,121.6080402
"E00004144",230,1.04,221.1538462
"E00004145",256,1.62,158.0246914
"E00004146",249,1.2,207.5
"E00004147",225,1.85,121.6216216
"E00004148",175,2.11,82.93838863
"E00004149",337,3.23,104.3343653
"E00004150",304,1.31,232.0610687
"E00004151",261,1.1,237.2727273
"E00004152",243,2.95,82.37288136
"E00004153",206,1.71,120.4678363
"E00004154",255,1.86,137.0967742
"E00004155",250,1.11,225.2252252
"E00004156",223,1.74,128.1609195
"E00004157",226,2.5,90.4
"E00004158",284,2.16,131.4814815
"E00004159",394,0.2,1970
"E00004160",214,2.23,95.96412556
"E00004161",201,1.49,134.8993289
"E00004162",248,1.32,187.8787879
"E00004163",393,2.58,152.3255814
"E00004164",383,0.2,1915
"E00004165",345,0.17,2029.411765
"E00004166",416,1.38,301.4492754
"E00004167",284,3.14,90.44585987
"E00004168",194,1.09,177.9816514
"E00004169",317,4.25,74.58823529
"E00004172",229,3.16,72.46835443
"E00004173",609,6.2,98.22580645
"E00004174",274,4.41,62.13151927
"E00004175",289,0.52,555.7692308
"E00004177",296,2.72,108.8235294
"E00004179",327,1.52,215.1315789
"E00004180",283,0.93,304.3010753
"E00004181",355,1.91,185.8638743
"E00004182",180,0.61,295.0819672
"E00004183",197,0.37,532.4324324
"E00004184",210,0.6,350
"E00004185",413,2.92,141.4383562
"E00004187",488,3.47,140.6340058
"E00004188",182,0.96,189.5833333
"E00004189",317,3.54,89.5480226
"E00004190",471,0.13,3623.076923
"E00004193",657,4.76,138.0252101
"E00004194",252,1.04,242.3076923
"E00004195",311,7.85,39.61783439
"E00004196",211,0.39,541.025641
"E00004197",257,3.64,70.6043956
"E00004198",350,3.6,97.22222222
"E00004199",286,3.37,84.86646884
"E00004200",248,1.7,145.8823529
"E00004201",272,15.39,17.67381417
"E00004202",171,0.46,371.7391304
"E00004203",319,2.45,130.2040816
"E00004204",277,2.44,113.5245902
"E00004205",373,3.43,108.7463557
"E00004206",310,1.38,224.6376812
"E00004207",365,1.81,201.6574586
"E00004208",303,1.6,189.375
"E00004209",271,4.02,67.41293532
"E00004210",323,1.21,266.9421488
"E00004211",306,3.96,77.27272727
"E00004212",330,1.78,185.3932584
"E00004213",456,6.43,70.91757387
"E00004214",521,8.36,62.32057416
"E00004215",269,1.92,140.1041667
"E00004216",299,1.91,156.5445026
"E00004217",244,1.53,159.4771242
"E00004218",305,1.37,222.6277372
"E00004219",366,2.38,153.7815126
"E00004220",170,0.78,217.9487179
"E00004221",232,1.14,203.5087719
"E00004222",215,0.81,265.4320988
"E00004223",321,3.11,103.2154341
"E00004224",280,1.84,152.173913
"E00004225",463,7.27,63.68638239
"E00004226",256,2.1,121.9047619
"E00004227",271,1.56,173.7179487
"E00004228",204,1.15,177.3913043
"E00004229",318,3.29,96.65653495
"E00004230",283,1.46,193.8356164
"E00004231",328,1.96,167.3469388
"E00004232",202,1.04,194.2307692
"E00004233",231,1.28,180.46875
"E00004234",242,1.89,128.042328
"E00004235",326,2.99,109.0301003
"E00004236",329,2.9,113.4482759
"E00004237",267,0.96,278.125
"E00004238",290,3.74,77.54010695
"E00004239",215,1.02,210.7843137
"E00004240",329,3.7,88.91891892
"E00004241",295,3.39,87.02064897
"E00004242",176,1.12,157.1428571
"E00004243",290,2.25,128.8888889
"E00004244",292,0.97,301.0309278
