"GeographyCode","QS609EW0001","QS609EW0002","QS609EW0003","QS609EW0004","QS609EW0005","QS609EW0006","QS609EW0007","QS609EW0008","QS609EW0009","QS609EW0010","QS609EW0011","QS609EW0012","QS609EW0013","QS609EW0014","QS609EW0015","QS609EW0016","QS609EW0017","QS609EW0018","QS609EW0019","QS609EW0020","QS609EW0021","QS609EW0022","QS609EW0023","QS609EW0024","QS609EW0025","QS609EW0026","QS609EW0027","QS609EW0028","QS609EW0029","QS609EW0030","QS609EW0031","QS609EW0032","QS609EW0033","QS609EW0034","QS609EW0035","QS609EW0036","QS609EW0037","QS609EW0038","QS609EW0039","QS609EW0040","QS609EW0041","QS609EW0042","QS609EW0043","QS609EW0044","QS609EW0045","QS609EW0046","QS609EW0047","QS609EW0048","QS609EW0049","QS609EW0050","QS609EW0051","QS609EW0052","QS609EW0053","QS609EW0054","QS609EW0055"
"E01000842",1368,466,121,4,117,345,157,82,84,22,550,396,213,44,127,12,131,23,99,72,14,13,0,141,25,25,0,116,116,0,23,14,9,5,4,32,11,12,0,7,0,2,0,13,1,2,6,4,0,32,23,9,12,12,0
"E01000843",1678,503,88,2,86,415,217,89,78,31,547,413,209,52,146,6,118,16,116,76,29,11,0,127,33,33,0,94,94,0,44,26,18,18,0,98,30,45,0,4,0,17,2,75,30,0,22,23,0,107,79,28,61,61,0
"E01000844",1772,750,154,4,150,596,256,125,200,15,608,396,195,82,66,53,189,23,84,55,21,7,1,149,39,39,0,110,110,0,16,13,3,3,0,52,21,21,2,3,0,5,0,30,12,0,12,6,0,31,22,9,52,52,0
"E01000845",1444,433,95,2,93,338,164,85,74,15,511,337,192,27,112,6,136,38,110,79,21,10,0,157,33,33,0,124,123,1,25,10,15,15,0,62,27,19,4,3,0,6,3,47,23,0,7,17,0,57,43,14,42,42,0
"E01000846",1499,252,53,0,53,199,87,46,63,3,351,240,143,20,61,16,80,31,158,93,41,17,7,176,61,61,0,115,115,0,52,42,10,8,2,154,39,78,11,7,0,15,4,108,34,3,16,54,1,190,151,39,58,52,6
"E01000847",1684,385,95,1,94,290,130,58,94,8,356,244,153,24,61,6,83,29,144,73,58,13,0,266,96,96,0,170,165,5,66,39,27,26,1,140,35,82,5,5,0,13,0,98,41,0,24,33,0,188,157,31,41,40,1
"E01000848",1580,550,160,4,156,390,202,84,90,14,556,389,200,41,131,17,149,18,105,72,15,15,3,175,76,76,0,99,99,0,51,41,10,9,1,58,17,35,1,3,0,1,1,34,7,1,8,18,0,37,32,5,14,14,0
"E01000849",1569,556,87,2,85,469,272,108,70,19,540,372,210,40,102,20,153,15,131,95,26,8,2,110,31,31,0,79,79,0,35,25,10,10,0,63,19,25,1,7,0,11,0,44,28,3,7,6,0,33,24,9,57,57,0
"E01000850",1281,403,47,5,42,356,236,51,62,7,341,247,149,21,72,5,74,20,82,58,15,4,5,101,47,47,0,54,54,0,52,36,16,16,0,60,29,19,0,0,0,12,0,32,21,3,1,7,0,37,20,17,173,173,0
"E01000851",1645,396,63,0,63,333,205,49,69,10,423,308,175,46,75,12,92,23,109,63,21,23,2,152,60,60,0,92,92,0,55,39,16,14,2,138,26,80,8,5,0,19,0,31,18,1,3,9,0,31,23,8,310,310,0
"E01000852",976,228,21,1,20,207,149,28,29,1,176,119,77,14,25,3,37,20,53,43,8,2,0,72,26,26,0,46,46,0,21,16,5,5,0,46,5,31,0,0,2,8,0,29,10,0,7,12,0,36,23,13,315,314,1
"E01000853",1596,224,24,0,24,200,128,25,42,5,358,238,179,5,51,3,87,33,214,156,33,24,1,123,40,40,0,83,83,0,85,64,21,20,1,211,80,81,7,2,0,31,10,123,27,7,48,41,0,116,84,32,142,142,0
"E01000854",1643,246,36,0,36,210,111,28,61,10,254,176,96,14,64,2,53,25,139,90,44,1,4,113,57,57,0,56,56,0,55,48,7,7,0,152,79,51,4,0,0,14,4,120,53,3,50,14,0,91,79,12,473,473,0
"E01000855",1714,440,44,0,44,396,276,65,40,15,591,479,327,32,106,14,88,24,161,102,12,44,3,113,29,29,0,84,84,0,63,42,21,21,0,52,2,29,1,0,0,17,3,31,15,0,5,11,0,34,21,13,229,229,0
"E01000856",1645,164,16,0,16,148,90,27,27,4,376,269,172,24,60,13,72,35,141,84,32,22,3,286,70,70,0,216,216,0,88,56,32,31,1,217,55,124,2,10,0,23,3,97,34,4,24,35,0,201,155,46,75,75,0
"E01000857",1443,422,79,9,70,343,180,61,83,19,457,308,123,41,133,11,129,20,92,68,17,7,0,208,102,102,0,106,106,0,39,34,5,4,1,88,25,35,5,1,0,17,5,66,21,8,19,18,0,62,53,9,9,9,0
"E01000858",1861,268,41,5,36,227,146,42,29,10,362,269,161,23,79,6,74,19,164,99,48,6,11,162,29,29,0,133,133,0,155,81,74,65,9,197,38,94,1,18,6,22,18,179,51,22,38,68,0,284,238,46,90,90,0
"E01000859",1586,496,133,10,123,363,188,67,94,14,624,390,172,47,158,13,199,35,66,42,15,4,5,237,104,104,0,133,133,0,28,20,8,8,0,48,14,14,2,4,0,14,0,38,8,2,7,21,0,25,12,13,24,24,0
"E01000860",1307,344,77,2,75,267,117,46,97,7,425,329,193,31,101,4,75,21,84,67,10,7,0,142,35,35,0,107,107,0,50,28,22,20,2,59,12,32,2,6,0,7,0,93,24,8,20,41,0,55,35,20,55,55,0
"E01000861",1574,214,15,0,15,199,120,43,28,8,449,338,193,44,96,5,82,29,146,65,62,17,2,172,46,46,0,126,126,0,88,55,33,31,2,113,36,53,6,0,0,18,0,95,33,6,33,23,0,127,99,28,170,170,0
"E01000862",1712,666,189,12,177,477,191,112,165,9,617,435,158,54,203,20,159,23,83,49,23,9,2,173,75,75,0,98,98,0,22,14,8,8,0,57,27,19,0,4,0,7,0,23,15,1,0,7,0,33,25,8,38,38,0
"E01000863",1383,345,49,1,48,296,148,89,46,13,443,300,155,29,112,4,119,24,100,64,17,17,2,144,42,42,0,102,102,0,41,32,9,9,0,77,29,24,9,3,0,12,0,53,20,1,11,21,0,64,50,14,116,116,0
"E01000864",1537,350,44,0,44,306,181,35,84,6,496,348,202,32,108,6,111,37,119,74,29,9,7,144,58,58,0,86,86,0,59,39,20,9,11,114,34,61,5,1,0,9,4,57,10,1,21,25,0,103,70,33,95,95,0
"E01000865",977,261,46,2,44,215,127,16,72,0,326,251,126,43,75,7,62,13,58,42,8,8,0,118,44,44,0,74,74,0,37,19,18,18,0,35,17,11,0,0,0,3,4,42,11,4,15,12,0,41,21,20,59,59,0
"E01000866",2030,430,97,0,97,333,166,55,80,32,541,393,232,50,103,8,120,28,187,111,53,12,11,238,71,68,3,167,167,0,98,59,39,39,0,136,42,63,9,12,1,8,1,151,38,15,40,58,0,191,150,41,58,58,0
"E01000867",1608,170,17,0,17,153,87,54,12,0,349,234,154,23,44,13,84,31,189,93,78,18,0,174,59,59,0,115,115,0,134,78,56,56,0,125,28,58,2,3,0,27,7,127,38,10,37,40,2,182,164,18,158,158,0
"E01000868",1442,126,36,0,36,90,32,40,15,3,263,185,140,16,27,2,55,23,166,66,85,13,2,197,43,43,0,154,154,0,122,79,43,42,1,141,34,92,0,6,0,8,1,227,40,5,104,78,0,177,134,43,23,23,0
"E01000869",2098,442,74,6,68,368,199,91,57,21,621,454,250,27,160,17,131,36,169,97,51,14,7,197,45,45,0,152,151,1,63,48,15,15,0,168,43,76,6,11,0,25,7,131,34,10,34,53,0,138,106,32,169,169,0
"E01000870",1693,315,61,2,59,254,156,36,54,8,456,347,191,20,124,12,83,26,150,93,38,14,5,185,47,47,0,138,138,0,108,77,31,31,0,168,64,59,5,5,0,32,3,135,23,24,37,48,3,122,101,21,54,54,0
"E01000871",1653,507,83,1,82,424,154,59,151,60,497,339,197,23,98,21,134,24,122,72,30,17,3,190,82,82,0,108,108,0,56,34,22,22,0,87,21,43,2,9,0,12,0,77,18,11,16,32,0,78,73,5,39,39,0
"E01000872",1896,370,36,4,32,334,188,98,31,17,515,339,227,41,52,19,143,33,216,122,62,20,12,254,77,77,0,177,174,3,94,61,33,24,9,155,29,93,8,9,2,14,0,135,36,4,39,56,0,108,61,47,49,48,1
"E01000873",1639,531,93,1,92,438,238,100,80,20,621,453,293,45,97,18,138,30,128,92,26,8,2,130,32,32,0,98,94,4,40,32,8,8,0,73,21,25,3,9,0,15,0,49,24,1,4,20,0,45,26,19,22,22,0
"E01000874",1559,477,102,7,95,375,231,70,58,16,600,410,216,61,123,10,158,32,124,78,28,9,9,170,57,57,0,113,113,0,16,12,4,4,0,57,27,11,0,0,0,19,0,34,18,1,5,9,1,38,21,17,43,43,0
"E01000875",1646,330,47,0,47,283,164,87,22,10,467,375,253,32,75,15,70,22,166,118,43,3,2,155,39,39,0,116,116,0,82,66,16,16,0,168,67,71,4,12,0,11,3,108,39,2,27,40,0,85,58,27,85,85,0
"E01000876",1748,275,62,0,62,213,114,50,37,12,432,317,219,38,56,4,91,24,149,97,37,13,2,145,36,36,0,109,109,0,113,75,38,31,7,204,67,99,4,8,1,18,7,127,22,0,44,61,0,197,149,48,106,106,0
"E01000877",1546,488,105,4,101,383,202,99,71,11,584,401,296,18,78,9,140,43,122,73,32,14,3,135,36,36,0,99,99,0,39,33,6,6,0,45,23,12,0,2,0,8,0,54,17,2,15,20,0,42,31,11,37,37,0
"E01000878",1246,405,108,11,97,297,133,69,82,13,379,219,117,37,48,17,151,9,70,55,12,1,2,207,122,122,0,85,85,0,34,12,22,17,5,52,15,32,1,1,0,3,0,22,7,0,8,7,0,68,59,9,9,9,0
"E01000879",1305,473,103,4,99,370,170,63,118,19,466,305,121,48,108,28,152,9,82,51,14,17,0,157,70,70,0,87,86,1,24,15,9,7,2,51,12,28,6,5,0,0,0,14,5,2,0,7,0,15,11,4,23,23,0
"E01000880",1558,583,173,9,164,410,213,79,102,16,641,379,155,83,114,27,242,20,76,60,13,0,3,110,50,50,0,60,60,0,9,2,7,3,4,28,5,15,1,5,0,1,1,29,17,0,5,7,0,45,29,16,37,37,0
"E01000881",1451,406,92,5,87,314,145,84,77,8,533,331,125,58,128,20,183,19,85,59,14,12,0,156,50,50,0,106,106,0,54,47,7,4,3,46,10,26,4,0,0,6,0,26,14,0,10,2,0,85,66,19,60,60,0
"E01000882",1512,604,150,11,139,454,221,122,101,10,573,371,178,54,119,20,188,14,83,52,11,15,5,150,66,62,4,84,84,0,9,8,1,1,0,23,15,3,0,0,0,5,0,14,9,1,0,4,0,34,19,15,22,22,0
"E01000883",1319,417,69,2,67,348,167,112,59,10,436,277,144,58,60,15,140,19,86,67,8,11,0,121,52,48,4,69,69,0,42,35,7,5,2,59,22,25,1,1,0,9,1,21,16,1,4,0,0,59,36,23,78,78,0
"E01000884",1462,577,171,15,156,406,145,77,172,12,475,280,135,24,92,29,176,19,41,36,5,0,0,226,94,94,0,132,132,0,14,14,0,0,0,53,10,30,0,1,0,7,5,12,3,0,1,8,0,36,17,19,28,28,0
"E01000885",1410,474,130,16,114,344,136,76,127,5,573,332,124,58,121,29,209,32,55,44,11,0,0,204,102,97,5,102,94,8,10,5,5,5,0,39,11,21,0,0,0,7,0,17,5,6,1,5,0,25,23,2,13,13,0
"E01000886",1445,429,42,0,42,387,207,86,84,10,509,362,181,29,140,12,112,35,115,53,48,11,3,156,27,27,0,129,129,0,34,24,10,10,0,85,20,33,1,4,0,19,8,35,9,2,9,15,0,54,41,13,28,28,0
"E01000887",1478,411,72,0,72,339,195,81,58,5,493,359,231,32,91,5,111,23,120,84,30,6,0,158,57,57,0,101,101,0,37,22,15,15,0,113,37,56,0,11,0,8,1,55,15,4,19,17,0,54,30,24,37,37,0
"E01000888",1605,402,60,0,60,342,178,68,76,20,546,399,224,28,122,25,121,26,123,79,29,10,5,157,46,46,0,111,110,1,74,53,21,21,0,89,18,43,4,2,0,19,3,50,13,4,10,21,2,87,64,23,77,76,1
"E01000889",1670,178,15,0,15,163,113,38,7,5,294,188,133,17,34,4,95,11,206,103,76,21,6,159,40,40,0,119,119,0,99,61,38,34,4,221,82,73,4,12,0,35,15,261,50,9,94,108,0,178,124,54,74,74,0
"E01000890",1625,79,17,3,14,62,33,19,7,3,264,185,134,8,36,7,42,37,191,115,55,19,2,169,51,47,4,118,118,0,142,64,78,73,5,263,59,144,15,9,0,24,12,210,36,16,48,110,0,254,202,52,53,53,0
"E01000891",1534,142,7,0,7,135,59,43,33,0,231,157,127,3,19,8,48,26,157,87,53,12,5,141,46,46,0,95,95,0,113,56,57,54,3,226,56,123,11,13,0,14,9,204,61,15,57,71,0,253,209,44,67,67,0
"E01000892",1843,549,92,8,84,457,227,109,114,7,564,397,227,30,112,28,138,29,118,81,20,17,0,174,52,52,0,122,121,1,72,45,27,27,0,108,31,45,2,12,1,6,11,104,30,6,21,47,0,91,61,30,63,52,11
"E01000893",1566,516,79,2,77,437,222,70,116,29,704,505,243,44,203,15,164,35,73,51,13,9,0,149,47,47,0,102,101,1,12,9,3,3,0,34,6,19,3,2,0,1,3,12,9,0,0,3,0,43,22,21,23,23,0
"E01000894",1376,573,134,10,124,439,179,109,135,16,516,322,125,43,137,17,178,16,45,32,10,1,2,138,64,64,0,74,72,2,14,13,1,1,0,18,3,9,2,4,0,0,0,7,2,0,0,5,0,41,24,17,24,24,0
"E01000895",1629,512,89,1,88,423,191,96,107,29,558,367,188,47,113,19,151,40,142,91,37,14,0,182,56,56,0,126,126,0,19,11,8,8,0,76,26,32,2,6,0,4,6,61,13,4,14,30,0,47,43,4,32,31,1
"E01000896",1692,708,161,1,160,547,275,111,157,4,625,430,174,21,209,26,178,17,76,43,26,7,0,182,76,76,0,106,106,0,15,12,3,3,0,27,16,5,0,2,0,4,0,18,9,3,0,6,0,24,12,12,17,17,0
"E01000897",1595,719,195,10,185,524,266,121,118,19,577,360,173,44,123,20,204,13,73,53,12,8,0,138,54,54,0,84,84,0,15,13,2,2,0,32,7,15,0,0,1,9,0,9,3,2,0,4,0,17,11,6,15,15,0
"E01000898",1688,450,70,0,70,380,261,42,56,21,691,507,323,47,127,10,153,31,99,69,9,21,0,133,42,42,0,91,91,0,57,45,12,12,0,83,21,47,6,5,0,4,0,76,34,2,20,20,0,66,48,18,33,33,0
"E01000899",1606,630,190,12,178,440,162,71,184,23,608,349,130,24,179,16,247,12,50,30,17,3,0,221,103,103,0,118,118,0,19,10,9,9,0,22,4,13,1,0,0,3,1,15,12,0,2,1,0,33,18,15,8,8,0
"E01000900",1795,277,55,0,55,222,141,48,28,5,478,331,189,31,109,2,107,40,200,118,55,18,9,153,29,29,0,124,124,0,94,44,50,47,3,184,48,92,0,18,0,22,4,166,49,2,43,72,0,193,168,25,50,50,0
"E01000901",1821,164,35,0,35,129,78,35,16,0,357,246,169,16,55,6,87,24,209,115,89,2,3,128,35,35,0,93,91,2,136,81,55,48,7,319,126,123,9,13,2,34,12,169,63,5,54,47,0,254,211,43,85,85,0
"E01000902",1451,136,29,0,29,107,51,41,13,2,323,245,154,20,61,10,49,29,175,86,64,16,9,198,53,53,0,145,143,2,100,42,58,56,2,190,50,104,8,1,1,22,4,119,25,14,24,56,0,170,142,28,40,40,0
"E01000903",1418,406,46,5,41,360,226,55,74,5,445,340,158,43,113,26,84,21,97,65,11,21,0,174,37,37,0,137,137,0,28,14,14,14,0,84,19,49,1,1,0,8,6,54,23,4,17,10,0,85,72,13,45,45,0
"E01000904",2120,303,45,0,45,258,149,67,30,12,528,354,230,45,67,12,125,49,173,109,50,13,1,176,45,45,0,131,131,0,140,116,24,23,1,267,67,139,11,14,7,23,6,208,90,9,44,65,0,214,171,43,111,109,2
"E01000905",1965,136,24,2,22,112,55,24,27,6,304,192,157,9,23,3,79,33,180,89,90,1,0,182,37,37,0,145,141,4,169,75,94,89,5,302,103,135,5,17,0,28,14,273,69,21,87,96,0,307,259,48,112,112,0
"E01000906",1532,480,97,3,94,383,203,95,67,18,543,414,247,44,111,12,108,21,79,55,19,3,2,168,54,54,0,114,114,0,46,30,16,16,0,68,11,35,5,8,0,9,0,43,15,0,14,14,0,57,35,22,48,48,0
"E01000907",1430,207,28,0,28,179,98,32,49,0,425,311,202,19,81,9,88,26,131,82,32,12,5,113,37,37,0,76,76,0,73,36,37,36,1,155,38,91,1,7,0,10,8,136,46,6,31,50,3,157,106,51,33,33,0
"E01000908",1581,226,37,4,33,189,111,44,27,7,570,381,191,42,133,15,87,102,139,82,29,26,2,227,52,52,0,175,171,4,57,38,19,19,0,143,36,67,3,1,0,27,9,108,45,3,21,39,0,90,53,37,21,18,3
"E01000909",1614,453,64,7,57,389,156,60,171,2,640,452,210,54,175,13,141,47,110,56,30,17,7,174,65,65,0,109,109,0,43,35,8,6,2,82,19,37,4,7,0,8,7,37,13,4,10,10,0,64,51,13,11,11,0
"E01000910",1472,488,66,6,60,422,201,62,154,5,608,439,237,30,165,7,105,64,95,59,16,10,10,136,39,39,0,97,93,4,21,14,7,6,1,61,6,44,3,0,0,6,2,31,7,3,13,8,0,25,12,13,7,7,0
"E01000911",1549,300,60,2,58,240,140,35,62,3,479,338,181,22,130,5,117,24,138,67,50,15,6,173,29,28,1,144,144,0,59,41,18,18,0,162,48,80,4,14,0,9,7,92,40,0,28,24,0,122,73,49,24,24,0
"E01000912",1589,251,42,0,42,209,96,55,44,14,459,347,220,21,105,1,70,42,182,124,46,10,2,133,31,31,0,102,102,0,79,40,39,35,4,204,66,85,12,6,0,33,2,74,18,16,14,23,3,160,121,39,47,47,0
"E01000913",1702,673,149,23,126,524,194,71,245,14,629,411,205,42,148,16,195,23,67,45,17,5,0,218,98,96,2,120,120,0,46,35,11,9,2,30,7,13,0,5,1,4,0,13,4,0,0,9,0,15,12,3,11,11,0
"E01000914",1753,456,70,0,70,386,183,60,133,10,407,285,174,25,78,8,87,35,125,81,31,6,7,150,62,62,0,88,88,0,84,62,22,22,0,117,38,60,0,1,0,17,1,79,33,10,8,28,0,70,60,10,265,264,1
"E01000915",1527,207,33,3,30,174,108,27,38,1,247,158,104,11,37,6,56,33,125,81,28,12,4,191,66,66,0,125,125,0,204,146,58,58,0,205,52,113,0,7,0,25,8,134,29,14,23,68,0,151,111,40,63,63,0
"E01000916",1718,402,73,2,71,329,179,89,56,5,432,271,142,54,69,6,124,37,121,83,32,4,2,175,58,58,0,117,117,0,96,49,47,46,1,161,46,78,4,9,0,19,5,133,65,7,24,37,0,90,65,25,108,108,0
"E01000917",1855,151,25,2,23,126,85,22,14,5,355,230,147,25,55,3,82,43,170,88,52,20,10,158,38,38,0,120,120,0,191,116,75,75,0,290,79,162,9,4,0,30,6,200,56,2,46,95,1,226,159,67,114,114,0
"E01000918",1885,348,66,3,63,282,191,45,33,13,441,310,161,19,109,21,112,19,121,78,31,9,3,177,46,46,0,131,131,0,179,148,31,31,0,194,47,132,1,0,0,13,1,93,56,5,12,20,0,80,50,30,252,252,0
"E01000919",1658,310,47,4,43,263,157,56,45,5,449,305,185,22,83,15,121,23,88,59,26,2,1,158,56,56,0,102,102,0,234,198,36,36,0,136,37,85,0,5,0,8,1,57,28,5,12,12,0,79,58,21,147,147,0
"E01000920",1921,435,51,2,49,384,212,63,105,4,504,345,204,27,108,6,132,27,144,73,47,14,10,266,54,54,0,212,212,0,66,46,20,20,0,163,20,106,4,9,0,20,4,66,19,3,16,28,0,130,90,40,147,147,0
"E01000921",1963,401,56,0,56,345,216,69,54,6,696,517,293,49,158,17,125,54,202,123,50,25,4,190,77,77,0,113,113,0,99,49,50,44,6,119,32,70,1,2,0,12,2,70,17,8,11,34,0,132,93,39,54,54,0
"E01000922",1537,230,36,2,34,194,95,43,45,11,385,303,191,33,70,9,77,5,184,81,58,36,9,100,20,20,0,80,80,0,60,28,32,28,4,141,39,53,11,18,1,17,2,79,15,5,26,33,0,147,123,24,211,211,0
"E01000923",1436,408,48,1,47,360,232,43,76,9,492,379,170,60,133,16,89,24,110,86,15,4,5,120,37,37,0,83,83,0,33,21,12,11,1,103,31,43,8,1,1,14,5,56,12,7,14,21,2,88,68,20,26,26,0
"E01000924",1637,413,54,0,54,359,203,74,79,3,542,427,242,40,124,21,79,36,152,88,39,17,8,165,32,32,0,133,133,0,45,27,18,14,4,84,19,24,7,11,0,8,15,94,16,8,29,41,0,86,67,19,56,53,3
"E01000925",1552,237,40,0,40,197,135,19,36,7,260,200,140,3,52,5,34,26,143,61,65,17,0,147,44,44,0,103,103,0,103,53,50,49,1,179,42,101,6,15,0,9,6,166,41,5,51,68,1,257,191,66,60,60,0
"E01000926",1791,298,46,0,46,252,107,101,42,2,566,439,283,60,92,4,121,6,232,74,137,21,0,133,30,30,0,103,103,0,82,39,43,40,3,116,24,69,5,4,0,9,5,123,35,7,37,39,5,137,104,33,104,104,0
"E01000927",1732,373,42,0,42,331,194,65,53,19,598,425,276,35,109,5,127,46,105,65,30,6,4,203,41,41,0,162,162,0,77,56,21,21,0,124,34,71,3,4,0,9,3,87,13,10,25,39,0,102,94,8,63,63,0
"E01000928",1620,347,38,0,38,309,196,33,78,2,518,375,202,40,131,2,104,39,123,70,45,8,0,171,52,52,0,119,119,0,77,46,31,29,2,137,33,57,5,17,0,25,0,105,27,2,35,41,0,108,90,18,34,34,0
"E01000929",1675,160,34,3,31,126,51,51,24,0,358,197,139,12,41,5,137,24,132,92,30,6,4,193,33,33,0,160,160,0,104,43,61,57,4,215,56,121,5,9,0,24,0,242,69,2,72,95,4,227,178,49,44,44,0
"E01000930",1910,197,29,0,29,168,99,37,29,3,425,283,192,42,47,2,112,30,160,106,28,18,8,207,53,53,0,154,154,0,94,55,39,37,2,242,70,108,10,18,0,33,3,243,74,8,52,109,0,214,167,47,128,128,0
"E01000931",1902,291,68,0,68,223,122,74,24,3,370,254,169,28,53,4,74,42,163,87,57,15,4,175,32,32,0,143,143,0,140,102,38,35,3,252,101,114,1,12,0,22,2,219,35,13,72,98,1,210,158,52,82,82,0
"E01000932",1825,533,59,0,59,474,255,158,58,3,557,434,301,47,73,13,97,26,154,71,60,16,7,126,37,37,0,89,88,1,75,53,22,21,1,171,35,95,9,10,0,18,4,78,21,5,21,30,1,89,64,25,42,42,0
"E01000933",1671,401,66,3,63,335,185,89,50,11,591,397,266,28,92,11,154,40,150,89,40,17,4,137,28,28,0,109,109,0,73,49,24,24,0,92,24,45,9,6,0,7,1,70,17,5,23,25,0,106,77,29,51,51,0
"E01000934",1542,184,29,0,29,155,101,40,11,3,321,231,175,23,24,9,57,33,183,102,53,20,8,118,24,24,0,94,94,0,116,80,36,36,0,213,62,118,5,7,0,21,0,135,29,14,36,56,0,200,158,42,72,72,0
