"GeographyCode","QS407EW0001","QS407EW0002","QS407EW0003","QS407EW0004","QS407EW0005","QS407EW0006","QS407EW0007","QS407EW0008","QS407EW0009","QS407EW0010"
"E00004654",100,49,31,10,9,0,0,0,0,1
"E00004655",125,7,17,39,17,11,21,3,0,10
"E00004656",233,75,50,56,33,14,2,3,0,0
"E00004658",114,9,12,8,49,28,2,2,1,3
"E00004659",165,22,52,39,15,11,17,2,4,3
"E00004660",128,5,17,39,22,29,11,1,2,2
"E00004661",129,6,21,52,31,4,9,2,2,2
"E00004662",144,1,32,75,30,1,1,2,1,1
"E00004663",118,17,14,9,37,22,17,1,1,0
"E00004664",147,0,28,33,44,20,14,3,2,3
"E00004665",117,6,33,25,26,19,8,0,0,0
"E00004666",178,58,10,69,24,8,0,6,0,3
"E00004667",126,1,8,50,60,7,0,0,0,0
"E00004668",84,0,10,23,30,16,4,0,1,0
"E00004669",105,4,8,30,21,34,7,0,1,0
"E00004670",109,2,2,56,22,24,1,2,0,0
"E00004671",170,5,20,43,47,29,18,3,3,2
"E00004672",120,3,25,35,42,10,4,1,0,0
"E00004673",126,4,11,44,54,12,0,0,0,1
"E00004674",102,1,18,32,29,17,0,1,3,1
"E00004675",105,3,10,27,38,21,2,1,1,2
"E00004676",118,0,19,57,28,6,1,5,0,2
"E00004677",112,2,13,13,34,42,5,1,2,0
"E00004678",127,3,18,37,31,20,9,3,2,4
"E00004679",102,2,9,71,6,9,1,4,0,0
"E00004680",126,5,21,62,30,2,3,1,1,1
"E00004681",133,6,11,38,36,14,6,6,4,12
"E00004682",64,1,2,21,30,9,1,0,0,0
"E00004683",68,3,9,18,18,14,6,0,0,0
"E00004684",132,2,5,54,34,26,9,1,1,0
"E00004685",122,4,19,24,37,28,9,1,0,0
"E00004686",123,2,10,15,75,12,7,1,0,1
"E00004687",116,3,6,29,10,6,8,14,7,33
"E00004688",174,9,38,34,60,22,7,0,1,3
"E00004689",116,3,7,8,61,30,5,1,0,1
"E00004690",109,7,4,5,66,19,3,1,4,0
"E00004691",151,0,6,21,22,48,38,15,0,1
"E00004692",141,9,20,18,17,60,14,1,0,2
"E00004693",138,8,25,13,30,52,6,1,0,3
"E00004694",108,9,24,31,17,18,5,3,1,0
"E00004695",179,28,29,27,46,21,16,5,2,5
"E00004696",126,2,12,37,46,23,6,0,0,0
"E00004697",135,5,24,43,30,19,9,2,0,3
"E00004699",69,2,3,27,18,13,3,0,2,1
"E00004700",111,4,4,25,27,34,10,3,3,1
"E00004701",147,11,48,48,18,6,5,5,4,2
"E00004702",125,7,17,49,46,6,0,0,0,0
"E00004703",143,7,21,36,44,11,13,7,2,2
"E00004704",162,6,42,42,30,24,13,2,1,2
"E00004705",161,3,26,39,43,14,5,9,10,12
"E00004706",198,33,47,43,29,25,8,3,5,5
"E00004707",228,45,48,64,30,24,9,2,4,2
"E00004708",118,20,23,37,15,11,4,1,1,6
"E00004709",152,2,17,21,55,23,20,5,6,3
"E00004710",131,4,19,37,26,32,4,3,3,3
"E00004711",142,7,27,22,54,12,11,3,2,4
"E00004712",157,6,7,38,14,14,11,12,15,40
"E00004713",93,2,3,46,23,18,0,0,0,1
"E00004714",141,18,12,26,51,15,10,5,1,3
"E00004715",145,1,26,71,40,5,2,0,0,0
"E00004716",127,9,13,38,49,9,5,2,0,2
"E00004717",72,3,5,17,21,9,11,5,0,1
"E00004718",119,11,19,36,27,16,6,2,1,1
"E00004719",179,7,19,49,72,26,5,1,0,0
"E00004720",118,3,8,52,31,22,1,0,0,1
"E00004721",133,7,27,34,35,17,10,2,0,1
"E00004722",107,2,6,28,36,22,12,1,0,0
"E00004723",114,8,23,21,26,19,15,0,1,1
"E00004724",126,10,19,35,45,6,5,2,1,3
"E00004725",126,0,6,10,67,41,1,1,0,0
"E00004726",117,4,12,46,36,14,2,0,0,3
"E00004727",125,8,12,33,29,32,6,4,0,1
"E00004728",199,4,8,70,65,31,10,5,4,2
"E00004729",101,1,7,29,49,11,3,0,1,0
"E00004730",77,2,6,21,26,21,0,0,0,1
"E00004731",158,0,41,49,46,17,4,0,0,1
"E00004732",124,1,4,22,21,59,15,1,0,1
"E00004733",131,6,12,69,29,10,5,0,0,0
"E00004734",109,3,4,14,37,39,10,1,0,1
"E00004735",136,11,21,30,64,6,2,0,2,0
"E00004736",130,3,21,61,29,7,2,3,2,2
"E00004738",113,0,2,10,34,47,12,5,1,2
"E00004739",131,0,7,22,96,5,0,0,1,0
"E00004740",99,2,1,6,45,36,5,2,0,2
"E00004741",132,7,13,31,51,22,5,0,1,2
"E00004742",185,1,16,62,80,14,8,3,0,1
"E00004743",136,2,11,6,25,79,9,3,1,0
"E00004744",126,1,4,30,35,34,16,2,3,1
"E00004745",127,11,39,18,16,30,6,4,3,0
"E00004746",152,8,23,34,75,8,3,0,0,1
"E00004747",132,7,16,15,59,30,2,2,0,1
"E00004748",151,8,28,21,57,33,3,1,0,0
"E00004749",178,4,27,16,48,50,28,2,0,3
"E00004750",144,3,22,36,38,34,5,3,0,3
"E00004751",147,1,14,67,33,18,7,6,1,0
"E00004752",127,0,10,9,58,35,11,0,1,3
"E00004753",125,9,12,20,35,40,8,0,1,0
"E00004754",134,0,7,58,48,19,1,0,0,1
"E00004755",111,9,13,36,22,27,3,1,0,0
"E00004756",112,6,9,41,41,11,3,1,0,0
"E00004757",116,0,5,16,62,29,3,0,0,1
"E00004758",80,2,5,7,61,2,2,0,0,1
"E00004759",104,1,6,54,36,5,2,0,0,0
"E00004760",104,7,5,48,31,12,0,0,0,1
"E00004761",136,4,9,51,45,17,7,1,2,0
"E00004762",133,17,22,34,23,23,4,8,1,1
"E00004763",110,2,8,63,32,4,1,0,0,0
"E00004764",93,2,10,26,9,25,17,2,1,1
"E00004765",102,5,11,42,30,11,2,0,0,1
"E00004766",121,3,13,29,42,28,3,0,0,3
"E00004767",142,6,8,38,48,20,6,5,1,10
"E00004768",99,4,3,28,26,19,10,3,2,4
"E00004769",151,17,13,28,56,14,6,2,2,13
"E00004770",91,0,8,7,31,20,4,4,3,14
"E00004771",117,1,4,4,22,15,9,11,7,44
"E00004772",124,0,9,23,30,33,9,4,4,12
"E00004773",133,13,29,21,29,19,5,4,4,9
"E00004774",108,6,11,27,43,11,4,3,1,2
"E00004775",113,3,5,18,38,26,9,1,2,11
"E00004776",138,2,6,34,60,25,5,2,2,2
"E00004777",115,2,19,12,66,6,8,1,0,1
"E00004778",105,0,1,16,42,22,6,6,1,11
"E00004779",142,0,2,9,50,56,13,3,5,4
"E00004780",124,0,9,20,49,23,7,6,3,7
"E00004781",134,2,23,23,35,42,4,0,0,5
"E00004782",114,1,2,6,27,43,5,13,7,10
"E00004783",124,1,6,14,29,23,20,10,7,14
"E00004784",121,1,11,21,31,18,19,6,6,8
"E00004785",123,6,8,15,55,38,1,0,0,0
"E00004786",107,7,9,31,34,15,7,2,1,1
"E00004787",145,19,12,27,43,26,10,2,1,5
"E00004788",125,12,16,30,35,16,12,4,0,0
"E00004789",87,25,30,21,5,6,0,0,0,0
"E00004790",130,10,21,34,26,15,8,3,5,8
"E00004791",106,6,10,14,42,13,14,3,3,1
"E00004792",117,8,9,20,13,41,10,9,1,6
"E00004793",121,0,10,28,32,33,8,4,4,2
"E00004794",198,1,5,22,56,42,12,31,15,14
"E00004795",101,0,4,31,23,17,7,11,6,2
"E00004796",132,10,8,40,43,15,6,2,3,5
"E00004797",143,4,24,46,42,12,3,6,5,1
"E00004798",111,1,6,26,37,30,7,1,0,3
"E00004799",142,9,10,34,61,9,13,4,1,1
"E00004801",133,0,8,31,48,31,11,1,1,2
"E00004802",108,4,7,38,41,10,1,1,4,2
"E00004803",82,4,14,28,21,9,3,2,0,1
"E00004804",113,11,8,26,38,21,5,1,0,3
"E00004805",96,4,2,32,36,12,7,1,1,1
"E00004806",124,19,14,21,38,20,8,2,0,2
"E00004807",109,2,5,32,36,24,4,5,1,0
"E00004808",93,0,2,15,13,23,31,5,3,1
"E00004809",117,1,0,17,29,33,11,16,7,3
"E00004810",126,0,3,15,50,35,9,5,2,7
"E00004811",122,1,7,26,45,20,10,1,3,9
"E00004812",160,23,13,19,60,35,5,2,1,2
"E00004813",174,11,18,36,57,13,12,3,3,21
"E00004814",124,3,16,46,34,12,8,1,2,2
"E00004815",242,44,42,56,53,24,10,9,4,0
"E00004816",131,30,17,29,13,15,6,9,7,5
"E00004817",112,4,4,28,21,13,10,16,7,9
"E00004818",138,56,27,22,14,13,0,1,1,4
"E00004819",138,7,6,22,19,16,32,16,12,8
"E00004820",136,12,14,28,44,21,12,0,1,4
"E00004821",109,6,23,37,21,12,7,3,0,0
"E00004822",130,2,3,22,17,27,35,13,6,5
"E00004823",180,1,6,91,30,33,10,6,1,2
"E00004824",130,39,18,26,25,20,0,0,0,2
"E00004825",110,17,14,21,33,17,6,2,0,0
"E00004826",125,6,7,49,38,14,9,2,0,0
"E00004827",168,7,32,76,24,15,6,2,0,6
"E00004828",133,4,9,54,19,24,12,5,4,2
"E00004829",109,18,15,16,18,22,16,3,0,1
"E00004830",139,25,13,22,17,31,19,1,2,9
"E00004831",117,12,12,43,29,12,7,1,1,0
"E00004832",147,4,20,43,22,43,9,2,3,1
"E00004833",156,14,18,44,48,15,11,2,2,2
"E00004834",185,8,18,68,40,21,20,4,3,3
"E00004835",167,17,35,55,34,18,4,2,1,1
"E00004836",171,17,28,52,36,24,7,1,4,2
"E00004837",191,19,21,55,52,28,8,3,3,2
"E00004838",131,5,21,58,17,20,4,1,2,3
"E00004839",178,18,26,53,46,14,13,3,3,2
"E00004840",117,7,20,39,35,8,5,2,1,0
"E00004841",133,8,12,33,53,20,6,0,0,1
"E00004842",116,5,6,25,34,27,8,3,7,1
"E00004843",110,8,5,32,33,19,3,1,4,5
"E00004844",139,2,13,55,32,17,5,7,3,5
"E00004845",131,10,22,32,32,19,6,7,1,2
"E00004846",127,4,13,34,31,19,12,10,2,2
"E00004847",137,9,17,55,44,6,5,0,0,1
"E00004848",159,4,25,40,34,28,14,5,2,7
"E00004849",138,1,2,3,55,44,10,6,7,10
"E00004850",203,4,5,24,81,61,18,2,5,3
"E00004851",95,5,4,20,52,8,3,2,1,0
"E00004852",138,2,16,42,23,14,23,11,4,3
"E00004853",144,28,7,28,44,17,7,10,2,1
"E00174649",108,3,8,26,24,21,21,2,2,1
"E00174650",92,12,20,32,25,2,1,0,0,0
"E00174651",81,12,13,22,16,11,2,4,0,1
"E00174652",84,1,13,45,15,5,5,0,0,0
"E00174653",105,1,8,12,14,18,24,20,7,1
"E00174654",98,2,9,20,41,20,1,5,0,0
"E00174655",160,6,14,57,63,15,2,3,0,0
"E00174656",115,13,19,24,33,13,1,5,6,1
"E00174657",100,1,3,16,46,12,2,6,12,2
"E00174658",80,1,6,15,27,16,9,3,2,1
"E00174659",161,9,26,44,38,32,6,3,2,1
"E00174660",51,0,2,7,23,13,2,2,1,1
"E00174661",84,2,8,18,26,14,7,3,1,5
"E00174662",90,58,3,14,11,2,2,0,0,0
"E00174663",111,48,11,20,11,8,7,2,0,4
"E00174664",100,30,30,17,7,2,10,0,1,3
"E00174665",113,14,18,29,35,15,0,1,1,0
"E00174666",80,3,8,46,14,7,2,0,0,0
"E00174667",87,3,13,17,22,18,6,0,5,3
"E00174668",108,3,11,24,16,30,18,2,3,1
"E00174669",125,1,18,15,60,23,5,0,0,3
"E00174670",107,3,22,34,20,12,10,6,0,0
"E00174671",87,5,12,23,22,11,8,3,0,3
"E00174672",141,14,57,47,15,4,2,1,1,0
"E00174673",91,35,52,1,3,0,0,0,0,0
"E00174674",88,5,26,34,13,6,2,1,1,0
"E00174675",117,6,14,39,22,22,6,1,3,4
"E00174676",152,88,23,15,21,3,0,0,0,2
"E00174677",160,1,36,47,38,31,6,1,0,0
"E00174678",113,5,18,27,42,10,5,3,0,3
"E00174679",49,34,5,5,3,1,1,0,0,0
"E00174680",91,4,3,27,40,14,2,1,0,0
