"GeographyCode","KS209EW0001","KS209EW0002","KS209EW0003","KS209EW0004","KS209EW0005","KS209EW0006","KS209EW0007","KS209EW0008","KS209EW0009","KS209EW0010","KS209EW0011","KS209EW0012","KS209EW0013","KS209EW0014","KS209EW0015","KS209EW0016","KS209EW0017","KS209EW0018","KS209EW0019"
"E02000166",7924,3017,74,40,369,398,4,69,2425,1528,38.0742049469965,0.933871781928319,0.504795557799091,4.65673902069662,5.02271580010096,0.0504795557799091,0.870772337203433,30.6032306915699,19.2831903079253
"E02000167",7944,2812,82,71,852,102,9,31,2292,1693,35.3977844914401,1.03222557905337,0.893756294058409,10.7250755287009,1.28398791540786,0.113293051359517,0.390231621349446,28.8519637462236,21.3116817724068
"E02000168",8172,2807,74,30,195,510,11,62,2946,1537,34.3489965736662,0.905531081742535,0.367107195301028,2.38619676945668,6.24082232011747,0.134605971610377,0.758688203622124,36.0499265785609,18.8081253059227
"E02000169",7637,2442,101,176,1229,306,18,75,1692,1598,31.975906769674,1.32250883854917,2.3045698572738,16.0927065601676,4.00680895639649,0.235694644493911,0.98206101872463,22.1552965824277,20.9244467722928
"E02000170",8338,3013,85,137,675,548,16,44,2100,1720,36.1357639721756,1.01942911969297,1.64307987526985,8.09546653873831,6.5723195010794,0.191892540177501,0.527704485488127,25.185895898297,20.6284480690813
"E02000171",7818,2806,86,77,305,500,21,34,2433,1556,35.8915323612177,1.10002558199028,0.984906625735482,3.90125351752366,6.39549756971092,0.268610897927859,0.434893834740343,31.1204911742134,19.9027884369404
"E02000172",10147,3736,80,69,97,1680,7,47,2463,1968,36.8187641667488,0.788410367596334,0.680003942051838,0.955947570710555,16.556617719523,0.0689859071646792,0.463191090962846,24.2731841923721,19.3948950428698
"E02000173",7675,2590,111,182,721,384,21,51,1839,1776,33.7459283387622,1.44625407166124,2.37133550488599,9.39413680781759,5.00325732899023,0.273615635179153,0.664495114006515,23.9609120521173,23.1400651465798
"E02000174",8714,2837,83,41,132,1028,5,55,2801,1732,32.5568051411522,0.952490245581822,0.470507229745238,1.51480376405784,11.797108101905,0.0573789304567363,0.631168235024099,32.1436768418637,19.8760615102135
"E02000175",8848,3132,120,136,546,704,28,66,2237,1879,35.3978300180832,1.35623869801085,1.5370705244123,6.17088607594937,7.95660036166365,0.316455696202532,0.745931283905967,25.2825497287523,21.2364376130199
"E02000176",6373,2026,90,120,693,177,22,34,1717,1494,31.7903656048957,1.41220775145144,1.88294366860191,10.8739996861761,2.77734191118782,0.345206339243684,0.533500706103876,26.9417856582457,23.4426486740938
"E02000177",8948,3281,92,49,236,1540,12,49,2079,1610,36.6674117121144,1.02816271792579,0.547608404112651,2.63746088511399,17.2105498435405,0.134108180599017,0.547608404112651,23.2342422887796,17.9928475637014
"E02000178",8857,3228,77,123,227,1187,20,57,1921,2017,36.4457491249859,0.869368860788077,1.38873207632381,2.56294456362199,13.4018290617591,0.225810093711189,0.643558767076888,21.6890595009597,22.7729479507734
"E02000179",6329,2047,64,107,544,922,14,31,1393,1207,32.3431821772792,1.01121820192763,1.69063043134776,8.59535471638489,14.56786222152,0.22120398167167,0.489808816558698,22.0097961763312,19.070943276979
"E02000180",8202,2539,116,91,97,1064,3,46,2633,1613,30.9558644233114,1.41428919775664,1.10948549134357,1.18263838088271,12.9724457449403,0.0365764447695684,0.560838819800049,32.1019263594245,19.6659351377713
"E02000181",7708,2727,114,191,746,511,12,43,2110,1254,35.3788271925272,1.47898287493513,2.47794499221588,9.67825635703166,6.62947586922678,0.155682407887909,0.557861961598339,27.3741567202906,16.2688116242865
"E02000182",6697,1989,177,238,779,909,33,38,1382,1152,29.6998656114678,2.64297446617889,3.55383007316709,11.6320740630133,13.5732417500373,0.492757951321487,0.567418246976258,20.6361057189786,17.2017321188592
"E02000183",7913,2995,69,81,410,549,10,43,2139,1617,37.8491090610388,0.87198281309238,1.02363199797801,5.18134715025907,6.93795020851763,0.126374320738026,0.543409579173512,27.0314672058638,20.4347276633388
"E02000184",8882,2865,95,109,69,1680,12,48,2228,1776,32.2562485926593,1.06957892366584,1.22720108083765,0.776852060346769,18.914658860617,0.135104706147264,0.540418824589057,25.084440441342,19.9954965097951
