"GeographyCode","QS105EW0001","QS105EW0002","QS105EW0003"
"E00004235",2,0,2
"E00004236",1,0,1
"E00004237",3,2,1
"E00004238",5,4,1
"E00004239",0,0,0
"E00004240",3,1,2
"E00004241",12,5,7
"E00004242",5,4,1
"E00004243",12,9,3
"E00004244",5,3,2
"E00004245",3,1,2
"E00004246",12,7,5
"E00004247",4,3,1
"E00004248",5,3,2
"E00004249",1,0,1
"E00004250",7,5,2
"E00004251",2,1,1
"E00004252",2,0,2
"E00004253",0,0,0
"E00004254",0,0,0
"E00004255",4,0,4
"E00004256",2,1,1
"E00004257",0,0,0
"E00004258",1,0,1
"E00004259",0,0,0
"E00004260",2,0,2
"E00004261",1,0,1
"E00004262",1,1,0
"E00004263",0,0,0
"E00004264",0,0,0
"E00004265",0,0,0
"E00004266",0,0,0
"E00004268",1,0,1
"E00004269",0,0,0
"E00004270",0,0,0
"E00004271",1,0,1
"E00004272",6,3,3
"E00004273",8,5,3
"E00004274",3,0,3
"E00004275",1,1,0
"E00004276",3,0,3
"E00004277",2,2,0
"E00004278",2,0,2
"E00004279",0,0,0
"E00004280",6,4,2
"E00004281",7,5,2
"E00004282",2,0,2
"E00004283",5,3,2
"E00004284",0,0,0
"E00004285",2,1,1
"E00004286",0,0,0
"E00004287",4,3,1
"E00004288",0,0,0
"E00004289",0,0,0
"E00004290",2,0,2
"E00004291",4,1,3
"E00004292",1,1,0
"E00004293",4,1,3
"E00004294",0,0,0
"E00004295",16,4,12
"E00004296",3,1,2
"E00004297",0,0,0
"E00004298",11,6,5
"E00004299",5,3,2
"E00004300",3,2,1
"E00004301",2,2,0
"E00004302",3,1,2
"E00004303",9,3,6
"E00004304",4,2,2
"E00004305",3,2,1
"E00004306",0,0,0
"E00004307",4,4,0
"E00004308",3,3,0
"E00004309",3,3,0
"E00004310",2,1,1
"E00004311",5,1,4
"E00004312",2,0,2
"E00004313",5,4,1
"E00004314",0,0,0
"E00004315",3,2,1
"E00004316",2,0,2
"E00004317",6,3,3
"E00004318",6,2,4
"E00004319",1,1,0
"E00004320",0,0,0
"E00004321",7,4,3
"E00004322",8,5,3
"E00004323",16,8,8
"E00004324",6,4,2
"E00004325",4,1,3
"E00004326",3,2,1
"E00004327",2,1,1
"E00004328",0,0,0
"E00004329",7,2,5
"E00004330",0,0,0
"E00004331",1,0,1
"E00004332",4,4,0
"E00004333",5,1,4
"E00004334",2,1,1
"E00004335",7,5,2
"E00004336",0,0,0
"E00004337",2,1,1
"E00004338",3,2,1
"E00004339",2,1,1
"E00004340",4,1,3
"E00004341",0,0,0
"E00004342",3,2,1
"E00004343",3,3,0
"E00004344",1,0,1
"E00004345",12,8,4
"E00004346",5,0,5
"E00004347",5,3,2
"E00004348",5,2,3
"E00004349",11,8,3
"E00004350",3,0,3
"E00004351",8,2,6
"E00004352",14,6,8
"E00004353",2,1,1
"E00004354",4,2,2
"E00004355",5,3,2
"E00004356",7,4,3
"E00004357",5,1,4
"E00004358",0,0,0
"E00004359",5,2,3
"E00004360",0,0,0
"E00004361",10,4,6
"E00004362",5,3,2
"E00004363",5,3,2
"E00004364",8,6,2
"E00004365",2,2,0
"E00004366",3,1,2
"E00004367",7,4,3
"E00004368",3,1,2
"E00004369",2,1,1
"E00004370",1,0,1
"E00004371",0,0,0
"E00004372",6,2,4
"E00004373",2,2,0
"E00004374",2,2,0
"E00004375",2,1,1
"E00004376",4,3,1
"E00004377",6,1,5
"E00004378",3,3,0
"E00004379",6,3,3
"E00004380",1,0,1
"E00004381",4,1,3
"E00004382",1,0,1
"E00004383",3,1,2
"E00004384",2,0,2
"E00004385",7,3,4
"E00004386",8,5,3
"E00004387",1,0,1
"E00004388",3,1,2
"E00004389",3,2,1
"E00004390",4,2,2
"E00004391",6,4,2
"E00004392",10,8,2
"E00004393",2,1,1
"E00004394",2,2,0
"E00004395",4,2,2
"E00004396",3,1,2
"E00004397",10,9,1
"E00004398",2,0,2
"E00004399",4,0,4
"E00004400",5,3,2
"E00004401",9,3,6
"E00004402",9,5,4
"E00004403",11,5,6
"E00004404",10,6,4
"E00004405",9,7,2
"E00004406",4,1,3
"E00004407",10,6,4
"E00004408",10,6,4
"E00004409",9,3,6
"E00004410",5,2,3
"E00004411",5,4,1
"E00004412",3,1,2
"E00004413",5,2,3
"E00004414",13,6,7
"E00004415",4,2,2
"E00004416",2,2,0
"E00004417",4,1,3
"E00004418",4,4,0
"E00004419",2,2,0
"E00004420",6,5,1
"E00004421",13,4,9
"E00004422",0,0,0
"E00004423",0,0,0
"E00004424",0,0,0
"E00004425",2,1,1
"E00004426",8,3,5
"E00004427",12,7,5
"E00004428",4,2,2
"E00004429",6,4,2
"E00004430",0,0,0
"E00004431",4,1,3
"E00004432",7,4,3
"E00004433",4,1,3
"E00004435",0,0,0
"E00004436",7,5,2
"E00004437",2,1,1
"E00004438",2,2,0
"E00004439",5,3,2
"E00004440",4,2,2
"E00004441",3,1,2
"E00004442",0,0,0
"E00004444",1,1,0
"E00004445",0,0,0
"E00004446",3,3,0
"E00004447",0,0,0
"E00004448",6,2,4
"E00004450",3,2,1
"E00004451",4,1,3
"E00004452",1,1,0
"E00004453",4,3,1
"E00004454",1,1,0
"E00004455",2,0,2
"E00004456",5,3,2
"E00004457",1,0,1
"E00004458",11,8,3
"E00004459",3,1,2
"E00004460",0,0,0
"E00004461",4,2,2
"E00004462",0,0,0
"E00004463",5,3,2
"E00004464",0,0,0
"E00004465",5,3,2
"E00004466",0,0,0
"E00004467",2,1,1
"E00004468",4,1,3
"E00004469",8,4,4
"E00004470",3,3,0
"E00004471",2,1,1
"E00004472",7,1,6
"E00004473",9,7,2
"E00004474",1,1,0
"E00004475",2,0,2
"E00004476",0,0,0
"E00004477",0,0,0
"E00004478",3,2,1
"E00004479",9,2,7
"E00004480",0,0,0
"E00004481",7,4,3
"E00004482",8,6,2
"E00004483",8,2,6
"E00004484",0,0,0
"E00004485",3,1,2
"E00004486",3,2,1
"E00004487",1,0,1
"E00004488",2,0,2
"E00004489",2,0,2
"E00004490",4,1,3
"E00004491",1,1,0
"E00004492",11,6,5
"E00004493",0,0,0
"E00004494",13,8,5
"E00004495",7,6,1
"E00004496",7,5,2
"E00004497",2,1,1
"E00004498",0,0,0
"E00004499",13,2,11
"E00004500",0,0,0
"E00004501",0,0,0
"E00004502",3,2,1
"E00004503",0,0,0
"E00004504",12,7,5
"E00004505",4,2,2
"E00004506",2,2,0
"E00004507",8,6,2
"E00004508",5,3,2
"E00004509",9,3,6
"E00004510",4,2,2
"E00004511",17,8,9
"E00004512",3,0,3
"E00004513",9,5,4
"E00004514",12,6,6
"E00004515",1,0,1
"E00004516",4,2,2
"E00004517",3,1,2
"E00004518",3,3,0
"E00004519",5,2,3
"E00004520",3,3,0
"E00004521",2,0,2
"E00004522",6,4,2
"E00004523",6,2,4
"E00004524",4,2,2
"E00004525",4,3,1
"E00004526",4,1,3
"E00004527",0,0,0
"E00004528",2,1,1
"E00004529",0,0,0
"E00004530",1,0,1
"E00004531",1,0,1
"E00004532",9,2,7
"E00004534",2,0,2
"E00004535",0,0,0
"E00004536",8,2,6
"E00004537",0,0,0
"E00004538",0,0,0
"E00004539",0,0,0
"E00004540",3,2,1
"E00004541",1,1,0
"E00004542",2,1,1
"E00004543",3,0,3
"E00004544",1,1,0
"E00004545",3,2,1
"E00004546",3,0,3
"E00004547",4,2,2
"E00004548",0,0,0
"E00004549",1,1,0
"E00004550",2,1,1
"E00004551",1,1,0
"E00004552",9,4,5
"E00004553",1,0,1
"E00004554",11,1,10
"E00004555",3,1,2
"E00004556",0,0,0
"E00004557",0,0,0
"E00004558",1,0,1
"E00004559",4,0,4
"E00004560",0,0,0
"E00004561",0,0,0
"E00004562",2,1,1
"E00004563",7,3,4
"E00004564",3,1,2
"E00004565",2,0,2
"E00004566",0,0,0
"E00004567",10,4,6
"E00004568",1,0,1
"E00004569",1,1,0
"E00004570",3,0,3
"E00004571",4,0,4
"E00004572",2,2,0
"E00004573",4,1,3
"E00004574",2,2,0
"E00004575",3,2,1
"E00004576",7,6,1
"E00004577",0,0,0
"E00004578",1,0,1
"E00004579",3,3,0
"E00004580",1,1,0
"E00004581",5,0,5
"E00004582",2,1,1
"E00004583",5,3,2
"E00004584",5,4,1
"E00004585",2,0,2
"E00004586",6,4,2
"E00004587",4,1,3
"E00004588",2,1,1
"E00004589",0,0,0
"E00004590",2,0,2
"E00004591",4,2,2
"E00004592",7,3,4
"E00004593",0,0,0
"E00004594",1,1,0
"E00004595",3,1,2
"E00004596",3,1,2
"E00004597",2,1,1
"E00004598",0,0,0
"E00004599",4,3,1
"E00004600",4,3,1
"E00004601",4,2,2
"E00004602",4,1,3
"E00004603",4,1,3
"E00004604",0,0,0
"E00004605",11,6,5
"E00004606",7,3,4
"E00004607",1,1,0
"E00004608",7,3,4
"E00004609",8,3,5
"E00004610",3,0,3
"E00004611",0,0,0
"E00004612",2,1,1
"E00004613",2,1,1
"E00004614",3,3,0
"E00004615",3,0,3
"E00004616",2,2,0
"E00004617",0,0,0
"E00004618",3,2,1
"E00004619",0,0,0
"E00004620",2,0,2
"E00004621",2,2,0
"E00004622",1,1,0
"E00004623",3,0,3
"E00004624",4,2,2
"E00004625",6,5,1
"E00004626",1,0,1
"E00004627",1,0,1
"E00004628",5,3,2
"E00004629",0,0,0
"E00004630",2,2,0
"E00004631",1,1,0
"E00004632",7,1,6
"E00004633",4,1,3
"E00004634",0,0,0
"E00004635",3,2,1
"E00004636",0,0,0
"E00004637",3,1,2
"E00004638",2,2,0
"E00004639",6,3,3
"E00004640",2,2,0
"E00004641",7,3,4
"E00004642",3,1,2
"E00004643",0,0,0
"E00004644",1,1,0
"E00004645",2,0,2
"E00004646",1,1,0
"E00004647",0,0,0
"E00004649",0,0,0
"E00004650",1,0,1
"E00004651",0,0,0
"E00004652",3,1,2
"E00004653",0,0,0
"E00004654",2,1,1
"E00004655",0,0,0
"E00004656",5,1,4
"E00004658",3,1,2
"E00004659",4,3,1
"E00004660",4,2,2
"E00004661",0,0,0
"E00004662",2,0,2
"E00004663",4,3,1
"E00004664",2,1,1
"E00004665",4,1,3
"E00004666",1,0,1
"E00004667",0,0,0
"E00004668",3,1,2
"E00004669",2,1,1
"E00004670",0,0,0
"E00004671",10,3,7
"E00004672",4,0,4
"E00004673",3,1,2
"E00004674",0,0,0
"E00004675",5,3,2
"E00004676",10,7,3
"E00004677",1,1,0
"E00004678",0,0,0
"E00004679",1,0,1
"E00004680",0,0,0
"E00004681",3,1,2
"E00004682",0,0,0
"E00004683",0,0,0
"E00004684",4,3,1
"E00004685",5,3,2
"E00004686",6,5,1
"E00004687",8,6,2
"E00004688",0,0,0
"E00004689",1,1,0
"E00004690",0,0,0
"E00004691",0,0,0
"E00004692",2,2,0
"E00004693",1,0,1
"E00004694",0,0,0
"E00004695",4,3,1
"E00004696",6,3,3
"E00004697",0,0,0
"E00004699",2,0,2
"E00004700",0,0,0
"E00004701",0,0,0
"E00004702",3,2,1
"E00004703",4,1,3
"E00004704",4,1,3
"E00004705",7,3,4
"E00004706",10,5,5
"E00004707",2,1,1
"E00004708",0,0,0
"E00004709",15,10,5
"E00004710",1,1,0
"E00004711",3,1,2
"E00004712",18,10,8
"E00004713",1,0,1
"E00004714",7,3,4
"E00004715",3,0,3
"E00004716",3,0,3
"E00004717",2,1,1
"E00004718",6,3,3
"E00004719",1,0,1
"E00004720",2,2,0
"E00004721",5,4,1
"E00004722",2,2,0
"E00004723",2,2,0
"E00004724",0,0,0
"E00004725",1,0,1
"E00004726",2,1,1
"E00004727",2,2,0
"E00004728",11,4,7
"E00004729",2,0,2
"E00004730",2,1,1
"E00004731",1,0,1
"E00004732",1,1,0
"E00004733",1,0,1
"E00004734",1,0,1
"E00004735",2,1,1
"E00004736",0,0,0
"E00004738",2,1,1
"E00004739",0,0,0
"E00004740",1,0,1
"E00004741",4,2,2
"E00004742",0,0,0
"E00004743",7,4,3
"E00004744",3,0,3
"E00004745",6,3,3
"E00004746",3,3,0
"E00004747",5,4,1
"E00004748",5,4,1
"E00004749",11,3,8
"E00004750",10,5,5
"E00004751",2,0,2
"E00004752",0,0,0
"E00004753",0,0,0
"E00004754",1,1,0
"E00004755",0,0,0
"E00004756",5,2,3
"E00004757",3,1,2
"E00004758",1,1,0
"E00004759",0,0,0
"E00004760",1,0,1
"E00004761",2,0,2
"E00004762",6,3,3
"E00004763",3,1,2
"E00004764",0,0,0
"E00004765",5,2,3
"E00004766",0,0,0
"E00004767",5,3,2
"E00004768",2,0,2
"E00004769",3,1,2
"E00004770",5,2,3
"E00004771",10,5,5
"E00004772",11,5,6
"E00004773",2,1,1
"E00004774",3,1,2
"E00004775",1,0,1
"E00004776",0,0,0
"E00004777",4,1,3
"E00004778",3,2,1
"E00004779",6,2,4
"E00004780",8,3,5
"E00004781",13,6,7
"E00004782",7,3,4
"E00004783",5,5,0
"E00004784",7,5,2
"E00004785",3,1,2
"E00004786",3,2,1
"E00004787",2,1,1
"E00004788",0,0,0
"E00004789",0,0,0
"E00004790",3,3,0
"E00004791",1,1,0
"E00004792",5,2,3
"E00004793",3,1,2
"E00004794",18,10,8
"E00004795",0,0,0
"E00004796",3,2,1
"E00004797",3,2,1
"E00004798",2,0,2
"E00004799",1,0,1
"E00004801",0,0,0
"E00004802",0,0,0
"E00004803",0,0,0
"E00004804",0,0,0
"E00004805",0,0,0
"E00004806",0,0,0
"E00004807",3,1,2
"E00004808",9,5,4
"E00004809",5,2,3
"E00004810",3,1,2
"E00004811",6,2,4
"E00004812",5,1,4
"E00004813",3,2,1
"E00004814",0,0,0
"E00004815",6,3,3
"E00004816",6,1,5
"E00004817",0,0,0
"E00004818",3,0,3
"E00004819",9,3,6
"E00004820",3,0,3
"E00004821",0,0,0
"E00004822",2,1,1
"E00004823",8,1,7
"E00004824",0,0,0
"E00004825",1,0,1
"E00004826",0,0,0
"E00004827",1,0,1
"E00004828",2,1,1
"E00004829",0,0,0
"E00004830",2,1,1
"E00004831",1,1,0
"E00004832",4,2,2
"E00004833",3,2,1
"E00004834",4,1,3
"E00004835",0,0,0
"E00004836",4,2,2
"E00004837",1,1,0
"E00004838",1,1,0
"E00004839",5,2,3
"E00004840",0,0,0
"E00004841",1,0,1
"E00004842",2,2,0
"E00004843",5,3,2
"E00004844",0,0,0
"E00004845",3,1,2
"E00004846",5,4,1
"E00004847",0,0,0
"E00004848",6,2,4
"E00004849",6,3,3
"E00004850",3,2,1
"E00004851",0,0,0
"E00004852",1,0,1
"E00004853",1,1,0
"E00174649",5,1,4
"E00174650",6,2,4
"E00174651",14,9,5
"E00174652",0,0,0
"E00174653",5,1,4
"E00174654",7,3,4
"E00174655",0,0,0
"E00174656",0,0,0
"E00174657",2,1,1
"E00174658",0,0,0
"E00174659",2,0,2
"E00174660",3,1,2
"E00174661",8,4,4
"E00174662",0,0,0
"E00174663",0,0,0
"E00174664",0,0,0
"E00174665",0,0,0
"E00174666",5,3,2
"E00174667",1,0,1
"E00174668",7,4,3
"E00174669",7,4,3
"E00174670",1,1,0
"E00174671",4,1,3
"E00174672",0,0,0
"E00174673",0,0,0
"E00174674",0,0,0
"E00174675",0,0,0
"E00174676",0,0,0
"E00174677",3,0,3
"E00174678",1,1,0
"E00174679",6,2,4
"E00174680",3,1,2
