"GeographyCode","KS206EW0001","KS206EW0002","KS206EW0003","KS206EW0004","KS206EW0005","KS206EW0006","KS206EW0007","KS206EW0008","KS206EW0009"
"E01000842",724,558,82,5,79,77.0718232044199,11.3259668508287,0.69060773480663,10.9116022099448
"E01000843",846,615,87,24,120,72.6950354609929,10.2836879432624,2.83687943262411,14.1843971631206
"E01000844",870,628,93,13,136,72.183908045977,10.6896551724138,1.49425287356322,15.632183908046
"E01000845",731,548,76,8,99,74.9658002735978,10.3967168262654,1.09439124487004,13.5430916552668
"E01000846",616,402,83,39,92,65.2597402597403,13.474025974026,6.33116883116883,14.9350649350649
"E01000847",677,449,89,35,104,66.3220088626292,13.1462333825702,5.1698670605613,15.3618906942393
"E01000848",805,611,69,7,118,75.9006211180124,8.57142857142857,0.869565217391304,14.6583850931677
"E01000849",862,673,75,6,108,78.0742459396752,8.70069605568446,0.696055684454756,12.5290023201856
"E01000850",664,454,97,4,109,68.3734939759036,14.6084337349398,0.602409638554217,16.4156626506024
"E01000851",861,557,116,16,172,64.6922183507549,13.472706155633,1.85830429732869,19.9767711962834
"E01000852",625,386,71,5,163,61.76,11.36,0.8,26.08
"E01000853",840,585,78,19,158,69.6428571428571,9.28571428571429,2.26190476190476,18.8095238095238
"E01000854",718,397,133,15,173,55.2924791086351,18.5236768802228,2.0891364902507,24.0947075208914
"E01000855",1111,846,97,2,166,76.1476147614761,8.73087308730873,0.18001800180018,14.9414941494149
"E01000856",628,425,81,23,99,67.6751592356688,12.8980891719745,3.6624203821656,15.7643312101911
"E01000857",686,542,79,7,58,79.0087463556851,11.5160349854227,1.02040816326531,8.45481049562682
"E01000858",775,532,104,27,112,68.6451612903226,13.4193548387097,3.48387096774194,14.4516129032258
"E01000859",807,681,56,3,67,84.3866171003718,6.93928128872367,0.371747211895911,8.30235439900867
"E01000860",797,651,33,5,108,81.6813048933501,4.1405269761606,0.627352572145546,13.5508155583438
"E01000861",729,534,98,17,80,73.2510288065844,13.443072702332,2.33196159122085,10.9739368998628
"E01000862",816,650,77,7,82,79.656862745098,9.43627450980392,0.857843137254902,10.0490196078431
"E01000863",667,469,85,3,110,70.3148425787106,12.743628185907,0.449775112443778,16.4917541229385
"E01000864",717,573,61,8,75,79.9163179916318,8.50767085076708,1.11576011157601,10.4602510460251
"E01000865",451,367,44,3,37,81.3747228381375,9.75609756097561,0.665188470066519,8.2039911308204
"E01000866",926,704,100,13,109,76.0259179265659,10.7991360691145,1.40388768898488,11.7710583153348
"E01000867",675,427,94,21,133,63.2592592592593,13.9259259259259,3.11111111111111,19.7037037037037
"E01000868",584,354,68,33,129,60.6164383561644,11.6438356164384,5.65068493150685,22.0890410958904
"E01000869",967,735,108,16,108,76.0082730093071,11.1685625646329,1.65460186142709,11.1685625646329
"E01000870",774,633,72,16,53,81.7829457364341,9.30232558139535,2.0671834625323,6.84754521963824
"E01000871",632,450,103,12,67,71.2025316455696,16.2974683544304,1.89873417721519,10.6012658227848
"E01000872",913,580,120,9,204,63.526834611172,13.1434830230011,0.985761226725082,22.3439211391019
"E01000873",710,547,88,3,72,77.0422535211268,12.3943661971831,0.422535211267606,10.1408450704225
"E01000874",704,529,76,13,86,75.1420454545455,10.7954545454545,1.84659090909091,12.2159090909091
"E01000875",839,565,92,19,163,67.342073897497,10.9654350417163,2.26460071513707,19.4278903456496
"E01000876",800,557,68,21,154,69.625,8.5,2.625,19.25
"E01000877",726,527,77,9,113,72.5895316804408,10.6060606060606,1.2396694214876,15.564738292011
"E01000878",550,409,67,12,62,74.3636363636364,12.1818181818182,2.18181818181818,11.2727272727273
"E01000879",602,460,65,7,70,76.4119601328904,10.797342192691,1.16279069767442,11.6279069767442
"E01000880",621,427,78,24,92,68.7600644122383,12.56038647343,3.86473429951691,14.8148148148148
"E01000881",632,425,91,11,105,67.246835443038,14.3987341772152,1.74050632911392,16.6139240506329
"E01000882",728,533,80,14,101,73.2142857142857,10.989010989011,1.92307692307692,13.8736263736264
"E01000883",638,401,73,8,156,62.8526645768025,11.4420062695925,1.25391849529781,24.4514106583072
"E01000884",577,412,87,13,65,71.4038128249567,15.0779896013865,2.25303292894281,11.265164644714
"E01000885",592,451,68,5,68,76.1824324324324,11.4864864864865,0.844594594594595,11.4864864864865
"E01000886",606,485,78,5,38,80.03300330033,12.8712871287129,0.825082508250825,6.27062706270627
"E01000887",690,523,93,9,65,75.7971014492754,13.4782608695652,1.30434782608696,9.42028985507246
"E01000888",697,558,76,8,55,80.0573888091822,10.9038737446198,1.14777618364419,7.8909612625538
"E01000889",657,492,81,22,62,74.8858447488584,12.3287671232877,3.34855403348554,9.43683409436834
"E01000890",767,551,82,26,108,71.8383311603651,10.6910039113429,3.38983050847458,14.0808344198175
"E01000891",672,470,75,21,106,69.9404761904762,11.1607142857143,3.125,15.7738095238095
"E01000892",823,635,89,22,77,77.1567436208991,10.8140947752126,2.67314702308627,9.35601458080194
"E01000893",715,586,72,7,50,81.958041958042,10.0699300699301,0.979020979020979,6.99300699300699
"E01000894",619,497,65,7,50,80.2907915993538,10.5008077544426,1.13085621970921,8.07754442649435
"E01000895",841,662,65,7,107,78.7158145065398,7.72889417360285,0.832342449464923,12.7229488703924
"E01000896",756,604,79,8,65,79.8941798941799,10.4497354497354,1.05820105820106,8.5978835978836
"E01000897",721,539,85,15,82,74.7572815533981,11.7891816920943,2.08044382801664,11.373092926491
"E01000898",850,597,85,20,148,70.2352941176471,10,2.35294117647059,17.4117647058824
"E01000899",698,593,60,4,41,84.9570200573066,8.59598853868195,0.573065902578797,5.87392550143267
"E01000900",757,609,66,23,59,80.449141347424,8.71862615587847,3.03830911492734,7.79392338177015
"E01000901",703,475,101,35,92,67.5675675675676,14.3669985775249,4.97866287339972,13.0867709815078
"E01000902",590,409,80,33,68,69.3220338983051,13.5593220338983,5.59322033898305,11.5254237288136
"E01000903",686,542,73,6,65,79.0087463556851,10.6413994169096,0.87463556851312,9.47521865889213
"E01000904",918,670,121,31,96,72.9847494553377,13.1808278867102,3.37690631808279,10.4575163398693
"E01000905",812,549,96,54,113,67.6108374384236,11.8226600985222,6.65024630541872,13.9162561576355
"E01000906",788,620,91,9,68,78.6802030456853,11.5482233502538,1.14213197969543,8.62944162436548
"E01000907",627,504,51,24,48,80.3827751196172,8.13397129186603,3.82775119617225,7.6555023923445
"E01000908",827,690,63,4,70,83.4340991535671,7.61789600967352,0.483675937122128,8.46432889963724
"E01000909",661,562,68,8,23,85.0226928895613,10.2874432677761,1.21028744326778,3.47957639939486
"E01000910",588,515,51,4,18,87.5850340136055,8.6734693877551,0.680272108843537,3.06122448979592
"E01000911",663,533,68,16,46,80.3921568627451,10.2564102564103,2.4132730015083,6.93815987933635
"E01000912",700,580,66,9,45,82.8571428571429,9.42857142857143,1.28571428571429,6.42857142857143
"E01000913",722,629,74,4,15,87.1191135734072,10.2493074792244,0.554016620498615,2.07756232686981
"E01000914",970,692,105,8,165,71.340206185567,10.8247422680412,0.824742268041237,17.0103092783505
"E01000915",635,431,87,33,84,67.8740157480315,13.7007874015748,5.19685039370079,13.2283464566929
"E01000916",881,605,109,18,149,68.671963677639,12.372304199773,2.04313280363224,16.9125993189557
"E01000917",913,583,111,39,180,63.855421686747,12.157721796276,4.27163198247536,19.7152245345016
"E01000918",935,650,134,13,138,69.5187165775401,14.331550802139,1.3903743315508,14.7593582887701
"E01000919",834,549,147,4,134,65.8273381294964,17.6258992805755,0.479616306954436,16.0671462829736
"E01000920",946,678,111,11,146,71.6701902748414,11.7336152219873,1.16279069767442,15.4334038054968
"E01000921",946,730,95,15,106,77.1670190274841,10.0422832980973,1.58562367864693,11.2050739957717
"E01000922",653,509,78,16,50,77.947932618683,11.9448698315467,2.45022970903522,7.65696784073507
"E01000923",656,559,59,5,33,85.2134146341463,8.99390243902439,0.76219512195122,5.03048780487805
"E01000924",795,612,90,5,88,76.9811320754717,11.3207547169811,0.628930817610063,11.0691823899371
"E01000925",629,412,77,47,93,65.5007949125596,12.241653418124,7.47217806041335,14.785373608903
"E01000926",698,450,117,20,111,64.4699140401146,16.7621776504298,2.86532951289398,15.9025787965616
"E01000927",734,571,85,7,71,77.7929155313352,11.5803814713896,0.953678474114441,9.67302452316076
"E01000928",682,540,71,22,49,79.1788856304985,10.4105571847507,3.2258064516129,7.18475073313783
"E01000929",685,419,84,50,132,61.1678832116788,12.2627737226277,7.2992700729927,19.2700729927007
"E01000930",1076,705,81,40,250,65.5204460966543,7.52788104089219,3.71747211895911,23.2342007434944
"E01000931",873,561,98,27,187,64.2611683848797,11.2256586483391,3.09278350515464,21.4203894616266
"E01000932",947,711,104,18,114,75.0791974656811,10.9820485744456,1.90073917634636,12.0380147835269
"E01000933",821,608,93,12,108,74.0560292326431,11.3276492082826,1.46163215590743,13.1546894031669
