"GeographyCode","KS301EW0001","KS301EW0002","KS301EW0003","KS301EW0004","KS301EW0005","KS301EW0006","KS301EW0007","KS301EW0008","KS301EW0009","KS301EW0010","KS301EW0011","KS301EW0012","KS301EW0013","KS301EW0014","KS301EW0015","KS301EW0016","KS301EW0017","KS301EW0018","KS301EW0019","KS301EW0020","KS301EW0021","KS301EW0022","KS301EW0023","KS301EW0024","KS301EW0025","KS301EW0026","KS301EW0027","KS301EW0028","KS301EW0029","KS301EW0030","KS301EW0031"
"E01000842",1444,64,83,1297,44,33,979,829,466,113,29,7,1336,82,9,17,4.43213296398892,5.74792243767313,89.819944598338,3.04709141274238,2.28531855955679,67.797783933518,57.409972299169,32.2714681440443,7.82548476454294,2.00831024930748,0.484764542936288,92.5207756232687,5.6786703601108,0.623268698060942,1.17728531855956
"E01000843",1678,76,80,1522,43,50,1094,978,487,151,50,12,1574,75,15,14,4.52920143027414,4.76758045292014,90.7032181168057,2.56257449344458,2.97973778307509,65.196662693683,58.2836710369487,29.0226460071514,8.99880810488677,2.97973778307509,0.715137067938021,93.8021454112038,4.46960667461263,0.893921334922527,0.834326579261025
"E01000844",1772,68,92,1612,46,44,1222,1116,470,132,43,11,1680,71,9,12,3.83747178329571,5.19187358916479,90.9706546275395,2.59593679458239,2.48306997742664,68.961625282167,62.979683972912,26.5237020316027,7.44920993227991,2.42663656884876,0.620767494356659,94.8081264108352,4.00677200902935,0.507900677200903,0.677200902934537
"E01000845",1464,92,65,1307,35,37,1011,860,423,115,49,17,1361,71,15,17,6.28415300546448,4.43989071038251,89.275956284153,2.39071038251366,2.52732240437158,69.0573770491803,58.7431693989071,28.8934426229508,7.8551912568306,3.34699453551913,1.16120218579235,92.9644808743169,4.84972677595628,1.02459016393443,1.16120218579235
"E01000846",1501,130,119,1252,68,66,780,791,448,167,77,18,1358,85,24,34,8.66089273817455,7.92804796802132,83.4110592938041,4.53031312458361,4.39706862091939,51.9653564290473,52.6982011992005,29.8467688207861,11.1259160559627,5.12991339107262,1.19920053297801,90.473017988008,5.66289140572951,1.59893404397069,2.26515656229181
"E01000847",1686,107,110,1469,58,69,942,935,500,164,64,23,1573,78,15,20,6.34638196915777,6.52431791221827,87.129300118624,3.44009489916963,4.09252669039146,55.8718861209964,55.4567022538553,29.655990510083,9.72716488730724,3.79596678529063,1.36417556346382,93.2977461447212,4.62633451957295,0.889679715302491,1.18623962040332
"E01000848",1588,65,84,1439,27,40,1103,941,473,129,30,15,1515,54,8,11,4.09319899244332,5.2896725440806,90.6171284634761,1.70025188916877,2.51889168765743,69.4584382871537,59.2569269521411,29.7858942065491,8.12342569269521,1.88916876574307,0.944584382871537,95.4030226700252,3.40050377833753,0.503778337531486,0.692695214105793
"E01000849",1569,77,89,1403,36,49,1086,894,492,138,38,7,1471,77,10,11,4.90758444869344,5.67240280433397,89.4200127469726,2.29445506692161,3.12300828553219,69.2160611854684,56.9789674952199,31.3575525812619,8.79541108986616,2.4219247928617,0.446144040790312,93.7539834289356,4.90758444869344,0.637348629700446,0.701083492670491
"E01000850",1694,85,94,1515,51,59,1361,980,521,129,46,18,1602,71,8,13,5.01770956316411,5.54899645808737,89.4332939787485,3.01062573789847,3.48288075560803,80.3423848878394,57.8512396694215,30.7556080283353,7.61511216056671,2.71546635182999,1.06257378984652,94.56906729634,4.19126328217237,0.472255017709563,0.76741440377804
"E01000851",2383,66,101,2216,45,75,2017,1469,707,146,38,23,2291,76,9,7,2.76961812840957,4.23835501468737,92.9920268569031,1.88837599664289,3.14729332773815,84.6412085606378,61.6449853126311,29.6684851028116,6.12673101133026,1.59462861938733,0.965169953839698,96.1393201846412,3.18925723877465,0.377675199328577,0.29374737725556
"E01000852",1587,63,96,1428,38,64,1286,854,542,140,32,19,1491,78,6,12,3.96975425330813,6.04914933837429,89.9810964083176,2.39445494643982,4.03276622558286,81.0333963453056,53.8122243226213,34.1524889729049,8.82167611846251,2.01638311279143,1.19722747321991,93.9508506616257,4.91493383742911,0.378071833648393,0.756143667296786
"E01000853",1631,218,196,1217,135,95,836,673,513,277,123,45,1490,94,10,37,13.3660331085224,12.0171673819742,74.6167995095034,8.27713059472716,5.82464745554874,51.2568976088289,41.2630288166769,31.4530962599632,16.9834457388105,7.54138565297364,2.75904353157572,91.3549969343961,5.76333537706928,0.613120784794605,2.26854690374004
"E01000854",1833,101,116,1616,65,74,1332,1119,467,151,75,21,1692,103,15,23,5.5100927441353,6.32842334969995,88.1614839061648,3.54609929078014,4.03709765411893,72.6677577741408,61.0474631751228,25.4773595199127,8.23786142935079,4.09165302782324,1.14566284779051,92.3076923076923,5.61920349154392,0.818330605564648,1.25477359519913
"E01000855",1764,61,140,1563,35,89,1367,966,535,199,56,8,1644,101,12,7,3.45804988662131,7.93650793650794,88.6054421768708,1.98412698412698,5.0453514739229,77.4943310657596,54.7619047619048,30.328798185941,11.281179138322,3.17460317460317,0.453514739229025,93.1972789115646,5.72562358276644,0.680272108843537,0.396825396825397
"E01000856",1645,149,136,1360,96,93,996,822,513,186,94,30,1482,100,30,33,9.05775075987842,8.26747720364742,82.6747720364742,5.83586626139818,5.65349544072948,60.5471124620061,49.9696048632219,31.1854103343465,11.306990881459,5.71428571428571,1.82370820668693,90.0911854103343,6.0790273556231,1.82370820668693,2.00607902735562
"E01000857",1447,104,116,1227,57,62,873,851,356,158,66,16,1314,92,19,22,7.18728403593642,8.01658604008293,84.7961299239806,3.93918451969592,4.28472702142364,60.3317208016586,58.8113337940567,24.6026261230131,10.9191430545957,4.5611610228058,1.10573600552868,90.8085694540428,6.35798203178991,1.31306150656531,1.52038700760194
"E01000858",1861,197,160,1504,135,118,1110,893,568,229,123,48,1658,112,51,40,10.5857066093498,8.59752821063944,80.8167651800107,7.25416442772703,6.34067705534659,59.6453519613111,47.9849543256314,30.52122514777,12.3052122514777,6.60934981192907,2.57925846319183,89.0918860827512,6.01826974744761,2.74046211714132,2.14938205265986
"E01000859",1586,69,94,1423,36,59,1060,957,458,114,45,12,1467,102,8,9,4.35056746532156,5.92686002522068,89.7225725094577,2.26986128625473,3.72005044136192,66.8348045397226,60.3404791929382,28.8776796973518,7.18789407313997,2.83732660781841,0.756620428751576,92.4968474148802,6.4312736443884,0.504413619167718,0.567465321563682
