"GeographyCode","KS403EW0001","KS403EW0002","KS403EW0003","KS403EW0004","KS403EW0005","KS403EW0009","KS403EW0010","KS403EW0011","KS403EW0012"
"E01000908",827,51,776,223,71,6.16686819830713,93.8331318016929,26.9649334945586,8.58524788391778
"E01000909",661,16,645,69,32,2.42057488653555,97.5794251134645,10.4387291981846,4.8411497730711
"E01000910",588,11,577,88,34,1.87074829931973,98.1292517006803,14.9659863945578,5.78231292517007
"E01000911",663,12,651,129,57,1.80995475113122,98.1900452488688,19.4570135746606,8.5972850678733
"E01000912",700,6,694,149,74,0.857142857142857,99.1428571428571,21.2857142857143,10.5714285714286
"E01000913",722,14,708,58,25,1.93905817174515,98.0609418282548,8.03324099722992,3.46260387811634
"E01000914",970,72,898,316,95,7.42268041237113,92.5773195876289,32.5773195876289,9.79381443298969
"E01000915",635,27,608,223,115,4.25196850393701,95.748031496063,35.1181102362205,18.1102362204724
"E01000916",881,52,829,377,111,5.90238365493757,94.0976163450624,42.7922814982974,12.5993189557321
"E01000917",913,21,892,366,150,2.30010952902519,97.6998904709748,40.0876232201533,16.4293537787514
"E01000918",935,43,892,361,134,4.59893048128342,95.4010695187166,38.6096256684492,14.331550802139
"E01000919",834,49,785,343,102,5.87529976019185,94.1247002398082,41.1270983213429,12.2302158273381
"E01000920",946,54,892,324,101,5.70824524312896,94.291754756871,34.2494714587738,10.676532769556
"E01000921",946,53,893,400,93,5.60253699788584,94.3974630021142,42.2832980972516,9.83086680761099
"E01000922",653,15,638,245,81,2.29709035222052,97.7029096477795,37.5191424196018,12.4042879019908
"E01000923",656,16,640,152,54,2.4390243902439,97.5609756097561,23.1707317073171,8.23170731707317
"E01000924",795,17,778,264,90,2.13836477987421,97.8616352201258,33.2075471698113,11.3207547169811
"E01000925",629,13,616,258,98,2.06677265500795,97.933227344992,41.0174880763116,15.5802861685215
"E01000926",698,14,684,230,106,2.00573065902579,97.9942693409742,32.9512893982808,15.1862464183381
"E01000927",734,11,723,170,81,1.49863760217984,98.5013623978202,23.1607629427793,11.0354223433243
"E01000928",682,16,666,197,90,2.34604105571848,97.6539589442815,28.8856304985337,13.1964809384164
"E01000929",685,11,674,206,122,1.60583941605839,98.3941605839416,30.0729927007299,17.8102189781022
"E01000930",1076,41,1035,497,118,3.81040892193309,96.1895910780669,46.1895910780669,10.9665427509294
"E01000931",873,40,833,409,156,4.58190148911798,95.418098510882,46.8499427262314,17.8694158075601
"E01000932",947,19,928,262,110,2.00633579725449,97.9936642027455,27.6663146779303,11.6156282998944
"E01000933",821,53,768,240,80,6.45554202192448,93.5444579780755,29.2326431181486,9.7442143727162
"E01000934",732,36,696,342,123,4.91803278688525,95.0819672131148,46.7213114754098,16.8032786885246
"E01000935",624,18,606,247,135,2.88461538461538,97.1153846153846,39.5833333333333,21.6346153846154
"E01000936",536,47,489,254,104,8.76865671641791,91.2313432835821,47.3880597014925,19.4029850746269
"E01000937",502,31,471,293,69,6.17529880478088,93.8247011952191,58.3665338645418,13.7450199203187
"E01000938",737,42,695,387,157,5.69877883310719,94.3012211668928,52.5101763907734,21.3025780189959
"E01000939",446,10,436,182,97,2.24215246636771,97.7578475336323,40.8071748878924,21.7488789237668
"E01000940",534,17,517,249,74,3.18352059925094,96.8164794007491,46.6292134831461,13.8576779026217
"E01000941",557,20,537,222,126,3.59066427289048,96.4093357271095,39.8563734290844,22.6211849192101
"E01000942",686,65,621,284,89,9.47521865889213,90.5247813411079,41.399416909621,12.9737609329446
"E01000943",596,45,551,294,59,7.5503355704698,92.4496644295302,49.3288590604027,9.8993288590604
"E01000944",667,8,659,291,150,1.19940029985008,98.8005997001499,43.6281859070465,22.4887556221889
"E01000945",611,33,578,286,116,5.40098199672668,94.5990180032733,46.8085106382979,18.9852700490998
"E01000946",715,19,696,248,76,2.65734265734266,97.3426573426573,34.6853146853147,10.6293706293706
"E01000947",871,41,830,444,150,4.70723306544202,95.292766934558,50.9758897818599,17.2215843857635
"E01000948",846,42,804,266,84,4.9645390070922,95.0354609929078,31.4420803782506,9.9290780141844
"E01000949",739,13,726,206,109,1.75913396481732,98.2408660351827,27.8755074424898,14.7496617050068
"E01000950",550,34,516,262,139,6.18181818181818,93.8181818181818,47.6363636363636,25.2727272727273
"E01000951",603,15,588,258,131,2.48756218905473,97.5124378109453,42.7860696517413,21.7247097844113
"E01000952",675,10,665,261,148,1.48148148148148,98.5185185185185,38.6666666666667,21.9259259259259
"E01000953",708,12,696,231,127,1.69491525423729,98.3050847457627,32.6271186440678,17.9378531073446
"E01000954",642,3,639,234,163,0.467289719626168,99.5327102803738,36.4485981308411,25.3894080996885
"E01000955",657,10,647,246,120,1.5220700152207,98.4779299847793,37.4429223744292,18.2648401826484
"E01000956",608,29,579,271,125,4.76973684210526,95.2302631578947,44.5723684210526,20.5592105263158
"E01000957",765,21,744,217,110,2.74509803921569,97.2549019607843,28.3660130718954,14.3790849673203
"E01000958",835,16,819,310,140,1.91616766467066,98.0838323353293,37.125748502994,16.7664670658683
"E01000959",698,10,688,302,124,1.43266475644699,98.567335243553,43.2664756446991,17.7650429799427
"E01000960",841,35,806,287,108,4.16171224732461,95.8382877526754,34.1260404280618,12.8418549346017
"E01000961",652,10,642,187,116,1.53374233128834,98.4662576687116,28.680981595092,17.7914110429448
"E01000962",745,15,730,159,56,2.01342281879195,97.9865771812081,21.3422818791946,7.51677852348993
"E01000963",851,35,816,148,45,4.11280846063455,95.8871915393655,17.3913043478261,5.28789659224442
"E01000964",713,18,695,159,55,2.52454417952314,97.4754558204769,22.3001402524544,7.71388499298738
"E01000965",764,34,730,205,64,4.45026178010471,95.5497382198953,26.8324607329843,8.37696335078534
"E01000966",675,20,655,115,27,2.96296296296296,97.037037037037,17.037037037037,4
"E01000967",619,14,605,106,28,2.26171243941842,97.7382875605816,17.124394184168,4.52342487883683
"E01000968",760,19,741,177,65,2.5,97.5,23.2894736842105,8.55263157894737
"E01000969",954,38,916,220,52,3.9832285115304,96.0167714884696,23.0607966457023,5.45073375262055
"E01000970",831,56,775,305,51,6.73886883273165,93.2611311672683,36.7027677496992,6.13718411552347
"E01000971",649,34,615,141,54,5.23882896764253,94.7611710323575,21.7257318952234,8.32049306625578
"E01000972",949,38,911,358,130,4.00421496311907,95.9957850368809,37.7239199157007,13.6986301369863
"E01000973",894,46,848,333,102,5.14541387024608,94.8545861297539,37.248322147651,11.4093959731544
"E01000974",821,34,787,303,108,4.14129110840438,95.8587088915956,36.9062119366626,13.1546894031669
