"GeographyCode","KS107EW0001","KS107EW0002","KS107EW0003","KS107EW0004","KS107EW0005","KS107EW0006","KS107EW0007","KS107EW0008","KS107EW0009","KS107EW0010","KS107EW0011","KS107EW0012","KS107EW0013","KS107EW0014","KS107EW0015","KS107EW0016","KS107EW0017","KS107EW0018","KS107EW0019","KS107EW0020","KS107EW0021","KS107EW0022","KS107EW0023"
"E00004315",2,1,0,1,0,0,0,0,2,1,0,1,50,0,50,0,0,0,0,100,50,0,50
"E00004316",4,2,2,0,2,0,2,0,2,2,0,0,50,50,0,50,0,50,0,50,50,0,0
"E00004317",10,5,3,2,0,0,0,0,10,5,3,2,50,30,20,0,0,0,0,100,50,30,20
"E00004318",5,1,2,2,1,0,0,1,4,1,2,1,20,40,40,20,0,0,20,80,20,40,20
"E00004319",6,2,2,2,0,0,0,0,6,2,2,2,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,100,33.3333333333333,33.3333333333333,33.3333333333333
"E00004320",1,0,1,0,0,0,0,0,1,0,1,0,0,100,0,0,0,0,0,100,0,100,0
"E00004321",5,2,1,2,0,0,0,0,5,2,1,2,40,20,40,0,0,0,0,100,40,20,40
"E00004322",2,1,0,1,0,0,0,0,2,1,0,1,50,0,50,0,0,0,0,100,50,0,50
"E00004323",9,2,1,6,0,0,0,0,9,2,1,6,22.2222222222222,11.1111111111111,66.6666666666667,0,0,0,0,100,22.2222222222222,11.1111111111111,66.6666666666667
"E00004324",3,1,2,0,0,0,0,0,3,1,2,0,33.3333333333333,66.6666666666667,0,0,0,0,0,100,33.3333333333333,66.6666666666667,0
"E00004325",2,0,1,1,1,0,1,0,1,0,0,1,0,50,50,50,0,50,0,50,0,0,50
"E00004326",3,0,0,3,0,0,0,0,3,0,0,3,0,0,100,0,0,0,0,100,0,0,100
"E00004327",6,3,0,3,0,0,0,0,6,3,0,3,50,0,50,0,0,0,0,100,50,0,50
"E00004328",3,0,2,1,0,0,0,0,3,0,2,1,0,66.6666666666667,33.3333333333333,0,0,0,0,100,0,66.6666666666667,33.3333333333333
"E00004329",5,1,1,3,1,0,1,0,4,1,0,3,20,20,60,20,0,20,0,80,20,0,60
"E00004330",3,2,0,1,0,0,0,0,3,2,0,1,66.6666666666667,0,33.3333333333333,0,0,0,0,100,66.6666666666667,0,33.3333333333333
"E00004331",5,1,2,2,1,0,1,0,4,1,1,2,20,40,40,20,0,20,0,80,20,20,40
"E00004332",3,1,1,1,0,0,0,0,3,1,1,1,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,100,33.3333333333333,33.3333333333333,33.3333333333333
"E00004333",2,1,1,0,0,0,0,0,2,1,1,0,50,50,0,0,0,0,0,100,50,50,0
"E00004334",2,0,0,2,0,0,0,0,2,0,0,2,0,0,100,0,0,0,0,100,0,0,100
"E00004335",5,2,1,2,0,0,0,0,5,2,1,2,40,20,40,0,0,0,0,100,40,20,40
"E00004336",2,1,0,1,0,0,0,0,2,1,0,1,50,0,50,0,0,0,0,100,50,0,50
"E00004337",3,1,0,2,0,0,0,0,3,1,0,2,33.3333333333333,0,66.6666666666667,0,0,0,0,100,33.3333333333333,0,66.6666666666667
"E00004338",2,0,1,1,0,0,0,0,2,0,1,1,0,50,50,0,0,0,0,100,0,50,50
"E00004339",4,1,0,3,0,0,0,0,4,1,0,3,25,0,75,0,0,0,0,100,25,0,75
"E00004340",2,1,0,1,0,0,0,0,2,1,0,1,50,0,50,0,0,0,0,100,50,0,50
"E00004341",2,2,0,0,0,0,0,0,2,2,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00004342",3,0,2,1,0,0,0,0,3,0,2,1,0,66.6666666666667,33.3333333333333,0,0,0,0,100,0,66.6666666666667,33.3333333333333
"E00004343",2,2,0,0,0,0,0,0,2,2,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00004344",2,0,0,2,0,0,0,0,2,0,0,2,0,0,100,0,0,0,0,100,0,0,100
"E00004345",4,0,2,2,0,0,0,0,4,0,2,2,0,50,50,0,0,0,0,100,0,50,50
"E00004346",4,3,1,0,0,0,0,0,4,3,1,0,75,25,0,0,0,0,0,100,75,25,0
"E00004347",1,1,0,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00004348",9,2,5,2,0,0,0,0,9,2,5,2,22.2222222222222,55.5555555555556,22.2222222222222,0,0,0,0,100,22.2222222222222,55.5555555555556,22.2222222222222
"E00004349",3,1,1,1,0,0,0,0,3,1,1,1,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,100,33.3333333333333,33.3333333333333,33.3333333333333
"E00004350",4,2,1,1,1,0,0,1,3,2,1,0,50,25,25,25,0,0,25,75,50,25,0
"E00004351",7,2,2,3,1,0,1,0,6,2,1,3,28.5714285714286,28.5714285714286,42.8571428571429,14.2857142857143,0,14.2857142857143,0,85.7142857142857,28.5714285714286,14.2857142857143,42.8571428571429
"E00004352",6,1,1,4,1,0,1,0,5,1,0,4,16.6666666666667,16.6666666666667,66.6666666666667,16.6666666666667,0,16.6666666666667,0,83.3333333333333,16.6666666666667,0,66.6666666666667
"E00004353",2,0,1,1,1,0,1,0,1,0,0,1,0,50,50,50,0,50,0,50,0,0,50
"E00004354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004355",3,3,0,0,0,0,0,0,3,3,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00004356",3,2,1,0,1,1,0,0,2,1,1,0,66.6666666666667,33.3333333333333,0,33.3333333333333,33.3333333333333,0,0,66.6666666666667,33.3333333333333,33.3333333333333,0
"E00004357",3,0,3,0,0,0,0,0,3,0,3,0,0,100,0,0,0,0,0,100,0,100,0
"E00004358",5,3,0,2,0,0,0,0,5,3,0,2,60,0,40,0,0,0,0,100,60,0,40
"E00004359",3,0,1,2,3,0,1,2,0,0,0,0,0,33.3333333333333,66.6666666666667,100,0,33.3333333333333,66.6666666666667,0,0,0,0
"E00004360",3,1,1,1,0,0,0,0,3,1,1,1,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,100,33.3333333333333,33.3333333333333,33.3333333333333
"E00004361",6,1,2,3,1,0,1,0,5,1,1,3,16.6666666666667,33.3333333333333,50,16.6666666666667,0,16.6666666666667,0,83.3333333333333,16.6666666666667,16.6666666666667,50
"E00004362",21,3,4,14,2,0,2,0,19,3,2,14,14.2857142857143,19.047619047619,66.6666666666667,9.52380952380952,0,9.52380952380952,0,90.4761904761905,14.2857142857143,9.52380952380952,66.6666666666667
"E00004363",22,4,2,16,1,1,0,0,21,3,2,16,18.1818181818182,9.09090909090909,72.7272727272727,4.54545454545455,4.54545454545455,0,0,95.4545454545455,13.6363636363636,9.09090909090909,72.7272727272727
"E00004364",26,3,3,20,1,0,0,1,25,3,3,19,11.5384615384615,11.5384615384615,76.9230769230769,3.84615384615385,0,0,3.84615384615385,96.1538461538462,11.5384615384615,11.5384615384615,73.0769230769231
"E00004365",3,1,0,2,0,0,0,0,3,1,0,2,33.3333333333333,0,66.6666666666667,0,0,0,0,100,33.3333333333333,0,66.6666666666667
"E00004366",12,4,4,4,0,0,0,0,12,4,4,4,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,100,33.3333333333333,33.3333333333333,33.3333333333333
"E00004367",20,4,2,14,0,0,0,0,20,4,2,14,20,10,70,0,0,0,0,100,20,10,70
"E00004368",4,0,4,0,0,0,0,0,4,0,4,0,0,100,0,0,0,0,0,100,0,100,0
"E00004369",17,4,4,9,1,0,0,1,16,4,4,8,23.5294117647059,23.5294117647059,52.9411764705882,5.88235294117647,0,0,5.88235294117647,94.1176470588235,23.5294117647059,23.5294117647059,47.0588235294118
"E00004370",5,1,1,3,0,0,0,0,5,1,1,3,20,20,60,0,0,0,0,100,20,20,60
"E00004371",23,3,5,15,2,0,1,1,21,3,4,14,13.0434782608696,21.7391304347826,65.2173913043478,8.69565217391304,0,4.34782608695652,4.34782608695652,91.304347826087,13.0434782608696,17.3913043478261,60.8695652173913
"E00004372",10,2,3,5,0,0,0,0,10,2,3,5,20,30,50,0,0,0,0,100,20,30,50
"E00004373",22,5,4,13,3,1,0,2,19,4,4,11,22.7272727272727,18.1818181818182,59.0909090909091,13.6363636363636,4.54545454545455,0,9.09090909090909,86.3636363636364,18.1818181818182,18.1818181818182,50
"E00004374",25,5,8,12,3,3,0,0,22,2,8,12,20,32,48,12,12,0,0,88,8,32,48
"E00004375",4,1,0,3,0,0,0,0,4,1,0,3,25,0,75,0,0,0,0,100,25,0,75
"E00004376",20,5,5,10,2,1,1,0,18,4,4,10,25,25,50,10,5,5,0,90,20,20,50
"E00004377",19,3,3,13,3,1,1,1,16,2,2,12,15.7894736842105,15.7894736842105,68.4210526315789,15.7894736842105,5.26315789473684,5.26315789473684,5.26315789473684,84.2105263157895,10.5263157894737,10.5263157894737,63.1578947368421
"E00004378",12,0,4,8,2,0,1,1,10,0,3,7,0,33.3333333333333,66.6666666666667,16.6666666666667,0,8.33333333333333,8.33333333333333,83.3333333333333,0,25,58.3333333333333
"E00004379",7,0,3,4,0,0,0,0,7,0,3,4,0,42.8571428571429,57.1428571428571,0,0,0,0,100,0,42.8571428571429,57.1428571428571
"E00004380",9,5,1,3,1,1,0,0,8,4,1,3,55.5555555555556,11.1111111111111,33.3333333333333,11.1111111111111,11.1111111111111,0,0,88.8888888888889,44.4444444444444,11.1111111111111,33.3333333333333
"E00004381",8,2,4,2,1,0,0,1,7,2,4,1,25,50,25,12.5,0,0,12.5,87.5,25,50,12.5
"E00004382",4,2,1,1,0,0,0,0,4,2,1,1,50,25,25,0,0,0,0,100,50,25,25
"E00004383",3,0,1,2,0,0,0,0,3,0,1,2,0,33.3333333333333,66.6666666666667,0,0,0,0,100,0,33.3333333333333,66.6666666666667
"E00004384",7,2,1,4,0,0,0,0,7,2,1,4,28.5714285714286,14.2857142857143,57.1428571428571,0,0,0,0,100,28.5714285714286,14.2857142857143,57.1428571428571
"E00004385",5,1,0,4,3,0,0,3,2,1,0,1,20,0,80,60,0,0,60,40,20,0,20
"E00004386",4,1,3,0,0,0,0,0,4,1,3,0,25,75,0,0,0,0,0,100,25,75,0
"E00004387",2,1,1,0,0,0,0,0,2,1,1,0,50,50,0,0,0,0,0,100,50,50,0
"E00004388",2,0,2,0,0,0,0,0,2,0,2,0,0,100,0,0,0,0,0,100,0,100,0
"E00004389",4,3,0,1,0,0,0,0,4,3,0,1,75,0,25,0,0,0,0,100,75,0,25
"E00004390",5,0,3,2,0,0,0,0,5,0,3,2,0,60,40,0,0,0,0,100,0,60,40
"E00004391",1,0,0,1,0,0,0,0,1,0,0,1,0,0,100,0,0,0,0,100,0,0,100
"E00004392",6,2,0,4,1,0,0,1,5,2,0,3,33.3333333333333,0,66.6666666666667,16.6666666666667,0,0,16.6666666666667,83.3333333333333,33.3333333333333,0,50
"E00004393",13,1,0,12,2,0,0,2,11,1,0,10,7.69230769230769,0,92.3076923076923,15.3846153846154,0,0,15.3846153846154,84.6153846153846,7.69230769230769,0,76.9230769230769
"E00004394",15,3,4,8,1,0,0,1,14,3,4,7,20,26.6666666666667,53.3333333333333,6.66666666666667,0,0,6.66666666666667,93.3333333333333,20,26.6666666666667,46.6666666666667
"E00004395",7,2,4,1,2,0,1,1,5,2,3,0,28.5714285714286,57.1428571428571,14.2857142857143,28.5714285714286,0,14.2857142857143,14.2857142857143,71.4285714285714,28.5714285714286,42.8571428571429,0
"E00004396",17,2,5,10,1,0,0,1,16,2,5,9,11.7647058823529,29.4117647058824,58.8235294117647,5.88235294117647,0,0,5.88235294117647,94.1176470588235,11.7647058823529,29.4117647058824,52.9411764705882
"E00004397",18,5,4,9,1,0,0,1,17,5,4,8,27.7777777777778,22.2222222222222,50,5.55555555555556,0,0,5.55555555555556,94.4444444444444,27.7777777777778,22.2222222222222,44.4444444444444
"E00004398",8,3,1,4,0,0,0,0,8,3,1,4,37.5,12.5,50,0,0,0,0,100,37.5,12.5,50
"E00004399",23,7,4,12,1,0,1,0,22,7,3,12,30.4347826086957,17.3913043478261,52.1739130434783,4.34782608695652,0,4.34782608695652,0,95.6521739130435,30.4347826086957,13.0434782608696,52.1739130434783
"E00004400",16,1,2,13,1,0,0,1,15,1,2,12,6.25,12.5,81.25,6.25,0,0,6.25,93.75,6.25,12.5,75
"E00004401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004402",1,1,0,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00004403",3,1,2,0,3,1,2,0,0,0,0,0,33.3333333333333,66.6666666666667,0,100,33.3333333333333,66.6666666666667,0,0,0,0,0
"E00004404",3,1,1,1,0,0,0,0,3,1,1,1,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,100,33.3333333333333,33.3333333333333,33.3333333333333
"E00004405",3,0,2,1,1,0,0,1,2,0,2,0,0,66.6666666666667,33.3333333333333,33.3333333333333,0,0,33.3333333333333,66.6666666666667,0,66.6666666666667,0
"E00004406",2,0,0,2,0,0,0,0,2,0,0,2,0,0,100,0,0,0,0,100,0,0,100
"E00004407",3,1,1,1,0,0,0,0,3,1,1,1,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,100,33.3333333333333,33.3333333333333,33.3333333333333
"E00004408",4,0,2,2,1,0,1,0,3,0,1,2,0,50,50,25,0,25,0,75,0,25,50
"E00004409",6,1,2,3,0,0,0,0,6,1,2,3,16.6666666666667,33.3333333333333,50,0,0,0,0,100,16.6666666666667,33.3333333333333,50
"E00004410",11,8,2,1,1,0,1,0,10,8,1,1,72.7272727272727,18.1818181818182,9.09090909090909,9.09090909090909,0,9.09090909090909,0,90.9090909090909,72.7272727272727,9.09090909090909,9.09090909090909
"E00004411",4,2,2,0,0,0,0,0,4,2,2,0,50,50,0,0,0,0,0,100,50,50,0
"E00004412",2,0,1,1,1,0,1,0,1,0,0,1,0,50,50,50,0,50,0,50,0,0,50
"E00004413",3,0,2,1,0,0,0,0,3,0,2,1,0,66.6666666666667,33.3333333333333,0,0,0,0,100,0,66.6666666666667,33.3333333333333
"E00004414",2,0,0,2,0,0,0,0,2,0,0,2,0,0,100,0,0,0,0,100,0,0,100
"E00004415",3,1,2,0,0,0,0,0,3,1,2,0,33.3333333333333,66.6666666666667,0,0,0,0,0,100,33.3333333333333,66.6666666666667,0
"E00004416",4,1,1,2,1,0,0,1,3,1,1,1,25,25,50,25,0,0,25,75,25,25,25
"E00004417",3,2,1,0,0,0,0,0,3,2,1,0,66.6666666666667,33.3333333333333,0,0,0,0,0,100,66.6666666666667,33.3333333333333,0
"E00004418",2,1,0,1,0,0,0,0,2,1,0,1,50,0,50,0,0,0,0,100,50,0,50
"E00004419",3,0,1,2,0,0,0,0,3,0,1,2,0,33.3333333333333,66.6666666666667,0,0,0,0,100,0,33.3333333333333,66.6666666666667
"E00004420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004421",2,1,0,1,1,1,0,0,1,0,0,1,50,0,50,50,50,0,0,50,0,0,50
"E00004422",2,0,2,0,2,0,2,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0
"E00004423",8,3,3,2,3,2,1,0,5,1,2,2,37.5,37.5,25,37.5,25,12.5,0,62.5,12.5,25,25
"E00004424",4,2,1,1,1,1,0,0,3,1,1,1,50,25,25,25,25,0,0,75,25,25,25
"E00004425",3,1,0,2,1,0,0,1,2,1,0,1,33.3333333333333,0,66.6666666666667,33.3333333333333,0,0,33.3333333333333,66.6666666666667,33.3333333333333,0,33.3333333333333
"E00004426",2,0,1,1,0,0,0,0,2,0,1,1,0,50,50,0,0,0,0,100,0,50,50
"E00004427",1,0,1,0,1,0,1,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0
"E00004428",1,0,1,0,0,0,0,0,1,0,1,0,0,100,0,0,0,0,0,100,0,100,0
"E00004429",4,1,2,1,0,0,0,0,4,1,2,1,25,50,25,0,0,0,0,100,25,50,25
"E00004430",2,1,0,1,1,1,0,0,1,0,0,1,50,0,50,50,50,0,0,50,0,0,50
"E00004431",3,0,1,2,1,0,1,0,2,0,0,2,0,33.3333333333333,66.6666666666667,33.3333333333333,0,33.3333333333333,0,66.6666666666667,0,0,66.6666666666667
"E00004432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004435",9,1,5,3,3,0,2,1,6,1,3,2,11.1111111111111,55.5555555555556,33.3333333333333,33.3333333333333,0,22.2222222222222,11.1111111111111,66.6666666666667,11.1111111111111,33.3333333333333,22.2222222222222
"E00004436",2,1,0,1,0,0,0,0,2,1,0,1,50,0,50,0,0,0,0,100,50,0,50
"E00004437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004439",1,0,1,0,1,0,1,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0
"E00004440",3,0,2,1,0,0,0,0,3,0,2,1,0,66.6666666666667,33.3333333333333,0,0,0,0,100,0,66.6666666666667,33.3333333333333
"E00004441",1,0,0,1,0,0,0,0,1,0,0,1,0,0,100,0,0,0,0,100,0,0,100
"E00004442",15,0,4,11,1,0,0,1,14,0,4,10,0,26.6666666666667,73.3333333333333,6.66666666666667,0,0,6.66666666666667,93.3333333333333,0,26.6666666666667,66.6666666666667
"E00004444",24,4,3,17,0,0,0,0,24,4,3,17,16.6666666666667,12.5,70.8333333333333,0,0,0,0,100,16.6666666666667,12.5,70.8333333333333
"E00004445",5,1,1,3,1,0,1,0,4,1,0,3,20,20,60,20,0,20,0,80,20,0,60
"E00004446",16,3,5,8,0,0,0,0,16,3,5,8,18.75,31.25,50,0,0,0,0,100,18.75,31.25,50
"E00004447",1,0,1,0,0,0,0,0,1,0,1,0,0,100,0,0,0,0,0,100,0,100,0
"E00004448",14,3,4,7,1,0,0,1,13,3,4,6,21.4285714285714,28.5714285714286,50,7.14285714285714,0,0,7.14285714285714,92.8571428571429,21.4285714285714,28.5714285714286,42.8571428571429
"E00004450",12,4,2,6,0,0,0,0,12,4,2,6,33.3333333333333,16.6666666666667,50,0,0,0,0,100,33.3333333333333,16.6666666666667,50
"E00004451",6,1,3,2,1,0,1,0,5,1,2,2,16.6666666666667,50,33.3333333333333,16.6666666666667,0,16.6666666666667,0,83.3333333333333,16.6666666666667,33.3333333333333,33.3333333333333
"E00004452",13,4,2,7,2,0,0,2,11,4,2,5,30.7692307692308,15.3846153846154,53.8461538461538,15.3846153846154,0,0,15.3846153846154,84.6153846153846,30.7692307692308,15.3846153846154,38.4615384615385
"E00004453",17,1,3,13,2,0,1,1,15,1,2,12,5.88235294117647,17.6470588235294,76.4705882352941,11.7647058823529,0,5.88235294117647,5.88235294117647,88.2352941176471,5.88235294117647,11.7647058823529,70.5882352941177
"E00004454",33,7,10,16,2,1,1,0,31,6,9,16,21.2121212121212,30.3030303030303,48.4848484848485,6.06060606060606,3.03030303030303,3.03030303030303,0,93.9393939393939,18.1818181818182,27.2727272727273,48.4848484848485
"E00004455",20,7,1,12,1,0,0,1,19,7,1,11,35,5,60,5,0,0,5,95,35,5,55
"E00004456",25,7,3,15,2,0,0,2,23,7,3,13,28,12,60,8,0,0,8,92,28,12,52
"E00004457",3,0,1,2,0,0,0,0,3,0,1,2,0,33.3333333333333,66.6666666666667,0,0,0,0,100,0,33.3333333333333,66.6666666666667
"E00004458",19,5,2,12,1,0,0,1,18,5,2,11,26.3157894736842,10.5263157894737,63.1578947368421,5.26315789473684,0,0,5.26315789473684,94.7368421052632,26.3157894736842,10.5263157894737,57.8947368421053
"E00004459",22,2,2,18,1,0,0,1,21,2,2,17,9.09090909090909,9.09090909090909,81.8181818181818,4.54545454545455,0,0,4.54545454545455,95.4545454545455,9.09090909090909,9.09090909090909,77.2727272727273
"E00004460",17,5,4,8,2,1,0,1,15,4,4,7,29.4117647058824,23.5294117647059,47.0588235294118,11.7647058823529,5.88235294117647,0,5.88235294117647,88.2352941176471,23.5294117647059,23.5294117647059,41.1764705882353
"E00004461",31,5,4,22,0,0,0,0,31,5,4,22,16.1290322580645,12.9032258064516,70.9677419354839,0,0,0,0,100,16.1290322580645,12.9032258064516,70.9677419354839
"E00004462",5,1,1,3,2,0,1,1,3,1,0,2,20,20,60,40,0,20,20,60,20,0,40
"E00004463",22,4,5,13,0,0,0,0,22,4,5,13,18.1818181818182,22.7272727272727,59.0909090909091,0,0,0,0,100,18.1818181818182,22.7272727272727,59.0909090909091
"E00004464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004465",22,4,7,11,0,0,0,0,22,4,7,11,18.1818181818182,31.8181818181818,50,0,0,0,0,100,18.1818181818182,31.8181818181818,50
"E00004466",1,1,0,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00004467",10,5,2,3,1,0,0,1,9,5,2,2,50,20,30,10,0,0,10,90,50,20,20
"E00004468",32,3,7,22,1,0,0,1,31,3,7,21,9.375,21.875,68.75,3.125,0,0,3.125,96.875,9.375,21.875,65.625
"E00004469",4,0,1,3,0,0,0,0,4,0,1,3,0,25,75,0,0,0,0,100,0,25,75
"E00004470",14,5,2,7,1,0,0,1,13,5,2,6,35.7142857142857,14.2857142857143,50,7.14285714285714,0,0,7.14285714285714,92.8571428571429,35.7142857142857,14.2857142857143,42.8571428571429
"E00004471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004472",13,4,2,7,1,0,1,0,12,4,1,7,30.7692307692308,15.3846153846154,53.8461538461538,7.69230769230769,0,7.69230769230769,0,92.3076923076923,30.7692307692308,7.69230769230769,53.8461538461538
"E00004473",2,0,1,1,0,0,0,0,2,0,1,1,0,50,50,0,0,0,0,100,0,50,50
"E00004474",2,0,0,2,0,0,0,0,2,0,0,2,0,0,100,0,0,0,0,100,0,0,100
"E00004475",27,9,4,14,1,0,0,1,26,9,4,13,33.3333333333333,14.8148148148148,51.8518518518518,3.7037037037037,0,0,3.7037037037037,96.2962962962963,33.3333333333333,14.8148148148148,48.1481481481481
"E00004476",16,5,1,10,1,0,0,1,15,5,1,9,31.25,6.25,62.5,6.25,0,0,6.25,93.75,31.25,6.25,56.25
"E00004477",4,1,2,1,0,0,0,0,4,1,2,1,25,50,25,0,0,0,0,100,25,50,25
"E00004478",9,4,2,3,0,0,0,0,9,4,2,3,44.4444444444444,22.2222222222222,33.3333333333333,0,0,0,0,100,44.4444444444444,22.2222222222222,33.3333333333333
"E00004479",10,2,2,6,3,0,2,1,7,2,0,5,20,20,60,30,0,20,10,70,20,0,50
"E00004480",2,0,1,1,0,0,0,0,2,0,1,1,0,50,50,0,0,0,0,100,0,50,50
"E00004481",21,8,4,9,2,0,1,1,19,8,3,8,38.0952380952381,19.047619047619,42.8571428571429,9.52380952380952,0,4.76190476190476,4.76190476190476,90.4761904761905,38.0952380952381,14.2857142857143,38.0952380952381
"E00004482",9,1,4,4,1,0,1,0,8,1,3,4,11.1111111111111,44.4444444444444,44.4444444444444,11.1111111111111,0,11.1111111111111,0,88.8888888888889,11.1111111111111,33.3333333333333,44.4444444444444
"E00004483",2,0,1,1,0,0,0,0,2,0,1,1,0,50,50,0,0,0,0,100,0,50,50
"E00004484",9,3,2,4,3,0,2,1,6,3,0,3,33.3333333333333,22.2222222222222,44.4444444444444,33.3333333333333,0,22.2222222222222,11.1111111111111,66.6666666666667,33.3333333333333,0,33.3333333333333
"E00004485",5,2,1,2,0,0,0,0,5,2,1,2,40,20,40,0,0,0,0,100,40,20,40
"E00004486",4,0,3,1,0,0,0,0,4,0,3,1,0,75,25,0,0,0,0,100,0,75,25
"E00004487",10,6,3,1,2,2,0,0,8,4,3,1,60,30,10,20,20,0,0,80,40,30,10
"E00004488",12,3,4,5,0,0,0,0,12,3,4,5,25,33.3333333333333,41.6666666666667,0,0,0,0,100,25,33.3333333333333,41.6666666666667
"E00004489",12,6,1,5,1,0,0,1,11,6,1,4,50,8.33333333333333,41.6666666666667,8.33333333333333,0,0,8.33333333333333,91.6666666666667,50,8.33333333333333,33.3333333333333
"E00004490",14,2,4,8,1,0,1,0,13,2,3,8,14.2857142857143,28.5714285714286,57.1428571428571,7.14285714285714,0,7.14285714285714,0,92.8571428571429,14.2857142857143,21.4285714285714,57.1428571428571
"E00004491",18,5,1,12,0,0,0,0,18,5,1,12,27.7777777777778,5.55555555555556,66.6666666666667,0,0,0,0,100,27.7777777777778,5.55555555555556,66.6666666666667
"E00004492",1,0,1,0,1,0,1,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0
"E00004493",10,5,0,5,0,0,0,0,10,5,0,5,50,0,50,0,0,0,0,100,50,0,50
"E00004494",5,1,3,1,0,0,0,0,5,1,3,1,20,60,20,0,0,0,0,100,20,60,20
"E00004495",3,3,0,0,0,0,0,0,3,3,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00004496",4,1,2,1,1,0,1,0,3,1,1,1,25,50,25,25,0,25,0,75,25,25,25
"E00004497",16,5,0,11,0,0,0,0,16,5,0,11,31.25,0,68.75,0,0,0,0,100,31.25,0,68.75
"E00004498",31,10,7,14,2,1,1,0,29,9,6,14,32.258064516129,22.5806451612903,45.1612903225806,6.45161290322581,3.2258064516129,3.2258064516129,0,93.5483870967742,29.0322580645161,19.3548387096774,45.1612903225806
"E00004499",3,2,1,0,0,0,0,0,3,2,1,0,66.6666666666667,33.3333333333333,0,0,0,0,0,100,66.6666666666667,33.3333333333333,0
"E00004500",5,1,0,4,0,0,0,0,5,1,0,4,20,0,80,0,0,0,0,100,20,0,80
"E00004501",6,1,3,2,0,0,0,0,6,1,3,2,16.6666666666667,50,33.3333333333333,0,0,0,0,100,16.6666666666667,50,33.3333333333333
"E00004502",17,2,2,13,3,0,0,3,14,2,2,10,11.7647058823529,11.7647058823529,76.4705882352941,17.6470588235294,0,0,17.6470588235294,82.3529411764706,11.7647058823529,11.7647058823529,58.8235294117647
"E00004503",10,4,1,5,0,0,0,0,10,4,1,5,40,10,50,0,0,0,0,100,40,10,50
"E00004504",1,0,0,1,0,0,0,0,1,0,0,1,0,0,100,0,0,0,0,100,0,0,100
"E00004505",19,2,8,9,0,0,0,0,19,2,8,9,10.5263157894737,42.1052631578947,47.3684210526316,0,0,0,0,100,10.5263157894737,42.1052631578947,47.3684210526316
"E00004506",15,5,1,9,2,1,0,1,13,4,1,8,33.3333333333333,6.66666666666667,60,13.3333333333333,6.66666666666667,0,6.66666666666667,86.6666666666667,26.6666666666667,6.66666666666667,53.3333333333333
"E00004507",3,1,2,0,1,1,0,0,2,0,2,0,33.3333333333333,66.6666666666667,0,33.3333333333333,33.3333333333333,0,0,66.6666666666667,0,66.6666666666667,0
"E00004508",4,1,0,3,0,0,0,0,4,1,0,3,25,0,75,0,0,0,0,100,25,0,75
"E00004509",9,2,3,4,0,0,0,0,9,2,3,4,22.2222222222222,33.3333333333333,44.4444444444444,0,0,0,0,100,22.2222222222222,33.3333333333333,44.4444444444444
"E00004510",4,0,0,4,1,0,0,1,3,0,0,3,0,0,100,25,0,0,25,75,0,0,75
"E00004511",4,0,3,1,0,0,0,0,4,0,3,1,0,75,25,0,0,0,0,100,0,75,25
"E00004512",10,4,1,5,1,1,0,0,9,3,1,5,40,10,50,10,10,0,0,90,30,10,50
"E00004513",2,1,1,0,0,0,0,0,2,1,1,0,50,50,0,0,0,0,0,100,50,50,0
