"GeographyCode","QS408EW0001","QS408EW0002","QS408EW0003","QS408EW0004","QS408EW0005","QS408EW0006"
"E02000166",3537,1183,609,1103,466,176
"E02000167",3629,1438,752,867,433,139
"E02000168",3535,849,673,1047,716,250
"E02000169",2942,1320,679,549,282,112
"E02000170",3685,1135,597,887,581,485
"E02000171",3502,802,771,1072,644,213
"E02000172",4186,525,706,1395,1029,531
"E02000173",3569,841,785,913,593,437
"E02000174",3822,609,587,1272,974,380
"E02000175",4277,732,798,1390,810,547
"E02000176",3261,715,761,934,534,317
"E02000177",3865,515,736,1348,863,403
"E02000178",4280,520,733,1494,912,621
"E02000179",2870,648,600,777,479,366
"E02000180",3394,551,545,1108,832,358
"E02000181",3657,674,920,1248,525,290
"E02000182",2963,768,689,778,473,255
"E02000183",3881,905,664,1097,877,338
"E02000184",3655,359,655,1262,960,419
"E02000185",3938,445,678,1283,903,629
"E02000186",3099,591,434,853,769,452
"E02000187",3290,267,534,1246,825,418
"E02000188",3170,226,504,1137,838,465
"E02000189",2253,201,284,696,646,426
"E02000190",3181,173,404,1210,782,612
"E02000191",2868,231,465,841,812,519
"E02000192",3375,290,552,1243,935,355
"E02000193",3850,401,554,1208,959,728
